3.557270930323243374e+04,4.000000000000000000e+01,4.100000000000000000e+01,4.100000000000000000e+01
4.327738254061569751e+04,3.848076923076923350e+01,4.000000000000000000e+01,4.100000000000000000e+01
5.101197276419557602e+04,3.724528301886793002e+01,3.875700934579441537e+01,4.000000000000000000e+01
5.101197276419557602e+04,3.724528301886793002e+01,3.875700934579441537e+01,4.000000000000000000e+01
5.380553403160090238e+04,3.685181581358952485e+01,3.836306470730148988e+01,3.960605536150708872e+01
5.675207868960800261e+04,3.646509951708729602e+01,3.796996224875013581e+01,3.921211072301415612e+01
5.985998454545258573e+04,3.607838322058507430e+01,3.758676155494339355e+01,3.882312519130702810e+01
6.313808819901357492e+04,3.569992584575918926e+01,3.720356086113663707e+01,3.843992449750027163e+01
6.659571016760724888e+04,3.532356802148469654e+01,3.682356802148471075e+01,3.805672380369352936e+01
7.024268138668863685e+04,3.494767736360656585e+01,3.644721019721021094e+01,3.768219063794286683e+01
7.408937116180501471e+04,3.457465013954690392e+01,3.607085237293571822e+01,3.730916341388319779e+01
7.814671665128025052e+04,3.420162291548723488e+01,3.570246425608745255e+01,3.693778784008669902e+01
8.242625396345299669e+04,3.383445566778902247e+01,3.533592446201144099e+01,3.657440787182168407e+01
8.694015095689061855e+04,3.347418151121856766e+01,3.499847783692717940e+01,3.621102790355665491e+01
9.170124183683418960e+04,3.311390735464812707e+01,3.498025385235357732e+01,3.599491136207711861e+01
9.672306364624596608e+04,3.299363547895232784e+01,3.496202986777997523e+01,3.598277428280307788e+01
1.020198947552083409e+05,3.298432833028402200e+01,3.494380588320637315e+01,3.597063720352903715e+01
1.076067954581147496e+05,3.297502118161572326e+01,3.492558189863277107e+01,3.595850012425499642e+01
1.134996507940759184e+05,3.296571403294741742e+01,3.490735791405916899e+01,3.594636304498095569e+01
1.197152157122967619e+05,3.295640688427911869e+01,3.488913392948556691e+01,3.593422596570691496e+01
1.262711627108350513e+05,3.294709973561081284e+01,3.487090994491196483e+01,3.592208888643287423e+01
1.331861320841979759e+05,3.293779258694250700e+01,3.485268596033836275e+01,3.590995180715883350e+01
1.404797849226368999e+05,3.292848543827420826e+01,3.483446197576476067e+01,3.589781472788479277e+01
1.481728590138386353e+05,3.291917828960590242e+01,3.481623799119115859e+01,3.588567764861075204e+01
1.562872278059489327e+05,3.290987114093760368e+01,3.479801400661754940e+01,3.587354056933671131e+01
1.648459625995836395e+05,3.290056399226929784e+01,3.477979002204394732e+01,3.586140349006267058e+01
1.738733981456475449e+05,3.289125684360099910e+01,3.476156603747034524e+01,3.584926641078862986e+01
1.833952018354817992e+05,3.288194969493269326e+01,3.474334205289674316e+01,3.583712933151458913e+01
1.934384466800563096e+05,3.287264254626439453e+01,3.472511806832314107e+01,3.582499225224054840e+01
2.040316882857163437e+05,3.286333539759608868e+01,3.470689408374953899e+01,3.581285517296650767e+01
2.152050460453352425e+05,3.285402824892778284e+01,3.468867009917593691e+01,3.580071809369246694e+01
2.269902887757322751e+05,3.284472110025948410e+01,3.467044611460233483e+01,3.578858101441842621e+01
2.394209250448339153e+05,3.283541395159117826e+01,3.465222213002873275e+01,3.577644393514438548e+01
2.525322984454142279e+05,3.282610680292287952e+01,3.463399814545513067e+01,3.576430685587034475e+01
2.663616880862933467e+05,3.281679965425457368e+01,3.461577416088152859e+01,3.575216977659630402e+01
2.809484145867211046e+05,3.280749250558627494e+01,3.459755017630791940e+01,3.574003269732226329e+01
2.963339518753175507e+05,3.279818535691796910e+01,3.457932619173431732e+01,3.572789561804822256e+01
3.125620451114426251e+05,3.278887820824967037e+01,3.456110220716071524e+01,3.571575853877418183e+01
3.296788350642751902e+05,3.277957105958136452e+01,3.454287822258711316e+01,3.570362145950014110e+01
3.477329893032446853e+05,3.277026391091305868e+01,3.452465423801351108e+01,3.569148438022610037e+01
3.667758405728280195e+05,3.276095676224475994e+01,3.450643025343990900e+01,3.567934730095205964e+01
3.868615327451456105e+05,3.275164961357645410e+01,3.448820626886630691e+01,3.566721022167801891e+01
4.080471747653356288e+05,3.274234246490815536e+01,3.446998228429270483e+01,3.565507314240397818e+01
4.303930030274163000e+05,3.273303531623984952e+01,3.445175829971910275e+01,3.564293606312993745e+01
4.539625526423166157e+05,3.272372816757155078e+01,3.443353431514550067e+01,3.563079898385589672e+01
4.788228380850339308e+05,3.271442101890324494e+01,3.441531033057189859e+01,3.561866190458185599e+01
5.050445437345425598e+05,3.270511387023493910e+01,3.439708634599829651e+01,3.560652482530781526e+01
5.327022248482099967e+05,3.269580672156664036e+01,3.437886236142469443e+01,3.559438774603377453e+01
5.618745195421557873e+05,3.268649957289833452e+01,3.436063837685108524e+01,3.558225066675973380e+01
5.926443723802455934e+05,3.267719242423003578e+01,3.434241439227748316e+01,3.557011358748570018e+01
6.250992702074723784e+05,3.266788527556172994e+01,3.432419040770388108e+01,3.555797650821165945e+01
6.593314908982313937e+05,3.265857812689343120e+01,3.430596642313027900e+01,3.554583942893761872e+01
6.954383657267765375e+05,3.264927097822512536e+01,3.428774243855667692e+01,3.553370234966357799e+01
7.335225561058155727e+05,3.263996382955682662e+01,3.426951845398307483e+01,3.552156527038953726e+01
