2.931376036208774894e+04,4.000000000000000000e+01,4.100000000000000000e+01,4.100000000000000000e+01
3.552774368458144454e+04,3.858715596330274167e+01,4.000000000000000000e+01,4.100000000000000000e+01
4.177150539050363295e+04,3.742857142857143060e+01,3.884070796460176922e+01,4.000000000000000000e+01
4.177150539050363295e+04,3.742857142857143060e+01,3.884070796460176922e+01,4.000000000000000000e+01
4.414806169860081718e+04,3.703796396504730382e+01,3.845355720429467539e+01,3.961284923969290617e+01
4.665983027239816147e+04,3.665951662216030371e+01,3.806640644398757445e+01,3.922569847938580523e+01
4.931450390534368489e+04,3.628237838151630967e+01,3.768755079530942709e+01,3.884272320910253029e+01
5.212021306620078394e+04,3.590684624017956850e+01,3.731041255466543305e+01,3.846558496845854336e+01
5.508555080023439223e+04,3.553610017310582947e+01,3.693495647417216077e+01,3.808844672781454932e+01
5.821959904713015567e+04,3.516535410603208334e+01,3.656732592026710904e+01,3.772093153759821149e+01
6.153195645625062753e+04,3.480134220161542657e+01,3.619969536636203600e+01,3.735636457164235225e+01
6.503276778441762144e+04,3.444275174329818867e+01,3.583752611936894539e+01,3.699193207116704940e+01
6.873275496625888627e+04,3.408416128498095077e+01,3.548185103063151757e+01,3.663334161284981150e+01
7.264324995227622276e+04,3.373428286391249031e+01,3.512617594189409687e+01,3.627475115453258070e+01
7.677622941520960012e+04,3.338707622966882127e+01,3.477772917274229769e+01,3.591946145620686082e+01
8.114435143099202833e+04,3.303986959542515933e+01,3.443325644900448879e+01,3.557498873246905191e+01
8.576099424663782702e+04,3.295961995110413767e+01,3.408878372526667277e+01,3.523051600873124301e+01
9.064029725379899901e+04,3.291400156120350573e+01,3.398915776200139049e+01,3.499617534281029663e+01
9.579720429347902245e+04,3.286838317130288090e+01,3.397455073832369266e+01,3.498461402253685293e+01
1.012475094245337386e+05,3.282276478140224896e+01,3.395994371464599482e+01,3.497305270226341634e+01
1.070079052961344714e+05,3.277714639150162412e+01,3.394533669096829698e+01,3.496149138198997264e+01
1.130960342723434442e+05,3.273152800160099218e+01,3.393072966729060624e+01,3.494993006171652894e+01
1.195305424653811206e+05,3.268590961170036735e+01,3.391612264361290840e+01,3.493836874144309235e+01
1.263311368430728617e+05,3.264029122179973541e+01,3.390151561993521057e+01,3.492680742116964865e+01
1.335186455853780499e+05,3.259467283189911058e+01,3.388690859625751273e+01,3.491524610089620495e+01
1.411150818748557067e+05,3.254905444199847864e+01,3.387230157257981489e+01,3.490368478062276836e+01
1.491437113164362672e+05,3.250343605209785380e+01,3.385769454890211705e+01,3.489212346034932466e+01
1.576291231929898495e+05,3.245781766219722186e+01,3.384308752522441921e+01,3.488056214007588096e+01
1.665973057749202999e+05,3.241219927229659703e+01,3.382848050154672137e+01,3.486900081980244437e+01
1.760757259144394484e+05,3.236658088239596509e+01,3.381387347786902353e+01,3.485743949952900067e+01
1.860934131682936859e+05,3.232096249249534026e+01,3.379926645419133280e+01,3.484587817925555697e+01
1.966810487065854832e+05,3.227534410259470832e+01,3.378465943051363496e+01,3.483431685898211327e+01
2.078710592799910810e+05,3.222972571269408348e+01,3.377005240683593712e+01,3.482275553870867668e+01
2.196977165331677243e+05,3.218410732279345154e+01,3.375544538315823928e+01,3.481119421843523298e+01
2.321972419685173954e+05,3.213848893289282671e+01,3.374083835948054144e+01,3.479963289816178929e+01
2.454079178817800712e+05,3.209287054299219477e+01,3.372623133580284360e+01,3.478807157788835269e+01
2.593702046092182281e+05,3.204725215309156994e+01,3.371162431212514576e+01,3.477651025761490899e+01
2.741268644454861642e+05,3.200163376319093800e+01,3.369701728844744792e+01,3.476494893734146530e+01
2.897230926117075724e+05,3.199095211132248195e+01,3.368241026476975009e+01,3.475338761706802870e+01
3.062066556748738512e+05,3.198156814823481398e+01,3.366780324109205935e+01,3.474182629679458501e+01
3.236280378425111994e+05,3.197218418514714955e+01,3.365319621741436151e+01,3.473026497652114131e+01
3.420405955806526472e+05,3.196280022205948157e+01,3.363858919373666367e+01,3.471870365624770471e+01
3.615007210286887130e+05,3.195341625897181359e+01,3.362398217005896583e+01,3.470714233597426102e+01
3.820680147115667351e+05,3.194403229588414916e+01,3.360937514638126800e+01,3.469558101570081732e+01
4.038054680783149088e+05,3.193464833279648118e+01,3.359476812270357016e+01,3.468401969542738073e+01
4.267796564259492443e+05,3.192526436970881321e+01,3.358016109902587232e+01,3.467245837515393703e+01
