3.468411481767041550e+04,4.000000000000000000e+01,4.100000000000000000e+01,4.100000000000000000e+01
4.262547086148652306e+04,3.850450450450450290e+01,4.000000000000000000e+01,4.100000000000000000e+01
5.069037885485935112e+04,3.728947368421053454e+01,3.878070175438598710e+01,4.000000000000000000e+01
5.069037885485935112e+04,3.728947368421053454e+01,3.878070175438598710e+01,4.000000000000000000e+01
5.346974432399719080e+04,3.692134545838249693e+01,3.841050367219958872e+01,3.963302103157175793e+01
5.640150305958021636e+04,3.656063963471371636e+01,3.804030559001319745e+01,3.926604206314351586e+01
5.949401082047342061e+04,3.619993381104492869e+01,3.768129030417166803e+01,3.890078851189963416e+01
6.275608151377788454e+04,3.584324728769173873e+01,3.732364130951702919e+01,3.854008268823084649e+01
6.619701231520694273e+04,3.549155910961466986e+01,3.696655910961467839e+01,3.817937686456206592e+01
6.982661016681847104e+04,3.513987093153760810e+01,3.661487093153762373e+01,3.782466538664888134e+01
7.365521972762470250e+04,3.479501556786504324e+01,3.626318275346054776e+01,3.747588372244021571e+01
7.769375285673931648e+04,3.445467216972594571e+01,3.591434958908078556e+01,3.712710205823155007e+01
8.195371971309375658e+04,3.411432877158685528e+01,3.557400619094169514e+01,3.678368361029652789e+01
8.644726156035771419e+04,3.398049699812631985e+01,3.523366279280259761e+01,3.644334021215743746e+01
9.118718537056123023e+04,3.395112846551027985e+01,3.499650965829506077e+01,3.610299681401833993e+01
9.618700032504176488e+04,3.392175993289423985e+01,3.498537441255119518e+01,3.599392674856975560e+01
1.014609563167465531e+05,3.389239140027819985e+01,3.497423916680732958e+01,3.598521800293020334e+01
1.070240845636255981e+05,3.386302286766216696e+01,3.496310392106346399e+01,3.597650925729065818e+01
1.128922404488664033e+05,3.383365433504612696e+01,3.495196867531959839e+01,3.596780051165111303e+01
1.190821487100690429e+05,3.380428580243008696e+01,3.494083342957573279e+01,3.595909176601156076e+01
1.256114511061543162e+05,3.377491726981404696e+01,3.492969818383186720e+01,3.595038302037201561e+01
1.324987566978595569e+05,3.374554873719800696e+01,3.491856293808800160e+01,3.594167427473247045e+01
1.397636948851271009e+05,3.371618020458196696e+01,3.490742769234414311e+01,3.593296552909291819e+01
1.474269713525429834e+05,3.368681167196592696e+01,3.489629244660027751e+01,3.592425678345337303e+01
1.555104270822795806e+05,3.365744313934989407e+01,3.488515720085641192e+01,3.591554803781382788e+01
1.640371006027307012e+05,3.362807460673385407e+01,3.487402195511254632e+01,3.590683929217427561e+01
1.730312936502544326e+05,3.359870607411781407e+01,3.486288670936868073e+01,3.589813054653473046e+01
1.825186404311646183e+05,3.356933754150177407e+01,3.485175146362481513e+01,3.588942180089517819e+01
1.925261806813739531e+05,3.353996900888573407e+01,3.484061621788094953e+01,3.588071305525563304e+01
2.030824367319145240e+05,3.351060047626969407e+01,3.482948097213708394e+01,3.587200430961608788e+01
2.142174947999791475e+05,3.348123194365365407e+01,3.481834572639321834e+01,3.586329556397653562e+01
2.259630907371695212e+05,3.345186341103761407e+01,3.480721048064935275e+01,3.585458681833699046e+01
2.383527004793409724e+05,3.342249487842158118e+01,3.479607523490549426e+01,3.584587807269744530e+01
2.514216354558356106e+05,3.339312634580554118e+01,3.478493998916162866e+01,3.583716932705789304e+01
2.652071432300218730e+05,3.336375781318950118e+01,3.477380474341776306e+01,3.582846058141834789e+01
2.797485136579833925e+05,3.333438928057346118e+01,3.476266949767389747e+01,3.581975183577880273e+01
2.950871908679111511e+05,3.330502074795742118e+01,3.475153425193003187e+01,3.581104309013925047e+01
3.112668913793531829e+05,3.327565221534138118e+01,3.474039900618616628e+01,3.580233434449970531e+01
3.283337286989704589e+05,3.324628368272534118e+01,3.472926376044230068e+01,3.579362559886016015e+01
3.463363447479075403e+05,3.321691515010930118e+01,3.471812851469843508e+01,3.578491685322060789e+01
3.653260484953569248e+05,3.318754661749326829e+01,3.470699326895456949e+01,3.577620810758106273e+01
3.853569621934343595e+05,3.315817808487722829e+01,3.469585802321070389e+01,3.576749936194151758e+01
4.064861756301504793e+05,3.312880955226118829e+01,3.468472277746683829e+01,3.575879061630196531e+01
4.287739088400986511e+05,3.309944101964514829e+01,3.467358753172297980e+01,3.575008187066242016e+01
4.522836837366258260e+05,3.307007248702910829e+01,3.466245228597911421e+01,3.574137312502286790e+01
4.770825051546182949e+05,3.304070395441306829e+01,3.465131704023524861e+01,3.573266437938332274e+01
5.032410518199172802e+05,3.301133542179702829e+01,3.464018179449138302e+01,3.572395563374377758e+01
5.308338777896289248e+05,3.299378123824168085e+01,3.462904654874751742e+01,3.571524688810422532e+01
5.599396249374547042e+05,3.298365342893780650e+01,3.461791130300365182e+01,3.570653814246468016e+01
