T (C),Phases vol%-AUSTENITE-50.0(C/s),Phases vol%-MARTENSITE-50.0(C/s),Phases vol%-BAINITE-50.0(C/s),Density (g/(cm)^3)-BAINITE_PEARLITE-50.0(C/s),Density (g/(cm)^3)-AUSTENITE-50.0(C/s),Density (g/(cm)^3)-MARTENSITE-50.0(C/s),Density (g/(cm)^3)-TOTAL-50.0(C/s),Molar volume (cm^3)-BAINITE_PEARLITE-50.0(C/s),Molar volume (cm^3)-AUSTENITE-50.0(C/s),Molar volume (cm^3)-MARTENSITE-50.0(C/s),Molar volume (cm^3)-TOTAL-50.0(C/s),Linear expansion (%)-  -50.0(C/s),Thermal conductivity (W/(m*K))-BAINITE_PEARLITE-50.0(C/s),Thermal conductivity (W/(m*K))-AUSTENITE-50.0(C/s),Thermal conductivity (W/(m*K))-MARTENSITE-50.0(C/s),Thermal conductivity (W/(m*K))-TOTAL-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-BAINITE_PEARLITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-AUSTENITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-MARTENSITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-TOTAL-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-BAINITE_PEARLITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-AUSTENITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-MARTENSITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-TOTAL-50.0(C/s),Young's modulus (GPa)-BAINITE_PEARLITE-50.0(C/s),Young's modulus (GPa)-AUSTENITE-50.0(C/s),Young's modulus (GPa)-MARTENSITE-50.0(C/s),Young's modulus (GPa)-TOTAL-50.0(C/s),Bulk modulus (GPa)-BAINITE_PEARLITE-50.0(C/s),Bulk modulus (GPa)-AUSTENITE-50.0(C/s),Bulk modulus (GPa)-MARTENSITE-50.0(C/s),Bulk modulus (GPa)-TOTAL-50.0(C/s),Shear modulus(GPa)-BAINITE_PEARLITE-50.0(C/s),Shear modulus(GPa)-AUSTENITE-50.0(C/s),Shear modulus(GPa)-MARTENSITE-50.0(C/s),Shear modulus(GPa)-TOTAL-50.0(C/s),Poisson's ratio-BAINITE_PEARLITE-50.0(C/s),Poisson's ratio-AUSTENITE-50.0(C/s),Poisson's ratio-MARTENSITE-50.0(C/s),Poisson's ratio-TOTAL-50.0(C/s),Yield Stress (MPa)-TOTAL-50.0(C/s),Yield Stress (MPa)-BAINITE-50.0(C/s),Yield Stress (MPa)-MARTENSITE-50.0(C/s),Yield Stress (MPa)-AUSTENITE-50.0(C/s),Tensile Stress (MPa)-TOTAL-50.0(C/s),Hardness (HRC)-TOTAL-50.0(C/s),Enthalpy (J/g)-TOTAL-50.0(C/s),Enthalpy (J/g)-AUSTENITE-50.0(C/s),Enthalpy (J/g)-FERRITE-50.0(C/s),Enthalpy (J/g)-BAINITE_PEARLITE-50.0(C/s),Enthalpy (J/g)-MARTENSITE-50.0(C/s),Specific heat (J/(g K))-TOTAL-50.0(C/s),Specific heat (J/(g K))-AUSTENITE-50.0(C/s),Specific heat (J/(g K))-FERRITE-50.0(C/s),Specific heat (J/(g K))-BAINITE_PEARLITE-50.0(C/s),Specific heat (J/(g K))-MARTENSITE-50.0(C/s),Latent heat (J/g)-FERRITE-50.0(C/s),Latent heat (J/g)-BAINITE_PEARLITE-50.0(C/s),Latent heat (J/g)-MARTENSITE-50.0(C/s),TIME(s)-Cooling_50.0(C/s)
870,100, , , ,7.55385, ,7.55385, ,7.16764, ,7.16764,-0.11218, ,26.88059, ,26.88059, ,1.04191, ,1.04191, ,0.95978, ,0.95978, ,123.64527, ,123.64527, ,129.37682, ,129.37682, ,46.11163, ,46.11163, ,0.34072, ,0.34072,202.955, , ,202.955,276.569,-37.73212,615.0585,615.05889, ,577.83454, ,0.61331,0.61291, ,0.78872, , ,37.22435,-25.78946,1
865,100, , , ,7.5564, ,7.5564, ,7.16522, ,7.16522,-0.12339, ,26.82055, ,26.82055, ,1.03968, ,1.03968, ,0.96184, ,0.96184, ,124.1304, ,124.1304, ,129.65116, ,129.65116, ,46.30244, ,46.30244, ,0.34043, ,0.34043,203.121, , ,203.121,277.707,-37.48458,611.99586,611.99625, ,573.88518, ,0.61253,0.61213, ,0.79055, , ,38.11107,-25.09318,1.1
860,100, , , ,7.55895, ,7.55895, ,7.1628, ,7.1628,-0.1346, ,26.76051, ,26.76051, ,1.03743, ,1.03743, ,0.96392, ,0.96392, ,124.6152, ,124.6152, ,129.92419, ,129.92419, ,46.49322, ,46.49322, ,0.34014, ,0.34014,203.29, , ,203.29,278.845,-37.23848,608.93713,608.93752, ,569.92612, ,0.61175,0.61135, ,0.79261, , ,39.0114,-24.37885,1.2
855,100, , , ,7.5615, ,7.5615, ,7.16038, ,7.16038,-0.14581, ,26.70046, ,26.70046, ,1.03518, ,1.03518, ,0.96602, ,0.96602, ,125.09969, ,125.09969, ,130.19591, ,130.19591, ,46.68397, ,46.68397, ,0.33986, ,0.33986,203.46, , ,203.46,279.984,-36.99374,605.88231,605.88269, ,565.9562, ,0.61097,0.61057, ,0.79486, , ,39.92649,-23.64568,1.3
850,100, , , ,7.56406, ,7.56406, ,7.15797, ,7.15797,-0.15702, ,26.64042, ,26.64042, ,1.03291, ,1.03291, ,0.96814, ,0.96814, ,125.58386, ,125.58386, ,130.46632, ,130.46632, ,46.87467, ,46.87467, ,0.33957, ,0.33957,203.632, , ,203.632,281.123,-36.75048,602.83138,602.83176, ,561.97423, ,0.61018,0.60979, ,0.79741, , ,40.85753,-22.8928,1.4
845,100, , , ,7.56661, ,7.56661, ,7.15555, ,7.15555,-0.16823, ,26.58038, ,26.58038, ,1.03064, ,1.03064, ,0.97028, ,0.97028, ,126.06771, ,126.06771, ,130.73544, ,130.73544, ,47.06534, ,47.06534, ,0.33928, ,0.33928,203.805, , ,203.805,282.263,-36.50856,599.78437,599.78474, ,557.9789, ,0.6094,0.60901, ,0.80022, , ,41.80584,-22.11928,1.5
840,100, , , ,7.56917, ,7.56917, ,7.15313, ,7.15313,-0.17944, ,26.52033, ,26.52033, ,1.02835, ,1.02835, ,0.97243, ,0.97243, ,126.55124, ,126.55124, ,131.00327, ,131.00327, ,47.25597, ,47.25597, ,0.339, ,0.339,203.981, , ,203.981,283.403,-36.26802,596.74126,596.74163, ,553.96884, ,0.60862,0.60822, ,0.80331, , ,42.77279,-21.32415,1.6
835,100, , , ,7.57173, ,7.57173, ,7.15071, ,7.15071,-0.19064, ,26.46028, ,26.46028, ,1.02605, ,1.02605, ,0.97461, ,0.97461, ,127.03445, ,127.03445, ,131.26981, ,131.26981, ,47.44656, ,47.44656, ,0.33871, ,0.33871,204.158, , ,204.158,284.544,-36.02894,593.70205,593.70242, ,549.94262, ,0.60784,0.60744, ,0.8067, , ,43.7598,-20.50636,1.7
830,100, , , ,7.57429, ,7.57429, ,7.14829, ,7.14829,-0.20185, ,26.40024, ,26.40024, ,1.02375, ,1.02375, ,0.9768, ,0.9768, ,127.51734, ,127.51734, ,131.53508, ,131.53508, ,47.63712, ,47.63712, ,0.33842, ,0.33842,204.337, , ,204.337,285.684,-35.79122,590.66675,590.66712, ,545.89866, ,0.60706,0.60666, ,0.81042, , ,44.76846,-19.66476,1.8
825,100, , , ,7.57685, ,7.57685, ,7.14588, ,7.14588,-0.21305, ,26.34019, ,26.34019, ,1.02143, ,1.02143, ,0.97902, ,0.97902, ,127.99992, ,127.99992, ,131.79909, ,131.79909, ,47.82764, ,47.82764, ,0.33814, ,0.33814,204.518, , ,204.518,286.825,-35.55478,587.63536,587.63573, ,541.8353, ,0.60628,0.60588, ,0.81448, , ,45.80043,-18.79815,1.9
820,100, , , ,7.57942, ,7.57942, ,7.14346, ,7.14346,-0.22426, ,26.28015, ,26.28015, ,1.0191, ,1.0191, ,0.98126, ,0.98126, ,128.48217, ,128.48217, ,132.06183, ,132.06183, ,48.01812, ,48.01812, ,0.33785, ,0.33785,204.7, , ,204.7,287.966,-35.31976,584.60788,584.60824, ,537.75076, ,0.6055,0.6051, ,0.81891, , ,46.85748,-17.90523,2
815,100, , , ,7.58198, ,7.58198, ,7.14104, ,7.14104,-0.23546, ,26.2201, ,26.2201, ,1.01676, ,1.01676, ,0.98351, ,0.98351, ,128.9641, ,128.9641, ,132.32332, ,132.32332, ,48.20856, ,48.20856, ,0.33756, ,0.33756,204.885, , ,204.885,289.107,-35.08614,581.5843,581.58467, ,533.64313, ,0.60472,0.60432, ,0.82375, , ,47.94154,-16.98458,2.1
810,100, , , ,7.58455, ,7.58455, ,7.13862, ,7.13862,-0.24666, ,26.16005, ,26.16005, ,1.01442, ,1.01442, ,0.98579, ,0.98579, ,129.44572, ,129.44572, ,132.58356, ,132.58356, ,48.39896, ,48.39896, ,0.33728, ,0.33728,205.071, , ,205.071,290.249,-34.85377,578.56463,578.565, ,529.51032, ,0.60393,0.60353, ,0.82901, , ,49.05468,-16.03468,2.2
805,100, , , ,7.58712, ,7.58712, ,7.13621, ,7.13621,-0.25787, ,26.1, ,26.1, ,1.01206, ,1.01206, ,0.98809, ,0.98809, ,129.92702, ,129.92702, ,132.84256, ,132.84256, ,48.58933, ,48.58933, ,0.33699, ,0.33699,205.26, , ,205.26,291.39,-34.62277,575.54888,575.54924, ,525.35011, ,0.60315,0.60275, ,0.83473, , ,50.19913,-15.05389,2.3
800,100, , , ,7.58969, ,7.58969, ,7.13379, ,7.13379,-0.26907, ,26.03995, ,26.03995, ,1.00969, ,1.00969, ,0.99041, ,0.99041, ,130.40799, ,130.40799, ,133.10032, ,133.10032, ,48.77966, ,48.77966, ,0.3367, ,0.3367,205.45, , ,205.45,292.531,-34.39307,572.53703,572.53739, ,521.16007, ,0.60237,0.60197, ,0.84097, , ,51.37732,-14.04042,2.4
795,100, , , ,7.59226, ,7.59226, ,7.13137, ,7.13137,-0.28027, ,25.9799, ,25.9799, ,1.0073, ,1.0073, ,0.99275, ,0.99275, ,130.88865, ,130.88865, ,133.35686, ,133.35686, ,48.96995, ,48.96995, ,0.33642, ,0.33642,205.643, , ,205.643,293.672,-34.16465,569.5291,569.52946, ,516.93757, ,0.60159,0.60119, ,0.84775, , ,52.59189,-12.99233,2.5
790,100, , , ,7.59484, ,7.59484, ,7.12896, ,7.12896,-0.29147, ,25.91986, ,25.91986, ,1.00491, ,1.00491, ,0.99511, ,0.99511, ,131.36899, ,131.36899, ,133.61217, ,133.61217, ,49.1602, ,49.1602, ,0.33613, ,0.33613,205.838, , ,205.838,294.812,-33.93758,566.52507,566.52543, ,512.67975, ,0.60081,0.60041, ,0.85513, , ,53.84568,-11.90754,2.6
785,100, , , ,7.59741, ,7.59741, ,7.12654, ,7.12654,-0.30267, ,25.85981, ,25.85981, ,1.00251, ,1.00251, ,0.9975, ,0.9975, ,131.849, ,131.849, ,133.86626, ,133.86626, ,49.35042, ,49.35042, ,0.33584, ,0.33584,206.034, , ,206.034,295.953,-33.71176,563.52496,563.52532, ,508.38348, ,0.60002,0.59962, ,0.86317, , ,55.14184,-10.78375,2.7
780,100, , , ,7.59999, ,7.59999, ,7.12412, ,7.12412,-0.31387, ,25.79975, ,25.79975, ,1.00009, ,1.00009, ,0.99991, ,0.99991, ,132.3287, ,132.3287, ,134.11915, ,134.11915, ,49.54059, ,49.54059, ,0.33556, ,0.33556,206.233, , ,206.233,297.093,-33.4872,560.52877,560.52912, ,504.04535, ,0.59924,0.59884, ,0.87192, , ,56.48377,-9.61846,2.8
775,100, , , ,7.60257, ,7.60257, ,7.12171, ,7.12171,-0.32507, ,25.7397, ,25.7397, ,0.99767, ,0.99767, ,1.00234, ,1.00234, ,132.80808, ,132.80808, ,134.37084, ,134.37084, ,49.73073, ,49.73073, ,0.33527, ,0.33527,206.434, , ,206.434,298.232,-33.26395,557.53649,557.53684, ,499.66162, ,0.59846,0.59806, ,0.88146, , ,57.87522,-8.40894,2.9
770,100, , , ,7.60515, ,7.60515, ,7.11929, ,7.11929,-0.33627, ,25.67965, ,25.67965, ,0.99523, ,0.99523, ,1.00479, ,1.00479, ,133.28714, ,133.28714, ,134.62133, ,134.62133, ,49.92083, ,49.92083, ,0.33499, ,0.33499,206.638, , ,206.638,299.372,-33.04193,554.54812,554.54847, ,495.22815, ,0.59767,0.59727, ,0.89187, , ,59.32032,-7.15222,3
765,100, , , ,7.60773, ,7.60773, ,7.11688, ,7.11688,-0.34747, ,25.6196, ,25.6196, ,0.99278, ,0.99278, ,1.00727, ,1.00727, ,133.76588, ,133.76588, ,134.87062, ,134.87062, ,50.1109, ,50.1109, ,0.3347, ,0.3347,206.843, , ,206.843,300.511,-32.82119,551.56367,551.56402, ,490.74043, ,0.59689,0.59649, ,0.90323, , ,60.82359,-5.84502,3.1
760,100, , , ,7.61031, ,7.61031, ,7.11446, ,7.11446,-0.35866, ,25.55955, ,25.55955, ,0.99032, ,0.99032, ,1.00977, ,1.00977, ,134.2443, ,134.2443, ,135.11874, ,135.11874, ,50.30092, ,50.30092, ,0.33441, ,0.33441,207.051, , ,207.051,301.649,-32.60166,548.58314,548.58349, ,486.19344, ,0.59611,0.59571, ,0.91564, , ,62.39005,-4.48374,3.2
755,100, , , ,7.6129, ,7.6129, ,7.11204, ,7.11204,-0.36986, ,25.4995, ,25.4995, ,0.98785, ,0.98785, ,1.0123, ,1.0123, ,134.72241, ,134.72241, ,135.36567, ,135.36567, ,50.49091, ,50.49091, ,0.33413, ,0.33413,207.261, , ,207.261,302.787,-32.38333,545.60653,545.60687, ,481.42058, ,0.59532,0.59492, ,1.05775, , ,64.18629,-3.06443,3.3
750,100, , , ,7.61548, ,7.61548, ,7.10963, ,7.10963,-0.38106, ,25.43944, ,25.43944, ,0.98537, ,0.98537, ,1.01485, ,1.01485, ,135.20019, ,135.20019, ,135.61143, ,135.61143, ,50.68086, ,50.68086, ,0.33384, ,0.33384,207.473, , ,207.473,303.924,-32.16619,542.63384,542.63418, ,476.16605, ,0.59454,0.59414, ,1.04346, , ,66.46813,-1.58273,3.4
745,100, , , ,7.61807, ,7.61807, ,7.10721, ,7.10721,-0.39225, ,25.37939, ,25.37939, ,0.98287, ,0.98287, ,1.01743, ,1.01743, ,135.67765, ,135.67765, ,135.85603, ,135.85603, ,50.87077, ,50.87077, ,0.33355, ,0.33355,207.688, , ,207.688,305.061,-31.9503,539.66507,539.66541, ,470.98152, ,0.59375,0.59335, ,1.02972, , ,68.68389,-0.03383,3.5
740,100, , , ,7.62066, ,7.62066, ,7.1048, ,7.1048,-0.40345, ,25.31933, ,25.31933, ,0.98036, ,0.98036, ,1.02003, ,1.02003, ,136.1548, ,136.1548, ,136.09947, ,136.09947, ,51.06064, ,51.06064, ,0.33327, ,0.33327,207.906, , ,207.906,306.197,-31.73564,536.70022,536.70056, ,465.86431, ,0.59297,0.59257, ,1.0165, , ,70.83625,1.58759,3.6
735,100, , , ,7.62325, ,7.62325, ,7.10238, ,7.10238,-0.41465, ,25.25928, ,25.25928, ,0.97785, ,0.97785, ,1.02266, ,1.02266, ,136.63162, ,136.63162, ,136.34175, ,136.34175, ,51.25048, ,51.25048, ,0.33298, ,0.33298,208.125, , ,208.125,307.332,-31.52207,533.7393,533.73964, ,460.81186, ,0.59218,0.59178, ,1.0038, , ,72.92778,3.78184,3.7
730,100, , , ,7.62585, ,7.62585, ,7.09997, ,7.09997,-0.42584, ,25.19923, ,25.19923, ,0.97531, ,0.97531, ,1.02531, ,1.02531, ,137.10813, ,137.10813, ,136.58288, ,136.58288, ,51.44028, ,51.44028, ,0.33269, ,0.33269,208.348, , ,208.348,308.467,-31.30971,530.78231,530.78264, ,455.82175, ,0.5914,0.591, ,0.99151, , ,74.96089,6.09377,3.8
725,100, , , ,7.62844, ,7.62844, ,7.09755, ,7.09755,-0.43704, ,25.13917, ,25.13917, ,0.97277, ,0.97277, ,1.02799, ,1.02799, ,137.58431, ,137.58431, ,136.82288, ,136.82288, ,51.63003, ,51.63003, ,0.33241, ,0.33241,208.573, , ,208.573,309.601,-31.09843,527.82924,527.82957, ,451.12379, ,0.59061,0.59021, ,0.95351, , ,76.70578,8.34058,3.9
720,100, , , ,7.63104, ,7.63104, ,7.09514, ,7.09514,-0.44823, ,25.07911, ,25.07911, ,0.97022, ,0.97022, ,1.0307, ,1.0307, ,138.06018, ,138.06018, ,137.06173, ,137.06173, ,51.81975, ,51.81975, ,0.33212, ,0.33212,208.8, , ,208.8,310.734,-30.88835,524.8801,524.88043, ,446.38148, ,0.58983,0.58943, ,0.94327, , ,78.49895,10.52474,4
715,100, , , ,7.63364, ,7.63364, ,7.09272, ,7.09272,-0.45942, ,25.01906, ,25.01906, ,0.96765, ,0.96765, ,1.03343, ,1.03343, ,138.53573, ,138.53573, ,137.29946, ,137.29946, ,52.00944, ,52.00944, ,0.33183, ,0.33183,209.03, , ,209.03,311.866,-30.67939,521.93489,521.93522, ,441.68952, ,0.58904,0.58864, ,0.93337, , ,80.2457,12.64857,4.1
710,100, , , ,7.63624, ,7.63624, ,7.09031, ,7.09031,-0.47062, ,24.959, ,24.959, ,0.96507, ,0.96507, ,1.03619, ,1.03619, ,139.01096, ,139.01096, ,137.53606, ,137.53606, ,52.19908, ,52.19908, ,0.33155, ,0.33155,209.263, , ,209.263,312.997,-30.4716,518.99362,518.99394, ,437.0463, ,0.58826,0.58785, ,0.92378, ,68.86232,81.94764,14.71428,4.2
705,100, , , ,7.63884, ,7.63884, ,7.08789, ,7.08789,-0.48181, ,24.89894, ,24.89894, ,0.96248, ,0.96248, ,1.03899, ,1.03899, ,139.48587, ,139.48587, ,137.77154, ,137.77154, ,52.38869, ,52.38869, ,0.33126, ,0.33126,209.499, , ,209.499,314.128,-30.26485,516.05627,516.0566, ,432.45025, ,0.58747,0.58707, ,0.9145, ,70.84187,83.60635,16.724,4.3
700,100, , , ,7.64144, ,7.64144, ,7.08548, ,7.08548,-0.493, ,24.83888, ,24.83888, ,0.95987, ,0.95987, ,1.0418, ,1.0418, ,139.96046, ,139.96046, ,138.00591, ,138.00591, ,52.57825, ,52.57825, ,0.33097, ,0.33097,209.737, , ,209.737,315.257,-30.0592,513.12287,513.12319, ,427.89989, ,0.58668,0.58628, ,0.90551, ,72.67147,85.2233,18.67972,4.4
695,100, , , ,7.64405, ,7.64405, ,7.08306, ,7.08306,-0.50419, ,24.77883, ,24.77883, ,0.95726, ,0.95726, ,1.04465, ,1.04465, ,140.43473, ,140.43473, ,138.23917, ,138.23917, ,52.76778, ,52.76778, ,0.33069, ,0.33069,209.978, , ,209.978,316.386,-29.85457,510.1934,510.19372, ,423.39382, ,0.58589,0.58549, ,0.89679, ,74.43793,86.7999,20.58337,4.5
690,100, , , ,7.64665, ,7.64665, ,7.08065, ,7.08065,-0.51539, ,24.71877, ,24.71877, ,0.95463, ,0.95463, ,1.04753, ,1.04753, ,140.90868, ,140.90868, ,138.47133, ,138.47133, ,52.95727, ,52.95727, ,0.3304, ,0.3304,210.223, , ,210.223,317.513,-29.65108,507.26787,507.26819, ,418.93068, ,0.58511,0.5847, ,0.88834, ,76.15308,88.33751,22.43678,4.6
685,100, , , ,7.64926, ,7.64926, ,7.07823, ,7.07823,-0.52658, ,24.65871, ,24.65871, ,0.95198, ,0.95198, ,1.05044, ,1.05044, ,141.38231, ,141.38231, ,138.70239, ,138.70239, ,53.14672, ,53.14672, ,0.33011, ,0.33011,210.47, , ,210.47,318.64,-29.4484,504.34629,504.3466, ,414.50919, ,0.58432,0.58392, ,0.88014, ,77.82183,89.83741,24.24169,4.7
680,100, , , ,7.65187, ,7.65187, ,7.07582, ,7.07582,-0.53777, ,24.59865, ,24.59865, ,0.94933, ,0.94933, ,1.05338, ,1.05338, ,141.85562, ,141.85562, ,138.93236, ,138.93236, ,53.33614, ,53.33614, ,0.32983, ,0.32983,210.72, , ,210.72,319.766,-29.24691,501.42864,501.42896, ,410.12811, ,0.58353,0.58313, ,0.87217, ,79.44736,91.30085,25.99975,4.8
