T (C),Phases vol%-AUSTENITE-50.0(C/s),Phases vol%-MARTENSITE-50.0(C/s),Phases vol%-BAINITE-50.0(C/s),Density (g/(cm)^3)-BAINITE_PEARLITE-50.0(C/s),Density (g/(cm)^3)-AUSTENITE-50.0(C/s),Density (g/(cm)^3)-MARTENSITE-50.0(C/s),Density (g/(cm)^3)-TOTAL-50.0(C/s),Molar volume (cm^3)-BAINITE_PEARLITE-50.0(C/s),Molar volume (cm^3)-AUSTENITE-50.0(C/s),Molar volume (cm^3)-MARTENSITE-50.0(C/s),Molar volume (cm^3)-TOTAL-50.0(C/s),Linear expansion (%)-  -50.0(C/s),Thermal conductivity (W/(m*K))-BAINITE_PEARLITE-50.0(C/s),Thermal conductivity (W/(m*K))-AUSTENITE-50.0(C/s),Thermal conductivity (W/(m*K))-MARTENSITE-50.0(C/s),Thermal conductivity (W/(m*K))-TOTAL-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-BAINITE_PEARLITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-AUSTENITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-MARTENSITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-TOTAL-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-BAINITE_PEARLITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-AUSTENITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-MARTENSITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-TOTAL-50.0(C/s),Young's modulus (GPa)-BAINITE_PEARLITE-50.0(C/s),Young's modulus (GPa)-AUSTENITE-50.0(C/s),Young's modulus (GPa)-MARTENSITE-50.0(C/s),Young's modulus (GPa)-TOTAL-50.0(C/s),Bulk modulus (GPa)-BAINITE_PEARLITE-50.0(C/s),Bulk modulus (GPa)-AUSTENITE-50.0(C/s),Bulk modulus (GPa)-MARTENSITE-50.0(C/s),Bulk modulus (GPa)-TOTAL-50.0(C/s),Shear modulus(GPa)-BAINITE_PEARLITE-50.0(C/s),Shear modulus(GPa)-AUSTENITE-50.0(C/s),Shear modulus(GPa)-MARTENSITE-50.0(C/s),Shear modulus(GPa)-TOTAL-50.0(C/s),Poisson's ratio-BAINITE_PEARLITE-50.0(C/s),Poisson's ratio-AUSTENITE-50.0(C/s),Poisson's ratio-MARTENSITE-50.0(C/s),Poisson's ratio-TOTAL-50.0(C/s),Yield Stress (MPa)-TOTAL-50.0(C/s),Yield Stress (MPa)-BAINITE-50.0(C/s),Yield Stress (MPa)-MARTENSITE-50.0(C/s),Yield Stress (MPa)-AUSTENITE-50.0(C/s),Tensile Stress (MPa)-TOTAL-50.0(C/s),Hardness (HRC)-TOTAL-50.0(C/s),Enthalpy (J/g)-TOTAL-50.0(C/s),Enthalpy (J/g)-AUSTENITE-50.0(C/s),Enthalpy (J/g)-FERRITE-50.0(C/s),Enthalpy (J/g)-BAINITE_PEARLITE-50.0(C/s),Enthalpy (J/g)-MARTENSITE-50.0(C/s),Specific heat (J/(g K))-TOTAL-50.0(C/s),Specific heat (J/(g K))-AUSTENITE-50.0(C/s),Specific heat (J/(g K))-FERRITE-50.0(C/s),Specific heat (J/(g K))-BAINITE_PEARLITE-50.0(C/s),Specific heat (J/(g K))-MARTENSITE-50.0(C/s),Latent heat (J/g)-FERRITE-50.0(C/s),Latent heat (J/g)-BAINITE_PEARLITE-50.0(C/s),Latent heat (J/g)-MARTENSITE-50.0(C/s),TIME(s)-Cooling_50.0(C/s)
675,100, , , ,7.65449, ,7.65449, ,7.0734, ,7.0734,-0.54896, ,24.53859, ,24.53859, ,0.94666, ,0.94666, ,1.05635, ,1.05635, ,142.32861, ,142.32861, ,139.16124, ,139.16124, ,53.52551, ,53.52551, ,0.32954, ,0.32954,210.973, , ,210.973,320.891,-29.04685,498.51495,498.51526, ,405.78628, ,0.58274,0.58234, ,0.86444, ,81.03191,92.72898,27.71256,4.9
670,100, , , ,7.6571, ,7.6571, ,7.07099, ,7.07099,-0.56015, ,24.47853, ,24.47853, ,0.94398, ,0.94398, ,1.05935, ,1.05935, ,142.80129, ,142.80129, ,139.38905, ,139.38905, ,53.71485, ,53.71485, ,0.32925, ,0.32925,211.229, , ,211.229,322.014,-28.84758,495.6052,495.60551, ,401.48256, ,0.58195,0.58155, ,0.85693, ,82.57742,94.12295,29.38162,5
665,100, , , ,7.65971, ,7.65971, ,7.06857, ,7.06857,-0.57134, ,24.41847, ,24.41847, ,0.94128, ,0.94128, ,1.06238, ,1.06238, ,143.27364, ,143.27364, ,139.61578, ,139.61578, ,53.90415, ,53.90415, ,0.32897, ,0.32897,211.489, , ,211.489,323.137,-28.6491,492.69891,492.69971, ,397.2159, ,0.58126,0.58076, ,0.84963, ,84.08559,95.48381,31.00837,5.1
660,100, , , ,7.66233, ,7.66233, ,7.06616, ,7.06616,-0.58253, ,24.3584, ,24.3584, ,0.93857, ,0.93857, ,1.06545, ,1.06545, ,143.74568, ,143.74568, ,139.84144, ,139.84144, ,54.09341, ,54.09341, ,0.32868, ,0.32868,211.751, , ,211.751,324.258,-28.4514,489.79707,489.79787, ,392.98525, ,0.58037,0.57997, ,0.84252, ,85.55791,96.81262,32.59419,5.2
655,100, , , ,7.66495, ,7.66495, ,7.06375, ,7.06375,-0.59372, ,24.29834, ,24.29834, ,0.93585, ,0.93585, ,1.06854, ,1.06854, ,144.21739, ,144.21739, ,140.06604, ,140.06604, ,54.28263, ,54.28263, ,0.32839, ,0.32839,212.017, , ,212.017,325.379,-28.25509,486.89918,486.89998, ,388.78965, ,0.57958,0.57917, ,0.83561, ,86.99572,98.11033,34.14039,5.3
650,100, , , ,7.66757, ,7.66757, ,7.06133, ,7.06133,-0.60491, ,24.23828, ,24.23828, ,0.93312, ,0.93312, ,1.07168, ,1.07168, ,144.68879, ,144.68879, ,140.28958, ,140.28958, ,54.47181, ,54.47181, ,0.32811, ,0.32811,212.287, , ,212.287,326.499,-28.05955,484.00526,484.00604, ,384.62815, ,0.57879,0.57838, ,0.82888, ,88.40033,99.37789,35.64822,5.4
645,100, , , ,7.67019, ,7.67019, ,7.05892, ,7.05892,-0.6161, ,24.17822, ,24.17822, ,0.93037, ,0.93037, ,1.07484, ,1.07484, ,145.15987, ,145.15987, ,140.51206, ,140.51206, ,54.66096, ,54.66096, ,0.32782, ,0.32782,212.559, , ,212.56,327.617,-27.86477,481.11481,481.11607, ,380.49985, ,0.57809,0.57759, ,0.82233, ,89.77292,100.61622,37.11889,5.5
640,100, , , ,7.67282, ,7.67282, ,7.0565, ,7.0565,-0.62729, ,24.11815, ,24.11815, ,0.92761, ,0.92761, ,1.07804, ,1.07804, ,145.63062, ,145.63062, ,140.7335, ,140.7335, ,54.85006, ,54.85006, ,0.32753, ,0.32753,212.835, , ,212.836,328.734,-27.67136,478.22881,478.23007, ,376.40391, ,0.5772,0.5768, ,0.81595, ,91.11457,101.82616,38.55353,5.6
635,100, , , ,7.67544, ,7.67544, ,7.05409, ,7.05409,-0.63848, ,24.05809, ,24.05809, ,0.92483, ,0.92483, ,1.08128, ,1.08128, ,146.10107, ,146.10107, ,140.9539, ,140.9539, ,55.03913, ,55.03913, ,0.32725, ,0.32725,213.115, , ,213.116,329.851,-27.47869,475.3468,475.34807, ,372.3395, ,0.5764,0.576, ,0.80972, ,92.42638,103.00857,39.95328,5.7
630,100, , , ,7.67807, ,7.67807, ,7.05167, ,7.05167,-0.64967, ,23.99802, ,23.99802, ,0.92204, ,0.92204, ,1.08455, ,1.08455, ,146.57119, ,146.57119, ,141.17325, ,141.17325, ,55.22816, ,55.22816, ,0.32696, ,0.32696,213.399, , ,213.399,330.966,-27.28677,472.46826,472.47, ,368.30582, ,0.57571,0.57521, ,0.80365, ,93.7091,104.16418,41.31911,5.8
625,100, , , ,7.6807, ,7.6807, ,7.04926, ,7.04926,-0.66086, ,23.93796, ,23.93796, ,0.91924, ,0.91924, ,1.08786, ,1.08786, ,147.04099, ,147.04099, ,141.39158, ,141.39158, ,55.41715, ,55.41715, ,0.32667, ,0.32667,213.686, , ,213.686,332.081,-27.09558,469.59418,469.5959, ,364.30213, ,0.57482,0.57441, ,0.79773, ,94.96376,105.29377,42.65204,5.9
620,100, , , ,7.68333, ,7.68333, ,7.04685, ,7.04685,-0.67204, ,23.87789, ,23.87789, ,0.91642, ,0.91642, ,1.0912, ,1.0912, ,147.51047, ,147.51047, ,141.60888, ,141.60888, ,55.6061, ,55.6061, ,0.32639, ,0.32639,213.976, , ,213.977,333.194,-26.90572,466.7236,466.72577, ,360.3277, ,0.57412,0.57362, ,0.79195, ,96.19116,106.39807,43.95304,6
615,100, , , ,7.68596, ,7.68596, ,7.04443, ,7.04443,-0.68323, ,23.81782, ,23.81782, ,0.91359, ,0.91359, ,1.09459, ,1.09459, ,147.97963, ,147.97963, ,141.82515, ,141.82515, ,55.79501, ,55.79501, ,0.3261, ,0.3261,214.271, , ,214.272,334.307,-26.71599,463.85747,463.85963, ,356.38184, ,0.57323,0.57282, ,0.7863, ,97.39215,107.47779,45.22304,6.1
610,100, , , ,7.6886, ,7.6886, ,7.04202, ,7.04202,-0.69442, ,23.75776, ,23.75776, ,0.91074, ,0.91074, ,1.09801, ,1.09801, ,148.44848, ,148.44848, ,142.04041, ,142.04041, ,55.98389, ,55.98389, ,0.32581, ,0.32581,214.57, , ,214.571,335.418,-26.52758,460.99488,460.99751, ,352.46388, ,0.57252,0.57203, ,0.78079, ,98.56755,108.53363,46.46294,6.2
605,100, , , ,7.69123, ,7.69123, ,7.03961, ,7.03961,-0.70561, ,23.69769, ,23.69769, ,0.90788, ,0.90788, ,1.10147, ,1.10147, ,148.917, ,148.917, ,142.25466, ,142.25466, ,56.17272, ,56.17272, ,0.32553, ,0.32553,214.872, , ,214.874,336.529,-26.33988,458.13672,458.13933, ,348.57319, ,0.57163,0.57123, ,0.7754, ,99.71793,109.56614,47.67349,6.3
600,100, , , ,7.69387, ,7.69387, ,7.03719, ,7.03719,-0.7168, ,23.63762, ,23.63762, ,0.90501, ,0.90501, ,1.10497, ,1.10497, ,149.3852, ,149.3852, ,142.4679, ,142.4679, ,56.36152, ,56.36152, ,0.32524, ,0.32524,215.179, , ,215.18,337.638,-26.1529,455.2821,455.28515, ,344.70915, ,0.57093,0.57043, ,0.77013, ,100.84406,110.576,48.85556,6.4
595,100, , , ,7.69651, ,7.69651, ,7.03478, ,7.03478,-0.72799, ,23.57755, ,23.57755, ,0.90212, ,0.90212, ,1.10851, ,1.10851, ,149.85309, ,149.85309, ,142.68013, ,142.68013, ,56.55028, ,56.55028, ,0.32495, ,0.32495,215.49, , ,215.491,338.748,-25.96661,452.43195,452.43499, ,340.87118, ,0.57003,0.56963, ,0.76498, ,101.9466,111.56381,50.00994,6.5
590,100, , , ,7.69915, ,7.69915, ,7.03236, ,7.03236,-0.73917, ,23.51748, ,23.51748, ,0.89921, ,0.89921, ,1.11209, ,1.11209, ,150.32066, ,150.32066, ,142.89137, ,142.89137, ,56.739, ,56.739, ,0.32467, ,0.32467,215.805, , ,215.806,339.855,-25.78103,449.58532,449.5888, ,337.0587, ,0.56933,0.56883, ,0.75993, ,103.0261,112.5301,51.1373,6.6
585,100, , , ,7.7018, ,7.7018, ,7.02995, ,7.02995,-0.75036, ,23.45741, ,23.45741, ,0.89629, ,0.89629, ,1.11571, ,1.11571, ,150.7879, ,150.7879, ,143.10162, ,143.10162, ,56.92768, ,56.92768, ,0.32438, ,0.32438,216.124, , ,216.126,340.962,-25.59673,446.7427,446.7466, ,333.27118, ,0.56852,0.56803, ,0.75499, ,104.08315,113.47542,52.23838,6.7
580,100, , , ,7.70444, ,7.70444, ,7.02754, ,7.02754,-0.76155, ,23.39734, ,23.39734, ,0.89336, ,0.89336, ,1.11937, ,1.11937, ,151.25483, ,151.25483, ,143.31088, ,143.31088, ,57.11632, ,57.11632, ,0.32409, ,0.32409,216.448, , ,216.45,342.069,-25.41254,443.90456,443.90845, ,329.5081, ,0.56763,0.56723, ,0.75016, ,105.11841,114.40035,53.31392,6.8
575,100, , , ,7.70709, ,7.70709, ,7.02512, ,7.02512,-0.77274, ,23.33727, ,23.33727, ,0.89041, ,0.89041, ,1.12308, ,1.12308, ,151.72144, ,151.72144, ,143.51916, ,143.51916, ,57.30492, ,57.30492, ,0.32381, ,0.32381,216.776, , ,216.778,343.175,-25.22903,441.06996,441.07427, ,325.76894, ,0.56692,0.56643, ,0.74542, ,106.13225,115.30533,54.36448,6.9
570,100, , , ,7.70974, ,7.70974, ,7.02271, ,7.02271,-0.78392, ,23.2772, ,23.2772, ,0.88744, ,0.88744, ,1.12683, ,1.12683, ,152.18773, ,152.18773, ,143.72645, ,143.72645, ,57.49348, ,57.49348, ,0.32352, ,0.32352,217.109, , ,217.111,344.28,-25.04621,438.23981,438.2441, ,322.05324, ,0.56603,0.56562, ,0.74078, ,107.12525,116.19086,55.39073,7
565,100, , , ,7.71239, ,7.71239, ,7.02029, ,7.02029,-0.79511, ,23.21713, ,23.21713, ,0.88446, ,0.88446, ,1.13063, ,1.13063, ,152.6537, ,152.6537, ,143.93278, ,143.93278, ,57.68201, ,57.68201, ,0.32323, ,0.32323,217.447, , ,217.449,345.385,-24.86464,435.41328,435.41798, ,318.36051, ,0.56531,0.56482, ,0.73623, ,108.0979,117.05747,56.3933,7.1
560,100, , , ,7.71504, ,7.71504, ,7.01788, ,7.01788,-0.8063, ,23.15706, ,23.15706, ,0.88147, ,0.88147, ,1.13447, ,1.13447, ,153.11935, ,153.11935, ,144.13814, ,144.13814, ,57.87049, ,57.87049, ,0.32295, ,0.32295,217.789, , ,217.791,346.489,-24.68317,432.59075,432.59585, ,314.69031, ,0.56451,0.56402, ,0.73177, ,109.05057,117.90554,57.37272,7.2
555,100, , , ,7.7177, ,7.7177, ,7.01547, ,7.01547,-0.81749, ,23.09699, ,23.09699, ,0.87846, ,0.87846, ,1.13836, ,1.13836, ,153.58468, ,153.58468, ,144.34253, ,144.34253, ,58.05894, ,58.05894, ,0.32266, ,0.32266,218.136, , ,218.139,347.592,-24.5018,429.7727,429.77779, ,311.04222, ,0.56361,0.56321, ,0.72739, ,109.84866,118.73557,58.32962,7.3
550,100, , , ,7.72035, ,7.72035, ,7.01305, ,7.01305,-0.82867, ,23.03691, ,23.03691, ,0.87543, ,0.87543, ,1.1423, ,1.1423, ,154.04969, ,154.04969, ,144.54596, ,144.54596, ,58.24735, ,58.24735, ,0.32238, ,0.32238,218.489, , ,218.491,348.695,-24.32167,426.95823,426.96372, ,307.4158, ,0.56289,0.5624, ,0.7231, ,110.73148,119.54792,59.26446,7.4
545,100, , , ,7.72301, ,7.72301, ,7.01064, ,7.01064,-0.83986, ,22.97684, ,22.97684, ,0.87239, ,0.87239, ,1.14628, ,1.14628, ,154.51438, ,154.51438, ,144.74844, ,144.74844, ,58.43571, ,58.43571, ,0.32209, ,0.32209,218.846, , ,218.849,349.798,-24.1422,424.14781,424.15368, ,303.81067, ,0.56208,0.5616, ,0.71888, ,111.59441,120.34301,60.17777,7.5
540,100, , , ,7.72567, ,7.72567, ,7.00823, ,7.00823,-0.85105, ,22.91676, ,22.91676, ,0.86933, ,0.86933, ,1.15031, ,1.15031, ,154.97876, ,154.97876, ,144.94997, ,144.94997, ,58.62405, ,58.62405, ,0.3218, ,0.3218,219.209, , ,219.211,350.901,-23.96283,421.34188,421.34772, ,300.22642, ,0.56119,0.56079, ,0.71474, ,112.43798,121.1213,61.07012,7.6
535,100, , , ,7.72833, ,7.72833, ,7.00581, ,7.00581,-0.86224, ,22.85669, ,22.85669, ,0.86625, ,0.86625, ,1.1544, ,1.1544, ,155.44281, ,155.44281, ,145.15056, ,145.15056, ,58.81233, ,58.81233, ,0.32152, ,0.32152,219.576, , ,219.579,352.003,-23.78411,418.53955,418.54577, ,296.6627, ,0.56047,0.55998, ,0.71068, ,113.26249,121.88307,61.94191,7.7
530,100, , , ,7.731, ,7.731, ,7.0034, ,7.0034,-0.87342, ,22.79661, ,22.79661, ,0.86316, ,0.86316, ,1.15853, ,1.15853, ,155.90655, ,155.90655, ,145.3502, ,145.3502, ,59.00058, ,59.00058, ,0.32123, ,0.32123,219.95, , ,219.953,353.106,-23.60605,415.74169,415.74787, ,293.11912, ,0.55957,0.55917, ,0.70668, ,114.06838,122.62875,62.79363,7.8
525,100, , , ,7.73366, ,7.73366, ,7.00098, ,7.00098,-0.88461, ,22.73654, ,22.73654, ,0.86006, ,0.86006, ,1.16272, ,1.16272, ,156.36996, ,156.36996, ,145.54891, ,145.54891, ,59.1888, ,59.1888, ,0.32094, ,0.32094,220.329, , ,220.332,354.208,-23.42809,412.9475,412.95407, ,289.59535, ,0.55884,0.55835, ,0.70276, ,114.85613,123.35872,63.62578,7.9
520,100, , , ,7.73633, ,7.73633, ,6.99857, ,6.99857,-0.8958, ,22.67646, ,22.67646, ,0.85693, ,0.85693, ,1.16695, ,1.16695, ,156.83306, ,156.83306, ,145.74668, ,145.74668, ,59.37697, ,59.37697, ,0.32066, ,0.32066,220.713, , ,220.717,355.31,-23.25077,410.15777,410.16429, ,286.09104, ,0.55795,0.55754, ,0.6989, ,115.62596,124.07325,64.43871,8
515,100, , , ,7.739, ,7.739, ,6.99616, ,6.99616,-0.90699, ,22.61638, ,22.61638, ,0.85379, ,0.85379, ,1.17125, ,1.17125, ,157.29583, ,157.29583, ,145.94353, ,145.94353, ,59.5651, ,59.5651, ,0.32037, ,0.32037,221.104, , ,221.107,356.413,-23.0741,407.37169,407.37858, ,282.60587, ,0.55722,0.55673, ,0.6951, ,116.37833,124.77271,65.23288,8.1
510,100, , , ,7.74167, ,7.74167, ,6.99374, ,6.99374,-0.91817, ,22.5563, ,22.5563, ,0.85063, ,0.85063, ,1.17559, ,1.17559, ,157.75829, ,157.75829, ,146.13945, ,146.13945, ,59.7532, ,59.7532, ,0.32008, ,0.32008,221.5, , ,221.504,357.516,-22.89752,404.59013,404.59699, ,279.13952, ,0.55631,0.55591, ,0.69137, ,117.11365,125.45747,66.00873,8.2
505,100, , , ,7.74434, ,7.74434, ,6.99133, ,6.99133,-0.92936, ,22.49623, ,22.49623, ,0.84746, ,0.84746, ,1.18, ,1.18, ,158.22043, ,158.22043, ,146.33446, ,146.33446, ,59.94125, ,59.94125, ,0.3198, ,0.3198,221.903, , ,221.906,358.619,-22.72159,401.81222,401.81943, ,275.69168, ,0.55558,0.55509, ,0.6877, ,117.83212,126.12775,66.76657,8.3
500,100, , , ,7.74702, ,7.74702, ,6.98892, ,6.98892,-0.94055, ,22.43615, ,22.43615, ,0.84427, ,0.84427, ,1.18445, ,1.18445, ,158.68225, ,158.68225, ,146.52855, ,146.52855, ,60.12926, ,60.12926, ,0.31951, ,0.31951,222.312, , ,222.315,359.723,-22.54574,399.0388,399.04596, ,272.26205, ,0.55468,0.55428, ,0.68409, ,118.53415,126.78391,67.50682,8.4
495,100, , , ,7.74969, ,7.74969, ,6.9865, ,6.9865,-0.95174, ,22.37607, ,22.37607, ,0.84106, ,0.84106, ,1.18897, ,1.18897, ,159.14374, ,159.14374, ,146.72173, ,146.72173, ,60.31724, ,60.31724, ,0.31922, ,0.31922,222.726, , ,222.73,360.828,-22.36999,396.26908,396.27659, ,268.85035, ,0.55394,0.55346, ,0.68053, ,119.22008,127.42624,68.22985,8.5
490,100, , , ,7.75237, ,7.75237, ,6.98409, ,6.98409,-0.96293, ,22.31599, ,22.31599, ,0.83784, ,0.83784, ,1.19355, ,1.19355, ,159.60493, ,159.60493, ,146.91401, ,146.91401, ,60.50518, ,60.50518, ,0.31894, ,0.31894,223.148, , ,223.152,361.934,-22.19433,393.50388,393.51135, ,265.45629, ,0.55304,0.55264, ,0.67703, ,119.89024,128.05506,68.93605,8.6
485,100, , , ,7.75505, ,7.75505, ,6.98167, ,6.98167,-0.97411, ,22.25591, ,22.25591, ,0.8346, ,0.8346, ,1.19819, ,1.19819, ,160.06579, ,160.06579, ,147.10539, ,147.10539, ,60.69307, ,60.69307, ,0.31865, ,0.31865,223.577, , ,223.581,363.04,-22.01931,390.74238,390.75019, ,262.07961, ,0.5523,0.55181, ,0.67358, ,120.54486,128.67058,69.6257,8.7
480,100, , , ,7.75773, ,7.75773, ,6.97926, ,6.97926,-0.9853, ,22.19582, ,22.19582, ,0.83134, ,0.83134, ,1.20288, ,1.20288, ,160.52633, ,160.52633, ,147.29587, ,147.29587, ,60.88093, ,60.88093, ,0.31836, ,0.31836,224.012, , ,224.016,364.148,-21.84439,387.98538,387.99313, ,258.72004, ,0.5514,0.55099, ,0.67019, ,121.18428,129.27309,70.29914,8.8
475,100, , , ,7.76042, ,7.76042, ,6.97685, ,6.97685,-0.99649, ,22.13574, ,22.13574, ,0.82806, ,0.82806, ,1.20765, ,1.20765, ,160.98655, ,160.98655, ,147.48545, ,147.48545, ,61.06875, ,61.06875, ,0.31808, ,0.31808,224.454, , ,224.458,365.256,-21.6701,385.2325,385.2402, ,255.37732, ,0.55058,0.55017, ,0.66684, ,121.80877,129.86288,70.95673,8.9
470,100, , , ,7.7631, ,7.7631, ,6.97443, ,6.97443,-1.00768, ,22.07566, ,22.07566, ,0.82476, ,0.82476, ,1.21247, ,1.21247, ,161.44645, ,161.44645, ,147.67415, ,147.67415, ,61.25653, ,61.25653, ,0.31779, ,0.31779,224.903, , ,224.908,366.367,-21.49538,382.4834,382.49144, ,252.05121, ,0.54982,0.54934, ,0.66355, ,122.41872,130.44023,71.5988,9
465,100, , , ,7.76579, ,7.76579, ,6.97202, ,6.97202,-1.01887, ,22.01558, ,22.01558, ,0.82145, ,0.82145, ,1.21736, ,1.21736, ,161.90603, ,161.90603, ,147.86196, ,147.86196, ,61.44427, ,61.44427, ,0.3175, ,0.3175,225.36, , ,225.365,367.479,-21.32075,379.73879,379.74677, ,248.74146, ,0.54892,0.54851, ,0.6603, ,123.01423,131.00531,72.22558,9.1
460,100, , , ,7.76848, ,7.76848, ,6.9696, ,6.9696,-1.03006, ,21.95549, ,21.95549, ,0.81812, ,0.81812, ,1.22232, ,1.22232, ,162.3653, ,162.3653, ,148.0489, ,148.0489, ,61.63197, ,61.63197, ,0.31722, ,0.31722,225.824, , ,225.829,368.592,-21.14676,376.99833,377.00625, ,245.44784, ,0.54809,0.54768, ,0.65709, ,123.59566,131.55841,72.83742,9.2
455,100, , , ,7.77117, ,7.77117, ,6.96719, ,6.96719,-1.04125, ,21.89541, ,21.89541, ,0.81477, ,0.81477, ,1.22734, ,1.22734, ,162.82424, ,162.82424, ,148.23495, ,148.23495, ,61.81963, ,61.81963, ,0.31693, ,0.31693,226.296, , ,226.301,369.708,-20.97234,374.26202,374.26989, ,242.17012, ,0.54726,0.54685, ,0.65394, ,124.16327,132.09977,73.4346,9.3
450,100, , , ,7.77387, ,7.77387, ,6.96478, ,6.96478,-1.05243, ,21.83532, ,21.83532, ,0.8114, ,0.8114, ,1.23244, ,1.23244, ,163.28286, ,163.28286, ,148.42014, ,148.42014, ,62.00725, ,62.00725, ,0.31664, ,0.31664,226.776, , ,226.781,370.826,-20.79803,371.5295,371.53768, ,238.90808, ,0.5465,0.54602, ,0.65082, ,124.71729,132.6296,74.0174,9.4
445,100, , , ,7.77656, ,7.77656, ,6.96236, ,6.96236,-1.06363, ,21.77524, ,21.77524, ,0.80801, ,0.80801, ,1.2376, ,1.2376, ,163.74117, ,163.74117, ,148.60446, ,148.60446, ,62.19483, ,62.19483, ,0.31636, ,0.31636,227.264, , ,227.269,371.946,-20.6233,368.80155,368.80969, ,235.6615, ,0.54559,0.54518, ,0.64775, ,125.25806,133.14819,74.58613,9.5
440,100, , , ,7.77926, ,7.77926, ,6.95995, ,6.95995,-1.07481, ,21.71515, ,21.71515, ,0.80461, ,0.80461, ,1.24284, ,1.24284, ,164.19916, ,164.19916, ,148.78791, ,148.78791, ,62.38237, ,62.38237, ,0.31607, ,0.31607,227.76, , ,227.765,373.069,-20.4492,366.07776,366.08583, ,232.43016, ,0.54476,0.54434, ,0.64473, ,125.78566,133.65567,75.14097,9.6
435,100, , , ,7.78196, ,7.78196, ,6.95753, ,6.95753,-1.08601, ,21.65506, ,21.65506, ,0.80118, ,0.80118, ,1.24815, ,1.24815, ,164.65682, ,164.65682, ,148.9705, ,148.9705, ,62.56987, ,62.56987, ,0.31578, ,0.31578,228.265, , ,228.27,374.195,-20.27418,363.35815,363.36616, ,229.21387, ,0.54392,0.54351, ,0.64174, ,126.3004,134.15229,75.68224,9.7
430,100, , , ,7.78466, ,7.78466, ,6.95512, ,6.95512,-1.0972, ,21.59497, ,21.59497, ,0.79774, ,0.79774, ,1.25354, ,1.25354, ,165.11417, ,165.11417, ,149.15224, ,149.15224, ,62.75733, ,62.75733, ,0.3155, ,0.3155,228.779, , ,228.783,375.324,-20.0998,360.64274,360.6507, ,226.01243, ,0.54308,0.54266, ,0.63879, ,126.80254,134.63827,76.21018,9.8
425,100, , , ,7.78736, ,7.78736, ,6.9527, ,6.9527,-1.10839, ,21.53489, ,21.53489, ,0.79428, ,0.79428, ,1.25901, ,1.25901, ,165.5712, ,165.5712, ,149.33313, ,149.33313, ,62.94475, ,62.94475, ,0.31521, ,0.31521,229.301, , ,229.306,376.455,-19.92502,357.93119,357.93944, ,222.82563, ,0.54231,0.54182, ,0.63588, ,127.29228,135.11381,76.72504,9.9
420,100, , , ,7.79007, ,7.79007, ,6.95029, ,6.95029,-1.11958, ,21.4748, ,21.4748, ,0.7908, ,0.7908, ,1.26455, ,1.26455, ,166.0279, ,166.0279, ,149.51316, ,149.51316, ,63.13214, ,63.13214, ,0.31492, ,0.31492,229.833, , ,229.838,377.591,-19.74985,355.22421,355.2324, ,219.65329, ,0.5414,0.54098, ,0.63301, ,127.76983,135.57911,77.22706,10
415,100, , , ,7.79278, ,7.79278, ,6.94787, ,6.94787,-1.13077, ,21.41471, ,21.41471, ,0.78729, ,0.78729, ,1.27017, ,1.27017, ,166.48429, ,166.48429, ,149.69236, ,149.69236, ,63.31948, ,63.31948, ,0.31464, ,0.31464,230.374, , ,230.379,378.73,-19.57429,352.52146,352.52958, ,216.49522, ,0.54055,0.54013, ,0.63017, ,128.23541,136.03436,77.71646,10.1
410,100, , , ,7.79549, ,7.79549, ,6.94546, ,6.94546,-1.14196, ,21.35462, ,21.35462, ,0.78377, ,0.78377, ,1.27588, ,1.27588, ,166.94036, ,166.94036, ,149.87071, ,149.87071, ,63.50678, ,63.50678, ,0.31435, ,0.31435,230.925, , ,230.93,379.874,-19.39836,349.82295,349.83101, ,213.35123, ,0.5397,0.53928, ,0.62737, ,128.68926,136.47978,78.19349,10.2
405,100, , , ,7.7982, ,7.7982, ,6.94305, ,6.94305,-1.15315, ,21.29452, ,21.29452, ,0.78023, ,0.78023, ,1.28167, ,1.28167, ,167.39611, ,167.39611, ,150.04823, ,150.04823, ,63.69404, ,63.69404, ,0.31406, ,0.31406,231.485, , ,231.49,381.022,-19.22258,347.12869,347.13669, ,210.22116, ,0.53885,0.53843, ,0.62461, ,129.13155,136.91553,78.65837,10.3
400,100, , , ,7.80091, ,7.80091, ,6.94063, ,6.94063,-1.16434, ,21.23443, ,21.23443, ,0.77667, ,0.77667, ,1.28755, ,1.28755, ,167.85154, ,167.85154, ,150.22492, ,150.22492, ,63.88127, ,63.88127, ,0.31378, ,0.31378,232.056, , ,232.061,382.174,-19.04591,344.43869,344.44663, ,207.10483, ,0.538,0.53758, ,0.62188, ,129.56249,137.3418,79.11131,10.4
