T (C),Phases vol%-AUSTENITE-50.0(C/s),Phases vol%-FERRITE-50.0(C/s),Phases vol%-MARTENSITE-50.0(C/s),Phases vol%-BAINITE-50.0(C/s),Density (g/(cm)^3)-BAINITE_PEARLITE-50.0(C/s),Density (g/(cm)^3)-AUSTENITE-50.0(C/s),Density (g/(cm)^3)-FERRITE-50.0(C/s),Density (g/(cm)^3)-MARTENSITE-50.0(C/s),Density (g/(cm)^3)-TOTAL-50.0(C/s),Molar volume (cm^3)-BAINITE_PEARLITE-50.0(C/s),Molar volume (cm^3)-AUSTENITE-50.0(C/s),Molar volume (cm^3)-FERRITE-50.0(C/s),Molar volume (cm^3)-MARTENSITE-50.0(C/s),Molar volume (cm^3)-TOTAL-50.0(C/s),Linear expansion (%)-  -50.0(C/s),Thermal conductivity (W/(m*K))-BAINITE_PEARLITE-50.0(C/s),Thermal conductivity (W/(m*K))-AUSTENITE-50.0(C/s),Thermal conductivity (W/(m*K))-FERRITE-50.0(C/s),Thermal conductivity (W/(m*K))-MARTENSITE-50.0(C/s),Thermal conductivity (W/(m*K))-TOTAL-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-BAINITE_PEARLITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-AUSTENITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-FERRITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-MARTENSITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-TOTAL-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-BAINITE_PEARLITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-AUSTENITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-FERRITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-MARTENSITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-TOTAL-50.0(C/s),Young's modulus (GPa)-BAINITE_PEARLITE-50.0(C/s),Young's modulus (GPa)-AUSTENITE-50.0(C/s),Young's modulus (GPa)-FERRITE-50.0(C/s),Young's modulus (GPa)-MARTENSITE-50.0(C/s),Young's modulus (GPa)-TOTAL-50.0(C/s),Bulk modulus (GPa)-BAINITE_PEARLITE-50.0(C/s),Bulk modulus (GPa)-AUSTENITE-50.0(C/s),Bulk modulus (GPa)-FERRITE-50.0(C/s),Bulk modulus (GPa)-MARTENSITE-50.0(C/s),Bulk modulus (GPa)-TOTAL-50.0(C/s),Shear modulus(GPa)-BAINITE_PEARLITE-50.0(C/s),Shear modulus(GPa)-AUSTENITE-50.0(C/s),Shear modulus(GPa)-FERRITE-50.0(C/s),Shear modulus(GPa)-MARTENSITE-50.0(C/s),Shear modulus(GPa)-TOTAL-50.0(C/s),Poisson's ratio-BAINITE_PEARLITE-50.0(C/s),Poisson's ratio-AUSTENITE-50.0(C/s),Poisson's ratio-FERRITE-50.0(C/s),Poisson's ratio-MARTENSITE-50.0(C/s),Poisson's ratio-TOTAL-50.0(C/s),Yield Stress (MPa)-TOTAL-50.0(C/s),Yield Stress (MPa)-FERRITE-50.0(C/s),Yield Stress (MPa)-BAINITE-50.0(C/s),Yield Stress (MPa)-MARTENSITE-50.0(C/s),Yield Stress (MPa)-AUSTENITE-50.0(C/s),Tensile Stress (MPa)-TOTAL-50.0(C/s),Hardness (HRC)-TOTAL-50.0(C/s),Enthalpy (J/g)-TOTAL-50.0(C/s),Enthalpy (J/g)-AUSTENITE-50.0(C/s),Enthalpy (J/g)-FERRITE-50.0(C/s),Enthalpy (J/g)-BAINITE_PEARLITE-50.0(C/s),Enthalpy (J/g)-MARTENSITE-50.0(C/s),Specific heat (J/(g K))-TOTAL-50.0(C/s),Specific heat (J/(g K))-AUSTENITE-50.0(C/s),Specific heat (J/(g K))-FERRITE-50.0(C/s),Specific heat (J/(g K))-BAINITE_PEARLITE-50.0(C/s),Specific heat (J/(g K))-MARTENSITE-50.0(C/s),Latent heat (J/g)-FERRITE-50.0(C/s),Latent heat (J/g)-BAINITE_PEARLITE-50.0(C/s),Latent heat (J/g)-MARTENSITE-50.0(C/s),TIME(s)-Cooling_50.0(C/s)
845,100, , , , ,7.59442, , ,7.59442, ,7.20075, , ,7.20075,-0.17292, ,26.7106, , ,26.7106, ,1.02561, , ,1.02561, ,0.97503, , ,0.97503, ,124.40424, , ,124.40424, ,130.11273, , ,130.11273, ,46.39714, , ,46.39714, ,0.34065, , ,0.34065,149.03, , , ,149.03,209.993,-56.38025,587.7246,587.72496, ,553.08296, ,0.60587,0.60547, ,0.80432, , ,34.642,-6.31953,1.5
840,100, , , , ,7.59705, , ,7.59705, ,7.19825, , ,7.19825,-0.18443, ,26.65056, , ,26.65056, ,1.02332, , ,1.02332, ,0.97721, , ,0.97721, ,124.891, , ,124.891, ,130.38412, , ,130.38412, ,46.58878, , ,46.58878, ,0.34036, , ,0.34036,149.177, , , ,149.177,210.904,-56.10871,584.69914,584.69949, ,549.05225, ,0.60509,0.6047, ,0.8075, , ,35.64724,-5.49674,1.6
835,100, , , , ,7.59969, , ,7.59969, ,7.19575, , ,7.19575,-0.19594, ,26.59052, , ,26.59052, ,1.02103, , ,1.02103, ,0.9794, , ,0.9794, ,125.37744, , ,125.37744, ,130.65419, , ,130.65419, ,46.78038, , ,46.78038, ,0.34006, , ,0.34006,149.326, , , ,149.326,211.815,-55.83862,581.67755,581.6779, ,545.00492, ,0.60432,0.60392, ,0.81099, , ,36.67298,-4.65013,1.7
830,100, , , , ,7.60233, , ,7.60233, ,7.19325, , ,7.19325,-0.20745, ,26.53048, , ,26.53048, ,1.01872, , ,1.01872, ,0.98162, , ,0.98162, ,125.86356, , ,125.86356, ,130.92294, , ,130.92294, ,46.97194, , ,46.97194, ,0.33977, , ,0.33977,149.476, , , ,149.476,212.727,-55.56995,578.65986,578.6602, ,540.93936, ,0.60354,0.60314, ,0.81481, , ,37.72084,-3.77849,1.8
825,100, , , , ,7.60498, , ,7.60498, ,7.19075, , ,7.19075,-0.21896, ,26.47043, , ,26.47043, ,1.0164, , ,1.0164, ,0.98386, , ,0.98386, ,126.34936, , ,126.34936, ,131.19038, , ,131.19038, ,47.16346, , ,47.16346, ,0.33948, , ,0.33948,149.628, , , ,149.628,213.64,-55.3026,575.64604,575.64639, ,536.85387, ,0.60276,0.60237, ,0.81898, , ,38.79252,-2.88052,1.9
820,100, , , , ,7.60762, , ,7.60762, ,7.18825, , ,7.18825,-0.23047, ,26.41039, , ,26.41039, ,1.01408, , ,1.01408, ,0.98612, , ,0.98612, ,126.83483, , ,126.83483, ,131.45652, , ,131.45652, ,47.35495, , ,47.35495, ,0.33919, , ,0.33919,149.781, , , ,149.781,214.553,-55.03666,572.63611,572.63645, ,532.7466, ,0.60199,0.60159, ,0.82354, , ,39.88985,-1.95484,2
815,100, , , , ,7.61027, , ,7.61027, ,7.18575, , ,7.18575,-0.24198, ,26.35035, , ,26.35035, ,1.01174, , ,1.01174, ,0.9884, , ,0.9884, ,127.31997, , ,127.31997, ,131.72137, , ,131.72137, ,47.5464, , ,47.5464, ,0.3389, , ,0.3389,149.936, , , ,149.936,215.467,-54.77211,569.63007,569.63041, ,528.61559, ,0.60121,0.60081, ,0.8285, , ,41.01482,-0.99989,2.1
810,100, , , , ,7.61291, , ,7.61291, ,7.18325, , ,7.18325,-0.25348, ,26.2903, , ,26.2903, ,1.00939, , ,1.00939, ,0.9907, , ,0.9907, ,127.80479, , ,127.80479, ,131.98492, , ,131.98492, ,47.73781, , ,47.73781, ,0.33861, , ,0.33861,150.093, , , ,150.093,216.381,-54.50884,566.62791,566.62825, ,524.4587, ,0.60043,0.60004, ,0.83391, , ,42.16955,-0.01407,2.2
805,100, , , , ,7.61556, , ,7.61556, ,7.18076, , ,7.18076,-0.26499, ,26.23026, , ,26.23026, ,1.00703, , ,1.00703, ,0.99302, , ,0.99302, ,128.28929, , ,128.28929, ,132.2472, , ,132.2472, ,47.92918, , ,47.92918, ,0.33832, , ,0.33832,150.251, , , ,150.251,217.296,-54.24694,563.62963,563.62997, ,520.27365, ,0.59966,0.59926, ,0.8398, , ,43.35632,1.00439,2.3
800,100, , , , ,7.61821, , ,7.61821, ,7.17826, , ,7.17826,-0.27649, ,26.17021, , ,26.17021, ,1.00466, , ,1.00466, ,0.99536, , ,0.99536, ,128.77347, , ,128.77347, ,132.5082, , ,132.5082, ,48.12052, , ,48.12052, ,0.33803, , ,0.33803,150.411, , , ,150.411,218.212,-53.98641,560.63524,560.63558, ,516.05793, ,0.59888,0.59848, ,0.84621, , ,44.57765,2.05743,2.4
795,100, , , , ,7.62086, , ,7.62086, ,7.17576, , ,7.17576,-0.28799, ,26.11017, , ,26.11017, ,1.00228, , ,1.00228, ,0.99773, , ,0.99773, ,129.25732, , ,129.25732, ,132.76794, , ,132.76794, ,48.31181, , ,48.31181, ,0.33774, , ,0.33774,150.573, , , ,150.573,219.128,-53.72712,557.64474,557.64508, ,511.80886, ,0.5981,0.5977, ,0.85318, , ,45.83622,3.14714,2.5
790,100, , , , ,7.62352, , ,7.62352, ,7.17326, , ,7.17326,-0.29949, ,26.05012, , ,26.05012, ,0.99989, , ,0.99989, ,1.00011, , ,1.00011, ,129.74085, , ,129.74085, ,133.02641, , ,133.02641, ,48.50307, , ,48.50307, ,0.33745, , ,0.33745,150.736, , , ,150.736,220.044,-53.46918,554.65813,554.65846, ,507.52349, ,0.59732,0.59693, ,0.86076, , ,47.13497,4.27577,2.6
785,100, , , , ,7.62617, , ,7.62617, ,7.17077, , ,7.17077,-0.31099, ,25.99007, , ,25.99007, ,0.99748, , ,0.99748, ,1.00252, , ,1.00252, ,130.22405, , ,130.22405, ,133.28363, , ,133.28363, ,48.69429, , ,48.69429, ,0.33716, , ,0.33716,150.901, , , ,150.901,220.961,-53.21256,551.6754,551.67573, ,503.19862, ,0.59655,0.59615, ,0.86902, , ,48.47711,5.44582,2.7
780,100, , , , ,7.62883, , ,7.62883, ,7.16827, , ,7.16827,-0.32249, ,25.93003, , ,25.93003, ,0.99507, , ,0.99507, ,1.00496, , ,1.00496, ,130.70693, , ,130.70693, ,133.53961, , ,133.53961, ,48.88548, , ,48.88548, ,0.33687, , ,0.33687,151.068, , , ,151.068,221.878,-52.95716,548.69656,548.69689, ,498.83074, ,0.59577,0.59537, ,0.87801, , ,49.86615,6.65999,2.8
775,100, , , , ,7.63148, , ,7.63148, ,7.16577, , ,7.16577,-0.33398, ,25.86998, , ,25.86998, ,0.99264, , ,0.99264, ,1.00741, , ,1.00741, ,131.18949, , ,131.18949, ,133.79434, , ,133.79434, ,49.07662, , ,49.07662, ,0.33658, , ,0.33658,151.237, , , ,151.237,222.795,-52.70307,545.72161,545.72194, ,494.41601, ,0.59499,0.59459, ,0.88781, , ,51.30593,7.92123,2.9
770,100, , , , ,7.63414, , ,7.63414, ,7.16328, , ,7.16328,-0.34548, ,25.80993, , ,25.80993, ,0.99021, , ,0.99021, ,1.00989, , ,1.00989, ,131.67172, , ,131.67172, ,134.04784, , ,134.04784, ,49.26773, , ,49.26773, ,0.33629, , ,0.33629,151.407, , , ,151.407,223.713,-52.45027,542.75055,542.75088, ,489.95021, ,0.59421,0.59382, ,0.89849, , ,52.80067,9.2328,3
765,100, , , , ,7.6368, , ,7.6368, ,7.16078, , ,7.16078,-0.35697, ,25.74988, , ,25.74988, ,0.98776, , ,0.98776, ,1.01239, , ,1.01239, ,132.15363, , ,132.15363, ,134.30012, , ,134.30012, ,49.4588, , ,49.4588, ,0.336, , ,0.336,151.58, , , ,151.58,224.631,-52.19876,539.78338,539.7837, ,485.42869, ,0.59343,0.59304, ,0.91016, , ,54.35501,10.59824,3.1
760,100, , , , ,7.63947, , ,7.63947, ,7.15829, , ,7.15829,-0.36847, ,25.68984, , ,25.68984, ,0.9853, , ,0.9853, ,1.01492, , ,1.01492, ,132.63522, , ,132.63522, ,134.55117, , ,134.55117, ,49.64983, , ,49.64983, ,0.33571, , ,0.33571,151.754, , , ,151.754,225.549,-51.94843,536.8201,536.82042, ,480.8463, ,0.59266,0.59226, ,0.92271, , ,55.97412,12.02148,3.2
755,100, , , , ,7.64213, , ,7.64213, ,7.15579, , ,7.15579,-0.37996, ,25.62979, , ,25.62979, ,0.98283, , ,0.98283, ,1.01747, , ,1.01747, ,133.11648, , ,133.11648, ,134.80101, , ,134.80101, ,49.84083, , ,49.84083, ,0.33542, , ,0.33542,151.931, , , ,151.931,226.467,-51.69928,533.86071,533.86103, ,476.17031, ,0.59188,0.59148, ,1.07682, , ,57.69072,13.50683,3.3
750,100, , , , ,7.6448, , ,7.6448, ,7.15329, , ,7.15329,-0.39145, ,25.56974, , ,25.56974, ,0.98035, , ,0.98035, ,1.02005, , ,1.02005, ,133.59742, , ,133.59742, ,135.04964, , ,135.04964, ,50.03178, , ,50.03178, ,0.33513, , ,0.33513,152.109, , , ,152.109,227.386,-51.45147,530.90522,530.90553, ,470.82178, ,0.5911,0.5907, ,1.06197, ,51.17482,60.08375,15.05904,3.4
745,100, , , , ,7.64746, , ,7.64746, ,7.1508, , ,7.1508,-0.40294, ,25.50969, , ,25.50969, ,0.97785, , ,0.97785, ,1.02265, , ,1.02265, ,134.07803, , ,134.07803, ,135.29707, , ,135.29707, ,50.2227, , ,50.2227, ,0.33484, , ,0.33484,152.289, , , ,152.289,228.304,-51.20482,527.95361,527.95393, ,465.54609, ,0.59032,0.58992, ,1.04767, ,54.15749,62.40784,16.68337,3.5
740,100, , , , ,7.65013, , ,7.65013, ,7.14831, , ,7.14831,-0.41442, ,25.44964, , ,25.44964, ,0.97534, , ,0.97534, ,1.02528, , ,1.02528, ,134.55832, , ,134.55832, ,135.5433, , ,135.5433, ,50.41358, , ,50.41358, ,0.33454, , ,0.33454,152.472, , , ,152.472,229.223,-50.95931,525.00591,525.00622, ,460.34043, ,0.58954,0.58914, ,1.03393, ,56.44775,64.66579,18.82759,3.6
735,100, , , , ,7.6528, , ,7.6528, ,7.14581, , ,7.14581,-0.42591, ,25.38958, , ,25.38958, ,0.97283, , ,0.97283, ,1.02793, , ,1.02793, ,135.0383, , ,135.0383, ,135.78835, , ,135.78835, ,50.60442, , ,50.60442, ,0.33425, , ,0.33425,152.656, , , ,152.656,230.142,-50.71493,522.06211,522.06245, ,455.20216, ,0.58876,0.58836, ,1.02069, ,58.64393,66.86029,21.15917,3.7
730,100, , , , ,7.65547, , ,7.65547, ,7.14332, , ,7.14332,-0.4374, ,25.32953, , ,25.32953, ,0.9703, , ,0.9703, ,1.03061, , ,1.03061, ,135.51794, , ,135.51794, ,136.03222, , ,136.03222, ,50.79522, , ,50.79522, ,0.33396, , ,0.33396,152.843, , , ,152.843,231.061,-50.47178,519.1222,519.12253, ,450.12877, ,0.58798,0.58759, ,1.00797, ,60.7671,68.99376,23.42529,3.8
725,100, , , , ,7.65815, , ,7.65815, ,7.14082, , ,7.14082,-0.44888, ,25.26948, , ,25.26948, ,0.96776, , ,0.96776, ,1.03332, , ,1.03332, ,135.99726, , ,135.99726, ,136.2749, , ,136.2749, ,50.98599, , ,50.98599, ,0.33367, , ,0.33367,153.032, , , ,153.032,231.98,-50.22983,516.18618,516.18651, ,445.35495, ,0.5872,0.58681, ,0.9687, ,62.82575,70.83156,25.62844,3.9
720,100, , , , ,7.66082, , ,7.66082, ,7.13833, , ,7.13833,-0.46036, ,25.20943, , ,25.20943, ,0.9652, , ,0.9652, ,1.03605, , ,1.03605, ,136.47625, , ,136.47625, ,136.51642, , ,136.51642, ,51.17671, , ,51.17671, ,0.33338, , ,0.33338,153.223, , , ,153.223,232.899,-49.98899,513.25406,513.25438, ,440.53807, ,0.58642,0.58603, ,0.9579, ,64.82492,72.71631,27.77094,4
715,100, , , , ,7.6635, , ,7.6635, ,7.13584, , ,7.13584,-0.47185, ,25.14938, , ,25.14938, ,0.96264, , ,0.96264, ,1.03882, , ,1.03882, ,136.95493, , ,136.95493, ,136.75677, , ,136.75677, ,51.3674, , ,51.3674, ,0.33309, , ,0.33309,153.416, , , ,153.416,233.817,-49.74934,510.32533,510.32616, ,435.77432, ,0.58575,0.58525, ,0.94745, ,66.76847,74.55184,29.85504,4.1
710,100, , , , ,7.66618, , ,7.66618, ,7.13334, , ,7.13334,-0.48333, ,25.08932, , ,25.08932, ,0.96006, , ,0.96006, ,1.04161, , ,1.04161, ,137.43328, , ,137.43328, ,136.99597, , ,136.99597, ,51.55805, , ,51.55805, ,0.3328, , ,0.3328,153.611, , , ,153.611,234.736,-49.51079,507.40101,507.40184, ,431.06196, ,0.58486,0.58447, ,0.93734, ,68.65947,76.33988,31.88284,4.2
