T (C),Phases vol%-AUSTENITE-50.0(C/s),Phases vol%-FERRITE-50.0(C/s),Phases vol%-MARTENSITE-50.0(C/s),Phases vol%-BAINITE-50.0(C/s),Density (g/(cm)^3)-BAINITE_PEARLITE-50.0(C/s),Density (g/(cm)^3)-AUSTENITE-50.0(C/s),Density (g/(cm)^3)-FERRITE-50.0(C/s),Density (g/(cm)^3)-MARTENSITE-50.0(C/s),Density (g/(cm)^3)-TOTAL-50.0(C/s),Molar volume (cm^3)-BAINITE_PEARLITE-50.0(C/s),Molar volume (cm^3)-AUSTENITE-50.0(C/s),Molar volume (cm^3)-FERRITE-50.0(C/s),Molar volume (cm^3)-MARTENSITE-50.0(C/s),Molar volume (cm^3)-TOTAL-50.0(C/s),Linear expansion (%)-  -50.0(C/s),Thermal conductivity (W/(m*K))-BAINITE_PEARLITE-50.0(C/s),Thermal conductivity (W/(m*K))-AUSTENITE-50.0(C/s),Thermal conductivity (W/(m*K))-FERRITE-50.0(C/s),Thermal conductivity (W/(m*K))-MARTENSITE-50.0(C/s),Thermal conductivity (W/(m*K))-TOTAL-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-BAINITE_PEARLITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-AUSTENITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-FERRITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-MARTENSITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-TOTAL-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-BAINITE_PEARLITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-AUSTENITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-FERRITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-MARTENSITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-TOTAL-50.0(C/s),Young's modulus (GPa)-BAINITE_PEARLITE-50.0(C/s),Young's modulus (GPa)-AUSTENITE-50.0(C/s),Young's modulus (GPa)-FERRITE-50.0(C/s),Young's modulus (GPa)-MARTENSITE-50.0(C/s),Young's modulus (GPa)-TOTAL-50.0(C/s),Bulk modulus (GPa)-BAINITE_PEARLITE-50.0(C/s),Bulk modulus (GPa)-AUSTENITE-50.0(C/s),Bulk modulus (GPa)-FERRITE-50.0(C/s),Bulk modulus (GPa)-MARTENSITE-50.0(C/s),Bulk modulus (GPa)-TOTAL-50.0(C/s),Shear modulus(GPa)-BAINITE_PEARLITE-50.0(C/s),Shear modulus(GPa)-AUSTENITE-50.0(C/s),Shear modulus(GPa)-FERRITE-50.0(C/s),Shear modulus(GPa)-MARTENSITE-50.0(C/s),Shear modulus(GPa)-TOTAL-50.0(C/s),Poisson's ratio-BAINITE_PEARLITE-50.0(C/s),Poisson's ratio-AUSTENITE-50.0(C/s),Poisson's ratio-FERRITE-50.0(C/s),Poisson's ratio-MARTENSITE-50.0(C/s),Poisson's ratio-TOTAL-50.0(C/s),Yield Stress (MPa)-TOTAL-50.0(C/s),Yield Stress (MPa)-FERRITE-50.0(C/s),Yield Stress (MPa)-BAINITE-50.0(C/s),Yield Stress (MPa)-MARTENSITE-50.0(C/s),Yield Stress (MPa)-AUSTENITE-50.0(C/s),Tensile Stress (MPa)-TOTAL-50.0(C/s),Hardness (HRC)-TOTAL-50.0(C/s),Enthalpy (J/g)-TOTAL-50.0(C/s),Enthalpy (J/g)-AUSTENITE-50.0(C/s),Enthalpy (J/g)-FERRITE-50.0(C/s),Enthalpy (J/g)-BAINITE_PEARLITE-50.0(C/s),Enthalpy (J/g)-MARTENSITE-50.0(C/s),Specific heat (J/(g K))-TOTAL-50.0(C/s),Specific heat (J/(g K))-AUSTENITE-50.0(C/s),Specific heat (J/(g K))-FERRITE-50.0(C/s),Specific heat (J/(g K))-BAINITE_PEARLITE-50.0(C/s),Specific heat (J/(g K))-MARTENSITE-50.0(C/s),Latent heat (J/g)-FERRITE-50.0(C/s),Latent heat (J/g)-BAINITE_PEARLITE-50.0(C/s),Latent heat (J/g)-MARTENSITE-50.0(C/s),TIME(s)-Cooling_50.0(C/s)
505,99.80944,0.13124, ,0.0593251,7.679283964,7.79641,7.68808, ,7.7962,7.160434555,7.05444,7.24774, ,7.05475,-0.96582,35.39203735,22.70074,37.12805, ,22.71902,0.538671307,0.83983,0.51348, ,0.83915,1.856419653,1.19072,1.94748, ,1.19168,171.1250596,155.94237,170.32078, ,155.97227,147.6095721,145.61276,148.74384, ,145.62041,65.50325684,59.00158,65.04982, ,59.014,0.30652466,0.32151,0.30916, ,0.32149,131.455,111.276,585.156, ,131.216,221.523,-54.53062,384.51736,384.7549,256.80493,264.42116, ,0.55569,0.55033,0.69195,0.68969, ,117.56381,120.33374,92.66706,8.3
500,99.78805,0.1356, ,0.0763434,7.681067154,7.7992,7.68988, ,7.79896,7.158769624,7.05192,7.24604, ,7.05225,-0.9773,35.5063847,22.64066,37.25631, ,22.6611,0.533486446,0.83664,0.50843, ,0.83589,1.874461866,1.19525,1.96684, ,1.19633,171.7374457,156.40887,170.95706, ,156.44252,147.9975243,145.80915,149.1454, ,145.81797,65.74655797,59.19119,65.30267, ,59.20517,0.306339793,0.32122,0.30896, ,0.32119,131.839,111.559,585.984, ,131.524,222.47,-54.25599,381.7411,382.00576,253.35532,260.98228, ,0.55525,0.54953,0.68782,0.68579, ,118.26889,121.02348,93.39614,8.4
495,99.76569,0.13983, ,0.0944818,7.682846647,7.80199,7.69169, ,7.80173,7.157108847,7.04939,7.24434, ,7.04975,-0.98876,35.62086413,22.58058,37.38442, ,22.60329,0.528332916,0.83345,0.50341, ,0.83261,1.892745976,1.19984,1.98645, ,1.20105,172.3462155,156.87504,171.5895, ,156.91267,148.3815474,146.00459,149.54279, ,146.0147,65.98854907,59.38077,65.55412, ,59.39639,0.306154926,0.32092,0.30876, ,0.32089,132.233,111.847,586.825, ,131.838,223.428,-53.97918,378.96728,379.26063,249.92624,257.56274, ,0.55476,0.54873,0.68375,0.68196, ,118.95779,121.69789,94.10836,8.5
490,99.74241,0.14391, ,0.11368,7.684622439,7.80479,7.69349, ,7.80449,7.15545221,7.04686,7.24264, ,7.04725,-1.00022,35.73543664,22.5205,37.51235, ,22.54561,0.523211041,0.83023,0.49843, ,0.8293,1.911274652,1.20449,2.00631, ,1.20583,172.9513284,157.34088,172.21805, ,157.38269,148.7616179,146.1991,149.93596, ,146.2106,66.22921404,59.57031,65.80417, ,59.58765,0.305970058,0.32063,0.30856, ,0.3206,132.637,112.139,587.677, ,132.156,224.396,-53.70022,376.19614,376.51951,246.51735,254.16223, ,0.55423,0.54793,0.67974,0.67818, ,119.63083,122.35728,94.80406,8.6
485,99.7183,0.14783, ,0.13386,7.686394536,7.80759,7.69528, ,7.80726,7.153799769,7.04433,7.24095, ,7.04476,-1.01168,35.85006561,22.46042,37.64002, ,22.48804,0.518121088,0.827,0.49348, ,0.82598,1.930050761,1.2092,2.02642, ,1.21068,173.5527431,157.80639,172.84266, ,157.85256,149.1377136,146.39266,150.3249, ,146.40567,66.4685364,59.7598,66.05279, ,59.77895,0.305785191,0.32034,0.30837, ,0.3203,133.051,112.436,588.542, ,132.479,225.374,-53.41935,373.4281,373.78232,243.12834,250.78044, ,0.55361,0.54713,0.6758,0.67447, ,120.28821,123.00188,95.48348,8.7
480,99.68679,0.15159, ,0.16162,7.688162935,7.81039,7.69708, ,7.81002,7.152151523,7.0418,7.23927, ,7.04227,-1.02309,35.96471215,22.40034,37.7674, ,22.43118,0.513063331,0.82375,0.48857, ,0.82261,1.949077123,1.21397,2.04677, ,1.21564,174.1504194,158.27157,173.4633, ,158.32342,149.5098117,146.58529,150.70959, ,146.60019,66.70650015,59.94926,66.29996, ,59.97074,0.305600325,0.32005,0.30817, ,0.32001,133.503,112.737,589.421, ,132.807,226.409,-53.12216,370.6544,371.04914,239.75889,247.41711, ,0.55474,0.54632,0.67191,0.67081, ,120.93033,123.63203,96.14702,8.8
475,99.65473,0.15519, ,0.19009,7.689927625,7.81319,7.69887, ,7.81278,7.150507386,7.03928,7.23758, ,7.03978,-1.0345,36.07933403,22.34026,37.89441, ,22.37443,0.508038064,0.82048,0.4837, ,0.81922,1.968356451,1.2188,2.06738, ,1.22067,174.7443179,158.73643,174.07992, ,158.79411,149.8778888,146.77699,151.09001, ,146.79391,66.94308982,60.13867,66.54567, ,60.16257,0.305415458,0.31975,0.30797, ,0.31971,133.965,113.044,590.314, ,133.14,227.453,-52.82357,367.88384,368.31999,236.40872,244.07194, ,0.55411,0.54552,0.66809,0.6672, ,121.55748,124.24805,96.79501,8.9
470,99.62223,0.15861, ,0.21916,7.691688606,7.81599,7.70065, ,7.81554,7.14886737,7.03675,7.2359, ,7.0373,-1.0459,36.19389238,22.28018,38.02101, ,22.31776,0.503045509,0.81719,0.47887, ,0.81582,1.987891717,1.2237,2.08824, ,1.22577,175.3343989,159.20095,174.69248, ,159.2646,150.2419229,146.96777,151.46612, ,146.98681,67.17828949,60.32805,66.7899, ,60.3544,0.30523059,0.31946,0.30778, ,0.31941,134.434,113.355,591.219, ,133.479,228.504,-52.52389,365.11652,365.59483,233.07753,240.74466, ,0.55347,0.54471,0.66432,0.66365, ,122.16989,124.85017,97.42769,9
465,99.58942,0.16186, ,0.24873,7.693445889,7.81879,7.70244, ,7.8183,7.147231582,7.03422,7.23423, ,7.03481,-1.0573,36.30835175,22.22009,38.14715, ,22.26116,0.498085816,0.81389,0.47408, ,0.81239,2.007686163,1.22867,2.10936, ,1.23094,175.9206217,159.66514,175.30093, ,159.73488,150.6018937,147.15763,151.8379, ,147.17891,67.41208288,60.51738,67.03264, ,60.54624,0.305045724,0.31917,0.30758, ,0.31911,134.912,113.672,592.139, ,133.822,229.562,-52.22344,362.35252,362.87366,229.76503,237.43502, ,0.5528,0.5439,0.66061,0.66015, ,122.76784,125.43864,98.04537,9.1
460,99.5564,0.16493, ,0.27867,7.695199457,7.8216,7.70422, ,7.82106,7.145599894,7.0317,7.23256, ,7.03233,-1.06869,36.42266773,22.16001,38.27276, ,22.20462,0.493159236,0.81057,0.46932, ,0.80894,2.027742616,1.2337,2.13074, ,1.23619,176.5029484,160.129,175.90524, ,160.20493,150.9577783,147.34658,152.20534, ,147.3702,67.64445502,60.70667,67.27387, ,60.73807,0.304860857,0.31887,0.30738, ,0.31882,135.397,113.993,593.072, ,134.171,230.627,-51.92234,359.59197,360.1565,226.47097,234.14276, ,0.55211,0.54309,0.65695,0.6567, ,123.35162,126.01374,98.64834,9.2
455,99.52329,0.16783, ,0.30888,7.696949312,7.82441,7.70599, ,7.82382,7.143972335,7.02917,7.23089, ,7.02985,-1.08008,36.53680168,22.09993,38.39778, ,22.14813,0.488265918,0.80723,0.4646, ,0.80547,2.048064311,1.23881,2.15238, ,1.24151,177.0813399,160.59253,176.50536, ,160.67472,151.3095561,147.53461,152.5684, ,147.56067,67.87539023,60.89592,67.51356, ,60.92989,0.304675989,0.31858,0.30718, ,0.31852,135.889,114.32,594.021, ,134.526,231.698,-51.62061,356.835,357.44339,223.19506,230.86764, ,0.5514,0.54228,0.65335,0.65329, ,123.92151,126.57575,99.23691,9.3
450,99.4902,0.17055, ,0.33925,7.698695456,7.82722,7.70776, ,7.82658,7.14234894,7.02665,7.22923, ,7.02737,-1.09147,36.65071499,22.03984,38.52217, ,22.09167,0.483405986,0.80387,0.45992, ,0.80198,2.068654568,1.24398,2.17428, ,1.24691,177.6557573,161.05574,177.10126, ,161.14423,151.6572069,147.72174,152.92708, ,147.75032,68.10487294,61.08513,67.75172, ,61.12169,0.304491123,0.31829,0.30699, ,0.31822,136.389,114.653,594.986, ,134.887,232.774,-51.31865,354.08174,354.73433,219.93705,227.6094, ,0.55065,0.54147,0.64979,0.64994, ,124.47777,127.12493,99.81135,9.4
445,99.45722,0.17311, ,0.36967,7.700437884,7.83003,7.70953, ,7.82935,7.140729659,7.02412,7.22757, ,7.02489,-1.10285,36.76436577,21.97976,38.64587, ,22.03524,0.478579587,0.80049,0.45528, ,0.79848,2.089516616,1.24923,2.19645, ,1.25238,178.2261627,161.51861,177.69289, ,161.61344,152.0007097,147.90796,153.28134, ,147.93914,68.33288812,61.2743,67.98831, ,61.31345,0.304306255,0.318,0.30679, ,0.31793,136.894,114.991,595.964, ,135.254,233.854,-51.01666,351.33265,352.02926,216.69669,224.36781, ,0.54982,0.54066,0.64629,0.64663, ,125.02056,127.66145,100.37185,9.5
440,99.42445,0.17549, ,0.40005,7.7021766,7.83284,7.7113, ,7.83211,7.139114565,7.0216,7.22591, ,7.02241,-1.11423,36.87771687,21.91967,38.76881, ,21.97883,0.473786787,0.7971,0.45068, ,0.79495,2.110654047,1.25455,2.21889, ,1.25793,178.7925179,161.98116,178.28021, ,162.08232,152.3400459,148.09329,153.63116, ,148.12713,68.55942024,61.46342,68.22332, ,61.50518,0.304121389,0.3177,0.30659, ,0.31763,137.406,115.335,596.959, ,135.626,234.939,-50.71475,348.58724,349.32826,213.47373,221.14266, ,0.54908,0.53984,0.64283,0.64337, ,125.55022,128.1856,100.91875,9.6
435,99.39197,0.17772, ,0.43031,7.70391159,7.83566,7.71306, ,7.83488,7.137503527,7.01907,7.22426, ,7.01993,-1.12561,36.99072276,21.85959,38.89095, ,21.92242,0.469027737,0.79369,0.44611, ,0.79141,2.132070068,1.25994,2.2416, ,1.26356,179.3547862,162.44338,178.86318, ,162.55087,152.6751941,148.27773,153.97653, ,148.31428,68.78445491,61.65251,68.45674, ,61.69686,0.303936521,0.31741,0.3064, ,0.31734,137.925,115.685,597.971, ,136.005,236.028,-50.41282,345.84641,346.63134,210.26793,217.9337, ,0.54817,0.53903,0.63942,0.64015, ,126.06699,128.69764,101.4523,9.7
430,99.35986,0.17978, ,0.46036,7.705642865,7.83847,7.71482, ,7.83765,7.135896678,7.01655,7.22261, ,7.01745,-1.13699,37.10334856,21.7995,39.01223, ,21.866,0.464302433,0.79026,0.44158, ,0.78785,2.153768599,1.26541,2.26457, ,1.26927,179.9129296,162.90526,179.44176, ,163.01905,153.006137,148.46128,154.31743, ,148.5006,69.00797662,61.84155,68.68855, ,61.88848,0.303751654,0.31712,0.3062, ,0.31704,138.449,116.041,599, ,136.39,237.12,-50.11127,343.10965,343.93847,207.07906,214.74073, ,0.54735,0.53821,0.63606,0.63698, ,126.57104,129.19774,101.9727,9.8
425,99.32817,0.1817, ,0.49014,7.707370416,7.84129,7.71658, ,7.84042,7.134293925,7.01402,7.22097, ,7.01497,-1.14836,37.21555021,21.73942,39.13258, ,21.80957,0.459610966,0.7868,0.4371, ,0.78427,2.175753133,1.27096,2.28783, ,1.27506,180.466912,163.36682,180.01592, ,163.48687,153.3328549,148.64394,154.65383, ,148.68607,69.22997102,62.03056,68.91874, ,62.08004,0.303566787,0.31683,0.306, ,0.31674,138.978,116.403,600.046, ,136.783,238.215,-49.81011,340.37722,341.24969,203.9069,211.56354, ,0.54649,0.53739,0.63274,0.63384, ,127.06265,129.68615,102.48024,9.9
420,99.29696,0.18346, ,0.51958,7.709094245,7.84411,7.71833, ,7.84319,7.132695314,7.0115,7.21933, ,7.01249,-1.15974,37.32728923,21.67933,39.25197, ,21.75312,0.454953342,0.78333,0.43265, ,0.78068,2.198027593,1.27659,2.31136, ,1.28094,181.0166968,163.82805,180.58561, ,163.95429,153.6553299,148.82572,154.98571, ,148.87069,69.4504233,62.21952,69.14729, ,62.27153,0.30338192,0.31653,0.3058, ,0.31645,139.514,116.771,601.109, ,137.181,239.313,-49.50941,337.6497,338.56498,200.75122,208.4019, ,0.54551,0.53656,0.62947,0.63075, ,127.54201,130.16308,102.9751,10
415,99.26626,0.18509, ,0.54865,7.710814346,7.84694,7.72008, ,7.84596,7.131100811,7.00897,7.2177, ,7.01001,-1.17111,37.43852384,21.61925,39.37032, ,21.69665,0.450329588,0.77985,0.42823, ,0.77706,2.22059582,1.28231,2.33518, ,1.2869,181.5622482,164.28895,181.1508, ,164.42131,153.9735439,149.00663,155.31306, ,149.05445,69.66931916,62.40844,69.37418, ,62.46295,0.303197053,0.31624,0.30561, ,0.31615,140.055,117.146,602.191, ,137.587,240.413,-49.2092,334.92634,335.88434,197.6118,205.25564, ,0.54467,0.53574,0.62624,0.6277, ,128.00931,130.6287,103.45752,10.1
410,99.23611,0.18658, ,0.57731,7.712530722,7.84976,7.72183, ,7.84874,7.129510433,7.00645,7.21606, ,7.00753,-1.18249,37.54921436,21.55916,39.48758, ,21.64015,0.445739685,0.77634,0.42386, ,0.77343,2.243461896,1.2881,2.35927, ,1.29294,182.1035308,164.74952,181.71145, ,164.88792,154.2874798,149.18667,155.63585, ,149.23737,69.8866442,62.59732,69.5994, ,62.65429,0.303012187,0.31595,0.30541, ,0.31585,140.602,117.527,603.291, ,137.999,241.516,-48.90947,332.20781,333.20782,194.48844,202.12454, ,0.54371,0.53492,0.62305,0.62469, ,128.46481,131.08328,103.92775,10.2
405,99.20653,0.18795, ,0.60552,7.714243365,7.85259,7.72357, ,7.85152,7.127924146,7.00393,7.21444, ,7.00505,-1.19386,37.65931888,21.49907,39.6037, ,21.58361,0.44118363,0.77281,0.41952, ,0.76978,2.266629885,1.29398,2.38366, ,1.29907,182.6405096,165.20977,182.26752, ,165.35412,154.5971201,149.36583,155.95407, ,149.41942,70.10238445,62.78617,69.82293, ,62.84556,0.302827319,0.31565,0.30521, ,0.31556,141.155,117.916,604.411, ,138.42,242.622,-48.61013,329.49375,330.53543,191.38093,199.00842, ,0.54281,0.53409,0.6199,0.62171, ,128.90874,131.52701,104.38602,10.3
400,99.17754,0.1892, ,0.63326,7.715952281,7.85542,7.72531, ,7.8543,7.126342,7.0014,7.21281, ,7.00257,-1.20524,37.7687993,21.43898,39.71862, ,21.52703,0.436661353,0.76926,0.41523, ,0.76611,2.290104204,1.29995,2.40833, ,1.30529,183.1731496,165.66968,182.81897, ,165.81988,154.9024493,149.54414,156.26771, ,149.60061,70.31652569,62.97497,70.04477, ,63.03674,0.302642452,0.31536,0.30502, ,0.31526,141.713,118.312,605.551, ,138.847,243.73,-48.31138,326.78449,327.86714,188.28906,195.90708, ,0.54185,0.53326,0.61679,0.61877, ,129.34124,131.96006,104.8325,10.4
395,99.14912,0.19034, ,0.66054,7.717657461,7.85825,7.72704, ,7.85708,7.124763927,6.99888,7.21119, ,7.00009,-1.21662,37.87761219,21.37889,39.83228, ,21.47041,0.432172834,0.76569,0.41097, ,0.76243,2.313889078,1.30601,2.4333, ,1.3116,183.7014173,166.12927,183.36577, ,166.28521,155.2034503,149.72158,156.57674, ,149.78095,70.52905443,63.16372,70.26488, ,63.22783,0.302457585,0.31507,0.30482, ,0.31497,142.277,118.714,606.711, ,139.283,244.841,-48.01294,324.08005,325.203,185.21265,192.82035, ,0.54089,0.53243,0.61372,0.61587, ,129.76255,132.38265,105.26744,10.5
390,99.12835,0.19137, ,0.68028,7.719358911,7.86108,7.72877, ,7.85987,7.123189996,6.99636,7.20958, ,6.9976,-1.22803,37.98572034,21.31881,39.94464, ,21.413,0.427717965,0.76211,0.40674, ,0.75875,2.337989241,1.31215,2.45856, ,1.31795,184.2252788,166.58853,183.90789, ,166.7488,155.5001085,149.89817,156.88115, ,149.95994,70.73995678,63.35244,70.48327, ,63.41831,0.302272718,0.31478,0.30462, ,0.31467,142.816,119.125,607.892, ,139.726,245.904,-47.72921,321.38956,322.54298,182.15149,189.74805, ,0.5381,0.5316,0.61069,0.613, ,130.17284,132.79493,105.691,10.6
385,99.10844,0.19231, ,0.69925,7.721056621,7.86391,7.7305, ,7.86267,7.121620131,6.99384,7.20796, ,6.99511,-1.23945,38.09308013,21.25872,40.05563, ,21.35551,0.423296697,0.7585,0.40256, ,0.75506,2.362409173,1.3184,2.48412, ,1.3244,184.7447013,167.04746,184.44528, ,167.2119,155.792408,150.07392,157.18092, ,150.13803,70.9492196,63.54112,70.69992, ,63.60867,0.302087851,0.31448,0.30442, ,0.31438,143.359,119.543,609.096, ,140.178,246.968,-47.44609,318.70446,319.88717,179.10541,186.68999, ,0.53702,0.53076,0.60769,0.61017, ,130.57235,133.19718,106.10346,10.7
380,99.08937,0.19315, ,0.71747,7.722750597,7.86675,7.73223, ,7.86547,7.120054396,6.99131,7.20636, ,6.99262,-1.25087,38.19965433,21.19863,40.1652, ,21.29794,0.418908895,0.75487,0.39841, ,0.75135,2.387153892,1.32473,2.50998, ,1.33094,185.2596519,167.50606,184.97792, ,167.67449,156.0803353,150.24881,157.47603, ,150.31523,71.15682942,63.72976,70.9148, ,63.79892,0.301902984,0.31419,0.30423, ,0.31409,143.908,119.969,610.32, ,140.638,248.033,-47.16377,316.02444,317.23547,176.07422,183.64601, ,0.536,0.52993,0.60473,0.60737, ,130.96119,133.58946,106.50491,10.8
375,99.07111,0.19392, ,0.73497,7.724440833,7.86959,7.73395, ,7.86827,7.118492747,6.98879,7.20475, ,6.99013,-1.26229,38.30540083,21.13853,40.2733, ,21.24029,0.414554466,0.75122,0.3943, ,0.74762,2.412228262,1.33117,2.53615, ,1.33758,185.7700988,167.96434,185.50576, ,168.13659,156.3638758,150.42286,157.76648, ,150.49153,71.36277339,63.91835,71.12792, ,63.98906,0.301718117,0.3139,0.30403, ,0.31379,144.462,120.403,611.569, ,141.107,249.1,-46.88181,313.34967,314.58799,173.05774,180.61595, ,0.53495,0.52909,0.60181,0.60461, ,131.33962,133.97204,106.89564,10.9
370,99.05361,0.1946, ,0.75179,7.726127327,7.87243,7.73567, ,7.87107,7.116935182,6.98627,7.20315, ,6.98764,-1.27372,38.41027955,21.07844,40.37987, ,21.18256,0.410233281,0.74755,0.39022, ,0.74387,2.437637429,1.3377,2.56263, ,1.34431,186.2760107,168.42229,186.02878, ,168.59819,156.643016,150.59607,158.05225, ,150.66693,71.56703871,64.10691,71.33925, ,64.17909,0.30153325,0.3136,0.30383, ,0.3135,145.023,120.845,612.841, ,141.584,250.17,-46.60021,310.6802,311.94469,170.05579,177.59963, ,0.5339,0.52825,0.59892,0.60187, ,131.70779,134.34506,107.27578,11
365,99.03683,0.19521, ,0.76796,7.72781008,7.87527,7.73738, ,7.87388,7.115381718,6.98375,7.20156, ,6.98515,-1.28515,38.51425157,21.01835,40.48487, ,21.12476,0.405945186,0.74386,0.38619, ,0.74011,2.463386771,1.34434,2.58943, ,1.35115,186.7773567,168.87991,186.54695, ,169.0593,156.9177435,150.76845,158.33331, ,150.84145,71.76961274,64.29542,71.54878, ,64.36901,0.301348383,0.31331,0.30363, ,0.3132,145.59,121.296,614.137, ,142.071,251.242,-46.31889,308.01552,309.30559,167.06821,174.5969, ,0.53294,0.5274,0.59606,0.59917, ,132.06585,134.70869,107.64553,11.1
360,99.02072,0.19576, ,0.78351,7.729489087,7.87811,7.73909, ,7.87669,7.113832321,6.98123,7.19996, ,6.98266,-1.29657,38.61727541,20.95826,40.58822, ,21.06689,0.401690042,0.74015,0.38218, ,0.73633,2.489481676,1.35108,2.61654, ,1.35809,187.2741069,169.3372,187.06022, ,169.51994,157.1880455,150.93999,158.60967, ,151.01508,71.97048323,64.4839,71.7565, ,64.55883,0.301163516,0.31302,0.30344, ,0.31291,146.164,121.755,615.458, ,142.567,252.319,-46.03742,305.35635,306.67073,164.09483,171.6076, ,0.53183,0.52655,0.59324,0.5965, ,132.41404,135.06313,108.0051,11.2
355,99.01077,0.19626, ,0.79297,7.731164351,7.88096,7.7408, ,7.87951,7.112287034,6.97871,7.19837, ,6.98016,-1.30804,38.71931378,20.89816,40.68989, ,21.00835,0.397467659,0.73641,0.37822, ,0.73255,2.51592797,1.35793,2.64397, ,1.36509,187.7662313,169.79417,187.56858, ,169.97907,157.453911,151.11071,158.88131, ,151.18741,72.16963796,64.67233,71.96239, ,64.74812,0.300978649,0.31273,0.30324, ,0.31262,146.72,122.224,616.806, ,143.074,253.359,-45.76679,302.70914,304.0401,161.13548,168.63158, ,0.52944,0.5257,0.59045,0.59386, ,132.75249,135.40852,108.35463,11.3
350,99.00196,0.19669, ,0.80134,7.732835866,7.88381,7.7425, ,7.88233,7.110745811,6.97619,7.19679, ,6.97766,-1.31951,38.82032488,20.83807,40.78982, ,20.94968,0.393277878,0.73266,0.37429, ,0.72875,2.542731375,1.36489,2.67173, ,1.3722,188.2537015,170.25081,188.07198, ,170.43761,157.7153285,151.28061,159.14821, ,151.35882,72.36706519,64.86073,72.16644, ,64.93727,0.300793782,0.31243,0.30304, ,0.31232,147.281,122.702,618.18, ,143.59,254.4,-45.49695,300.06795,301.4137,158.19,165.66869, ,0.52824,0.52485,0.58769,0.59125, ,133.08135,135.74501,108.69431,11.4
345,98.9942,0.19708, ,0.80872,7.734503632,7.88666,7.74421, ,7.88516,7.109208662,6.97366,7.19521, ,6.97516,-1.33098,38.92027008,20.77798,40.88796, ,20.89089,0.389120501,0.72888,0.37039, ,0.72494,2.569898006,1.37197,2.69982, ,1.37942,188.7364892,170.70712,188.57041, ,170.89559,157.9722874,151.44968,159.41037, ,151.5293,72.56275333,65.04908,72.36865, ,65.12628,0.300608915,0.31214,0.30285, ,0.31203,147.848,123.19,619.581, ,144.116,255.443,-45.22739,297.43268,298.79156,155.25823,162.71878, ,0.52706,0.524,0.58496,0.58867, ,133.40079,136.07278,109.0243,11.5
340,90.61317,0.19672,8.38289,0.80723,7.736167649,7.88951,7.7459,7.70209,7.87229,7.107675598,6.97114,7.19363,7.14077,6.98657,-1.27867,39.01911088,20.71788,40.98426,40.92756,21.83352,0.384995318,0.72508,0.36654,0.36704,0.68803,2.597434185,1.37915,2.72825,2.72448,1.45342,189.2145669,171.16311,189.06382,189.09259,172.8796,158.2247784,151.61794,159.66778,159.40848,152.40298,72.75669101,65.23739,72.56899,72.59961,65.93725,0.300424048,0.31185,0.30265,0.3023,0.31094,241.55,123.688,621.01,1280.47,144.653,399.047,-16.48804,285.84342,296.1737,152.34003,159.7817,186.82892,2.31785,0.52314,0.58227,0.58611,0.58627,133.711,136.392,109.34478,11.6
335,81.86657,0.19633,17.13145,0.80564,7.737827914,7.89236,7.7476,7.70377,7.85854,7.106146605,6.96862,7.19206,7.13922,6.99879,-1.22257,39.11680786,20.65778,41.07867,41.02196,22.88302,0.380902119,0.72126,0.36271,0.36321,0.65112,2.625346383,1.38646,2.75702,2.75321,1.53581,189.6879082,171.61876,189.55219,189.57962,174.8892,158.4727924,151.78539,159.92042,159.66069,153.27425,72.94886724,65.42566,72.76746,72.79756,66.76028,0.300239181,0.31156,0.30245,0.3021,0.30983,340.065,124.196,622.468,1283.19,145.201,537.957,0.91148,273.77951,293.56011,149.43525,156.85733,183.9042,2.41278,0.52228,0.5796,0.58359,0.58356,134.01211,136.70278,109.65591,11.7
330,73.97749,0.19598,25.02232,0.8042,7.739484425,7.89522,7.74929,7.70544,7.8462,7.10462168,6.9661,7.19049,7.13767,7.00979,-1.1721,39.21332232,20.59769,41.17113,41.11441,23.90425,0.376840679,0.71742,0.35892,0.35942,0.61818,2.65364133,1.39389,2.78613,2.78229,1.61765,190.156487,172.07409,190.0355,190.06162,176.72804,158.7163208,151.95203,160.16828,159.90816,154.06487,73.13927131,65.61389,72.96405,72.99363,67.51445,0.300054314,0.31126,0.30225,0.30191,0.30882,429.706,124.714,623.957,1285.96,145.761,655.514,11.52088,262.56262,290.95083,146.54372,153.94551,180.99298,2.24338,0.52142,0.57696,0.58109,0.58088,134.3043,137.00532,109.95785,11.8
