T (C),Phases vol%-AUSTENITE-50.0(C/s),Phases vol%-MARTENSITE-50.0(C/s),Phases vol%-BAINITE-50.0(C/s),Density (g/(cm)^3)-BAINITE_PEARLITE-50.0(C/s),Density (g/(cm)^3)-AUSTENITE-50.0(C/s),Density (g/(cm)^3)-MARTENSITE-50.0(C/s),Density (g/(cm)^3)-TOTAL-50.0(C/s),Molar volume (cm^3)-BAINITE_PEARLITE-50.0(C/s),Molar volume (cm^3)-AUSTENITE-50.0(C/s),Molar volume (cm^3)-MARTENSITE-50.0(C/s),Molar volume (cm^3)-TOTAL-50.0(C/s),Linear expansion (%)-  -50.0(C/s),Thermal conductivity (W/(m*K))-BAINITE_PEARLITE-50.0(C/s),Thermal conductivity (W/(m*K))-AUSTENITE-50.0(C/s),Thermal conductivity (W/(m*K))-MARTENSITE-50.0(C/s),Thermal conductivity (W/(m*K))-TOTAL-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-BAINITE_PEARLITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-AUSTENITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-MARTENSITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-TOTAL-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-BAINITE_PEARLITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-AUSTENITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-MARTENSITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-TOTAL-50.0(C/s),Young's modulus (GPa)-BAINITE_PEARLITE-50.0(C/s),Young's modulus (GPa)-AUSTENITE-50.0(C/s),Young's modulus (GPa)-MARTENSITE-50.0(C/s),Young's modulus (GPa)-TOTAL-50.0(C/s),Bulk modulus (GPa)-BAINITE_PEARLITE-50.0(C/s),Bulk modulus (GPa)-AUSTENITE-50.0(C/s),Bulk modulus (GPa)-MARTENSITE-50.0(C/s),Bulk modulus (GPa)-TOTAL-50.0(C/s),Shear modulus(GPa)-BAINITE_PEARLITE-50.0(C/s),Shear modulus(GPa)-AUSTENITE-50.0(C/s),Shear modulus(GPa)-MARTENSITE-50.0(C/s),Shear modulus(GPa)-TOTAL-50.0(C/s),Poisson's ratio-BAINITE_PEARLITE-50.0(C/s),Poisson's ratio-AUSTENITE-50.0(C/s),Poisson's ratio-MARTENSITE-50.0(C/s),Poisson's ratio-TOTAL-50.0(C/s),Yield Stress (MPa)-TOTAL-50.0(C/s),Yield Stress (MPa)-BAINITE-50.0(C/s),Yield Stress (MPa)-MARTENSITE-50.0(C/s),Yield Stress (MPa)-AUSTENITE-50.0(C/s),Tensile Stress (MPa)-TOTAL-50.0(C/s),Hardness (HRC)-TOTAL-50.0(C/s),Enthalpy (J/g)-TOTAL-50.0(C/s),Enthalpy (J/g)-AUSTENITE-50.0(C/s),Enthalpy (J/g)-FERRITE-50.0(C/s),Enthalpy (J/g)-BAINITE_PEARLITE-50.0(C/s),Enthalpy (J/g)-MARTENSITE-50.0(C/s),Specific heat (J/(g K))-TOTAL-50.0(C/s),Specific heat (J/(g K))-AUSTENITE-50.0(C/s),Specific heat (J/(g K))-FERRITE-50.0(C/s),Specific heat (J/(g K))-BAINITE_PEARLITE-50.0(C/s),Specific heat (J/(g K))-MARTENSITE-50.0(C/s),Latent heat (J/g)-FERRITE-50.0(C/s),Latent heat (J/g)-BAINITE_PEARLITE-50.0(C/s),Latent heat (J/g)-MARTENSITE-50.0(C/s),TIME(s)-Cooling_50.0(C/s)
525,100, , , ,7.75119, ,7.75119, ,7.02245, ,7.02245,-0.89683, ,22.8065, ,22.8065, ,0.85742, ,0.85742, ,1.16629, ,1.16629, ,155.58402, ,155.58402, ,145.30025, ,145.30025, ,58.86479, ,58.86479, ,0.32154, ,0.32154,189.598, , ,189.606,309.008,-32.12694,407.0216,407.04011, ,285.65513, ,0.55725,0.5567, ,0.70378, ,114.89304,121.38498,72.42982,7.9
520,100, , , ,7.7539, ,7.7539, ,7.02, ,7.02,-0.90816, ,22.74643, ,22.74643, ,0.8543, ,0.8543, ,1.17055, ,1.17055, ,156.04871, ,156.04871, ,145.49884, ,145.49884, ,59.0535, ,59.0535, ,0.32125, ,0.32125,189.95, , ,189.958,310.02,-31.934,404.23979,404.2586, ,282.14598, ,0.55636,0.5559, ,0.69982, ,115.66318,122.11262,73.23817,8
515,100, , , ,7.7566, ,7.7566, ,7.01755, ,7.01755,-0.91949, ,22.68635, ,22.68635, ,0.85116, ,0.85116, ,1.17487, ,1.17487, ,156.51307, ,156.51307, ,145.69649, ,145.69649, ,59.24217, ,59.24217, ,0.32096, ,0.32096,190.306, , ,190.315,311.032,-31.74138,401.46164,401.48113, ,278.65648, ,0.55563,0.55509, ,0.69592, ,116.41586,122.82465,74.02791,8.1
510,100, , , ,7.75932, ,7.75932, ,7.0151, ,7.0151,-0.93081, ,22.62627, ,22.62627, ,0.848, ,0.848, ,1.17924, ,1.17924, ,156.97711, ,156.97711, ,145.89321, ,145.89321, ,59.43081, ,59.43081, ,0.32067, ,0.32067,190.669, , ,190.678,312.045,-31.54908,398.68793,398.7077, ,275.18629, ,0.55474,0.55428, ,0.69209, ,117.1514,123.52141,74.79942,8.2
505,100, , , ,7.76203, ,7.76203, ,7.01264, ,7.01264,-0.94214, ,22.5662, ,22.5662, ,0.84483, ,0.84483, ,1.18367, ,1.18367, ,157.44083, ,157.44083, ,146.08899, ,146.08899, ,59.6194, ,59.6194, ,0.32038, ,0.32038,191.036, , ,191.046,313.059,-31.35718,395.91788,395.93833, ,271.7351, ,0.55401,0.55347, ,0.68832, ,117.87018,124.20323,75.55311,8.3
500,100, , , ,7.76474, ,7.76474, ,7.01019, ,7.01019,-0.95346, ,22.50612, ,22.50612, ,0.84165, ,0.84165, ,1.18815, ,1.18815, ,157.90422, ,157.90422, ,146.28385, ,146.28385, ,59.80796, ,59.80796, ,0.32009, ,0.32009,191.41, , ,191.42,314.074,-31.16541,393.1523,393.17301, ,268.30262, ,0.55312,0.55266, ,0.68461, ,118.57249,124.87039,76.28934,8.4
495,100, , , ,7.76746, ,7.76746, ,7.00774, ,7.00774,-0.96479, ,22.44604, ,22.44604, ,0.83844, ,0.83844, ,1.19269, ,1.19269, ,158.3673, ,158.3673, ,146.47779, ,146.47779, ,59.99647, ,59.99647, ,0.31981, ,0.31981,191.789, , ,191.799,315.09,-30.97404,390.39076,390.41171, ,264.88853, ,0.55231,0.55184, ,0.68096, ,119.25861,125.52318,77.00842,8.5
490,100, , , ,7.77018, ,7.77018, ,7.00529, ,7.00529,-0.97611, ,22.38596, ,22.38596, ,0.83522, ,0.83522, ,1.19729, ,1.19729, ,158.83005, ,158.83005, ,146.67081, ,146.67081, ,60.18495, ,60.18495, ,0.31952, ,0.31952,192.174, , ,192.185,316.107,-30.78273,387.63331,387.65452, ,261.49255, ,0.55149,0.55103, ,0.67737, ,119.929,126.16197,77.7108,8.6
485,100, , , ,7.7729, ,7.7729, ,7.00284, ,7.00284,-0.98744, ,22.32588, ,22.32588, ,0.83198, ,0.83198, ,1.20195, ,1.20195, ,159.29248, ,159.29248, ,146.86291, ,146.86291, ,60.37338, ,60.37338, ,0.31923, ,0.31923,192.566, , ,192.576,317.126,-30.59168,384.87956,384.9014, ,258.11441, ,0.55075,0.55021, ,0.67383, ,120.58386,126.78699,78.39676,8.7
480,100, , , ,7.77562, ,7.77562, ,7.00038, ,7.00038,-0.99876, ,22.2658, ,22.2658, ,0.82872, ,0.82872, ,1.20668, ,1.20668, ,159.75459, ,159.75459, ,147.05411, ,147.05411, ,60.56178, ,60.56178, ,0.31894, ,0.31894,192.963, , ,192.974,318.146,-30.40077,382.13029,382.15237, ,254.75383, ,0.54986,0.5494, ,0.67034, ,121.22354,127.39854,79.06666,8.8
475,100, , , ,7.77834, ,7.77834, ,6.99793, ,6.99793,-1.01009, ,22.20572, ,22.20572, ,0.82545, ,0.82545, ,1.21146, ,1.21146, ,160.21637, ,160.21637, ,147.2444, ,147.2444, ,60.75014, ,60.75014, ,0.31865, ,0.31865,193.367, , ,193.378,319.168,-30.21,379.38508,379.40738, ,251.41055, ,0.54904,0.54858, ,0.66691, ,121.84824,127.99683,79.72074,8.9
470,100, , , ,7.78107, ,7.78107, ,6.99548, ,6.99548,-1.02141, ,22.14564, ,22.14564, ,0.82216, ,0.82216, ,1.21631, ,1.21631, ,160.67784, ,160.67784, ,147.43379, ,147.43379, ,60.93846, ,60.93846, ,0.31836, ,0.31836,193.778, , ,193.789,320.192,-30.01918,376.644,376.66653, ,248.0843, ,0.54822,0.54776, ,0.66353, ,122.45835,128.58223,80.35942,9
465,100, , , ,7.7838, ,7.7838, ,6.99303, ,6.99303,-1.03273, ,22.08556, ,22.08556, ,0.81885, ,0.81885, ,1.22123, ,1.22123, ,161.13898, ,161.13898, ,147.62229, ,147.62229, ,61.12673, ,61.12673, ,0.31807, ,0.31807,194.195, , ,194.206,321.218,-29.82856,373.90701,373.92974, ,244.77486, ,0.5474,0.54694, ,0.66019, ,123.05405,129.15488,80.98291,9.1
460,100, , , ,7.78653, ,7.78653, ,6.99058, ,6.99058,-1.04406, ,22.02548, ,22.02548, ,0.81552, ,0.81552, ,1.22621, ,1.22621, ,161.59981, ,161.59981, ,147.80989, ,147.80989, ,61.31497, ,61.31497, ,0.31778, ,0.31778,194.619, , ,194.631,322.246,-29.63778,371.17452,371.19711, ,241.48196, ,0.5465,0.54611, ,0.65691, ,123.63572,129.71515,81.59159,9.2
455,99.98873, ,0.0112669,7.690661294,7.78926, ,7.78925,7.075304909,6.98813, ,6.98814,-1.05534,34.20795674,21.9654, ,21.96642,0.521506594,0.81217, ,0.81213,1.917521297,1.23127, ,1.23132,177.3055382,162.0603, ,162.06215,150.1589167,147.99661, ,147.99701,68.06949406,61.50317, ,61.50395,0.302699985,0.3175, ,0.31749,195.13,910.119, ,195.062,323.396,-29.42317,368.431,368.46855, ,238.20538, ,0.54871,0.54529, ,0.65367, ,124.20349,130.26317,82.18566,9.3
450,99.98716, ,0.0128433,7.692386088,7.79199, ,7.79198,7.073713038,6.98567, ,6.98569,-1.06665,34.29829249,21.90531, ,21.90649,0.51656143,0.80881, ,0.80876,1.93587818,1.23639, ,1.23646,177.862193,162.52048, ,162.5226,150.4973993,148.18245, ,148.18292,68.29180637,61.69133, ,61.69222,0.302525185,0.31721, ,0.3172,195.58,911.488, ,195.501,324.447,-29.22932,365.7045,365.74415, ,234.94489, ,0.5453,0.54446, ,0.65047, ,124.75773,130.79926,82.76547,9.4
445,99.98552, ,0.0144756,7.694106881,7.79473, ,7.79471,7.072125517,6.98322, ,6.98324,-1.07797,34.38837674,21.84523, ,21.84657,0.511645988,0.80542, ,0.80537,1.954476382,1.24158, ,1.24166,178.4150519,162.98034, ,162.98273,150.8319588,148.3674, ,148.36796,68.51273004,61.87945, ,61.88046,0.302350385,0.31692, ,0.31692,196.037,912.88, ,195.947,325.5,-29.03496,362.98187,363.02385, ,231.70027, ,0.54453,0.54364, ,0.64732, ,125.29859,131.32358,83.33122,9.5
440,99.98385, ,0.0161485,7.695823648,7.79746, ,7.79745,7.070542118,6.98077, ,6.98079,-1.08928,34.47816863,21.78515, ,21.78665,0.50676053,0.80202, ,0.80197,1.973318641,1.24685, ,1.24693,178.9640803,163.43987, ,163.44256,151.1625728,148.55148, ,148.55213,68.7322516,62.06753, ,62.06866,0.30217558,0.31663, ,0.31663,196.503,914.296, ,196.4,326.557,-28.8401,360.26348,360.30774, ,228.47129, ,0.54368,0.54281, ,0.64421, ,125.82641,131.83645,83.88326,9.6
435,99.98215, ,0.017846,7.697536425,7.8002, ,7.80019,7.068963144,6.97832, ,6.97834,-1.1006,34.56764804,21.72506, ,21.72673,0.501904989,0.7986, ,0.79854,1.992408967,1.25219, ,1.25228,179.5092411,163.89908, ,163.90207,151.4892278,148.73469, ,148.73543,68.95035563,62.25557, ,62.25682,0.302000778,0.31634, ,0.31634,196.976,915.735, ,196.862,327.618,-28.64538,357.54926,357.59573, ,225.25775, ,0.54284,0.54198, ,0.64115, ,126.34131,132.33798,84.42175,9.7
430,99.98045, ,0.0195521,7.699245197,7.80294, ,7.80292,7.067388463,6.97587, ,6.97589,-1.11191,34.65677777,21.66497, ,21.66682,0.497079536,0.79516, ,0.79509,2.011750492,1.2576, ,1.25771,180.0504999,164.35797, ,164.36126,151.8119036,148.91703, ,148.91787,69.16702855,62.44357, ,62.44495,0.301825976,0.31605, ,0.31605,197.457,917.2, ,197.331,328.682,-28.45078,354.83885,354.88789, ,222.05944, ,0.54208,0.54114, ,0.63812, ,126.8436,132.82845,84.947,9.8
425,99.97875, ,0.0212511,7.700949971,7.80569, ,7.80567,7.06581811,6.97342, ,6.97344,-1.12323,34.74552725,21.60489, ,21.6069,0.492284226,0.7917, ,0.79163,2.031346825,1.2631, ,1.26322,180.5878217,164.81654, ,164.82013,152.1305834,149.09851, ,149.09945,69.38225627,62.63153, ,62.63303,0.301651175,0.31576, ,0.31576,197.947,918.69, ,197.809,329.75,-28.25509,352.13297,352.18425, ,218.87616, ,0.54118,0.54031, ,0.63514, ,127.33352,133.30809,85.45927,9.9
420,99.97707, ,0.0229281,7.702650739,7.80843, ,7.80841,7.064252016,6.97097, ,6.97099,-1.13454,34.83386164,21.5448, ,21.54699,0.487519161,0.78823, ,0.78815,2.05120143,1.26867, ,1.2688,181.1211726,165.27479, ,165.27867,152.4452486,149.27914, ,149.28018,69.59602522,62.81945, ,62.82108,0.301476374,0.31547, ,0.31547,198.445,920.206, ,198.294,330.821,-28.05955,349.43117,349.48475, ,215.70771, ,0.54036,0.53947, ,0.63219, ,127.81122,133.77704,85.95873,10
415,99.97543, ,0.0245692,7.704347505,7.81118, ,7.81115,7.062690189,6.96852, ,6.96854,-1.14586,34.92174928,21.48471, ,21.48707,0.482784378,0.78473, ,0.78464,2.071318058,1.27433, ,1.27447,181.6505184,165.73271, ,165.73689,152.7558828,149.4589, ,149.46005,69.80832166,63.00734, ,63.00908,0.301301571,0.31519, ,0.31518,198.951,921.749, ,198.789,331.896,-27.86416,346.73383,346.78945, ,212.5539, ,0.53947,0.53863, ,0.62928, ,128.27695,134.23555,86.44566,10.1
410,99.97384, ,0.026162,7.706040273,7.81393, ,7.8139,7.061132667,6.96606, ,6.96609,-1.15717,35.00915983,21.42462, ,21.42715,0.478079882,0.78121, ,0.78112,2.09170065,1.28006, ,1.28021,182.1758254,166.19032, ,166.19479,153.0624701,149.63782, ,149.63908,70.01913194,63.19518, ,63.19704,0.301126769,0.3149, ,0.31489,199.466,923.321, ,199.292,332.975,-27.6677,344.04059,344.09837, ,209.41455, ,0.53865,0.53779, ,0.62641, ,128.73097,134.68382,86.92031,10.2
405,99.9723, ,0.0276957,7.707729041,7.81668, ,7.81665,7.05957942,6.96361, ,6.96364,-1.16848,35.09606005,21.36453, ,21.36723,0.473405704,0.77768, ,0.77758,2.112353089,1.28588, ,1.28605,182.6970606,166.6476, ,166.65234,153.3649941,149.81589, ,149.81725,70.22844276,63.38298, ,63.38496,0.300951968,0.31461, ,0.3146,199.99,924.92, ,199.805,334.058,-27.47141,341.35141,341.41148, ,206.28947, ,0.53784,0.53695, ,0.62357, ,129.1734,135.12201,87.38285,10.3
400,99.97084, ,0.0291611,7.709413808,7.81943, ,7.8194,7.058030422,6.96116, ,6.96119,-1.1798,35.18241708,21.30444, ,21.3073,0.468761852,0.77412, ,0.77402,2.133279393,1.29179, ,1.29196,183.2141915,167.10456, ,167.10957,153.663439,149.99312, ,149.99459,70.43624098,63.57074, ,63.57283,0.300777165,0.31432, ,0.31432,200.522,926.548, ,200.327,335.145,-27.27468,338.66665,338.7288, ,203.17848, ,0.53695,0.5361, ,0.62077, ,129.60446,135.55032,87.83351,10.4
395,99.96945, ,0.0305509,7.711094581,7.82218, ,7.82215,7.056485714,6.95871, ,6.95874,-1.19111,35.26820075,21.24435, ,21.24736,0.464148288,0.77054, ,0.77043,2.15448387,1.29779, ,1.29797,183.7271854,167.56119, ,167.56646,153.9577902,150.16951, ,150.17108,70.64251343,63.75846, ,63.76065,0.300602364,0.31403, ,0.31403,201.064,928.206, ,200.858,336.237,-27.07752,335.98629,336.05035, ,200.08142, ,0.53607,0.53526, ,0.618, ,130.02437,135.96893,88.2725,10.5
390,99.96814, ,0.0318595,7.712771357,7.82494, ,7.82491,7.054945272,6.95626, ,6.95629,-1.20243,35.35337844,21.18426, ,21.18742,0.45956499,0.76695, ,0.76683,2.175970803,1.30387, ,1.30407,184.2360109,168.01751, ,168.02301,154.2480329,150.34506, ,150.34674,70.84724729,63.94614, ,63.94843,0.300427562,0.31374, ,0.31374,201.614,929.894, ,201.399,337.334,-26.87994,333.31035,333.37615, ,196.99811, ,0.53519,0.53441, ,0.61527, ,130.43334,136.37804,88.70006,10.6
385,99.96692, ,0.0330833,7.714444134,7.8277, ,7.82766,7.053409062,6.95381, ,6.95384,-1.21374,35.43791682,21.12417, ,21.12746,0.455011932,0.76333, ,0.76321,2.197744563,1.31005, ,1.31026,184.7406366,168.4735, ,168.47923,154.5341523,150.51979, ,150.52156,71.05042995,64.13378, ,64.13617,0.30025276,0.31345, ,0.31345,202.175,931.615, ,201.95,338.435,-26.68195,330.63882,330.7062, ,193.92838, ,0.53431,0.53355, ,0.61257, ,130.83154,136.77782,89.11636,10.7
380,99.96578, ,0.03422,7.71611292,7.83046, ,7.83042,7.051877124,6.95136, ,6.95139,-1.22506,35.52178622,21.06408, ,21.0675,0.450489029,0.75969, ,0.75957,2.219809883,1.31633, ,1.31654,185.2410317,168.92918, ,168.93512,154.8161356,150.69369, ,150.69556,71.25204879,64.32139, ,64.32386,0.300077959,0.31316, ,0.31316,202.745,933.368, ,202.512,339.543,-26.48297,327.97174,328.04055, ,190.87208, ,0.53342,0.5327, ,0.6099, ,131.21919,137.16847,89.52165,10.8
375,99.96473, ,0.035269,7.71777771,7.83322, ,7.83318,7.05034943,6.94891, ,6.94894,-1.23637,35.60495386,21.00398, ,21.00753,0.445996225,0.75603, ,0.7559,2.242171446,1.3227, ,1.32292,185.737166,169.38453, ,169.39066,155.0939691,150.86676, ,150.86872,71.45209156,64.50895, ,64.5115,0.299903157,0.31288, ,0.31287,203.325,935.155, ,203.085,340.655,-26.28359,325.30874,325.37915, ,187.82903, ,0.5326,0.53184, ,0.60727, ,131.5964,137.55012,89.91605,10.9
370,99.96377, ,0.036231,7.719438505,7.83598, ,7.83594,7.048825948,6.94646, ,6.94649,-1.24769,35.68738693,20.94389, ,20.94755,0.441533448,0.75235, ,0.75222,2.264834079,1.32917, ,1.3294,186.22901,169.83956, ,169.84587,155.3676397,151.03902, ,151.04107,71.65054622,64.69647, ,64.69909,0.299728355,0.31259, ,0.31258,203.916,936.975, ,203.668,341.774,-26.08384,322.65053,322.72204, ,184.7991, ,0.53164,0.53098, ,0.60466, ,131.9634,137.92294,90.29979,11
365,99.96289, ,0.037108,7.721095308,7.83875, ,7.83871,7.047306712,6.944, ,6.94404,-1.259,35.76905566,20.88379, ,20.88757,0.437100581,0.74865, ,0.74852,2.287802955,1.33574, ,1.33598,186.7165342,170.29427, ,170.30074,155.6371359,151.21046, ,151.21259,71.84740078,64.88395, ,64.88664,0.299553553,0.3123, ,0.31229,204.517,938.831, ,204.263,342.899,-25.88313,319.99646,320.06923, ,181.78212, ,0.53081,0.53012, ,0.60208, ,132.32033,138.28711,90.67305,11.1
360,99.9621, ,0.0379028,7.722748122,7.84152, ,7.84147,7.045791725,6.94155, ,6.94159,-1.27032,35.84992916,20.8237, ,20.82757,0.432697508,0.74493, ,0.74479,2.311083337,1.34241, ,1.34266,187.1997103,170.74865, ,170.75527,155.9024464,151.38108, ,151.3833,72.04264355,65.07139, ,65.07414,0.299378752,0.31201, ,0.31201,205.13,940.723, ,204.869,344.031,-25.68148,317.34688,317.42075, ,178.77795, ,0.52992,0.52926, ,0.59954, ,132.6674,138.6428,91.03603,11.2
355,99.96138, ,0.038619,7.724396943,7.84429, ,7.84424,7.044280934,6.9391, ,6.93914,-1.28164,35.92997388,20.7636, ,20.76757,0.428324136,0.74119, ,0.74104,2.334680484,1.34919, ,1.34945,187.6785104,171.20271, ,171.20947,156.1635591,151.5509, ,151.55319,72.23626319,65.25879, ,65.2616,0.299203949,0.31172, ,0.31172,205.754,942.652, ,205.487,345.17,-25.47949,314.70181,314.7766, ,175.78644, ,0.52901,0.52839, ,0.59702, ,133.00478,138.99016,91.3889,11.3
350,99.96074, ,0.0392607,7.726041774,7.84706, ,7.84701,7.042774368,6.93665, ,6.93669,-1.29295,36.0091603,20.7035, ,20.70755,0.423980312,0.73742, ,0.73728,2.358600088,1.35608, ,1.35634,188.1529071,171.65646, ,171.66333,156.4204642,151.71992, ,151.72228,72.42824842,65.44615, ,65.449,0.299029147,0.31143, ,0.31143,206.39,944.621, ,206.118,346.317,-25.27601,312.06127,312.13679, ,172.80746, ,0.52811,0.52752, ,0.59453, ,133.33259,139.32933,91.73183,11.4
345,99.96017, ,0.0398326,7.72768262,7.84983, ,7.84979,7.041272032,6.9342, ,6.93424,-1.30427,36.08745801,20.64341, ,20.64753,0.419665885,0.73363, ,0.73349,2.382847965,1.36308, ,1.36335,188.6228738,172.10988, ,172.11685,156.6731522,151.88813, ,151.89056,72.61858827,65.63347, ,65.63637,0.298854346,0.31114, ,0.31114,207.038,946.628, ,206.762,347.472,-25.07163,309.42498,309.50136, ,169.84085, ,0.52726,0.52664, ,0.59207, ,133.65106,139.66051,92.06501,11.5
340,99.95966, ,0.0403399,7.729319476,7.85261, ,7.85256,7.039773896,6.93175, ,6.93179,-1.31559,36.16483505,20.58331, ,20.58751,0.415380714,0.72982, ,0.72967,2.407430019,1.37019, ,1.37047,189.0883846,172.56298, ,172.57004,156.9216133,152.05555, ,152.05804,72.80727208,65.82075, ,65.82368,0.298679544,0.31086, ,0.31085,207.698,948.677, ,207.418,348.636,-24.86637,306.79327,306.8703, ,166.88649, ,0.52634,0.52576, ,0.58963, ,133.96031,139.98381,92.3886,11.6
335,99.95921, ,0.0407874,7.730952346,7.85539, ,7.85534,7.038279957,6.9293, ,6.92934,-1.32691,36.24126077,20.52321, ,20.52747,0.411124632,0.72599, ,0.72584,2.432352435,1.37743, ,1.37771,189.5494144,173.01575, ,173.0229,157.1658391,152.22218, ,152.22472,72.99428941,66.008, ,66.01096,0.298504742,0.31057, ,0.31056,208.372,950.768, ,208.088,349.809,-24.65968,304.16585,304.24364, ,163.94424, ,0.52548,0.52488, ,0.58722, ,134.26051,140.2994,92.70277,11.7
330,99.95882, ,0.0411801,7.732581236,7.85817, ,7.85812,7.036790256,6.92685, ,6.92689,-1.33823,36.31670722,20.46311, ,20.46743,0.406897435,0.72214, ,0.72198,2.457621787,1.38478, ,1.38507,190.0059386,173.46821, ,173.47542,157.4058224,152.38801, ,152.3906,73.17963005,66.1952, ,66.19818,0.298329941,0.31028, ,0.31027,209.06,952.902, ,208.772,350.993,-24.45157,301.54338,301.62139, ,161.01397, ,0.5245,0.524, ,0.58484, ,134.55182,140.60742,93.00769,11.8
325,99.95848, ,0.0415233,7.734206134,7.86095, ,7.8609,7.03530469,6.92439, ,6.92444,-1.34955,36.39113904,20.403, ,20.40738,0.402698992,0.71826, ,0.71811,2.48324436,1.39225, ,1.39255,190.4579336,173.92034, ,173.92762,157.6415543,152.55306, ,152.5557,73.36328433,66.38236, ,66.38537,0.298155138,0.30999, ,0.30998,209.761,955.081, ,209.47,352.186,-24.24265,298.92494,299.00357, ,158.09555, ,0.52369,0.52311, ,0.58248, ,134.83436,140.90802,93.30351,11.9
320,99.95818, ,0.0418218,7.735827057,7.86373, ,7.86368,7.033823371,6.92194, ,6.92199,-1.36086,36.46453218,20.3429, ,20.34733,0.39852904,0.71436, ,0.71421,2.509227434,1.39985, ,1.40016,190.9053766,174.37215, ,174.37948,157.8730304,152.71733, ,152.72001,73.54524248,66.56947, ,66.57251,0.297980337,0.3097, ,0.3097,210.477,957.306, ,210.183,353.391,-24.03178,296.3112,296.3902, ,155.18886, ,0.52275,0.52222, ,0.58015, ,135.10834,141.20134,93.5904,12
315,99.95792, ,0.0420801,7.737443994,7.86652, ,7.86647,7.032346198,6.91949, ,6.91954,-1.37218,36.53685182,20.2828, ,20.28727,0.394387428,0.71044, ,0.71028,2.535577785,1.40758, ,1.40789,191.3482456,174.82364, ,174.831,158.1002432,152.88081, ,152.88354,73.72549546,66.75655, ,66.7596,0.297805535,0.30941, ,0.30941,211.207,959.579, ,210.912,354.608,-23.81958,293.70215,293.78129, ,152.29377, ,0.52181,0.52132, ,0.57784, ,135.37385,141.48752,93.86851,12.1
310,99.9577, ,0.0423028,7.739056951,7.86931, ,7.86925,7.030873205,6.91704, ,6.91709,-1.3835,36.60807043,20.22269, ,20.22721,0.390273916,0.70649, ,0.70633,2.562302935,1.41544, ,1.41576,191.7865195,175.27481, ,175.2822,158.3231885,153.04352, ,153.04629,73.9040343,66.94359, ,66.94665,0.297630733,0.30912, ,0.30912,211.954,961.901, ,211.656,355.838,-23.60549,291.09753,291.17687, ,149.41018, ,0.52092,0.52042, ,0.57556, ,135.63106,141.76669,94.138,12.2
305,99.95751, ,0.042494,7.740665927,7.8721, ,7.87204,7.029404378,6.91459, ,6.91464,-1.39482,36.67815798,20.16259, ,20.16714,0.386188287,0.70252, ,0.70236,2.589410486,1.42344, ,1.42376,192.220178,175.72566, ,175.73308,158.5418618,153.20546, ,153.20826,74.08085049,67.13059, ,67.13366,0.29745593,0.30883, ,0.30883,212.716,964.273, ,212.416,357.08,-23.38956,288.49738,288.57696, ,146.53795, ,0.52003,0.51952, ,0.57329, ,135.88014,142.03901,94.39903,12.3
300,99.95734, ,0.0426576,7.74227093,7.87489, ,7.87483,7.027939759,6.91214, ,6.91219,-1.40614,36.74708784,20.10248, ,20.10706,0.382130281,0.69853, ,0.69837,2.616908552,1.43158, ,1.43191,192.649202,176.17618, ,176.18362,158.7562608,153.36664, ,153.36946,74.25593578,67.31755, ,67.32062,0.297281129,0.30855, ,0.30854,213.495,966.698, ,213.193,358.336,-23.17236,285.90171,285.98157, ,143.67697, ,0.51913,0.51861, ,0.57105, ,136.1212,142.3046,94.65173,12.4
295,99.9572, ,0.0427968,7.743871953,7.87768, ,7.87763,7.026479272,6.90969, ,6.90974,-1.41747,36.81482725,20.04238, ,20.04699,0.378099696,0.69451, ,0.69435,2.644805087,1.43986, ,1.44019,193.0735732,176.62639, ,176.63383,158.9663815,153.52704, ,153.5299,74.4292825,67.50447, ,67.50755,0.297106327,0.30826, ,0.30825,214.291,969.177, ,213.988,359.607,-22.95281,283.31084,283.39073, ,140.82714, ,0.51817,0.5177, ,0.56884, ,136.35439,142.56359,94.89626,12.5
290,99.95708, ,0.0429151,7.745469003,7.88048, ,7.88042,7.025022966,6.90723, ,6.90728,-1.42879,36.88135034,19.98227, ,19.98691,0.374096254,0.69047, ,0.69031,2.673108831,1.44829, ,1.44862,193.4932746,177.07627, ,177.08372,159.1722234,153.68669, ,153.68957,74.60088318,67.69134, ,67.69442,0.296931526,0.30797, ,0.30796,215.105,971.712, ,214.8,360.893,-22.73095,280.72452,280.80446, ,137.98834, ,0.51727,0.51679, ,0.56664, ,136.57985,142.81612,95.13277,12.6
