T (C),Phases vol%-AUSTENITE-50.0(C/s),Phases vol%-MARTENSITE-50.0(C/s),Phases vol%-BAINITE-50.0(C/s),Density (g/(cm)^3)-BAINITE_PEARLITE-50.0(C/s),Density (g/(cm)^3)-AUSTENITE-50.0(C/s),Density (g/(cm)^3)-MARTENSITE-50.0(C/s),Density (g/(cm)^3)-TOTAL-50.0(C/s),Molar volume (cm^3)-BAINITE_PEARLITE-50.0(C/s),Molar volume (cm^3)-AUSTENITE-50.0(C/s),Molar volume (cm^3)-MARTENSITE-50.0(C/s),Molar volume (cm^3)-TOTAL-50.0(C/s),Linear expansion (%)-  -50.0(C/s),Thermal conductivity (W/(m*K))-BAINITE_PEARLITE-50.0(C/s),Thermal conductivity (W/(m*K))-AUSTENITE-50.0(C/s),Thermal conductivity (W/(m*K))-MARTENSITE-50.0(C/s),Thermal conductivity (W/(m*K))-TOTAL-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-BAINITE_PEARLITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-AUSTENITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-MARTENSITE-50.0(C/s),Electrical resistivity (10e-6 Ohm*m)-TOTAL-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-BAINITE_PEARLITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-AUSTENITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-MARTENSITE-50.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-TOTAL-50.0(C/s),Young's modulus (GPa)-BAINITE_PEARLITE-50.0(C/s),Young's modulus (GPa)-AUSTENITE-50.0(C/s),Young's modulus (GPa)-MARTENSITE-50.0(C/s),Young's modulus (GPa)-TOTAL-50.0(C/s),Bulk modulus (GPa)-BAINITE_PEARLITE-50.0(C/s),Bulk modulus (GPa)-AUSTENITE-50.0(C/s),Bulk modulus (GPa)-MARTENSITE-50.0(C/s),Bulk modulus (GPa)-TOTAL-50.0(C/s),Shear modulus(GPa)-BAINITE_PEARLITE-50.0(C/s),Shear modulus(GPa)-AUSTENITE-50.0(C/s),Shear modulus(GPa)-MARTENSITE-50.0(C/s),Shear modulus(GPa)-TOTAL-50.0(C/s),Poisson's ratio-BAINITE_PEARLITE-50.0(C/s),Poisson's ratio-AUSTENITE-50.0(C/s),Poisson's ratio-MARTENSITE-50.0(C/s),Poisson's ratio-TOTAL-50.0(C/s),Yield Stress (MPa)-TOTAL-50.0(C/s),Yield Stress (MPa)-BAINITE-50.0(C/s),Yield Stress (MPa)-MARTENSITE-50.0(C/s),Yield Stress (MPa)-AUSTENITE-50.0(C/s),Tensile Stress (MPa)-TOTAL-50.0(C/s),Hardness (HRC)-TOTAL-50.0(C/s),Enthalpy (J/g)-TOTAL-50.0(C/s),Enthalpy (J/g)-AUSTENITE-50.0(C/s),Enthalpy (J/g)-FERRITE-50.0(C/s),Enthalpy (J/g)-BAINITE_PEARLITE-50.0(C/s),Enthalpy (J/g)-MARTENSITE-50.0(C/s),Specific heat (J/(g K))-TOTAL-50.0(C/s),Specific heat (J/(g K))-AUSTENITE-50.0(C/s),Specific heat (J/(g K))-FERRITE-50.0(C/s),Specific heat (J/(g K))-BAINITE_PEARLITE-50.0(C/s),Specific heat (J/(g K))-MARTENSITE-50.0(C/s),Latent heat (J/g)-FERRITE-50.0(C/s),Latent heat (J/g)-BAINITE_PEARLITE-50.0(C/s),Latent heat (J/g)-MARTENSITE-50.0(C/s),TIME(s)-Cooling_50.0(C/s)
285,99.95698, ,0.0430152,7.747062074,7.88328, ,7.88322,7.023570782,6.90478, ,6.90483,-1.44011,36.94662582,19.92216, ,19.92683,0.370119725,0.68641, ,0.68624,2.70182844,1.45687, ,1.45721,193.90829,177.52583, ,177.53328,159.3737848,153.84558, ,153.84848,74.77073092,67.87818, ,67.88126,0.296756723,0.30768, ,0.30768,215.937,974.305, ,215.631,362.196,-22.50736,278.14276,278.22278, ,135.16047, ,0.51635,0.51587, ,0.56447, ,136.79771,143.06231,95.36139,12.7
280,99.9569, ,0.0430996,7.748651175,7.88608, ,7.88602,7.022122764,6.90233, ,6.90238,-1.45143,37.01062816,19.86205, ,19.86674,0.366169819,0.68232, ,0.68215,2.730973306,1.4656, ,1.46594,194.3186046,177.97507, ,177.98251,159.5710669,154.00371, ,154.00663,74.93881912,68.06498, ,68.06805,0.296581922,0.30739, ,0.30739,216.789,976.958, ,216.481,363.515,-22.28099,275.5656,275.64571, ,132.34342, ,0.51543,0.51494, ,0.56231, ,137.0081,143.30229,95.58226,12.8
275,99.95683, ,0.0431708,7.750236304,7.88888, ,7.88882,7.020678886,6.89988, ,6.89993,-1.46275,37.07332816,19.80194, ,19.80665,0.362246274,0.6782, ,0.67804,2.760552892,1.47449, ,1.47484,194.7242046,178.42399, ,178.43142,159.7640706,154.16109, ,154.16402,75.10514175,68.25173, ,68.25481,0.29640712,0.3071, ,0.3071,217.66,979.672, ,217.351,364.852,-22.05296,272.99307,273.07329, ,129.53708, ,0.51451,0.51401, ,0.56018, ,137.21117,143.53621,95.79553,12.9
270,99.95677, ,0.0432307,7.751817465,7.89168, ,7.89162,7.019239169,6.89743, ,6.89748,-1.47407,37.13469973,19.74183, ,19.74656,0.358348798,0.67406, ,0.6739,2.790577243,1.48355, ,1.4839,195.1250776,178.87258, ,178.88001,159.9527986,154.31772, ,154.32067,75.26969318,68.43845, ,68.44152,0.296232318,0.30681, ,0.30681,218.551,982.451, ,218.242,366.208,-21.82169,270.42545,270.50552, ,126.74137, ,0.51352,0.51307, ,0.55807, ,137.40702,143.76415,96.00133,13
265,99.95672, ,0.043281,7.753394653,7.89449, ,7.89443,7.017803544,6.89498, ,6.89503,-1.4854,37.19471186,19.68171, ,19.68646,0.354477138,0.66989, ,0.66973,2.821056405,1.49277, ,1.49313,195.5212125,179.32085, ,179.32826,160.1372531,154.47361, ,154.47657,75.43246838,68.62512, ,68.62818,0.296057516,0.30652, ,0.30652,219.464,985.296, ,219.153,367.583,-21.58831,267.86225,267.94245, ,123.95618, ,0.51264,0.51213, ,0.55597, ,137.59581,143.98627,96.19979,13.1
260,99.95668, ,0.0433233,7.754967876,7.8973, ,7.89724,7.016372078,6.89252, ,6.89258,-1.49672,37.25334162,19.6216, ,19.62637,0.350630962,0.6657, ,0.66554,2.852001418,1.50217, ,1.50253,195.9125996,179.76881, ,179.7762,160.3174402,154.62876, ,154.63173,75.59346274,68.81176, ,68.81481,0.295882714,0.30624, ,0.30623,220.399,988.209, ,220.087,368.979,-21.35231,265.30403,265.38409, ,121.18142, ,0.51165,0.51119, ,0.55389, ,137.77765,144.20267,96.39105,13.2
255,99.95664, ,0.0433589,7.75653713,7.90011, ,7.90005,7.014944712,6.89007, ,6.89013,-1.50804,37.31055899,19.56149, ,19.56627,0.346810001,0.66149, ,0.66133,2.883423192,1.51174, ,1.51211,196.2992304,180.21644, ,180.2238,160.4933643,154.78317, ,154.78615,75.75267228,68.99835, ,69.00139,0.295707912,0.30595, ,0.30594,221.356,991.193, ,221.043,370.397,-21.11321,262.75054,262.83048, ,118.417, ,0.5107,0.51024, ,0.55184, ,137.95266,144.41348,96.57524,13.3
250,99.95661, ,0.043389,7.758102424,7.90292, ,7.90286,7.013521492,6.88762, ,6.88767,-1.51936,37.36634069,19.50137, ,19.50617,0.34301392,0.65724, ,0.65708,2.915333581,1.5215, ,1.52188,196.6810984,180.66375, ,180.67109,160.6650336,154.93684, ,154.93983,75.91009354,69.1849, ,69.18793,0.295533111,0.30566, ,0.30565,222.337,994.252, ,222.023,371.838,-20.87106,260.20182,260.28164, ,115.66282, ,0.50974,0.50928, ,0.5498, ,138.12099,144.61882,96.75249,13.4
245,99.95659, ,0.0434144,7.759663751,7.90573, ,7.90567,7.012102362,6.88517, ,6.88522,-1.53069,37.42065745,19.44125, ,19.44607,0.339242436,0.65298, ,0.65281,2.947744424,1.53145, ,1.53183,197.0581981,181.11073, ,181.11805,160.8324552,155.08979, ,155.09278,76.06572373,69.37142, ,69.37444,0.295358309,0.30537, ,0.30537,223.343,997.386, ,223.028,373.302,-20.6254,257.65764,257.73761, ,112.9188, ,0.50884,0.50831, ,0.54777, ,138.28274,144.81881,96.92292,13.5
240,99.7448,0.21178,0.0434186,7.761221117,7.90855,7.69972,7.90805,7.010687347,6.88272,7.06939,6.88316,-1.54023,37.47348525,19.38113,42.30881,19.41171,0.335495215,0.64868,0.29715,0.64766,2.98066844,1.54159,3.36527,1.54402,197.430526,181.5574,197.85316,181.60021,160.9956393,155.242,163.33445,155.26362,76.21956066,69.55789,76.20814,69.57529,0.295183507,0.30508,0.29811,0.30506,227.517,1000.6,1748.61,224.058,379.477,-19.60781,254.91857,255.19841, ,110.18485,158.11174,0.54781,0.50734, ,0.54577,0.53942,138.43802,145.01356,97.08667,13.6
235,90.88901,9.06767,0.0433232,7.762774523,7.91137,7.70131,7.89226,7.009276434,6.88026,7.06793,6.89692,-1.47664,37.52479816,19.32102,42.35517,20.45547,0.331771938,0.64436,0.29394,0.60862,3.014118695,1.55193,3.40211,1.64305,197.7980805,182.00374,198.23506,183.50092,161.1545968,155.39349,163.49165,156.16966,76.3716028,69.74432,76.36672,70.35188,0.295008705,0.30479,0.29792,0.30416,360.707,1003.9,1754.06,225.114,566.884,3.77429,243.9807,252.66407, ,107.4609,155.42023,2.18758,0.50637, ,0.54378,0.53714,138.58697,145.20317,97.24384,13.7
230,82.83464,17.12212,0.043236,7.764323969,7.91419,7.70289,7.87795,7.007869618,6.87781,7.06648,6.90945,-1.41877,37.57457105,19.26089,42.39874,21.46015,0.328072275,0.64001,0.29074,0.57442,3.048108837,1.56247,3.43945,1.74088,198.1608615,182.44976,198.61164,185.2267,161.30934,155.54426,163.64416,156.97584,76.52184936,69.93071,76.5233,71.05856,0.294833903,0.3045,0.29772,0.30334,483.224,1007.28,1759.66,226.198,723.205,16.50981,233.75066,250.13464, ,104.74685,152.74007,2.04601,0.50538, ,0.5418,0.53488,138.7297,145.38779,97.39457,13.8
225,75.50672,24.45012,0.0431562,7.765869459,7.91701,7.70448,7.86498,7.006466895,6.87536,7.06503,6.92084,-1.36616,37.62277912,19.20077,42.43949,22.44309,0.324395892,0.63563,0.28758,0.54381,3.082653091,1.57323,3.47731,1.83889,198.5188711,182.89546,198.98292,186.8102,161.459883,155.69431,163.79201,157.70604,76.67030028,70.11706,76.67789,71.70801,0.294659101,0.30422,0.29752,0.30258,595.992,1010.75,1765.4,227.31,856.538,24.6873,224.17052,247.61014, ,102.04264,150.07116,1.91603,0.50439, ,0.53984,0.53264,138.86631,145.5675,97.53898,13.9
220,68.83755,31.11936,0.0430832,7.767410992,7.91984,7.70605,7.85325,7.005068259,6.87291,7.06358,6.93119,-1.31838,37.66939789,19.14065,42.47739,23.41728,0.320742451,0.63123,0.28444,0.51595,3.117766287,1.58421,3.51571,1.93817,198.872113,183.34084,199.34889,188.27302,161.6062414,155.84365,163.93521,158.3748,76.81695625,70.30336,76.83047,72.3087,0.294484299,0.30393,0.29733,0.30187,699.861,1014.31,1771.29,228.451,972.26,30.44614,215.18645,245.09061, ,99.34819,147.41343,1.79681,0.5034, ,0.5379,0.53041,138.99695,145.74242,97.67718,14
215,62.76629,37.19069,0.0430164,7.76894857,7.92267,7.70763,7.84263,7.003673706,6.87046,7.06214,6.94057,-1.27503,37.71440331,19.08053,42.51241,24.38951,0.317111606,0.6268,0.28132,0.49036,3.153463895,1.59541,3.55465,2.03931,199.2205935,183.7859,199.70956,189.63027,161.7484325,155.99227,164.07379,158.99139,76.9618188,70.48963,76.98106,72.8666,0.294309497,0.30364,0.29713,0.30122,795.604,1017.97,1777.34,229.623,1074.07,34.75039,206.74946,242.57609, ,96.66343,144.76679,1.6874,0.50239, ,0.53597,0.5282,139.1217,145.91266,97.8093,14.1
210,57.23786,42.71918,0.0429552,7.770482197,7.92549,7.7092,7.83303,7.00228323,6.868,7.0607,6.94908,-1.23576,37.75777163,19.0204,42.54451,25.36098,0.313503009,0.62234,0.27823,0.46675,3.189762053,1.60684,3.59414,2.14249,199.5643209,184.23063,200.06493,190.89329,161.8864753,156.14018,164.20775,159.56211,77.10489035,70.67586,77.12965,73.38622,0.294134696,0.30335,0.29694,0.30061,883.933,1021.72,1783.56,230.827,1164.62,38.10395,198.81464,240.06661, ,93.98828,142.13117,1.58696,0.50138, ,0.53405,0.526,139.24068,146.07833,97.93544,14.2
205,52.20249,47.75462,0.0428992,7.772011871,7.92833,7.71077,7.82437,7.000896826,6.86555,7.05926,6.95677,-1.20021,37.79947951,18.96027,42.57368,26.32873,0.309916304,0.61785,0.27516,0.44494,3.226677608,1.61851,3.63422,2.2475,199.9033059,184.67505,200.41504,192.07107,162.0203909,156.28739,164.33713,160.09153,77.24617417,70.86204,77.27625,73.8712,0.293959894,0.30306,0.29674,0.30004,965.498,1025.58,1789.95,232.065,1245.84,40.79807,191.34024,237.56222, ,91.32269,139.5065,1.49488,0.50036, ,0.53215,0.52382,139.35399,146.23953,98.05572,14.3
200,47.61525,52.3419,0.0428479,7.773537597,7.93116,7.71233,7.81655,6.999514488,6.8631,7.05783,6.96372,-1.1681,37.83950398,18.90015,42.59989,27.28719,0.306351135,0.61334,0.27212,0.42482,3.264228152,1.63042,3.67488,2.35393,200.2375616,185.11914,200.75987,193.17113,162.1502019,156.4339,164.46194,160.58323,77.38567452,71.04819,77.42087,74.32455,0.293785092,0.30277,0.29655,0.29951,1040.89,1029.55,1796.51,233.337,1319.2,43.01394,184.28865,235.06295, ,88.66658,136.8927,1.41032,0.49933, ,0.53026,0.52166,139.46175,146.39637,98.17025,14.4
195,43.43539,56.52181,0.0428009,7.775059374,7.934,7.71389,7.80952,6.998136213,6.86064,7.0564,6.96999,-1.13914,37.87782246,18.84002,42.62311,28.22979,0.302807138,0.60879,0.2691,0.4063,3.302432062,1.64259,3.71616,2.46125,200.5671038,185.56291,201.09946,194.19998,162.2759334,156.5797,164.58223,161.04018,77.52339668,71.23429,77.56351,74.74894,0.29361029,0.30248,0.29635,0.29901,1110.67,1033.63,1803.27,234.645,1385.84,44.87061,177.62506,232.56886, ,86.01989,134.28971,1.33272,0.49829, ,0.52838,0.5195,139.56408,146.54897,98.27915,14.5
190,39.62598,60.33127,0.0427579,7.776577204,7.93683,7.71545,7.8032,6.996761994,6.85819,7.05498,6.97564,-1.11307,37.91441276,18.77988,42.64331,29.15,0.299283944,0.60422,0.2661,0.38927,3.341308543,1.65503,3.75806,2.56892,200.8919509,186.00636,201.43383,195.16342,162.3976125,156.72481,164.69801,161.46495,77.65934696,71.42035,77.70417,75.14671,0.293435488,0.30219,0.29616,0.29855,1175.32,1037.83,1810.21,235.99,1446.67,46.45004,171.31739,230.07999, ,83.38258,131.69746,1.26153,0.49724, ,0.52651,0.51736,139.66106,146.69741,98.38253,14.6
185,36.1537,63.80358,0.0427185,7.77809109,7.93967,7.717,7.79753,6.995391828,6.85574,7.05356,6.98071,-1.08964,37.94925311,18.71975,42.66047,30.04176,0.295781184,0.59962,0.26312,0.37364,3.380877674,1.66773,3.8006,2.6764,201.2121246,186.44949,201.76299,196.06663,162.5152684,156.86923,164.80932,161.85982,77.79353282,71.60638,77.84287,75.52,0.293260686,0.30191,0.29596,0.29811,1235.31,1042.15,1817.36,237.375,1502.43,47.81056,165.33693,227.59638, ,80.75457,129.11589,1.19609,0.49618, ,0.52466,0.51523,139.75281,146.84181,98.48049,14.7
180,32.98819,66.96913,0.0426824,7.779601032,7.94251,7.71856,7.79246,6.994025707,6.85329,7.05214,6.98525,-1.06866,37.98232209,18.65962,42.67458,30.89998,0.29229848,0.59498,0.26016,0.35929,3.421160457,1.68072,3.8438,2.78324,201.527649,186.89229,202.08698,196.91435,162.6289329,157.01295,164.9162,162.22686,77.92596288,71.79236,77.97962,75.87072,0.293085885,0.30162,0.29577,0.2977,1291.06,1046.6,1824.72,238.8,1553.74,48.99513,159.65665,225.11808, ,78.13582,126.54494,1.13605,0.49511, ,0.52281,0.51311,139.83942,146.98226,98.57314,14.8
175,30.10194,69.85541,0.0426493,7.781107034,7.94536,7.7201,7.78794,6.992663629,6.85083,7.05072,6.98931,-1.0499,38.01359877,18.59948,42.68561,31.72068,0.288835452,0.59032,0.25722,0.34614,3.462178869,1.69399,3.88769,2.88904,201.8385522,187.33478,202.40583,197.7109,162.7386404,157.15599,165.01868,162.56797,78.05664702,71.9783,78.11442,76.20066,0.292911083,0.30133,0.29557,0.2973,1342.96,1051.18,1832.3,240.268,1601.1,50.03608,154.25205,222.64514, ,75.52629,123.98456,1.08092,0.49404, ,0.52097,0.511,139.921,147.11885,98.66058,14.9
170,27.46999,72.48739,0.0426189,7.782609096,7.94821,7.72165,7.78391,6.991305586,6.84838,7.04932,6.99293,-1.0332,38.04306259,18.53935,42.69353,32.50097,0.285391718,0.58563,0.2543,0.33406,3.503955917,1.70757,3.93229,2.9935,202.144865,187.77694,202.71957,198.46022,162.8444275,157.29834,165.1168,162.88487,78.18559645,72.1642,78.24729,76.51142,0.292736281,0.30104,0.29538,0.29693,1391.35,1055.9,1840.11,241.781,1644.97,50.95824,149.10081,220.17762, ,72.92591,121.43469,1.03025,0.49295, ,0.51914,0.5089,139.99765,147.25171,98.74293,15
165,25.06956,74.88785,0.0425911,7.784107218,7.95105,7.72319,7.78034,6.989951576,6.84592,7.04791,6.99614,-1.01838,38.0706934,18.47921,42.69834,33.23903,0.28196689,0.58091,0.25141,0.32295,3.546515698,1.72145,3.97761,3.09642,202.4466223,188.21878,203.02824,199.16594,162.9463342,157.44001,165.21061,163.17919,78.31282377,72.35005,78.37824,76.80449,0.292561479,0.30075,0.29518,0.29658,1436.58,1060.77,1848.16,243.34,1685.73,51.78116,144.18193,217.71557, ,70.33466,118.8953,0.98377,0.49185, ,0.51732,0.50681,140.06946,147.38091,98.82027,15.1
160,22.88011,77.07732,0.0425657,7.785601405,7.9539,7.72472,7.77719,6.988601591,6.84347,7.04651,6.99897,-1.00528,38.09647151,18.41907,42.70001,33.93384,0.278560575,0.57615,0.24853,0.31273,3.58988346,1.73565,4.02368,3.19763,202.7438624,188.6603,203.33188,199.83137,163.044403,157.58101,165.30015,163.4524,78.43834307,72.53587,78.50729,77.08122,0.292386677,0.30046,0.29499,0.29624,1478.93,1065.78,1856.46,244.948,1723.71,52.52046,139.47664,215.25905, ,67.75248,116.36633,0.94106,0.49074, ,0.51551,0.50473,140.13654,147.50657,98.89272,15.2
155,20.88296,79.07449,0.0425423,7.787091658,7.95676,7.72626,7.77442,6.987255627,6.84102,7.04511,7.00147,-0.99377,38.12037765,18.35893,42.69854,34.58516,0.275172379,0.57137,0.24567,0.3033,3.634085675,1.75019,4.07053,3.29707,203.0366281,189.10149,203.63054,200.45955,163.1386797,157.72132,165.38548,163.70586,78.56217,72.72164,78.63446,77.34287,0.292211875,0.30017,0.29479,0.29591,1518.68,1070.96,1865.03,246.606,1759.21,53.18876,134.96814,212.80812, ,65.17935,113.84775,0.9017,0.48961, ,0.51371,0.50266,140.19899,147.62877,98.96037,15.3
150,19.06092,80.89656,0.0425209,7.788577977,7.95961,7.72778,7.772,6.985913681,6.83856,7.04372,7.00364,-0.98371,38.14239301,18.29878,42.69389,35.19338,0.271801903,0.56655,0.24283,0.29458,3.679150107,1.76507,4.11818,3.39469,203.3249662,189.54237,203.92427,201.05331,163.2292134,157.86097,165.46665,163.94088,78.68432184,72.90738,78.75976,77.59058,0.292037073,0.29988,0.2946,0.2956,1556.09,1076.3,1873.86,248.319,1792.49,53.79635,130.63989,210.36284, ,62.61523,111.33952,0.86565,0.48847, ,0.51191,0.50059,140.25688,147.74761,99.02332,15.4
145,17.39863,82.55887,0.0425013,7.790060366,7.96247,7.72931,7.7699,6.984575745,6.83611,7.04232,7.00553,-0.97498,38.16249919,18.23864,42.68607,35.75928,0.268448745,0.5617,0.24,0.28649,3.725105891,1.7803,4.16666,3.49052,203.6089279,189.98292,204.21313,201.61519,163.3160566,157.99994,165.54372,164.15861,78.80481769,73.09307,78.88322,77.8254,0.291862271,0.2996,0.2944,0.2953,1591.4,1081.82,1882.99,250.087,1823.8,54.35189,126.47796,207.92328, ,60.0601,108.84161,0.83239,0.48732, ,0.51011,0.49853,140.31034,147.86318,99.08167,15.5
140,15.88189,84.07563,0.0424833,7.791538826,7.96533,7.73083,7.7681,6.983241815,6.83366,7.04094,7.00716,-0.96748,38.18067826,18.17849,42.67505,36.28407,0.265112498,0.55682,0.23719,0.27897,3.771983616,1.79591,4.216,3.58461,203.8885696,190.42315,204.49718,202.14759,163.3992656,158.13825,165.61674,164.36019,78.92367846,73.27872,79.00486,78.04832,0.29168747,0.29931,0.29421,0.29502,1624.81,1087.52,1892.42,251.913,1853.35,54.86255,122.46884,205.4895, ,57.51392,106.35399,0.80182,0.48616, ,0.50832,0.49648,140.35941,147.97558,99.13551,15.6
135,14.49786,85.45967,0.0424669,7.793013357,7.96819,7.73235,7.76657,6.981911885,6.8312,7.03956,7.00854,-0.96109,38.19691275,18.11834,42.66083,36.76918,0.261792754,0.55191,0.2344,0.27196,3.819815419,1.81189,4.26622,3.67704,204.1639524,190.86306,204.7765,202.65268,163.4789005,158.27589,165.68579,164.54663,79.04092707,73.46433,79.1247,78.26021,0.291512668,0.29902,0.29401,0.29474,1656.53,1093.41,1902.17,253.801,1881.34,55.33443,118.60039,203.06158, ,54.97669,103.87664,0.77369,0.48498, ,0.50654,0.49442,140.40423,148.08489,99.18494,15.7
130,13.23492,86.72263,0.0424517,7.794483963,7.97105,7.73387,7.76529,6.980585952,6.82875,7.03818,7.0097,-0.95574,38.21118562,18.05819,42.6434,37.21618,0.2584891,0.54696,0.23162,0.2654,3.868635073,1.82827,4.31737,3.7679,204.435143,191.30265,205.05115,203.13249,163.5550258,158.41288,165.75094,164.71889,79.15658856,73.6499,79.24278,78.46192,0.291337866,0.29873,0.29382,0.29447,1686.75,1099.5,1912.25,255.754,1907.93,55.77273,114.86167,200.6396, ,52.44837,101.40954,0.74774,0.48379, ,0.50475,0.49238,140.44489,148.19123,99.23006,15.8
125,12.08224,87.87532,0.042438,7.795950646,7.97392,7.73538,7.76423,6.979264009,6.82629,7.0368,7.01065,-0.95132,38.22348033,17.99804,42.62275,37.62686,0.25520112,0.54199,0.22886,0.25925,3.918478097,1.84507,4.36947,3.85732,204.7022139,191.74192,205.32121,203.58889,163.6277101,158.5492,165.81227,164.87791,79.27069017,73.83543,79.35912,78.6542,0.291163064,0.29844,0.29362,0.2942,1715.63,1105.81,1922.68,257.774,1933.31,56.18189,111.24199,198.22362, ,49.92896,98.95267,0.72394,0.48258, ,0.50297,0.49033,140.48145,148.29466,99.27095,15.9
120,11.03035,88.92723,0.0424252,7.797413407,7.97679,7.73689,7.76338,6.977946052,6.82384,7.03543,7.01142,-0.94777,38.23378079,17.93788,42.59887,38.00291,0.251928394,0.53697,0.22611,0.25346,3.969381868,1.86229,4.42256,3.94541,204.9652436,192.18087,205.58677,204.02359,163.697027,158.68487,165.86984,165.0245,79.38326154,74.02091,79.47375,78.83774,0.290988262,0.29815,0.29343,0.29395,1743.33,1112.34,1933.48,259.866,1957.6,56.56586,107.73269,195.81373, ,47.41846,96.50603,0.70186,0.48135, ,0.50119,0.48829,140.514,148.39527,99.3077,16
115,10.07018,89.8874,0.0424137,7.798872248,7.97966,7.73839,7.76272,6.976632076,6.82138,7.03406,7.01202,-0.94502,38.24207138,17.87773,42.57175,38.3462,0.2486705,0.53193,0.22338,0.248,4.021385734,1.87995,4.47668,4.03234,205.2243173,192.61949,205.84794,204.4382,163.7630548,158.81988,165.92377,165.15948,79.49433487,74.20636,79.58672,79.01322,0.29081346,0.29786,0.29323,0.2937,1770.02,1119.1,1944.67,262.033,1980.97,56.92793,104.32461,193.41002, ,44.91685,94.06961,0.68162,0.48011, ,0.49941,0.48624,140.54265,148.49317,99.34041,16.1
110,9.19388,90.76372,0.042403,7.80032717,7.98253,7.73989,7.76223,6.975322074,6.81893,7.0327,7.01246,-0.94298,38.24833696,17.81757,42.54139,38.65845,0.245427011,0.52685,0.22066,0.24282,4.074531151,1.89808,4.53186,4.11822,205.4795268,193.05779,206.1048,204.83419,163.8258771,158.95425,165.97412,165.28359,79.60394501,74.39176,79.69806,79.18122,0.290638658,0.29758,0.29304,0.29345,1795.82,1126.11,1956.27,264.279,2003.52,57.27115,101.01053,191.01258, ,42.42415,91.64342,0.66282,0.47884, ,0.49763,0.4842,140.56748,148.58843,99.36916,16.2
105,8.39399,91.56362,0.0423933,7.801778177,7.98541,7.74139,7.7619,6.974016043,6.81647,7.03134,7.01276,-0.94162,38.25256286,17.75741,42.50779,38.94146,0.242197498,0.52174,0.21795,0.23791,4.128861817,1.91668,4.58816,4.20322,205.7309717,193.49577,206.35747,205.21293,163.8855835,159.08797,166.02101,165.39753,79.71212973,74.57712,79.80781,79.34231,0.290463857,0.29729,0.29284,0.29321,1820.86,1133.37,1968.29,266.608,2025.39,57.59809,97.78289,188.62149, ,39.94036,89.22745,0.64553,0.47756, ,0.49585,0.48215,140.58855,148.68113,99.39404,16.3
100,7.66381,92.29381,0.0423844,7.803225269,7.98828,7.74289,7.76172,6.972713978,6.81402,7.02998,7.01292,-0.94086,38.2547349,17.69724,42.47095,39.19691,0.238981528,0.51659,0.21526,0.23324,4.184423827,1.93578,4.64561,4.28748,205.9787591,193.93343,206.60607,205.57571,163.9422692,159.22104,166.06454,165.50199,79.81892988,74.76244,79.91603,79.49701,0.290289055,0.297,0.29264,0.29298,1845.28,1140.92,1980.77,269.026,2046.69,57.91113,94.63546,186.23687, ,37.4655,86.82174,0.62949,0.47626, ,0.49406,0.4801,140.60596,148.77137,99.41513,16.4
95,6.99728,92.96035,0.0423762,7.80466845,7.99116,7.74438,7.76167,6.971415873,6.81156,7.02863,7.01296,-0.94066,38.2548394,17.63708,42.43085,39.42645,0.235778666,0.5114,0.21257,0.22877,4.241265833,1.9554,4.70426,4.37116,206.2230049,194.37077,206.85073,205.92372,163.9960362,159.35347,166.10483,165.59758,79.92438958,74.94772,80.02274,79.6458,0.290114253,0.29671,0.29245,0.29275,1869.18,1148.75,1993.73,271.536,2067.52,58.2123,91.56209,183.85881, ,34.99957,84.42628,0.61467,0.47493, ,0.49227,0.47804,140.61979,148.85924,99.43253,16.5
90,6.38882,93.56881,0.0423688,7.806107719,7.99404,7.74586,7.76175,6.970121723,6.80911,7.02728,7.0129,-0.94097,38.25286314,17.57691,42.38751,39.63163,0.232588472,0.50619,0.2099,0.2245,4.29943922,1.97556,4.76415,4.45441,206.4638339,194.80778,207.09159,206.25806,164.0469929,159.48526,166.14198,165.68491,80.02855644,75.13296,80.12803,79.78913,0.289939451,0.29642,0.29225,0.29252,1892.68,1156.89,2007.2,274.145,2087.98,58.50355,88.55742,181.48743, ,32.54262,82.04112,0.60094,0.47359, ,0.49047,0.47598,140.63015,148.94481,99.44631,16.6
85,5.83335,94.12429,0.042362,7.807543081,7.99693,7.74735,7.76193,6.968831523,6.80665,7.02593,7.01273,-0.94175,38.24879342,17.51674,42.34092,39.81396,0.229410505,0.50093,0.20724,0.22039,4.358998302,1.99628,4.82536,4.53737,206.7013803,195.24448,207.32879,206.57978,164.0952554,159.61642,166.17614,165.76455,80.13148186,75.31815,80.23192,79.92743,0.289764649,0.29613,0.29206,0.2923,1915.88,1165.35,2021.21,276.857,2108.17,58.78653,85.61643,179.12283, ,30.09468,79.66628,0.5882,0.47222, ,0.48867,0.47391,140.63706,149.02815,99.45655,16.7
