T (C),Phases vol%-AUSTENITE-1.0(C/s),Phases vol%-FERRITE-1.0(C/s),Phases vol%-BAINITE-1.0(C/s),Phases vol%-PEARLITE-1.0(C/s),Density (g/(cm)^3)-BAINITE_PEARLITE-1.0(C/s),Density (g/(cm)^3)-AUSTENITE-1.0(C/s),Density (g/(cm)^3)-FERRITE-1.0(C/s),Density (g/(cm)^3)-TOTAL-1.0(C/s),Molar volume (cm^3)-BAINITE_PEARLITE-1.0(C/s),Molar volume (cm^3)-AUSTENITE-1.0(C/s),Molar volume (cm^3)-FERRITE-1.0(C/s),Molar volume (cm^3)-TOTAL-1.0(C/s),Linear expansion (%)-  -1.0(C/s),Thermal conductivity (W/(m*K))-BAINITE_PEARLITE-1.0(C/s),Thermal conductivity (W/(m*K))-AUSTENITE-1.0(C/s),Thermal conductivity (W/(m*K))-FERRITE-1.0(C/s),Thermal conductivity (W/(m*K))-TOTAL-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-BAINITE_PEARLITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-AUSTENITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-FERRITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-TOTAL-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-BAINITE_PEARLITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-AUSTENITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-FERRITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-TOTAL-1.0(C/s),Young's modulus (GPa)-BAINITE_PEARLITE-1.0(C/s),Young's modulus (GPa)-AUSTENITE-1.0(C/s),Young's modulus (GPa)-FERRITE-1.0(C/s),Young's modulus (GPa)-TOTAL-1.0(C/s),Bulk modulus (GPa)-BAINITE_PEARLITE-1.0(C/s),Bulk modulus (GPa)-AUSTENITE-1.0(C/s),Bulk modulus (GPa)-FERRITE-1.0(C/s),Bulk modulus (GPa)-TOTAL-1.0(C/s),Shear modulus(GPa)-BAINITE_PEARLITE-1.0(C/s),Shear modulus(GPa)-AUSTENITE-1.0(C/s),Shear modulus(GPa)-FERRITE-1.0(C/s),Shear modulus(GPa)-TOTAL-1.0(C/s),Poisson's ratio-BAINITE_PEARLITE-1.0(C/s),Poisson's ratio-AUSTENITE-1.0(C/s),Poisson's ratio-FERRITE-1.0(C/s),Poisson's ratio-TOTAL-1.0(C/s),Yield Stress (MPa)-TOTAL-1.0(C/s),Yield Stress (MPa)-FERRITE-1.0(C/s),Yield Stress (MPa)-PEARLITE-1.0(C/s),Yield Stress (MPa)-BAINITE-1.0(C/s),Yield Stress (MPa)-AUSTENITE-1.0(C/s),Tensile Stress (MPa)-TOTAL-1.0(C/s),Hardness (HRC)-TOTAL-1.0(C/s),Enthalpy (J/g)-TOTAL-1.0(C/s),Enthalpy (J/g)-AUSTENITE-1.0(C/s),Enthalpy (J/g)-FERRITE-1.0(C/s),Enthalpy (J/g)-BAINITE_PEARLITE-1.0(C/s),Enthalpy (J/g)-MARTENSITE-1.0(C/s),Specific heat (J/(g K))-TOTAL-1.0(C/s),Specific heat (J/(g K))-AUSTENITE-1.0(C/s),Specific heat (J/(g K))-FERRITE-1.0(C/s),Specific heat (J/(g K))-BAINITE_PEARLITE-1.0(C/s),Specific heat (J/(g K))-MARTENSITE-1.0(C/s),Latent heat (J/g)-FERRITE-1.0(C/s),Latent heat (J/g)-BAINITE_PEARLITE-1.0(C/s),Latent heat (J/g)-MARTENSITE-1.0(C/s),TIME(s)-Cooling_1.0(C/s)
690,97.14426,2.85574, , , ,7.6932,7.61894,7.69108, ,7.14659,7.31351,7.15125,-0.52309, ,24.9186,32.73922,25.09989, ,0.94697,0.72076,0.94013, ,1.056,1.38742,1.06368, ,138.50957,144.49054,138.72066, ,137.65586,131.20217,137.49462, ,51.98139,54.87873,52.0783, ,0.3323,0.31645,0.33185,123.846,103.179, , ,124.44,193.62,-62.93926,487.22386,489.66472,403.26548,412.25954, ,0.70318,0.57953,0.92394,0.9004, ,75.92325,77.40518,34.91136,230
685,96.17288,3.82712, , , ,7.69554,7.62086,7.69268, ,7.1435,7.31166,7.14979,-0.52979, ,24.8569,32.83909,25.10404, ,0.94439,0.71484,0.9351, ,1.05888,1.39892,1.06941, ,139.00791,145.23674,139.29764, ,137.89755,131.73821,137.69142, ,52.18048,55.17041,52.31289, ,0.33199,0.31626,0.33139,124.527,103.35, , ,125.351,195.148,-62.41909,483.57276,486.91433,398.66934,407.77885, ,0.73022,0.57879,0.91437,0.89174, ,77.8056,79.13548,36.83783,235
680,95.05864,4.94136, , , ,7.69781,7.62279,7.6941, ,7.14031,7.30982,7.1485,-0.53571, ,24.79491,32.94042,25.1195, ,0.94181,0.70892,0.92964, ,1.06178,1.41059,1.07568, ,139.50926,145.98084,139.89161, ,138.13921,132.27119,137.88546, ,52.38091,55.46137,52.55493, ,0.33168,0.31606,0.33091,125.283,103.524, , ,126.389,196.788,-61.8633,479.78762,484.1924,394.12033,403.34083, ,0.75703,0.57806,0.90509,0.88334, ,79.67759,80.85157,38.7434,240
675,93.85255,6.14745, , , ,7.70002,7.62471,7.69539, ,7.13705,7.30798,7.14733,-0.54107, ,24.73271,33.04319,25.14345, ,0.93923,0.70301,0.92389, ,1.0647,1.42246,1.08239, ,140.01273,146.72278,140.49827, ,138.38054,132.80107,138.07989, ,52.5823,55.75161,52.80245, ,0.33137,0.31586,0.33041,126.09,103.699, , ,127.524,198.503,-61.28645,475.90122,481.49241,389.61705,398.94424, ,0.77728,0.57733,0.89608,0.87518, ,81.52941,82.54817,40.62306,245
670,92.58539,7.41461, , , ,7.7022,7.62662,7.6966, ,7.13375,7.30614,7.14625,-0.54604, ,24.67034,33.14736,25.1742, ,0.93664,0.6971,0.91789, ,1.06765,1.43451,1.08945, ,140.51779,147.46252,141.11499, ,138.62133,133.32783,138.27659, ,52.78444,56.04109,53.05425, ,0.33105,0.31566,0.32991,126.93,103.877, , ,128.736,200.269,-60.69749,471.93295,478.81052,385.15816,394.58789, ,0.79365,0.57661,0.88734,0.86725, ,83.35634,84.22263,42.47441,250
665,91.298,8.702, , , ,7.70435,7.62854,7.69776, ,7.13041,7.30431,7.14521,-0.5508, ,24.60787,33.25291,25.20922, ,0.93404,0.69121,0.91176, ,1.07062,1.44674,1.09678, ,141.02364,148.2,141.73803, ,138.86134,133.85143,138.47759, ,52.987,56.32981,53.30865, ,0.33074,0.31547,0.32941,127.785,104.057, , ,129.997,202.055,-60.10704,467.915,476.14095,380.74239,390.27064, ,0.80359,0.57589,0.87884,0.85954, ,85.15133,85.87031,44.29305,255
660,90.01088,9.98912, , , ,7.70649,7.63045,7.69889, ,7.12705,7.30248,7.14419,-0.55547, ,24.54532,33.3598,25.24721, ,0.93143,0.68532,0.90553, ,1.07362,1.45917,1.10432, ,141.52986,148.93518,142.36544, ,139.10042,134.37183,138.6838, ,53.18982,56.61773,53.56479, ,0.33042,0.31527,0.32891,128.642,104.239, , ,131.291,203.846,-59.52108,463.86299,473.48063,376.36852,385.9914, ,0.8104,0.57517,0.87058,0.85204, ,86.91177,87.48923,46.07722,260
655,88.74434,11.25566, , , ,7.70862,7.63235,7.70003, ,7.12369,7.30065,7.14317,-0.56014, ,24.48275,33.46801,25.28677, ,0.9288,0.67945,0.89927, ,1.07665,1.47179,1.11201, ,142.03598,149.66801,142.99517, ,139.33842,134.88901,138.89595, ,53.3927,56.90485,53.82174, ,0.33011,0.31507,0.32841,129.49,104.423, , ,132.602,205.625,-58.94505,459.79225,470.82617,372.03538,381.74914, ,0.81415,0.57446,0.86255,0.84475, ,88.63478,89.07703,47.82478,265
650,87.51872,12.48128, , , ,7.71074,7.63426,7.7012, ,7.12033,7.29883,7.14213,-0.56493, ,24.42019,33.57749,25.32639, ,0.92617,0.67358,0.89303, ,1.07972,1.4846,1.11979, ,142.54151,150.39844,143.62508, ,139.57518,135.40292,139.11461, ,53.59545,57.19114,54.07858, ,0.32979,0.31488,0.32793,130.32,104.61, , ,133.912,207.376,-58.38385,455.72487,468.17396,367.74185,377.54286, ,0.81348,0.57374,0.85474,0.83765, ,90.31722,90.6311,49.53332,270
645,86.32196,13.66403, ,0.0140043,7.625080995,7.71287,7.63616,7.70238,7.17369345,7.11698,7.29702,7.14107,-0.56982,31.66424821,24.35765,33.68822,25.36671,0.710412414,0.92352,0.66773,0.88678,1.40763306,1.08282,1.49761,1.12768,153.2186849,143.04639,151.12642,144.25638,134.9389974,139.81068,135.91353,139.339,58.49247466,53.79803,57.47658,54.33584,0.310513438,0.32948,0.31468,0.32745,131.18,104.799,350.699, ,135.218,209.171,-57.81326,451.71205,465.52347,363.48688,373.37162, ,0.80256,0.57302,0.84713,0.83074, ,91.96042,92.15185,51.20346,275
640,85.1837,14.79679, ,0.0195101,7.626962425,7.71501,7.63806,7.70361,7.171922296,7.11365,7.2952,7.13996,-0.5749,31.75137404,24.29515,33.80015,25.40562,0.70460494,0.92085,0.6619,0.8806,1.419235012,1.08595,1.51081,1.13559,153.9027623,143.5503,151.8519,144.88553,135.417956,140.04482,136.42081,139.5699,58.76084781,54.00032,57.76116,54.59197,0.310333606,0.32916,0.31448,0.32699,131.986,104.99,351.571, ,136.509,210.885,-57.27505,447.68059,462.87254,359.26944,369.23449, ,0.80629,0.5723,0.83973,0.82401, ,93.56328,93.63805,52.83413,280
635,84.10522,15.86825, ,0.0265362,7.62884004,7.71717,7.63995,7.7049,7.17015559,7.11035,7.29339,7.1388,-0.58021,31.83946526,24.23273,33.91326,25.44274,0.698808062,0.91817,0.65608,0.8745,1.431008105,1.08913,1.52421,1.14351,154.5845079,144.05292,152.57483,145.51218,135.8938388,140.27751,136.92473,139.80684,59.02841179,54.20219,58.04485,54.84685,0.310153776,0.32885,0.31428,0.32653,132.768,105.184,352.433, ,137.773,212.561,-56.75408,443.67977,460.21863,355.08855,365.13061, ,0.80016,0.57158,0.83251,0.81744, ,95.12413,95.08802,54.42383,285
630,83.07587,16.88856, ,0.0355694,7.630713832,7.71934,7.64184,7.70622,7.168393275,7.10708,7.29159,7.1376,-0.58571,31.92849566,24.17036,34.0275,25.47867,0.693022786,0.91547,0.65027,0.86846,1.442953999,1.09234,1.53781,1.15147,155.2638785,144.55443,153.29516,146.13717,136.3666157,140.50883,137.42525,140.0491,59.29514983,54.40371,58.32765,55.10085,0.309973947,0.32853,0.31409,0.32609,133.531,105.381,353.29, ,139.015,214.207,-56.2471,439.7025,457.56318,350.94329,361.05915, ,0.79546,0.57085,0.82548,0.81104, ,96.64665,96.50403,55.975,290
625,82.09525,17.85764, ,0.0471057,7.632583795,7.72153,7.64373,7.70759,7.166635292,7.10382,7.28979,7.13636,-0.5914,32.0184384,24.10805,34.14284,25.51326,0.6872501,0.91275,0.64449,0.86248,1.455074361,1.09559,1.55162,1.15945,155.9408306,145.05475,154.01285,146.76025,136.8362565,140.73873,137.92234,140.29624,59.56104523,54.60485,58.60952,55.35389,0.309794116,0.32822,0.31389,0.32565,134.276,105.58,354.14, ,140.234,215.826,-55.75328,435.75142,454.90551,346.83275,357.01931, ,0.79022,0.57013,0.81862,0.8048, ,98.13145,97.8862,57.48792,295
620,81.16321,18.77563, ,0.0611595,7.634449937,7.72373,7.64562,7.70901,7.164881717,7.10059,7.28799,7.13508,-0.59728,32.10926958,24.04581,34.25924,25.54633,0.681490899,0.91002,0.63872,0.85657,1.467371026,1.09888,1.56562,1.16745,156.6153188,145.55382,154.72785,147.38114,137.3027322,140.96723,138.41597,140.54788,59.82608008,54.80558,58.89045,55.60586,0.309614287,0.32791,0.31369,0.32523,135.004,105.782,354.982, ,141.426,217.418,-55.27244,431.82922,452.24527,342.75608,353.01032, ,0.78444,0.5694,0.81194,0.7987, ,99.57949,99.23495,58.96316,300
615,80.27922,19.64256, ,0.0782245,7.636312249,7.72594,7.6475,7.71047,7.163132495,7.09739,7.2862,7.13375,-0.60336,32.20096153,23.98365,34.37666,25.57774,0.675746126,0.90727,0.63298,0.85073,1.479845702,1.10221,1.57983,1.17547,157.2873,146.05157,155.44011,147.99958,137.7660132,141.1943,138.90611,140.80357,60.0902377,55.00587,59.17042,55.85667,0.309434458,0.3276,0.31349,0.32482,135.716,105.986,355.815, ,142.589,218.983,-54.80372,427.93774,449.58179,338.71246,349.03144, ,0.7783,0.56867,0.80541,0.79275, ,100.99123,100.55035,60.40092,305
610,79.44265,20.45855, ,0.0987981,7.63817073,7.72818,7.64938,7.71197,7.161387618,7.09422,7.28441,7.13239,-0.60963,32.29348736,23.92157,34.49505,25.60735,0.670016674,0.9045,0.62725,0.84496,1.49250017,1.10558,1.59425,1.18349,157.9567302,146.54793,156.14957,148.61532,138.2260703,141.41993,139.39272,141.06292,60.35350098,55.2057,59.44942,56.10623,0.309254628,0.32729,0.3133,0.32441,136.412,106.193,356.638, ,143.72,220.523,-54.34666,424.07881,446.91468,334.70111,345.08198, ,0.77179,0.56793,0.79903,0.78694, ,102.36741,101.8327,61.80165,310
605,78.6435,21.23361, ,0.12289,7.640025378,7.73043,7.65125,7.71351,7.159647057,7.09108,7.28262,7.13099,-0.61606,32.38681912,23.85955,34.61439,25.63582,0.664303429,0.90172,0.62155,0.83924,1.505336201,1.10899,1.60887,1.19155,158.6235661,147.04314,156.8562,149.22924,138.6828748,141.64421,139.87578,141.32538,60.61585305,55.40516,59.72741,56.35493,0.309074797,0.32698,0.3131,0.32401,137.099,106.403,357.454, ,144.828,222.046,-53.89847,420.24512,444.24558,330.72126,341.16125, ,0.76674,0.56719,0.79281,0.78126, ,103.71125,103.08433,63.16779,315
600,77.88125,21.96776, ,0.15099,7.641876202,7.7327,7.65313,7.71509,7.157910919,7.08796,7.28084,7.12955,-0.62263,32.48093205,23.7976,34.73462,25.66304,0.658607178,0.89892,0.61587,0.83358,1.518355756,1.11244,1.62371,1.19965,159.2877623,147.53713,157.55995,149.84114,139.1363987,141.86712,140.35525,141.59061,60.87727597,55.60422,60.0044,56.60271,0.308894968,0.32667,0.3129,0.32362,137.777,106.615,358.263, ,145.91,223.552,-53.45858,416.4379,441.57404,326.77219,337.26861, ,0.76144,0.56645,0.78672,0.77571, ,105.02324,104.30543,64.49967,320
595,77.15568,22.66122, ,0.1831,7.643723194,7.73499,7.655,7.7167,7.156179143,7.08486,7.27906,7.12809,-0.62936,32.57579659,23.73572,34.8557,25.68888,0.652928776,0.8961,0.61022,0.82797,1.531560618,1.11594,1.63875,1.20777,159.949276,148.02986,158.26077,150.45076,139.5866133,142.08865,140.8311,141.85829,61.13775319,55.80286,60.28035,56.84946,0.30871514,0.32636,0.31271,0.32324,138.445,106.831,359.063, ,146.965,225.043,-53.02684,412.65873,438.89978,322.85322,333.40343, ,0.75584,0.56571,0.78077,0.77028, ,106.30398,105.49635,65.79774,325
590,76.46737,23.3139, ,0.21873,7.645566346,7.73729,7.65686,7.71835,7.154451645,7.08179,7.27729,7.12659,-0.63625,32.67138201,23.67392,34.97759,25.71313,0.647269069,0.89327,0.60459,0.82243,1.544952553,1.11948,1.65401,1.21591,160.6080653,148.52129,158.9586,151.05777,140.0334898,142.30881,141.3033,142.12809,61.3972684,56.00108,60.55524,57.09506,0.308535309,0.32606,0.31251,0.32286,139.104,107.049,359.855, ,147.99,226.516,-52.60359,408.90989,436.22241,318.96366,329.56512, ,0.74977,0.56496,0.77496,0.76496, ,107.55394,106.65729,67.06233,330
585,75.81569,23.92593, ,0.25838,7.647405666,7.73962,7.65872,7.72003,7.152728518,7.07876,7.27552,7.12505,-0.6433,32.767662,23.61219,35.10025,25.7357,0.64162878,0.89042,0.59899,0.81695,1.55853358,1.12307,1.66948,1.22407,161.2640853,149.01137,159.65341,151.66198,140.4770011,142.52758,141.77182,142.39968,61.65580391,56.19883,60.82907,57.33944,0.30835548,0.32575,0.31231,0.32249,139.754,107.27,360.636, ,148.983,227.973,-52.1882,405.19228,433.54155,315.10288,325.75311, ,0.74352,0.56421,0.76926,0.75976, ,108.77356,107.78844,68.29374,335
580,75.19068,24.50728, ,0.30204,7.649241149,7.74196,7.66058,7.72174,7.151009703,7.07574,7.27375,7.12349,-0.65045,32.86460582,23.55053,35.22362,25.75735,0.636008693,0.88755,0.59341,0.8115,1.572305553,1.1267,1.68517,1.23228,161.9172936,149.50036,160.34515,152.2644,140.9171192,142.74506,142.23663,142.67274,61.91334326,56.39625,61.10181,57.58305,0.30817565,0.32545,0.31211,0.32213,140.401,107.495,361.413, ,149.955,229.421,-51.77833,401.49733,430.85923,311.27026,321.96683, ,0.73899,0.56346,0.76369,0.75467, ,109.96613,108.8924,69.49464,340
575,74.59272,25.05807, ,0.34921,7.651072796,7.74431,7.66244,7.72348,7.149295241,7.07274,7.27199,7.12191,-0.65772,32.96218494,23.48893,35.34768,25.77792,0.630409514,0.88466,0.58787,0.8061,1.586270475,1.13038,1.70107,1.24054,162.5676467,149.98824,161.03376,152.86476,141.353817,142.96124,142.6977,142.94702,62.16986927,56.59331,61.37344,57.82578,0.30799582,0.32514,0.31192,0.32177,141.042,107.722,362.184, ,150.905,230.86,-51.37428,397.82661,428.17515,307.46521,318.20575, ,0.73414,0.56271,0.75824,0.74968, ,111.13207,109.9694,70.66537,345
570,74.02229,25.57831, ,0.3994,7.652900602,7.74668,7.66429,7.72524,7.147585091,7.06977,7.27023,7.1203,-0.6651,33.06036834,23.42739,35.47236,25.79727,0.624831968,0.88175,0.58235,0.80075,1.600430279,1.1341,1.71719,1.24883,163.2151022,150.47497,161.71921,153.46279,141.7870671,143.17613,143.155,143.22227,62.42536544,56.78999,61.64394,58.06753,0.307815991,0.32484,0.31172,0.32142,141.679,107.953,362.949, ,151.83,232.286,-50.97641,394.18182,425.48914,303.68717,314.46937, ,0.72896,0.56195,0.75289,0.74479, ,112.27194,111.01977,71.80635,350
565,73.47929,26.06811, ,0.45259,7.65472457,7.74907,7.66614,7.72703,7.145879259,7.06682,7.26848,7.11866,-0.6726,33.15912586,23.36592,35.59762,25.81527,0.619276729,0.87883,0.57686,0.79545,1.614786982,1.13788,1.73354,1.25715,163.8596173,150.96053,162.40144,154.05829,142.2168426,143.38972,143.6085,143.49825,62.67981494,56.9863,61.91331,58.30822,0.307636161,0.32453,0.31152,0.32107,142.309,108.187,363.707, ,152.73,233.7,-50.58454,390.56391,422.801,299.93557,310.75719, ,0.72358,0.5612,0.74766,0.74, ,113.3862,112.04381,72.91798,355
560,72.95436,26.53734, ,0.5083,7.6565447,7.75147,7.66799,7.72884,7.144177773,7.06389,7.26673,7.11702,-0.68016,33.25842765,23.30449,35.72341,25.83273,0.613744438,0.87589,0.57139,0.79017,1.629342667,1.1417,1.7501,1.26555,164.5011489,151.44523,163.08041,154.65231,142.6431172,143.60212,144.05818,143.7748,62.93320087,57.18235,62.1815,58.54831,0.307456332,0.32423,0.31133,0.32072,142.939,108.424,364.464, ,153.617,235.11,-50.1969,386.96409,420.11291,296.2099,307.06874, ,0.71997,0.56044,0.74253,0.7353, ,114.47815,113.04417,74.00298,360
555,72.45782,26.97616, ,0.56602,7.658360985,7.75388,7.66983,7.73068,7.142480559,7.06098,7.26498,7.11534,-0.68785,33.35824054,23.24314,35.84969,25.84853,0.608235766,0.87293,0.56597,0.78494,1.644099304,1.14556,1.76689,1.27397,165.1396559,151.9287,163.75608,155.24328,143.0658639,143.81321,144.50399,144.05164,63.18550708,57.378,62.44852,58.78714,0.307276501,0.32393,0.31113,0.32038,143.561,108.665,365.213, ,154.476,236.503,-49.81619,383.39411,417.42226,292.50963,303.40355, ,0.714,0.55967,0.73749,0.73069, ,115.42179,114.01871,75.05928,365
550,71.98024,27.39452, ,0.62524,7.660173429,7.75631,7.67167,7.73254,7.140787688,7.05809,7.26324,7.11365,-0.69561,33.45853532,23.18183,35.9764,25.86352,0.60275128,0.86996,0.56057,0.77975,1.659059106,1.14948,1.78391,1.28246,165.7750948,152.41126,164.42839,155.83229,143.4850573,144.02312,144.94592,144.32865,63.43671645,57.57337,62.71434,59.02518,0.307096672,0.32363,0.31093,0.32005,144.18,108.909,365.961, ,155.32,237.888,-49.44027,379.84489,414.73139,288.8343,299.76119, ,0.70985,0.5589,0.73256,0.72617, ,116.42468,114.9702,76.08975,370
545,71.51126,27.7925,0.010734,0.68547,7.661982029,7.75875,7.67351,7.7344,7.139099113,7.05522,7.2615,7.11195,-0.7034,33.55927898,23.12056,36.1035,25.87858,0.597291587,0.86696,0.5552,0.77457,1.674224151,1.15345,1.80115,1.29104,166.4074243,152.89289,165.0973,156.42072,143.900671,144.23183,145.38394,144.60574,63.68681277,57.76846,62.97894,59.26303,0.306916842,0.32333,0.31073,0.31972,144.829,109.157,366.706,474.921,156.148,239.316,-49.05473,376.30527,412.04011,285.18341,296.14124, ,0.70792,0.55814,0.72772,0.72173, ,117.40242,115.89887,77.09468,375
540,71.05328,28.16002,0.0403584,0.7462,7.663786786,7.76121,7.67534,7.73628,7.137414841,7.05237,7.25977,7.11024,-0.71126,33.6604398,23.05938,36.23093,25.89334,0.59185724,0.86395,0.54987,0.76939,1.689596633,1.15747,1.81862,1.29972,167.0366024,153.37323,165.76277,157.00815,144.3126795,144.43924,145.81801,144.88273,63.93577947,57.96311,63.24231,59.50051,0.306737013,0.32302,0.31054,0.31938,145.528,109.408,367.443,477.389,156.945,240.817,-48.65065,372.7775,409.34577,281.55651,292.54327, ,0.70555,0.55737,0.72296,0.71738, ,118.35232,116.8025,78.07191,380
535,70.5456,28.50707,0.13994,0.80693,7.665587698,7.76369,7.67717,7.73812,7.135734878,7.04954,7.25804,7.10857,-0.71893,33.76198574,22.99824,36.35865,25.91372,0.58644877,0.86092,0.54457,0.76406,1.705178784,1.16155,1.83633,1.3088,167.6625871,153.85262,166.42474,157.60349,144.7210577,144.64547,146.24811,145.16035,64.18360008,58.15747,63.50443,59.74144,0.306557183,0.32272,0.31034,0.31905,146.448,109.663,368.177,479.786,157.724,242.654,-48.15503,369.19174,406.65081,277.95317,288.9669, ,0.71715,0.55659,0.71829,0.7131, ,119.27769,117.68391,79.02433,385
530,69.87834,28.83314,0.42031,0.86714,7.667384757,7.76618,7.679,7.7398,7.134059154,7.04673,7.25631,7.10704,-0.72595,33.86388199,22.93716,36.48661,25.95079,0.581066725,0.85787,0.5393,0.75825,1.720972751,1.16567,1.85426,1.31883,168.285338,154.33102,167.08319,158.22343,145.1257796,144.8505,146.67422,145.44044,64.43025869,58.35152,63.76527,59.9929,0.306377352,0.32242,0.31014,0.31868,147.947,109.922,368.909,482.107,158.485,245.383,-47.41623,365.41723,403.95505,274.37296,285.41174, ,0.7549,0.55582,0.71371,0.70889, ,120.17871,118.54331,79.95222,390
525,68.79266,29.13708,1.14207,0.92629,7.669177974,7.76868,7.68082,7.74107,7.132387764,7.04394,7.25459,7.10588,-0.73125,33.96609892,22.87614,36.61474,26.0314,0.575711537,0.85481,0.53407,0.7512,1.736980999,1.16986,1.87243,1.33121,168.9048125,154.80843,167.73804,158.90756,145.5268217,145.05434,147.0963,145.72782,64.67573837,58.54527,64.02483,60.27171,0.306197522,0.32213,0.30995,0.31826,150.877,110.185,369.637,484.352,159.227,250.317,-46.08751,361.14236,401.25844,270.81547,281.87742, ,0.85498,0.55504,0.70921,0.70476, ,121.05571,119.38102,80.85596,395
520,66.77952,29.41703,2.81706,0.98381,7.670967348,7.7712,7.68264,7.74142,7.1307207,7.04116,7.25287,7.10557,-0.73267,34.06860321,22.81516,36.74301,26.21072,0.570383672,0.85172,0.52887,0.74138,1.753205867,1.17409,1.89083,1.34883,169.5209695,155.28484,168.38928,159.73307,145.9241594,145.25701,147.51433,146.03187,64.92002294,58.73869,64.28308,60.61074,0.306017694,0.32183,0.30975,0.3177,156.922,110.451,370.362,486.517,159.948,260.033,-43.53928,355.74877,398.56086,267.2803,278.36358, ,1.07872,0.55426,0.70478,0.7007, ,121.90892,120.19728,81.73583,400
515,63.0127,29.56858,6.37683,1.03909,7.67275287,7.77374,7.68445,7.74,7.129057897,7.03841,7.25116,7.10677,-0.72718,34.1713595,22.75425,36.87135,26.58482,0.565083605,0.84862,0.5237,0.72634,1.769649645,1.17839,1.90948,1.37676,170.1337691,155.76022,169.03684,160.8232,146.3177677,145.45848,147.92828,146.36431,65.16309663,58.93179,64.54,61.06273,0.305837865,0.32153,0.30955,0.31687,169.217,110.722,371.084,488.598,160.65,279.251,-38.80026,348.22208,395.86212,263.76706,274.86988, ,1.50534,0.55348,0.70044,0.69671, ,122.73848,120.99224,82.59206,405
510,55.87408,29.54355,13.48822,1.09184,7.67453454,7.77649,7.68627,7.73528,7.127399349,7.03592,7.24945,7.11111,-0.70726,34.27433396,22.69418,36.99972,27.36713,0.559811754,0.84547,0.51858,0.7011,1.786314763,1.18278,1.92836,1.42632,170.7431704,156.22578,169.68069,162.39854,146.7076226,145.65597,148.33813,146.73655,65.40494337,59.12095,64.79559,61.72296,0.305658035,0.32124,0.30935,0.31554,192.978,110.997,371.642,489.283,160.979,315.492,-30.83963,336.5303,393.09655,260.27539,271.39597, ,2.33835,0.55269,0.69616,0.69278, ,123.4669,121.70058,83.35936,410
505,43.77023,29.49891,25.58878,1.14123,7.676312362,7.77924,7.68808,7.72541,7.125745107,7.03343,7.24774,7.12019,-0.66558,34.37749467,22.6341,37.12805,28.86387,0.554568481,0.8423,0.51348,0.6605,1.803203814,1.18723,1.94748,1.514,171.3491323,156.69103,170.32078,164.67488,147.0937012,145.85251,148.74384,147.15943,65.64554682,59.31006,65.04982,62.68572,0.305478206,0.32095,0.30916,0.3135,233.256,111.276,372.208,489.978,161.313,375.08,-19.93437,318.65304,390.335,256.80493,267.94155, ,3.57545,0.5519,0.69195,0.68892, ,124.17852,122.39345,84.10895,415
500,28.48022,29.44101,40.8927,1.18743,7.678086329,7.78199,7.68988,7.71206,7.124095093,7.03094,7.24604,7.13252,-0.60903,34.48080499,22.57403,37.25631,30.79919,0.549354199,0.83911,0.50843,0.61502,1.820319208,1.19173,1.96684,1.62596,171.9516155,157.15595,170.95706,167.42551,147.4759793,146.04812,149.1454,147.64432,65.8848915,59.49914,65.30267,63.85395,0.305298376,0.32066,0.30896,0.311,284.35,111.559,372.783,490.685,161.652,447.901,-9.2673,296.63469,387.57747,253.35532,264.50628, ,4.40367,0.55109,0.68782,0.68512, ,124.87365,123.07119,84.8412,420
495,14.8036,29.38834,54.58096,1.23067,7.679856444,7.78475,7.69169,7.70006,7.122449352,7.02845,7.24434,7.14363,-0.55805,34.58423222,22.51395,37.38442,32.9377,0.54416923,0.83591,0.50341,0.57137,1.837663627,1.1963,1.98645,1.75017,172.5505796,157.62054,171.5895,170.02132,147.8544343,146.24279,149.54279,148.1904,66.12296126,59.68817,65.55412,64.9541,0.305118546,0.32037,0.30876,0.30878,330.388,111.847,373.367,491.402,161.996,511.257,-1.6784,276.36205,384.82398,249.92624,261.08988, ,4.05453,0.55029,0.68375,0.68138, ,125.55264,123.7341,85.55647,425
490,4.72916,29.34893,64.65594,1.27134,7.681622707,7.7875,7.69349,7.69153,7.120807885,7.02596,7.24264,7.15155,-0.52171,34.68774213,22.45388,37.51235,34.81755,0.539013895,0.83269,0.49843,0.537,1.855239742,1.20092,2.00631,1.86218,173.1459846,158.08481,172.21805,172.18512,148.2290435,146.43654,149.93596,148.7776,66.35974033,59.87717,65.80417,65.86475,0.304938716,0.32008,0.30856,0.30711,364.627,112.139,373.96,492.131,162.346,557.234,3.08583,260.39623,382.07453,246.51735,257.69203, ,3.19316,0.54948,0.67974,0.6777, ,126.21581,124.3825,86.25511,430
