T (C),Phases vol%-AUSTENITE-1.0(C/s),Phases vol%-FERRITE-1.0(C/s),Phases vol%-BAINITE-1.0(C/s),Phases vol%-PEARLITE-1.0(C/s),Density (g/(cm)^3)-BAINITE_PEARLITE-1.0(C/s),Density (g/(cm)^3)-AUSTENITE-1.0(C/s),Density (g/(cm)^3)-FERRITE-1.0(C/s),Density (g/(cm)^3)-TOTAL-1.0(C/s),Molar volume (cm^3)-BAINITE_PEARLITE-1.0(C/s),Molar volume (cm^3)-AUSTENITE-1.0(C/s),Molar volume (cm^3)-FERRITE-1.0(C/s),Molar volume (cm^3)-TOTAL-1.0(C/s),Linear expansion (%)-  -1.0(C/s),Thermal conductivity (W/(m*K))-BAINITE_PEARLITE-1.0(C/s),Thermal conductivity (W/(m*K))-AUSTENITE-1.0(C/s),Thermal conductivity (W/(m*K))-FERRITE-1.0(C/s),Thermal conductivity (W/(m*K))-TOTAL-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-BAINITE_PEARLITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-AUSTENITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-FERRITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-TOTAL-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-BAINITE_PEARLITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-AUSTENITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-FERRITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-TOTAL-1.0(C/s),Young's modulus (GPa)-BAINITE_PEARLITE-1.0(C/s),Young's modulus (GPa)-AUSTENITE-1.0(C/s),Young's modulus (GPa)-FERRITE-1.0(C/s),Young's modulus (GPa)-TOTAL-1.0(C/s),Bulk modulus (GPa)-BAINITE_PEARLITE-1.0(C/s),Bulk modulus (GPa)-AUSTENITE-1.0(C/s),Bulk modulus (GPa)-FERRITE-1.0(C/s),Bulk modulus (GPa)-TOTAL-1.0(C/s),Shear modulus(GPa)-BAINITE_PEARLITE-1.0(C/s),Shear modulus(GPa)-AUSTENITE-1.0(C/s),Shear modulus(GPa)-FERRITE-1.0(C/s),Shear modulus(GPa)-TOTAL-1.0(C/s),Poisson's ratio-BAINITE_PEARLITE-1.0(C/s),Poisson's ratio-AUSTENITE-1.0(C/s),Poisson's ratio-FERRITE-1.0(C/s),Poisson's ratio-TOTAL-1.0(C/s),Yield Stress (MPa)-TOTAL-1.0(C/s),Yield Stress (MPa)-FERRITE-1.0(C/s),Yield Stress (MPa)-PEARLITE-1.0(C/s),Yield Stress (MPa)-BAINITE-1.0(C/s),Yield Stress (MPa)-AUSTENITE-1.0(C/s),Tensile Stress (MPa)-TOTAL-1.0(C/s),Hardness (HRC)-TOTAL-1.0(C/s),Enthalpy (J/g)-TOTAL-1.0(C/s),Enthalpy (J/g)-AUSTENITE-1.0(C/s),Enthalpy (J/g)-FERRITE-1.0(C/s),Enthalpy (J/g)-BAINITE_PEARLITE-1.0(C/s),Enthalpy (J/g)-MARTENSITE-1.0(C/s),Specific heat (J/(g K))-TOTAL-1.0(C/s),Specific heat (J/(g K))-AUSTENITE-1.0(C/s),Specific heat (J/(g K))-FERRITE-1.0(C/s),Specific heat (J/(g K))-BAINITE_PEARLITE-1.0(C/s),Specific heat (J/(g K))-MARTENSITE-1.0(C/s),Latent heat (J/g)-FERRITE-1.0(C/s),Latent heat (J/g)-BAINITE_PEARLITE-1.0(C/s),Latent heat (J/g)-MARTENSITE-1.0(C/s),TIME(s)-Cooling_1.0(C/s)
870,100, , , , ,7.597, ,7.597, ,7.23973, ,7.23973,-0.11713, ,27.0849, ,27.0849, ,1.03405, ,1.03405, ,0.96707, ,0.96707, ,121.01002, ,121.01002, ,128.36598, ,128.36598, ,45.05602, ,45.05602, ,0.34288, ,0.34288,116.957, , , ,116.957,163.608,-73.72285,596.06305,596.06341, ,572.80557, ,0.60772,0.60733, ,0.79271, , ,23.25784,-15.4847,50
865,100, , , , ,7.59968, ,7.59968, ,7.23718, ,7.23718,-0.12883, ,27.02486, ,27.02486, ,1.03182, ,1.03182, ,0.96917, ,0.96917, ,121.50026, ,121.50026, ,128.64629, ,128.64629, ,45.24842, ,45.24842, ,0.34259, ,0.34259,117.082, , , ,117.082,164.366,-73.42287,593.02831,593.02867, ,568.83621, ,0.60695,0.60655, ,0.79459, , ,24.19246,-14.75496,55
860,100, , , , ,7.60235, ,7.60235, ,7.23463, ,7.23463,-0.14053, ,26.96482, ,26.96482, ,1.02957, ,1.02957, ,0.97128, ,0.97128, ,121.99017, ,121.99017, ,128.92522, ,128.92522, ,45.44077, ,45.44077, ,0.3423, ,0.3423,117.208, , , ,117.208,165.125,-73.12426,589.99744,589.9978, ,564.8569, ,0.60617,0.60578, ,0.7967, , ,25.1409,-14.00629,60
855,100, , , , ,7.60503, ,7.60503, ,7.23208, ,7.23208,-0.15223, ,26.90479, ,26.90479, ,1.02731, ,1.02731, ,0.97341, ,0.97341, ,122.47975, ,122.47975, ,129.20278, ,129.20278, ,45.63309, ,45.63309, ,0.34201, ,0.34201,117.335, , , ,117.335,165.886,-72.82715,586.97044,586.9708, ,560.86645, ,0.6054,0.60501, ,0.79902, , ,26.10435,-13.23785,65
850,100, , , , ,7.60772, ,7.60772, ,7.22953, ,7.22953,-0.16392, ,26.84475, ,26.84475, ,1.02505, ,1.02505, ,0.97556, ,0.97556, ,122.96901, ,122.96901, ,129.47896, ,129.47896, ,45.82538, ,45.82538, ,0.34171, ,0.34171,117.464, , , ,117.464,166.648,-72.53126,583.94731,583.94767, ,556.86359, ,0.60463,0.60423, ,0.80164, , ,27.08408,-12.44869,70
845,100, , , , ,7.6104, ,7.6104, ,7.22699, ,7.22699,-0.17561, ,26.78471, ,26.78471, ,1.02277, ,1.02277, ,0.97773, ,0.97773, ,123.45794, ,123.45794, ,129.75378, ,129.75378, ,46.01762, ,46.01762, ,0.34142, ,0.34142,117.593, , , ,117.593,167.411,-72.23685,580.92806,580.92841, ,552.847, ,0.60385,0.60346, ,0.80453, , ,28.08141,-11.63785,75
840,100, , , , ,7.61308, ,7.61308, ,7.22444, ,7.22444,-0.1873, ,26.72467, ,26.72467, ,1.02049, ,1.02049, ,0.97992, ,0.97992, ,123.94655, ,123.94655, ,130.02725, ,130.02725, ,46.20983, ,46.20983, ,0.34113, ,0.34113,117.724, , , ,117.724,168.175,-71.94377,577.91267,577.91303, ,548.81528, ,0.60308,0.60268, ,0.80771, , ,29.09775,-10.80426,80
835,100, , , , ,7.61577, ,7.61577, ,7.22189, ,7.22189,-0.19899, ,26.66463, ,26.66463, ,1.01819, ,1.01819, ,0.98213, ,0.98213, ,124.43482, ,124.43482, ,130.29937, ,130.29937, ,46.402, ,46.402, ,0.34083, ,0.34083,117.857, , , ,117.857,168.94,-71.65201,574.90116,574.90151, ,544.76691, ,0.6023,0.60191, ,0.8112, , ,30.1346,-9.9468,85
830,100, , , , ,7.61845, ,7.61845, ,7.21934, ,7.21934,-0.21068, ,26.60459, ,26.60459, ,1.01588, ,1.01588, ,0.98436, ,0.98436, ,124.92278, ,124.92278, ,130.57014, ,130.57014, ,46.59413, ,46.59413, ,0.34054, ,0.34054,117.991, , , ,117.991,169.706,-71.36157,571.89352,571.89387, ,540.70029, ,0.60153,0.60113, ,0.81502, , ,31.19358,-9.06425,90
825,100, , , , ,7.62114, ,7.62114, ,7.2168, ,7.2168,-0.22236, ,26.54455, ,26.54455, ,1.01357, ,1.01357, ,0.98661, ,0.98661, ,125.4104, ,125.4104, ,130.83959, ,130.83959, ,46.78623, ,46.78623, ,0.34025, ,0.34025,118.126, , , ,118.126,170.473,-71.07243,568.88975,568.8901, ,536.61371, ,0.60075,0.60036, ,0.8192, , ,32.27639,-8.1553,95
820,100, , , , ,7.62383, ,7.62383, ,7.21425, ,7.21425,-0.23404, ,26.48451, ,26.48451, ,1.01124, ,1.01124, ,0.98889, ,0.98889, ,125.8977, ,125.8977, ,131.10771, ,131.10771, ,46.97828, ,46.97828, ,0.33996, ,0.33996,118.262, , , ,118.262,171.241,-70.78458,565.88985,565.8902, ,532.50533, ,0.59998,0.59959, ,0.82376, , ,33.38487,-7.21855,100
815,100, , , , ,7.62652, ,7.62652, ,7.2117, ,7.2117,-0.24572, ,26.42447, ,26.42447, ,1.0089, ,1.0089, ,0.99118, ,0.99118, ,126.38468, ,126.38468, ,131.37451, ,131.37451, ,47.1703, ,47.1703, ,0.33966, ,0.33966,118.4, , , ,118.4,172.01,-70.49801,562.89382,562.89417, ,528.37318, ,0.59921,0.59881, ,0.82874, , ,34.52099,-6.25248,105
810,100, , , , ,7.62922, ,7.62922, ,7.20916, ,7.20916,-0.2574, ,26.36442, ,26.36442, ,1.00655, ,1.00655, ,0.99349, ,0.99349, ,126.87132, ,126.87132, ,131.64, ,131.64, ,47.36228, ,47.36228, ,0.33937, ,0.33937,118.54, , , ,118.54,172.779,-70.21285,559.90167,559.90201, ,524.21512, ,0.59843,0.59804, ,0.83415, , ,35.68689,-5.25544,110
805,100, , , , ,7.63191, ,7.63191, ,7.20661, ,7.20661,-0.26908, ,26.30438, ,26.30438, ,1.00419, ,1.00419, ,0.99582, ,0.99582, ,127.35765, ,127.35765, ,131.90419, ,131.90419, ,47.55423, ,47.55423, ,0.33908, ,0.33908,118.681, , , ,118.681,173.55,-69.92895,556.91338,556.91372, ,520.02886, ,0.59766,0.59726, ,0.84005, , ,36.88486,-4.22566,115
800,100, , , , ,7.63461, ,7.63461, ,7.20407, ,7.20407,-0.28076, ,26.24434, ,26.24434, ,1.00182, ,1.00182, ,0.99818, ,0.99818, ,127.84364, ,127.84364, ,132.16708, ,132.16708, ,47.74613, ,47.74613, ,0.33879, ,0.33879,118.823, , , ,118.823,174.322,-69.64631,553.92897,553.92931, ,515.8119, ,0.59688,0.59649, ,0.84646, , ,38.11741,-3.16119,120
795,100, , , , ,7.6373, ,7.6373, ,7.20152, ,7.20152,-0.29243, ,26.1843, ,26.1843, ,0.99944, ,0.99944, ,1.00056, ,1.00056, ,128.32931, ,128.32931, ,132.42868, ,132.42868, ,47.938, ,47.938, ,0.33849, ,0.33849,118.967, , , ,118.967,175.094,-69.36491,550.94843,550.94877, ,511.56154, ,0.59611,0.59571, ,0.85344, , ,39.38723,-2.05995,125
790,100, , , , ,7.64, ,7.64, ,7.19898, ,7.19898,-0.3041, ,26.12425, ,26.12425, ,0.99705, ,0.99705, ,1.00296, ,1.00296, ,128.81465, ,128.81465, ,132.689, ,132.689, ,48.12983, ,48.12983, ,0.3382, ,0.3382,119.113, , , ,119.113,175.867,-69.08475,547.97176,547.9721, ,507.27484, ,0.59533,0.59494, ,0.86103, , ,40.69726,-0.91966,130
785,100, , , , ,7.6427, ,7.6427, ,7.19644, ,7.19644,-0.31577, ,26.06421, ,26.06421, ,0.99465, ,0.99465, ,1.00538, ,1.00538, ,129.29967, ,129.29967, ,132.94804, ,132.94804, ,48.32162, ,48.32162, ,0.33791, ,0.33791,119.26, , , ,119.26,176.641,-68.80581,544.99897,544.9993, ,502.94859, ,0.59456,0.59416, ,0.8693, , ,42.05071,0.26218,135
780,100, , , , ,7.64541, ,7.64541, ,7.19389, ,7.19389,-0.32744, ,26.00416, ,26.00416, ,0.99223, ,0.99223, ,1.00783, ,1.00783, ,129.78436, ,129.78436, ,133.20581, ,133.20581, ,48.51337, ,48.51337, ,0.33761, ,0.33761,119.409, , , ,119.409,177.415,-68.5281,542.03005,542.03038, ,498.57929, ,0.59378,0.59339, ,0.8783, , ,43.45109,1.48829,140
775,100, , , , ,7.64811, ,7.64811, ,7.19135, ,7.19135,-0.33911, ,25.94412, ,25.94412, ,0.98981, ,0.98981, ,1.0103, ,1.0103, ,130.26873, ,130.26873, ,133.46232, ,133.46232, ,48.70509, ,48.70509, ,0.33732, ,0.33732,119.559, , , ,119.559,178.191,-68.25171,539.065,539.06533, ,494.16308, ,0.59301,0.59261, ,0.88811, ,42.32335,44.90225,2.76163,145
770,100, , , , ,7.65081, ,7.65081, ,7.18881, ,7.18881,-0.35077, ,25.88407, ,25.88407, ,0.98737, ,0.98737, ,1.01279, ,1.01279, ,130.75277, ,130.75277, ,133.71758, ,133.71758, ,48.89677, ,48.89677, ,0.33703, ,0.33703,119.711, , , ,119.711,178.967,-67.9764,536.10331,536.1042, ,489.69573, ,0.59234,0.59184, ,0.89881, ,43.84072,46.40847,4.08552,150
765,100, , , , ,7.65352, ,7.65352, ,7.18627, ,7.18627,-0.36244, ,25.82402, ,25.82402, ,0.98492, ,0.98492, ,1.01531, ,1.01531, ,131.23649, ,131.23649, ,133.97159, ,133.97159, ,49.08841, ,49.08841, ,0.33674, ,0.33674,119.864, , , ,119.865,179.743,-67.70253,533.14391,533.14694, ,485.17261, ,0.59188,0.59106, ,0.91048, ,45.38981,47.97433,5.46348,155
760,100, , , , ,7.65623, ,7.65623, ,7.18372, ,7.18372,-0.3741, ,25.76398, ,25.76398, ,0.98246, ,0.98246, ,1.01785, ,1.01785, ,131.71989, ,131.71989, ,134.22436, ,134.22436, ,49.28002, ,49.28002, ,0.33644, ,0.33644,120.019, , , ,120.021,180.52,-67.42985,530.18633,530.19364, ,480.58857, ,0.59152,0.59029, ,0.92324, ,47.00696,49.60507,6.89954,160
755,100, , , , ,7.65894, ,7.65894, ,7.18118, ,7.18118,-0.38577, ,25.70393, ,25.70393, ,0.97999, ,0.97999, ,1.02042, ,1.02042, ,132.20298, ,132.20298, ,134.4759, ,134.4759, ,49.4716, ,49.4716, ,0.33615, ,0.33615,120.175, , , ,120.179,181.296,-67.15858,527.22849,527.2443, ,475.91742, ,0.59157,0.58951, ,1.07772, ,49.11368,51.32688,8.39802,165
750,100, , , , ,7.66165, ,7.66165, ,7.17864, ,7.17864,-0.39743, ,25.64387, ,25.64387, ,0.97751, ,0.97751, ,1.02301, ,1.02301, ,132.68577, ,132.68577, ,134.72623, ,134.72623, ,49.66315, ,49.66315, ,0.33586, ,0.33586,120.333, , , ,120.34,182.073,-66.88871,524.26847,524.29907, ,470.56444, ,0.59201,0.58874, ,1.06285, ,51.48838,53.73463,9.96386,170
745,99.98921,0.0107928, , , ,7.66436,7.59754,7.66435, ,7.17609,7.33411,7.17611,-0.40903, ,25.58382,31.74458,25.58438, ,0.97502,0.78579,0.975, ,1.02562,1.2726,1.02565, ,133.16828,136.15751,133.16878, ,134.97534,125.11417,134.97435, ,49.85467,51.6287,49.85493, ,0.33556,0.31862,0.33556,120.502,101.422, , ,120.504,182.864,-66.61476,521.35061,521.35797,457.40813,465.28442, ,0.58357,0.58796,1.05255,1.04853, ,53.78941,56.07355,11.60236,175
740,99.98093,0.0190674, , , ,7.66707,7.5995,7.66706, ,7.17355,7.33222,7.17358,-0.42064, ,25.52376,31.82672,25.52477, ,0.97251,0.77992,0.97247, ,1.02826,1.28219,1.02831, ,133.65052,136.9236,133.65146, ,135.22326,125.68147,135.22158, ,50.04618,51.92695,50.04666, ,0.33527,0.31843,0.33527,120.668,101.573, , ,120.672,183.649,-66.34418,518.40817,518.4212,452.17939,460.07456, ,0.58849,0.58719,1.03875,1.03475, ,56.02216,58.34664,13.79493,180
735,99.96314,0.0368634, , , ,7.66978,7.60145,7.66975, ,7.171,7.33033,7.17106,-0.43221, ,25.46368,31.91057,25.46568, ,0.97,0.77403,0.96992, ,1.03093,1.29194,1.03101, ,134.13262,137.68812,134.13455, ,135.47004,126.24611,135.46692, ,50.23774,52.2247,50.23869, ,0.33498,0.31823,0.33497,120.842,101.725, , ,120.849,184.443,-66.07198,515.46423,515.48969,447.01844,454.93221, ,0.58879,0.58641,1.02544,1.0215, ,58.19309,60.55748,16.13504,185
730,99.93358,0.0664207, , , ,7.67249,7.60341,7.67244, ,7.16844,7.32845,7.16855,-0.44373, ,25.40358,31.99613,25.40725, ,0.96747,0.76813,0.96733, ,1.03363,1.30186,1.03377, ,134.61463,138.45104,134.61829, ,135.7157,126.80806,135.7103, ,50.42935,52.52193,50.43113, ,0.33469,0.31803,0.33467,121.023,101.879, , ,121.035,185.246,-65.7976,512.51693,512.56378,441.92292,449.85485, ,0.58946,0.58564,1.01259,1.00873, ,60.30601,62.70893,18.41156,190
725,99.88305,0.11695, , , ,7.67519,7.60536,7.6751, ,7.16588,7.32657,7.16606,-0.45514, ,25.34345,32.08336,25.35003, ,0.96493,0.76222,0.96468, ,1.03634,1.31195,1.03661, ,135.09672,139.21231,135.10346, ,135.9603,127.36728,135.9512, ,50.62108,52.81862,50.62434, ,0.33439,0.31783,0.33437,121.217,102.035, , ,121.239,186.065,-65.51842,509.56015,509.64461,436.89058,444.84009, ,0.59136,0.58486,1.00017,0.99645, ,62.36612,64.80452,20.62808,195
720,99.79198,0.20802, , , ,7.67787,7.60731,7.67772, ,7.16329,7.32469,7.16362,-0.46635, ,25.28326,32.17226,25.29516, ,0.96238,0.75631,0.96193, ,1.03909,1.32221,1.03958, ,135.57927,139.97186,135.59181, ,136.20399,127.92372,136.18849, ,50.81309,53.11476,50.8191, ,0.3341,0.31764,0.33406,121.433,102.193, , ,121.472,186.914,-65.22915,506.58119,506.7351,431.91928,440.11739, ,0.59579,0.58409,0.98817,0.95844, ,64.38184,66.61771,22.78985,200
715,99.64913,0.35087, , , ,7.68054,7.60925,7.68029, ,7.16067,7.32282,7.16123,-0.47731, ,25.22298,32.26279,25.24341, ,0.95983,0.75039,0.95905, ,1.04186,1.33264,1.0427, ,136.0625,140.72966,136.08457, ,136.44685,128.47736,136.42184, ,51.00548,53.41031,51.01595, ,0.3338,0.31744,0.33375,121.678,102.352, , ,121.744,187.804,-64.92651,503.57028,503.83686,427.00699,435.35099, ,0.60218,0.58331,0.97658,0.94797, ,66.35749,68.48587,24.90069,205
710,99.42437,0.57563, , , ,7.68318,7.6112,7.68276, ,7.15801,7.32095,7.15893,-0.48787, ,25.16257,32.35494,25.19668, ,0.95726,0.74447,0.95597, ,1.04465,1.34324,1.04606, ,136.54702,141.48565,136.58463, ,136.68908,129.02815,136.64989, ,51.19848,53.70527,51.21618, ,0.33351,0.31724,0.33341,121.966,102.514, , ,122.076,188.755,-64.60232,500.50548,500.95414,422.15175,430.63608, ,0.61296,0.58255,0.96536,0.93784, ,68.30224,70.31806,26.96695,210
705,99.08703,0.91297, , , ,7.68578,7.61314,7.68511, ,7.15529,7.31908,7.15675,-0.49786, ,25.10197,32.44868,25.15702, ,0.95469,0.73854,0.9526, ,1.04746,1.35402,1.04975, ,137.03342,142.23978,137.09523, ,136.9309,129.57606,136.87157, ,51.39234,53.9996,51.42122, ,0.33321,0.31704,0.33306,122.314,102.677, , ,122.491,189.793,-64.24812,497.3622,498.09146,417.3517,425.97102, ,0.62866,0.58179,0.9545,0.92804, ,70.22456,72.12044,28.99517,215
700,98.60648,1.39352, , , ,7.68832,7.61507,7.6873, ,7.15248,7.31722,7.15473,-0.50713, ,25.04114,32.54399,25.12662, ,0.95212,0.73261,0.94888, ,1.05029,1.36498,1.05387, ,137.52235,142.99201,137.6198, ,137.17254,130.12106,137.08612, ,51.58733,54.29331,51.63255, ,0.33291,0.31685,0.33268,122.737,102.842, , ,123.012,190.94,-63.85592,494.11423,495.25349,412.60509,421.35423, ,0.64959,0.58103,0.94399,0.91854, ,72.13232,73.89926,30.99194,220
695,97.96227,2.03773, , , ,7.69079,7.61701,7.68929, ,7.14959,7.31537,7.15289,-0.51556, ,24.98002,32.64085,25.10719, ,0.94955,0.72669,0.94474, ,1.05314,1.37611,1.0585, ,138.0143,143.74228,138.16101, ,137.41416,130.66311,137.29358, ,51.78363,54.58635,51.85133, ,0.33261,0.31665,0.33228,123.246,103.01, , ,123.657,192.213,-63.42032,490.73974,492.44379,407.91022,416.78421, ,0.6749,0.58027,0.93381,0.90933, ,74.03086,75.65958,32.96264,225
