T (C),Phases vol%-AUSTENITE-1.0(C/s),Phases vol%-FERRITE-1.0(C/s),Phases vol%-MARTENSITE-1.0(C/s),Phases vol%-BAINITE-1.0(C/s),Phases vol%-PEARLITE-1.0(C/s),Density (g/(cm)^3)-BAINITE_PEARLITE-1.0(C/s),Density (g/(cm)^3)-AUSTENITE-1.0(C/s),Density (g/(cm)^3)-FERRITE-1.0(C/s),Density (g/(cm)^3)-MARTENSITE-1.0(C/s),Density (g/(cm)^3)-TOTAL-1.0(C/s),Molar volume (cm^3)-BAINITE_PEARLITE-1.0(C/s),Molar volume (cm^3)-AUSTENITE-1.0(C/s),Molar volume (cm^3)-FERRITE-1.0(C/s),Molar volume (cm^3)-MARTENSITE-1.0(C/s),Molar volume (cm^3)-TOTAL-1.0(C/s),Linear expansion (%)-  -1.0(C/s),Thermal conductivity (W/(m*K))-BAINITE_PEARLITE-1.0(C/s),Thermal conductivity (W/(m*K))-AUSTENITE-1.0(C/s),Thermal conductivity (W/(m*K))-FERRITE-1.0(C/s),Thermal conductivity (W/(m*K))-MARTENSITE-1.0(C/s),Thermal conductivity (W/(m*K))-TOTAL-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-BAINITE_PEARLITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-AUSTENITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-FERRITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-MARTENSITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-TOTAL-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-BAINITE_PEARLITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-AUSTENITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-FERRITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-MARTENSITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-TOTAL-1.0(C/s),Young's modulus (GPa)-BAINITE_PEARLITE-1.0(C/s),Young's modulus (GPa)-AUSTENITE-1.0(C/s),Young's modulus (GPa)-FERRITE-1.0(C/s),Young's modulus (GPa)-MARTENSITE-1.0(C/s),Young's modulus (GPa)-TOTAL-1.0(C/s),Bulk modulus (GPa)-BAINITE_PEARLITE-1.0(C/s),Bulk modulus (GPa)-AUSTENITE-1.0(C/s),Bulk modulus (GPa)-FERRITE-1.0(C/s),Bulk modulus (GPa)-MARTENSITE-1.0(C/s),Bulk modulus (GPa)-TOTAL-1.0(C/s),Shear modulus(GPa)-BAINITE_PEARLITE-1.0(C/s),Shear modulus(GPa)-AUSTENITE-1.0(C/s),Shear modulus(GPa)-FERRITE-1.0(C/s),Shear modulus(GPa)-MARTENSITE-1.0(C/s),Shear modulus(GPa)-TOTAL-1.0(C/s),Poisson's ratio-BAINITE_PEARLITE-1.0(C/s),Poisson's ratio-AUSTENITE-1.0(C/s),Poisson's ratio-FERRITE-1.0(C/s),Poisson's ratio-MARTENSITE-1.0(C/s),Poisson's ratio-TOTAL-1.0(C/s),Yield Stress (MPa)-TOTAL-1.0(C/s),Yield Stress (MPa)-FERRITE-1.0(C/s),Yield Stress (MPa)-PEARLITE-1.0(C/s),Yield Stress (MPa)-BAINITE-1.0(C/s),Yield Stress (MPa)-MARTENSITE-1.0(C/s),Yield Stress (MPa)-AUSTENITE-1.0(C/s),Tensile Stress (MPa)-TOTAL-1.0(C/s),Hardness (HRC)-TOTAL-1.0(C/s),Enthalpy (J/g)-TOTAL-1.0(C/s),Enthalpy (J/g)-AUSTENITE-1.0(C/s),Enthalpy (J/g)-FERRITE-1.0(C/s),Enthalpy (J/g)-BAINITE_PEARLITE-1.0(C/s),Enthalpy (J/g)-MARTENSITE-1.0(C/s),Specific heat (J/(g K))-TOTAL-1.0(C/s),Specific heat (J/(g K))-AUSTENITE-1.0(C/s),Specific heat (J/(g K))-FERRITE-1.0(C/s),Specific heat (J/(g K))-BAINITE_PEARLITE-1.0(C/s),Specific heat (J/(g K))-MARTENSITE-1.0(C/s),Latent heat (J/g)-FERRITE-1.0(C/s),Latent heat (J/g)-BAINITE_PEARLITE-1.0(C/s),Latent heat (J/g)-MARTENSITE-1.0(C/s),TIME(s)-Cooling_1.0(C/s)
315,9.19777,4.5462, ,83.81905,2.43593,7.736726921,7.86261,7.75426, ,7.75163,7.02525946,6.9154,7.18583, ,7.02213,-0.89831,36.2158186,20.26862,41.40635, ,34.39919,0.397883454,0.71094,0.34801, ,0.4189,2.51329878,1.4066,2.87351, ,2.38723,191.324786,174.97097,191.45102, ,190.01729,157.9597364,152.92687,160.88033, ,157.90248,73.7265307,66.81807,73.54092, ,73.11529,0.297628982,0.30931,0.30166, ,0.29944,603.913,126.246,420.476,677.633, ,217.634,865.249,25.16116,165.60997,294.92342,137.92369,153.06184, ,0.60766,0.52159,0.56923,0.57828, ,136.96973,141.86158,92.09146,605
310,9.09781,4.54616, ,83.91884,2.43615,7.738336861,7.86539,7.75594, ,7.75323,7.023790187,6.91296,7.18428, ,7.02068,-0.90502,36.28465126,20.20852,41.49001, ,34.46433,0.393752579,0.70699,0.34435, ,0.41455,2.539665907,1.41445,2.904, ,2.41226,191.7619025,175.42184,191.91379, ,190.47718,158.1824125,153.08951,161.10903, ,158.12717,73.90457809,67.005,73.72986, ,73.30352,0.297455238,0.30902,0.30147, ,0.29924,605.946,126.812,421.662,679.361, ,218.392,867.745,25.29367,162.61009,292.31768,135.08377,150.17601, ,0.59998,0.52069,0.5667,0.57601, ,137.2251,142.14167,92.36125,610
305,9.00835,4.54612, ,84.00816,2.43633,7.739942815,7.86817,7.75761, ,7.75485,7.02232525,6.91052,7.18273, ,7.01922,-0.91176,36.35237936,20.14841,41.57148, ,34.52605,0.389649185,0.70302,0.34073, ,0.41026,2.566411115,1.42244,2.93487, ,2.43748,192.1944315,175.87238,192.37138, ,190.90874,158.4008452,153.25137,161.33292, ,158.32898,74.08091296,67.19189,73.91685, ,73.48082,0.297281498,0.30873,0.30127, ,0.29904,607.967,127.39,422.873,681.126, ,219.167,870.206,25.42383,159.63567,289.71645,132.25643,147.30148, ,0.59488,0.51978,0.56419,0.57376, ,137.47233,142.41497,92.62254,615
300,8.9293,4.54609, ,84.08709,2.43647,7.741544753,7.87095,7.75928, ,7.75647,7.020864368,6.90807,7.18118, ,7.01776,-0.91853,36.41896028,20.08831,41.65072, ,34.58425,0.385573198,0.69902,0.33714, ,0.40603,2.593541263,1.43057,2.96612, ,2.46288,192.6223538,176.32261,192.82375, ,191.26212,158.6150263,153.41247,161.552, ,158.46667,74.25552761,67.37874,74.1019, ,73.62801,0.297107755,0.30844,0.30107, ,0.29884,609.977,127.981,424.112,682.931, ,219.959,872.632,25.55183,156.68626,287.11976,129.44153,144.43816, ,0.58988,0.51887,0.56172,0.57153, ,137.71157,142.6816,92.87551,620
295,8.86898,4.54607, ,84.14731,2.43658,7.743142694,7.87374,7.76095, ,7.7581,7.019407674,6.90563,7.17964, ,7.01627,-0.92537,36.48437297,20.0282,41.72767, ,34.63655,0.381524304,0.695,0.33358, ,0.40188,2.621065001,1.43884,2.99775, ,2.48832,193.0456515,176.77251,193.27089, ,191.70232,158.8249558,153.57281,161.76626, ,158.67764,74.42841409,67.56555,74.285, ,73.80854,0.296934012,0.30816,0.30087, ,0.29865,611.936,128.585,425.378,684.775, ,220.768,874.981,25.67528,153.77415,284.52762,126.63896,141.58592, ,0.58242,0.51796,0.55927,0.56932, ,137.94295,142.9417,93.1203,625
290,8.8185,4.54607, ,84.19769,2.43668,7.744736628,7.87653,7.76261, ,7.75975,7.017955085,6.90318,7.17811, ,7.01479,-0.93224,36.54858529,19.96809,41.8023, ,34.75098,0.3775023,0.69096,0.33006, ,0.39703,2.648990484,1.44726,3.02977, ,2.5187,193.4643073,177.2221,193.71278, ,192.13645,159.0306307,153.73238,161.97572, ,158.88411,74.59956517,67.75232,74.46613, ,73.98673,0.296760267,0.30787,0.30068, ,0.29845,613.889,129.202,426.673,686.662, ,221.596,877.302,25.79695,150.88642,281.94007,123.84858,138.74465, ,0.57755,0.51704,0.55684,0.56714, ,138.16661,143.19542,93.35705,630
285,8.76967,4.54606, ,84.24643,2.43675,7.746326585,7.87932,7.76427, ,7.76139,7.016506823,6.90074,7.17657, ,7.0133,-0.93911,36.61158174,19.90798,41.87456, ,34.79854,0.373506807,0.68689,0.32656, ,0.39297,2.677327376,1.45583,3.0622, ,2.54474,193.8783055,177.67136,194.1494, ,192.56589,159.2320544,153.8912,162.18035, ,159.08653,74.7689736,67.93905,74.64529, ,74.16314,0.296586527,0.30758,0.30048, ,0.29826,615.874,129.834,427.997,688.591, ,222.443,879.638,25.91929,148.01128,279.35713,121.07029,135.91426, ,0.57503,0.51612,0.55444,0.56498, ,138.38272,143.44287,93.58593,635
280,8.73042,4.54605, ,84.28561,2.43682,7.747912538,7.88211,7.76592, ,7.76305,7.015062638,6.89829,7.17504, ,7.01181,-0.946,36.67332171,19.84787,41.94441, ,34.84244,0.369537701,0.6828,0.3231, ,0.38896,2.706083836,1.46455,3.09503, ,2.57098,194.2876312,178.1203,194.58074, ,192.98929,159.4292228,154.04927,162.38018, ,159.28443,74.93663324,68.12574,74.82247, ,74.33722,0.296412785,0.30729,0.30028, ,0.29807,617.855,130.48,429.351,690.565, ,223.309,881.95,26.03989,145.16009,276.7788,118.30395,133.09464, ,0.57024,0.51519,0.55206,0.56283, ,138.59134,143.68416,93.80703,640
275,8.70018,4.54606, ,84.31577,2.43688,7.749494485,7.8849,7.76757, ,7.7647,7.013622512,6.89585,7.17352, ,7.01031,-0.95292,36.73377722,19.78776,42.0118, ,34.88272,0.36559472,0.67869,0.31966, ,0.385,2.735269262,1.47344,3.12828, ,2.59744,194.6922705,178.56892,195.00678, ,193.40673,159.6221368,154.20659,162.57519, ,159.47784,75.10253803,68.31239,74.99767, ,74.509,0.29623904,0.307,0.30009, ,0.29788,619.837,131.141,430.738,692.585, ,224.196,884.241,26.15907,142.3321,274.20514,115.54946,130.28568, ,0.5656,0.51426,0.5497,0.56071, ,138.79268,143.91946,94.02054,645
270,8.67161,4.54607, ,84.34425,2.43693,7.75107246,7.8877,7.76922, ,7.76636,7.012186687,6.8934,7.17199, ,7.00881,-0.95983,36.79293497,19.72765,42.0767, ,34.92135,0.361677453,0.67454,0.31626, ,0.38106,2.7648945,1.48248,3.16196, ,2.62425,195.0922115,179.01721,195.4275, ,193.81943,159.8108034,154.36316,162.76539, ,159.66717,75.26668214,68.49899,75.17088, ,74.67898,0.296065299,0.30671,0.29989, ,0.29768,621.855,131.818,432.157,694.652, ,225.103,886.551,26.27892,139.51636,271.63614,112.8067,127.48728, ,0.56315,0.51332,0.54736,0.55861, ,138.98682,144.14886,94.22656,650
265,8.65114,4.54607, ,84.36464,2.43698,7.752646438,7.8905,7.77087, ,7.76803,7.01075495,6.89096,7.17048, ,7.00731,-0.96676,36.85075672,19.66754,42.13907, ,34.95648,0.357785733,0.67038,0.31288, ,0.37717,2.79496891,1.4917,3.19606, ,2.6513,195.4874429,179.46519,195.84289, ,194.22632,159.995222,154.51899,162.95078, ,159.85204,75.42906075,68.68556,75.34209, ,74.84673,0.295891556,0.30643,0.29969, ,0.29749,623.88,132.511,433.609,696.769, ,226.032,888.848,26.39785,136.72252,269.07185,110.07557,124.69936, ,0.55877,0.51238,0.54505,0.55652, ,139.1739,144.37249,94.42524,655
260,8.63243,4.54609, ,84.38328,2.43701,7.754216428,7.8933,7.77251, ,7.76969,7.009327356,6.88851,7.16896, ,7.00581,-0.97369,36.90721965,19.60742,42.19886, ,34.98982,0.353919237,0.66619,0.30954, ,0.37331,2.825503383,1.50108,3.23062, ,2.67871,195.877955,179.91285,196.25295, ,194.62845,160.1753984,154.67407,163.13137, ,160.03282,75.58966925,68.87208,75.5113, ,75.01268,0.295717814,0.30614,0.29949, ,0.2973,625.943,133.221,435.097,698.937, ,226.983,891.168,26.51776,133.94107,266.51229,107.35595,121.92181, ,0.55629,0.51143,0.54276,0.55446, ,139.35406,144.59048,94.61672,660
255,8.61517,4.5461, ,84.40046,2.43706,7.75578243,7.8961,7.77414, ,7.77135,7.007903884,6.88607,7.16745, ,7.00432,-0.9806,36.96229671,19.54731,42.25604, ,35.02143,0.350077678,0.66197,0.30622, ,0.36948,2.856508893,1.51065,3.26562, ,2.70652,196.2637395,180.36018,196.65766, ,195.02586,160.3513378,154.82843,163.30716, ,160.20953,75.74850369,69.05857,75.6785, ,75.17685,0.295544071,0.30585,0.2993, ,0.29711,628.048,133.948,436.621,701.157, ,227.958,893.513,26.63848,131.17149,263.95749,104.64775,119.15455, ,0.55392,0.51047,0.54048,0.55241, ,139.52741,144.80294,94.80112,665
250,8.59912,4.54612, ,84.41643,2.43709,7.757344446,7.89891,7.77578, ,7.77301,7.006484538,6.88362,7.16595, ,7.00282,-0.98751,37.01596264,19.48719,42.31057, ,35.05134,0.34626075,0.65772,0.30293, ,0.36567,2.887996976,1.5204,3.30108, ,2.73472,196.6447899,180.8072,197.05701, ,195.41858,160.5230474,154.98205,163.47817, ,160.38219,75.90556063,69.24501,75.84369, ,75.33925,0.295370328,0.30556,0.2991, ,0.29692,630.197,134.693,438.183,703.433, ,228.957,895.887,26.76047,128.41329,261.40748,101.95085,116.39748, ,0.55164,0.50951,0.53823,0.55038, ,139.69411,145.01,94.97857,670
245,8.58988,4.54614, ,84.42559,2.43712,7.758902473,7.90171,7.77741, ,7.77467,7.005069259,6.88118,7.16444, ,7.00132,-0.99443,37.06818888,19.42707,42.36241, ,35.07788,0.342468175,0.65345,0.29967, ,0.3619,2.919979352,1.53033,3.33702, ,2.7632,197.0211006,181.25389,197.451, ,195.80569,160.6905345,155.13493,163.6444, ,160.55047,76.06083732,69.43142,76.00687, ,75.4995,0.295196584,0.30527,0.2989, ,0.29674,632.367,135.457,439.784,705.765, ,229.98,898.261,26.88199,125.67494,258.86228,99.26517,113.65051, ,0.54767,0.50855,0.536,0.54837, ,139.85422,145.21177,95.1492,675
240,8.58227,4.54616, ,84.43312,2.43715,7.760456522,7.90452,7.77904, ,7.77633,7.003658135,6.87873,7.16295, ,6.99982,-1.00135,37.11895562,19.36695,42.41154, ,35.10252,0.338699589,0.64916,0.29643, ,0.35816,2.952468894,1.54046,3.37344, ,2.79208,197.3926684,181.70026,197.83963, ,196.18806,160.8538101,155.2871,163.80586, ,160.71468,76.21433152,69.61778,76.16803, ,75.65795,0.295022841,0.30498,0.29871, ,0.29655,634.582,136.24,441.425,708.157, ,231.03,900.666,27.00492,122.9485,256.32193,96.59061,110.91357, ,0.54529,0.50757,0.53379,0.54637, ,140.00789,145.40836,95.31313,680
235,8.57598,4.54618, ,84.43932,2.43719,7.762006598,7.90733,7.78066, ,7.778,7.002251174,6.87629,7.16145, ,6.99833,-1.00825,37.16823889,19.30683,42.45791, ,35.12532,0.334954665,0.64483,0.29322, ,0.35444,2.985478648,1.55079,3.41036, ,2.82138,197.7594916,182.14631,198.22289, ,196.56572,161.0128855,155.43854,163.96256, ,160.87485,76.36604169,69.8041,76.32718, ,75.81463,0.294849099,0.3047,0.29851, ,0.29636,636.847,137.043,443.108,710.609, ,232.106,903.105,27.12907,120.23362,253.78646,93.92707,108.18658, ,0.54298,0.50659,0.53159,0.54439, ,140.15527,145.59988,95.47049,685
230,8.57077,4.54621, ,84.44444,2.43681,7.763552684,7.91015,7.78228, ,7.77966,7.000848221,6.87384,7.15996, ,6.99684,-1.01515,37.21600538,19.24671,42.50149, ,35.14631,0.331233158,0.64048,0.29004, ,0.35074,3.019021421,1.56132,3.44779, ,2.85112,198.1215699,182.59204,198.60078, ,196.93873,161.1677703,155.58926,164.11453, ,161.03101,76.51596717,69.99038,76.4843, ,75.96955,0.294675355,0.30441,0.29831, ,0.29617,639.165,137.866,444.835,713.125, ,233.21,905.58,27.25475,117.52965,251.25591,91.27446,105.46944, ,0.54079,0.50561,0.52941,0.54243, ,140.29643,145.78647,95.62141,690
225,7.90057,4.5454,0.68578,84.43048,2.43639,7.765094802,7.91296,7.78389,7.70078,7.77989,6.999449436,6.8714,7.15848,7.06073,6.99663,-1.0161,37.26224079,19.18659,42.54225,42.43462,35.34745,0.32753465,0.6361,0.28688,0.28761,0.34528,3.053112089,1.57207,3.48573,3.47691,2.89622,198.4789055,183.03745,198.97331,198.98337,197.41457,161.3184815,155.73926,164.26176,163.76981,161.23647,76.66410776,70.17662,76.63941,76.67971,76.16674,0.294501612,0.30412,0.29811,0.2975,0.29594,652.415,138.712,446.607,715.707,1837.17,234.344,920.231,27.9849,114.19101,248.7303,88.63269,102.76209,152.96431,0.66773,0.50461,0.52725,0.54048,0.53289,140.43149,145.96821,95.76599,695
220,7.22049,4.54457,1.3819,84.41612,2.43599,7.766632946,7.91578,7.78551,7.70235,7.78007,6.998054749,6.86895,7.15699,7.05929,6.99646,-1.01689,37.30691729,19.12647,42.58016,42.47252,35.55908,0.323858841,0.6317,0.28375,0.28447,0.33978,3.087765017,1.58303,3.52421,3.5153,2.9431,198.8315022,183.48253,199.34048,199.34929,197.88682,161.4650334,155.88855,164.40429,163.91304,161.43901,76.81046423,70.36282,76.7925,76.83227,76.36259,0.294327869,0.30383,0.29792,0.2973,0.29571,665.965,139.58,448.426,718.357,1843.28,235.507,935.096,28.7089,110.84981,246.20968,86.00169,100.06445,150.30531,0.66824,0.50361,0.52511,0.53854,0.53066,140.5606,146.14523,95.90437,700
215,6.59904,4.5438,2.01808,84.40293,2.43563,7.768167116,7.9186,7.78712,7.70393,7.78037,6.996664153,6.86651,7.15551,7.05784,6.99619,-1.01812,37.3500114,19.06634,42.61519,42.50753,35.76136,0.320205391,0.62727,0.28064,0.28135,0.33443,3.122995516,1.59422,3.56324,3.55424,2.99016,199.1793662,183.9273,199.7023,199.7099,198.34438,161.607443,156.03713,164.54213,164.05165,161.63308,76.95503807,70.54898,76.94357,76.98284,76.55254,0.294154126,0.30354,0.29772,0.29711,0.29548,678.695,140.471,450.294,721.079,1849.56,236.701,948.943,29.36868,107.57289,243.69408,83.38137,97.37644,147.65743,0.65539,0.5026,0.52298,0.53662,0.52845,140.68384,146.31764,96.03665,705
210,6.03114,4.54309,2.5995,84.39082,2.4353,7.769697317,7.92142,7.78872,7.70549,7.78076,6.995277642,6.86406,7.15404,7.05641,6.99584,-1.01975,37.3915,19.00622,42.64731,42.53964,35.95388,0.316573954,0.62281,0.27756,0.27826,0.32923,3.158819566,1.60564,3.60283,3.59373,3.03737,199.5225057,184.37174,200.05877,200.06523,198.78812,161.7457295,156.185,164.67531,164.18565,161.81905,77.09783169,70.7351,77.09263,77.13141,76.73695,0.293980384,0.30325,0.29752,0.29691,0.29526,690.686,141.386,452.212,723.875,1856.01,237.928,961.876,29.97278,104.35565,241.18354,80.77165,94.69801,145.02059,0.64345,0.50159,0.52087,0.53472,0.52625,140.80134,146.48553,96.16295,710
205,5.51218,4.54244,3.13089,84.37969,2.435,7.771223549,7.92424,7.79032,7.70706,7.78125,6.993895212,6.86162,7.15257,7.05497,6.99541,-1.02175,37.43136035,18.94609,42.67649,42.56881,36.13621,0.31296418,0.61832,0.2745,0.27519,0.32418,3.195253846,1.6173,3.64299,3.6338,3.0847,199.8609314,184.81586,200.4099,200.41528,199.21878,161.8799136,156.33216,164.80384,164.31506,161.99722,77.23884835,70.92118,77.23968,77.27799,76.91614,0.293806641,0.30297,0.29732,0.29672,0.29504,702.009,142.327,454.184,726.748,1862.64,239.189,973.991,30.52812,101.1939,238.67811,78.17245,92.02908,142.39472,0.63235,0.50056,0.51877,0.53282,0.52406,140.91321,146.64903,96.28339,715
200,5.03793,4.54184,3.61657,84.36947,2.43472,7.772745813,7.92707,7.79192,7.70862,7.78181,6.992516857,6.85917,7.1511,7.05354,6.9949,-1.02409,37.46957006,18.88596,42.70271,42.59502,36.30803,0.309375714,0.6138,0.27146,0.27215,0.31927,3.23231577,1.6292,3.68375,3.67446,3.13212,200.1946563,185.25967,200.75573,200.76007,199.6371,162.0100179,156.47863,164.92775,164.43992,162.16789,77.37809229,71.10721,77.38472,77.42258,77.0904,0.293632898,0.30268,0.29713,0.29652,0.29482,712.73,143.294,456.211,729.701,1869.45,240.485,985.372,31.04102,98.08374,236.17781,75.5837,89.36959,139.77973,0.62203,0.49953,0.51669,0.53094,0.52189,141.01953,146.80822,96.39808,720
195,4.60453,4.54128,4.06046,84.36008,2.43447,7.774264112,7.9299,7.79352,7.71018,7.78245,6.991142571,6.85672,7.14964,7.05212,6.99433,-1.02675,37.50610712,18.82583,42.72594,42.61823,36.46915,0.305808197,0.60925,0.26845,0.26913,0.3145,3.270023529,1.64136,3.72512,3.71573,3.17962,200.5236961,185.70315,201.09625,201.09962,200.04371,162.1360673,156.6244,165.04707,164.56025,162.33136,77.51556873,71.29321,77.52777,77.5652,77.25999,0.293459156,0.30239,0.29693,0.29633,0.29461,722.912,144.288,458.295,732.738,1876.46,241.818,996.096,31.51661,95.02163,233.68271,73.00533,86.71948,137.17558,0.61242,0.49849,0.51462,0.52907,0.51973,141.12044,146.96323,96.50713,725
190,4.20844,4.54077,4.46619,84.35146,2.43423,7.775778448,7.93273,7.79511,7.71174,7.78316,6.989772351,6.85428,7.14818,7.05069,6.99369,-1.02968,37.54094989,18.7657,42.74615,42.63843,36.57872,0.302261265,0.60468,0.26545,0.26613,0.31021,3.308396133,1.65378,3.76712,3.75763,3.2236,200.8480691,186.1463,201.43149,201.43394,200.43923,162.2580888,156.76947,165.16183,164.67608,162.48787,77.65128396,71.47916,77.66882,77.70585,77.42518,0.293285413,0.3021,0.29673,0.29613,0.29441,732.61,145.311,460.439,735.862,1883.67,243.189,1006.23,31.9595,92.0043,231.19284,70.43728,84.07868,134.58218,0.60347,0.49744,0.51256,0.52721,0.51759,141.21603,147.11416,96.61066,730
185,3.84646,4.54029,4.83703,84.34354,2.43401,7.777288823,7.93556,7.79669,7.71329,7.78393,6.988406189,6.85183,7.14672,7.04927,6.993,-1.03288,37.57407713,18.70557,42.76333,42.6556,36.71499,0.298734549,0.60007,0.26248,0.26315,0.30572,3.347453456,1.66647,3.80976,3.80016,3.27092,201.1677967,186.58914,201.76148,201.76307,200.82419,162.3761114,156.91385,165.27206,164.78745,162.63768,77.7852454,71.66508,77.8079,77.84453,77.58618,0.29311167,0.30181,0.29654,0.29594,0.2942,741.877,146.363,462.646,739.077,1891.09,244.6,1015.85,32.37359,89.02874,228.70824,67.87948,81.44716,131.99949,0.59511,0.49638,0.51052,0.52536,0.51545,141.30639,147.26108,96.70875,735
180,3.51564,4.53985,5.17599,84.33627,2.43382,7.778795239,7.93839,7.79828,7.71484,7.78475,6.98704408,6.84938,7.14527,7.04786,6.99226,-1.03631,37.60546797,18.64543,42.77744,42.6697,36.84155,0.295227678,0.59544,0.25953,0.26019,0.30135,3.387216286,1.67944,3.85307,3.84336,3.31841,201.4829032,187.03166,202.08624,202.08702,201.19912,162.4901668,157.05754,165.37781,164.89438,162.78101,77.91746161,71.85095,77.94499,77.98126,77.7432,0.292937928,0.30153,0.29634,0.29574,0.294,750.763,147.447,464.917,742.386,1898.72,246.053,1024.99,32.76255,86.09221,226.22898,65.33187,78.82484,129.42744,0.58731,0.49531,0.50849,0.52353,0.51333,141.39166,147.40414,96.80154,740
175,3.21329,4.53945,5.4858,84.3296,2.43363,7.780297697,7.94123,7.79986,7.71639,7.78563,6.985686022,6.84694,7.14383,7.04645,6.99147,-1.03995,37.63510198,18.5853,42.78848,42.68073,36.95943,0.291740275,0.59077,0.2566,0.25725,0.29707,3.427706374,1.6927,3.89706,3.88725,3.36617,201.7934162,187.47386,202.4058,202.40583,201.56448,162.6002888,157.20054,165.4791,164.99691,162.91809,78.04794242,72.03678,78.08013,78.11604,77.89644,0.292764185,0.30124,0.29614,0.29555,0.2938,759.311,148.563,467.257,745.795,1906.59,247.549,1033.73,33.1294,83.19217,223.75509,62.7944,76.21169,126.86598,0.58001,0.49422,0.50646,0.5217,0.51122,141.47191,147.5434,96.88911,745
170,2.93696,4.53907,5.769,84.32347,2.43347,7.7817962,7.94407,7.80143,7.71793,7.78656,6.984332005,6.84449,7.14238,7.04504,6.99063,-1.0438,37.6629591,18.52516,42.79642,42.68865,37.06884,0.288271959,0.58608,0.25369,0.25433,0.29289,3.468946489,1.70626,3.94176,3.93184,3.41422,202.0993666,187.91573,202.72021,202.71954,201.92052,162.7065144,157.34286,165.57597,165.09509,163.04895,78.17669896,72.22257,78.21331,78.2489,78.04601,0.292590442,0.30095,0.29594,0.29535,0.2936,767.564,149.713,469.667,749.307,1914.69,249.09,1042.1,33.47678,80.3263,221.28664,60.26701,73.60766,124.31505,0.57317,0.49313,0.50445,0.51988,0.50911,141.54727,147.67898,96.97159,750
165,2.68441,4.53872,6.02785,84.31785,2.43331,7.78329075,7.94691,7.80301,7.71947,7.78753,6.982982026,6.84204,7.14094,7.04363,6.98976,-1.04782,37.68901966,18.46502,42.80124,42.69346,37.16998,0.284822346,0.58135,0.2508,0.25144,0.2888,3.510960478,1.72013,3.98719,3.97715,3.46261,202.4007887,188.35728,203.02949,203.02818,202.26803,162.8088828,157.4845,165.66849,165.18896,163.17411,78.30374377,72.40832,78.34456,78.37984,78.19221,0.292416699,0.30066,0.29575,0.29516,0.2934,775.562,150.898,472.152,752.927,1923.04,250.679,1050.15,33.80729,77.49246,218.82368,57.74965,71.0127,121.77462,0.56677,0.49203,0.50245,0.51807,0.50702,141.6178,147.81098,97.04906,755
160,2.45359,4.5384,6.26447,84.31267,2.43317,7.784781348,7.94975,7.80457,7.721,7.78854,6.981636081,6.8396,7.13951,7.04223,6.98886,-1.05201,37.71326447,18.40488,42.80292,42.69513,37.26306,0.281391048,0.5766,0.24793,0.24856,0.28479,3.553773328,1.73432,4.03338,4.02322,3.51135,202.6977211,188.79851,203.33369,203.33179,202.60717,162.9074365,157.62547,165.75668,165.27857,163.29358,78.42909082,72.59403,78.47389,78.50888,78.33513,0.292242957,0.30037,0.29555,0.29496,0.29321,783.34,152.12,474.714,756.66,1931.66,252.318,1057.93,34.12291,74.68874,216.36626,55.24227,68.42678,119.24463,0.56074,0.49091,0.50046,0.51627,0.50493,141.68363,147.93948,97.12163,760
155,2.24263,4.5381,6.48075,84.30793,2.43304,7.786267997,7.9526,7.80614,7.72253,7.78959,6.980294162,6.83715,7.13807,7.04084,6.98792,-1.05635,37.73567468,18.34474,42.80146,42.69366,37.34831,0.277977672,0.57181,0.24508,0.2457,0.28086,3.597411234,1.74884,4.08034,4.07006,3.56048,202.9902058,189.23943,203.63286,203.63043,202.9383,163.0022211,157.76576,165.84061,165.36396,163.40754,78.55275569,72.77969,78.60131,78.63603,78.47489,0.292069214,0.30008,0.29535,0.29477,0.29301,790.932,153.381,477.357,760.512,1940.54,254.008,1065.47,34.42577,71.91333,213.91445,52.74485,65.84985,116.72505,0.55508,0.48979,0.49847,0.51447,0.50286,141.74484,148.0646,97.1894,765
150,2.04981,4.53782,6.67846,84.30358,2.43293,7.7877507,7.95544,7.8077,7.72406,7.79067,6.978956265,6.8347,7.13665,7.03944,6.98695,-1.06082,37.75623191,18.2846,42.79682,42.68901,37.42596,0.274581823,0.56699,0.24224,0.24285,0.277,3.641901667,1.7637,4.12811,4.11771,3.61004,203.2782897,189.68002,203.92706,203.92414,203.26174,163.0932851,157.90537,165.92032,165.4452,163.51616,78.67475558,72.96532,78.72685,78.76132,78.61165,0.291895471,0.2998,0.29516,0.29457,0.29282,798.372,154.683,480.085,764.487,1949.71,255.753,1072.8,34.71756,69.16457,211.4683,50.25733,63.2819,114.21585,0.54975,0.48865,0.4965,0.51268,0.50079,141.80152,148.1864,97.25245,770
