T (C),Phases vol%-AUSTENITE-1.0(C/s),Phases vol%-FERRITE-1.0(C/s),Phases vol%-MARTENSITE-1.0(C/s),Phases vol%-BAINITE-1.0(C/s),Phases vol%-PEARLITE-1.0(C/s),Density (g/(cm)^3)-BAINITE_PEARLITE-1.0(C/s),Density (g/(cm)^3)-AUSTENITE-1.0(C/s),Density (g/(cm)^3)-FERRITE-1.0(C/s),Density (g/(cm)^3)-MARTENSITE-1.0(C/s),Density (g/(cm)^3)-TOTAL-1.0(C/s),Molar volume (cm^3)-BAINITE_PEARLITE-1.0(C/s),Molar volume (cm^3)-AUSTENITE-1.0(C/s),Molar volume (cm^3)-FERRITE-1.0(C/s),Molar volume (cm^3)-MARTENSITE-1.0(C/s),Molar volume (cm^3)-TOTAL-1.0(C/s),Linear expansion (%)-  -1.0(C/s),Thermal conductivity (W/(m*K))-BAINITE_PEARLITE-1.0(C/s),Thermal conductivity (W/(m*K))-AUSTENITE-1.0(C/s),Thermal conductivity (W/(m*K))-FERRITE-1.0(C/s),Thermal conductivity (W/(m*K))-MARTENSITE-1.0(C/s),Thermal conductivity (W/(m*K))-TOTAL-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-BAINITE_PEARLITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-AUSTENITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-FERRITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-MARTENSITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-TOTAL-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-BAINITE_PEARLITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-AUSTENITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-FERRITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-MARTENSITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-TOTAL-1.0(C/s),Young's modulus (GPa)-BAINITE_PEARLITE-1.0(C/s),Young's modulus (GPa)-AUSTENITE-1.0(C/s),Young's modulus (GPa)-FERRITE-1.0(C/s),Young's modulus (GPa)-MARTENSITE-1.0(C/s),Young's modulus (GPa)-TOTAL-1.0(C/s),Bulk modulus (GPa)-BAINITE_PEARLITE-1.0(C/s),Bulk modulus (GPa)-AUSTENITE-1.0(C/s),Bulk modulus (GPa)-FERRITE-1.0(C/s),Bulk modulus (GPa)-MARTENSITE-1.0(C/s),Bulk modulus (GPa)-TOTAL-1.0(C/s),Shear modulus(GPa)-BAINITE_PEARLITE-1.0(C/s),Shear modulus(GPa)-AUSTENITE-1.0(C/s),Shear modulus(GPa)-FERRITE-1.0(C/s),Shear modulus(GPa)-MARTENSITE-1.0(C/s),Shear modulus(GPa)-TOTAL-1.0(C/s),Poisson's ratio-BAINITE_PEARLITE-1.0(C/s),Poisson's ratio-AUSTENITE-1.0(C/s),Poisson's ratio-FERRITE-1.0(C/s),Poisson's ratio-MARTENSITE-1.0(C/s),Poisson's ratio-TOTAL-1.0(C/s),Yield Stress (MPa)-TOTAL-1.0(C/s),Yield Stress (MPa)-FERRITE-1.0(C/s),Yield Stress (MPa)-PEARLITE-1.0(C/s),Yield Stress (MPa)-BAINITE-1.0(C/s),Yield Stress (MPa)-MARTENSITE-1.0(C/s),Yield Stress (MPa)-AUSTENITE-1.0(C/s),Tensile Stress (MPa)-TOTAL-1.0(C/s),Hardness (HRC)-TOTAL-1.0(C/s),Enthalpy (J/g)-TOTAL-1.0(C/s),Enthalpy (J/g)-AUSTENITE-1.0(C/s),Enthalpy (J/g)-FERRITE-1.0(C/s),Enthalpy (J/g)-BAINITE_PEARLITE-1.0(C/s),Enthalpy (J/g)-MARTENSITE-1.0(C/s),Specific heat (J/(g K))-TOTAL-1.0(C/s),Specific heat (J/(g K))-AUSTENITE-1.0(C/s),Specific heat (J/(g K))-FERRITE-1.0(C/s),Specific heat (J/(g K))-BAINITE_PEARLITE-1.0(C/s),Specific heat (J/(g K))-MARTENSITE-1.0(C/s),Latent heat (J/g)-FERRITE-1.0(C/s),Latent heat (J/g)-BAINITE_PEARLITE-1.0(C/s),Latent heat (J/g)-MARTENSITE-1.0(C/s),TIME(s)-Cooling_1.0(C/s)
145,1.87357,4.53756,6.85917,84.29959,2.43282,7.789229456,7.95829,7.80926,7.72559,7.79177,6.977622385,6.83226,7.13522,7.03806,6.98595,-1.06542,37.77491822,18.22445,42.78901,42.68119,37.49625,0.271203102,0.56214,0.23942,0.24003,0.27322,3.687273459,1.77892,4.17671,4.16618,3.66007,203.5620236,190.12028,204.21633,204.21298,203.57779,163.1806811,158.04432,165.99589,165.52234,163.61958,78.79510943,73.1509,78.85053,78.88477,78.74552,0.291721729,0.29951,0.29496,0.29438,0.29263,805.689,156.027,482.903,768.592,1959.18,257.554,1079.97,34.99975,66.44096,209.0279,47.77968,60.72288,111.71698,0.54472,0.48749,0.49452,0.51089,0.49872,141.8538,148.30502,97.31092,775
140,1.7125,4.53732,7.02437,84.29592,2.43272,7.79070427,7.96115,7.81081,7.72711,7.79291,6.976292517,6.82981,7.1338,7.03667,6.98493,-1.07012,37.79171606,18.1643,42.77801,42.67017,37.55942,0.267841105,0.55726,0.23662,0.23722,0.2695,3.733556875,1.79451,4.22617,4.21551,3.71061,203.8414634,190.56023,204.50075,204.49702,203.88674,163.2644647,158.18261,166.06736,165.59543,163.71797,78.91383805,73.33645,78.97238,79.0064,78.87661,0.291547986,0.29922,0.29476,0.29418,0.29244,812.912,157.416,485.813,772.833,1968.97,259.416,1087,35.27389,63.74116,206.59329,45.31188,58.17278,109.22842,0.53996,0.48632,0.49256,0.50911,0.49666,141.90171,148.42051,97.36487,780
135,1.56528,4.53709,7.17537,84.29256,2.43263,7.792175144,7.964,7.81237,7.72862,7.79407,6.974966654,6.82736,7.13239,7.03529,6.98389,-1.07493,37.80660836,18.10415,42.7638,42.65595,37.61574,0.264495426,0.55234,0.23384,0.23443,0.26584,3.780783711,1.81047,4.27652,4.26573,3.7617,204.1166699,190.99986,204.78038,204.77631,204.18887,163.344696,158.32023,166.13481,165.66456,163.81148,79.03096423,73.52195,79.09241,79.12623,79.00504,0.291374243,0.29893,0.29456,0.29398,0.29225,820.068,158.851,488.822,777.217,1979.08,261.34,1093.92,35.54134,61.06388,204.16456,42.8539,55.63157,106.75016,0.53546,0.48514,0.4906,0.50734,0.49461,141.94541,148.53299,97.4144,785
130,1.43072,4.53688,7.3134,84.28949,2.43254,7.793642078,7.96686,7.81391,7.73014,7.79526,6.973644792,6.82491,7.13097,7.03391,6.98283,-1.07983,37.81957845,18.044,42.74638,42.63852,37.66546,0.261165656,0.54739,0.23106,0.23165,0.26223,3.828987383,1.82684,4.32779,4.31687,3.81338,204.3877096,191.43916,205.05529,205.05095,204.48443,163.4214387,158.45719,166.19831,165.72979,163.90025,79.14651283,73.70741,79.21065,79.2443,79.13091,0.291200501,0.29864,0.29437,0.29379,0.29206,827.184,160.335,491.933,781.75,1989.54,263.329,1100.76,35.8032,58.40796,201.74178,40.40572,53.09924,104.28216,0.53119,0.48394,0.48864,0.50556,0.49255,141.98495,148.64254,97.45962,790
125,1.30773,4.53669,7.43958,84.28665,2.43246,7.795105075,7.96972,7.81546,7.73165,7.79646,6.972326925,6.82247,7.12957,7.03254,6.98175,-1.08481,37.83061015,17.98385,42.72574,42.61787,37.70883,0.257851379,0.54241,0.22831,0.22889,0.25868,3.878203031,1.84361,4.38003,4.36897,3.86572,204.6546544,191.87815,205.32557,205.321,204.77367,163.4947613,158.5935,166.25794,165.79119,163.98442,79.26051094,73.89283,79.32715,79.36063,79.25433,0.291026758,0.29835,0.29417,0.29359,0.29188,834.285,161.871,495.153,786.442,2000.37,265.388,1107.54,36.06073,55.77239,199.32503,37.96733,50.57578,101.82442,0.52711,0.48273,0.48668,0.50379,0.4905,142.02043,148.74925,97.50061,795
120,1.19532,4.5365,7.55492,84.28406,2.43239,7.796564138,7.97258,7.817,7.73316,7.79768,6.971013049,6.82002,7.12816,7.03117,6.98066,-1.08987,37.83968771,17.92369,42.70187,42.59398,37.7461,0.25455218,0.5374,0.22557,0.22614,0.25518,3.928467631,1.86081,4.43325,4.42205,3.91875,204.9175823,192.31681,205.59131,205.58656,205.05684,163.5647367,158.72915,166.31378,165.84885,164.06415,79.37298803,74.07821,79.44192,79.47526,79.37538,0.290853015,0.29807,0.29397,0.2934,0.29169,841.394,163.461,498.487,791.299,2011.58,267.52,1114.3,36.31471,53.15617,196.91439,35.53871,48.06118,99.37693,0.52324,0.4815,0.48473,0.50202,0.48845,142.05193,148.85321,97.53746,800
115,1.09256,4.53633,7.66036,84.28169,2.43233,7.798019269,7.97544,7.81853,7.73466,7.79892,6.969703157,6.81757,7.12676,7.0298,6.97955,-1.095,37.84679583,17.86354,42.67476,42.56687,37.77753,0.251267638,0.53235,0.22284,0.22341,0.25173,3.979820112,1.87846,4.48751,4.47616,3.97254,205.176578,192.75515,205.8526,205.84772,205.33417,163.6314429,158.86414,166.36591,165.90286,164.13958,79.48397608,74.26354,79.55501,79.58823,79.49417,0.290679272,0.29778,0.29378,0.2932,0.2915,848.535,165.109,501.94,796.33,2023.18,269.728,1121.05,36.56634,50.55843,194.50994,33.11986,45.55543,96.93968,0.51955,0.48025,0.48277,0.50025,0.4864,142.07955,148.95451,97.57026,805
110,0.99865,4.53617,7.75673,84.27951,2.43227,7.799470469,7.9783,7.82006,7.73616,7.80018,6.968397245,6.81512,7.12537,7.02844,6.97843,-1.10018,37.85191967,17.80338,42.64442,42.53651,37.80335,0.24799733,0.52727,0.22013,0.22069,0.24832,4.032301482,1.89656,4.54284,4.53134,4.02713,205.4317328,193.19317,206.10955,206.10457,205.60589,163.6949631,158.99849,166.41444,165.9533,164.21086,79.59350977,74.44884,79.66645,79.69956,79.61079,0.29050553,0.29749,0.29358,0.29301,0.29132,855.732,166.816,505.519,801.545,2035.22,272.017,1127.82,36.81644,47.97839,192.11178,30.71078,43.05854,94.51268,0.51601,0.47898,0.48082,0.49847,0.48435,142.10337,149.05324,97.5991,810
105,0.91281,4.53603,7.84483,84.27752,2.43222,7.800917742,7.98117,7.82159,7.73765,7.80145,6.967095307,6.81267,7.12397,7.02708,6.97729,-1.10542,37.85504486,17.74322,42.61083,42.50291,37.82379,0.244740827,0.52215,0.21743,0.21798,0.24494,4.08595497,1.91515,4.59928,4.58763,4.08258,205.6831456,193.63087,206.36226,206.35724,205.87224,163.7553861,159.1322,166.45947,166.00028,164.27814,79.70162662,74.63409,79.77629,79.80931,79.72533,0.290331787,0.2972,0.29338,0.29281,0.29113,863.007,168.587,509.231,806.953,2047.69,274.391,1134.64,37.0658,45.4153,189.72,28.31148,40.57052,92.09593,0.51262,0.4777,0.47886,0.4967,0.4823,142.12348,149.14948,97.62407,815
100,0.83435,4.53589,7.92536,84.2757,2.43217,7.80236109,7.98404,7.82312,7.73915,7.80273,6.965797338,6.81022,7.12258,7.02572,6.97615,-1.1107,37.85615749,17.68305,42.57399,42.46606,37.83906,0.241497701,0.517,0.21474,0.21528,0.24161,4.14082617,1.93423,4.65688,4.64507,4.13896,205.9309231,194.06825,206.61086,206.60584,206.13344,163.8128068,159.26526,166.50109,166.0439,164.34157,79.80836723,74.8193,79.88458,79.91752,79.83788,0.290158044,0.29691,0.29318,0.29262,0.29095,870.381,170.425,513.083,812.566,2060.64,276.854,1141.51,37.31519,42.86852,187.3347,25.92197,38.09138,89.68945,0.50936,0.47639,0.4769,0.49492,0.48025,142.13994,149.24332,97.64525,820
95,0.76263,4.53575,7.99899,84.27402,2.43212,7.803800514,7.98691,7.82464,7.74064,7.80402,6.964503333,6.80777,7.1212,7.02437,6.975,-1.11603,37.85524413,17.62288,42.53391,42.42597,37.84939,0.238267516,0.51182,0.21206,0.2126,0.2383,4.196963209,1.95383,4.71568,4.70371,4.19631,206.1751803,194.5053,206.85548,206.85051,206.38972,163.8673262,159.39768,166.53943,166.08428,164.4013,79.91377544,75.00447,79.99136,80.02423,79.94852,0.289984302,0.29662,0.29299,0.29242,0.29077,877.879,172.333,517.083,818.395,2074.09,279.412,1148.48,37.56546,40.33747,184.95598,23.54228,35.62114,87.29325,0.50621,0.47507,0.47494,0.49314,0.47819,142.15285,149.33484,97.66273,825
90,0.69708,4.53563,8.06628,84.27249,2.43208,7.805236016,7.98979,7.82616,7.74212,7.80532,6.963213286,6.80533,7.11982,7.02302,6.97383,-1.1214,37.85229181,17.56272,42.49058,42.38262,37.85497,0.235049836,0.50659,0.20939,0.20993,0.23503,4.254416914,1.97397,4.77574,4.7636,4.25472,206.4160411,194.94204,207.09626,207.09137,206.64131,163.9190525,159.52946,166.57461,166.12153,164.4575,80.01789861,75.1896,80.09668,80.12951,80.05736,0.289810559,0.29634,0.29279,0.29223,0.29058,885.521,174.316,521.24,824.451,2088.07,282.07,1155.56,37.81731,37.82157,182.58395,21.17243,33.15983,84.90736,0.50318,0.47372,0.47297,0.49135,0.47612,142.16229,149.42412,97.67659,830
85,0.63716,4.53551,8.12779,84.2711,2.43204,7.806667601,7.99266,7.82767,7.7436,7.80663,6.961927192,6.80288,7.11844,7.02168,6.97266,-1.1268,37.84728802,17.50254,42.444,42.33604,37.85597,0.231844221,0.50134,0.20674,0.20726,0.23179,4.313241006,1.99467,4.8371,4.8248,4.31423,206.6536392,195.37845,207.33335,207.32858,206.88844,163.9681008,159.66061,166.60675,166.15578,164.51032,80.12078782,75.37469,80.20061,80.23341,80.16448,0.289636816,0.29605,0.29259,0.29203,0.2904,893.33,176.378,525.562,830.749,2102.6,284.834,1162.76,38.07133,35.32037,180.21873,18.81244,30.70748,82.53182,0.50024,0.47234,0.47099,0.48955,0.47405,142.16834,149.51125,97.68691,835
80,0.5824,4.5354,8.18402,84.26982,2.43201,7.808095268,7.99554,7.82918,7.74508,7.80794,6.960645045,6.80043,7.11707,7.02034,6.97149,-1.13223,37.84022076,17.44237,42.39418,42.2862,37.85258,0.228650225,0.49604,0.20409,0.20461,0.22858,4.373492302,2.01595,4.89983,4.88735,4.37492,206.8881183,195.81455,207.56691,207.56229,207.13135,164.0145942,159.79112,166.636,166.18718,164.55995,80.22249814,75.55974,80.30321,80.33599,80.26997,0.289463073,0.29576,0.29239,0.29184,0.29022,901.33,178.524,530.06,837.303,2117.72,287.71,1170.12,38.32827,32.83343,177.86043,16.46238,28.26412,80.16667,0.49739,0.47094,0.469,0.48775,0.47197,142.17108,149.59631,97.69376,840
75,0.53234,4.5353,8.23542,84.26865,2.43198,7.809519021,7.99842,7.83069,7.74656,7.80926,6.959366841,6.79798,7.1157,7.019,6.97031,-1.13768,37.83107849,17.38219,42.34112,42.23313,37.84495,0.225467402,0.49071,0.20145,0.20197,0.22538,4.435230942,2.03785,4.96398,4.95132,4.43686,207.1196334,196.25032,207.79712,207.79269,207.37028,164.0586643,159.92101,166.6625,166.21586,164.60655,80.32308894,75.74474,80.40454,80.43731,80.37393,0.289289331,0.29547,0.2922,0.29164,0.29003,909.544,180.758,534.743,844.127,2133.46,290.706,1177.66,38.58888,30.36036,175.50919,14.12228,25.82982,77.81194,0.49462,0.46952,0.467,0.48594,0.46988,142.17058,149.67937,97.69725,845
70,0.48658,4.5352,8.2824,84.26759,2.43195,7.810938863,8.00131,7.83219,7.74803,7.81059,6.958092574,6.79553,7.11433,7.01767,6.96912,-1.14316,37.81985016,17.32201,42.28483,42.17682,37.83324,0.222295302,0.48535,0.19882,0.19933,0.22222,4.498520628,2.06038,5.02961,5.01677,4.50011,207.348351,196.68577,208.02416,208.01997,207.60547,164.1004513,160.05027,166.68642,166.24198,164.6503,80.42262421,75.9297,80.50467,80.53745,80.47646,0.289115588,0.29518,0.292,0.29145,0.28985,917.997,183.086,539.624,851.239,2149.87,293.827,1185.4,38.85365,27.90082,173.16514,11.79221,23.40461,75.46771,0.49191,0.46807,0.46499,0.48411,0.46777,142.16692,149.76053,97.69743,850
65,0.44476,4.5351,8.32535,84.26661,2.43192,7.812354795,8.00419,7.83369,7.7495,7.81193,6.956822238,6.79308,7.11297,7.01634,6.96793,-1.14865,37.80652519,17.26183,42.2253,42.11729,37.81758,0.219133469,0.47994,0.1962,0.1967,0.21907,4.563428884,2.08359,5.0968,5.08376,4.56476,207.5744503,197.1209,208.24824,208.24431,207.83718,164.1401053,160.1789,166.70792,166.26572,164.6914,80.52117286,76.11462,80.6037,80.63649,80.57766,0.288941845,0.2949,0.2918,0.29125,0.28967,926.713,185.515,544.715,858.656,2166.99,297.082,1193.36,39.12335,25.45451,170.82843,9.47223,20.98857,73.13403,0.48926,0.46659,0.46296,0.48227,0.46565,142.1602,149.83986,97.6944,855
60,0.40653,4.53502,8.3646,84.26572,2.4319,7.81376682,8.00708,7.83519,7.75096,7.81326,6.955555829,6.79063,7.11161,7.01501,6.96674,-1.15416,37.79109351,17.20164,42.16256,42.05453,37.79809,0.215981445,0.4745,0.19359,0.19409,0.21594,4.630027353,2.10748,5.1656,5.15237,4.63089,207.7981245,197.55571,208.46958,208.46593,208.06568,164.1777865,160.30692,166.72719,166.28725,164.73004,80.6188091,76.2995,80.70169,80.73451,80.67762,0.288768103,0.29461,0.29161,0.29106,0.28949,935.719,188.05,550.028,866.398,2184.85,300.48,1201.57,39.39844,23.02118,168.49919,7.16242,18.58176,70.81097,0.48667,0.46507,0.46092,0.48041,0.46352,142.15044,149.91743,97.68822,860
55,0.37159,4.53493,8.40049,84.26491,2.43187,7.81517494,8.00997,7.83668,7.75242,7.8146,6.954293341,6.78818,7.11026,7.01369,6.96554,-1.15969,37.77354551,17.14145,42.09659,41.98855,37.77491,0.212838771,0.46902,0.19098,0.19147,0.21283,4.6983921,2.13211,5.23611,5.22267,4.69856,208.0195809,197.99019,208.68841,208.68508,208.29123,164.2136664,160.43431,166.74442,166.30676,164.76644,80.7156129,76.48434,80.79873,80.83159,80.77646,0.28859436,0.29432,0.29141,0.29086,0.28931,945.042,190.698,555.579,874.486,2203.51,304.03,1210.06,39.67972,20.6006,166.17759,4.86287,16.18427,68.49863,0.48412,0.46353,0.45886,0.47854,0.46137,142.13774,149.99332,97.67896,865
50,0.33965,4.53485,8.43328,84.26418,2.43185,7.816579157,8.01286,7.83816,7.75388,7.81595,6.953034769,6.78573,7.10891,7.01238,6.96435,-1.16522,37.7538721,17.08126,42.02743,41.91938,37.74813,0.20970498,0.4635,0.18838,0.18887,0.20974,4.768603965,2.15749,5.30839,5.29474,4.76788,208.239043,198.42436,208.90498,208.90199,208.51413,164.2479283,160.56109,166.75982,166.32446,164.8008,80.81167036,76.66914,80.89494,80.92784,80.87428,0.288420617,0.29403,0.29121,0.29067,0.28913,954.712,193.467,561.383,882.943,2223.02,307.741,1218.85,39.96777,18.19257,163.86381,2.57369,13.79619,66.1971,0.48161,0.46195,0.45677,0.47665,0.4592,142.12221,150.06762,97.66671,870
45,0.31046,4.53477,8.46327,84.2635,2.43184,7.817979475,8.01576,7.83965,7.75533,7.8173,6.951780107,6.78328,7.10756,7.01106,6.96315,-1.17076,37.73206465,17.02107,41.95507,41.84701,37.71786,0.206579605,0.45794,0.18579,0.18627,0.20666,4.840748928,2.18368,5.38253,5.36867,4.83893,208.4567511,198.85821,209.11957,209.11694,208.73468,164.2807684,160.68725,166.7736,166.34057,164.83336,80.90707426,76.85389,80.9904,81.02336,80.97121,0.288246875,0.29374,0.29101,0.29047,0.28894,964.76,196.365,567.458,891.793,2243.44,311.626,1227.97,40.26313,15.79698,161.55801,0.29498,11.41763,63.90648,0.47912,0.46033,0.45467,0.47473,0.457,142.10386,150.14038,97.65153,875
40,0.28378,4.5347,8.49067,84.2629,2.43182,7.819375896,8.01865,7.84113,7.75678,7.81864,6.950529351,6.78083,7.10622,7.00975,6.96195,-1.17631,37.70811505,16.96087,41.87953,41.77145,37.68418,0.203462172,0.45235,0.1832,0.18367,0.20359,4.914918527,2.2107,5.45863,5.44454,4.9118,208.672964,199.29173,209.33247,209.33022,208.95318,164.3123969,160.8128,166.78601,166.35531,164.86436,81.00192454,77.0386,81.08524,81.11826,81.06737,0.288073132,0.29345,0.29082,0.29028,0.28876,975.219,199.4,573.821,901.065,2264.83,315.695,1237.45,40.56661,13.41367,159.26038,-1.97313,9.04869,61.6269,0.47666,0.45868,0.45253,0.4728,0.45478,142.08279,150.21169,97.63348,880
35,0.25938,4.53463,8.51571,84.26235,2.4318,7.82076842,8.02155,7.84261,7.75823,7.81999,6.949282494,6.77838,7.10488,7.00844,6.96074,-1.18186,37.68201565,16.90066,41.80082,41.69273,37.64719,0.200352207,0.44671,0.18061,0.18108,0.20054,4.991210304,2.23859,5.53677,5.52245,4.9866,208.8879605,199.72493,209.54399,209.54213,209.16997,164.343039,160.93775,166.7973,166.36895,164.89406,81.09632891,77.22327,81.17958,81.21266,81.16288,0.287899389,0.29317,0.29062,0.29008,0.28858,986.123,202.583,580.493,910.786,2287.26,319.962,1247.32,40.87876,11.04257,156.97113,-4.23051,6.68951,59.35848,0.47422,0.45698,0.45037,0.47083,0.45253,142.05906,150.28162,97.61265,885
30,0.23709,4.53456,8.5386,84.26185,2.43179,7.822157053,8.02446,7.84408,7.75967,7.82135,6.948039531,6.77592,7.10355,7.00714,6.95954,-1.18741,37.65375933,16.84046,41.71896,41.61086,37.60696,0.197249229,0.44103,0.17803,0.17849,0.19749,5.069728306,2.26741,5.61707,5.60251,5.06343,209.1020405,200.15781,209.75448,209.75302,209.38541,164.372936,161.06208,166.80775,166.38175,164.92272,81.19040349,77.4079,81.27354,81.30669,81.25789,0.287725646,0.29288,0.29042,0.28989,0.2884,997.512,205.924,587.496,920.991,2310.81,324.44,1257.63,41.20038,8.68364,154.69048,-6.47698,4.34022,57.10138,0.47179,0.45524,0.44817,0.46884,0.45026,142.03275,150.35026,97.5891,890
25,0.21671,4.53449,8.55953,84.26139,2.43179,7.823541795,8.02736,7.84555,7.76111,7.8227,6.946800459,6.77347,7.10222,7.00584,6.95834,-1.19297,37.62333944,16.78024,41.63396,41.52584,37.56356,0.194152755,0.43531,0.17545,0.17591,0.19446,5.150583625,2.29719,5.69963,5.68483,5.1424,209.3155279,200.59037,209.9643,209.96325,209.59985,164.4023471,161.18582,166.81764,166.39399,164.95062,81.2842735,77.59249,81.36727,81.4005,81.35253,0.287551904,0.29259,0.29023,0.28969,0.28822,1009.43,209.435,594.856,931.713,2335.55,329.146,1268.39,41.53203,6.33684,152.41864,-8.71239,2.00099,54.85575,0.46936,0.45345,0.44594,0.46681,0.44794,142.00391,150.41765,97.56289,895
