T (C),Phases vol%-AUSTENITE-1.0(C/s),Phases vol%-FERRITE-1.0(C/s),Phases vol%-BAINITE-1.0(C/s),Phases vol%-PEARLITE-1.0(C/s),Density (g/(cm)^3)-BAINITE_PEARLITE-1.0(C/s),Density (g/(cm)^3)-AUSTENITE-1.0(C/s),Density (g/(cm)^3)-FERRITE-1.0(C/s),Density (g/(cm)^3)-TOTAL-1.0(C/s),Molar volume (cm^3)-BAINITE_PEARLITE-1.0(C/s),Molar volume (cm^3)-AUSTENITE-1.0(C/s),Molar volume (cm^3)-FERRITE-1.0(C/s),Molar volume (cm^3)-TOTAL-1.0(C/s),Linear expansion (%)-  -1.0(C/s),Thermal conductivity (W/(m*K))-BAINITE_PEARLITE-1.0(C/s),Thermal conductivity (W/(m*K))-AUSTENITE-1.0(C/s),Thermal conductivity (W/(m*K))-FERRITE-1.0(C/s),Thermal conductivity (W/(m*K))-TOTAL-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-BAINITE_PEARLITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-AUSTENITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-FERRITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-TOTAL-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-BAINITE_PEARLITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-AUSTENITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-FERRITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-TOTAL-1.0(C/s),Young's modulus (GPa)-BAINITE_PEARLITE-1.0(C/s),Young's modulus (GPa)-AUSTENITE-1.0(C/s),Young's modulus (GPa)-FERRITE-1.0(C/s),Young's modulus (GPa)-TOTAL-1.0(C/s),Bulk modulus (GPa)-BAINITE_PEARLITE-1.0(C/s),Bulk modulus (GPa)-AUSTENITE-1.0(C/s),Bulk modulus (GPa)-FERRITE-1.0(C/s),Bulk modulus (GPa)-TOTAL-1.0(C/s),Shear modulus(GPa)-BAINITE_PEARLITE-1.0(C/s),Shear modulus(GPa)-AUSTENITE-1.0(C/s),Shear modulus(GPa)-FERRITE-1.0(C/s),Shear modulus(GPa)-TOTAL-1.0(C/s),Poisson's ratio-BAINITE_PEARLITE-1.0(C/s),Poisson's ratio-AUSTENITE-1.0(C/s),Poisson's ratio-FERRITE-1.0(C/s),Poisson's ratio-TOTAL-1.0(C/s),Yield Stress (MPa)-TOTAL-1.0(C/s),Yield Stress (MPa)-FERRITE-1.0(C/s),Yield Stress (MPa)-PEARLITE-1.0(C/s),Yield Stress (MPa)-BAINITE-1.0(C/s),Yield Stress (MPa)-AUSTENITE-1.0(C/s),Tensile Stress (MPa)-TOTAL-1.0(C/s),Hardness (HRC)-TOTAL-1.0(C/s),Enthalpy (J/g)-TOTAL-1.0(C/s),Enthalpy (J/g)-AUSTENITE-1.0(C/s),Enthalpy (J/g)-FERRITE-1.0(C/s),Enthalpy (J/g)-BAINITE_PEARLITE-1.0(C/s),Enthalpy (J/g)-MARTENSITE-1.0(C/s),Specific heat (J/(g K))-TOTAL-1.0(C/s),Specific heat (J/(g K))-AUSTENITE-1.0(C/s),Specific heat (J/(g K))-FERRITE-1.0(C/s),Specific heat (J/(g K))-BAINITE_PEARLITE-1.0(C/s),Specific heat (J/(g K))-MARTENSITE-1.0(C/s),Latent heat (J/g)-FERRITE-1.0(C/s),Latent heat (J/g)-BAINITE_PEARLITE-1.0(C/s),Latent heat (J/g)-MARTENSITE-1.0(C/s),TIME(s)-Cooling_1.0(C/s)
685,99.9427,0.0572975, , , ,7.67956,7.62082,7.67953, ,7.12084,7.31168,7.12094,-0.54043, ,24.78892,32.83461,24.79262, ,0.94698,0.71494,0.94684, ,1.05599,1.39872,1.05614, ,139.82176,145.23567,139.82575, ,138.17533,131.73716,138.17219, ,52.51137,55.17001,52.51321, ,0.33135,0.31626,0.33134,154.652,103.268, , ,154.682,239.371,-48.32251,492.79288,492.85052,398.66236,410.29453, ,0.58416,0.58055,0.91442,0.88744, ,77.43719,82.55599,31.60672,235
680,99.91372,0.0862849, , , ,7.68224,7.62274,7.68218, ,7.11832,7.30984,7.11848,-0.55175, ,24.72879,32.93587,24.73446, ,0.94433,0.70902,0.94411, ,1.05895,1.4104,1.05919, ,140.29897,145.97976,140.30519, ,138.40798,132.27013,138.40351, ,52.70212,55.46097,52.70497, ,0.33106,0.31606,0.33104,154.876,103.442, , ,154.921,240.31,-48.08448,489.86763,489.95551,394.11314,405.87763, ,0.58505,0.57977,0.90513,0.8792, ,79.07197,84.07788,33.35698,240
675,99.87373,0.12627, , , ,7.6849,7.62466,7.68483, ,7.1158,7.30799,7.11604,-0.56302, ,24.66864,33.03857,24.67707, ,0.94167,0.70311,0.94135, ,1.06195,1.42226,1.06231, ,140.77616,146.72168,140.78558, ,138.63961,132.8,138.63347, ,52.89295,55.75119,52.89724, ,0.33076,0.31586,0.33075,155.107,103.617, , ,155.174,241.256,-47.84548,486.93517,487.06671,389.60966,401.50134, ,0.58649,0.579,0.89612,0.8712, ,80.67211,85.56537,35.0651,245
670,99.81362,0.18638, , , ,7.68756,7.62658,7.68745, ,7.11326,7.30616,7.11361,-0.57418, ,24.60845,33.14267,24.62107, ,0.93899,0.6972,0.93851, ,1.06497,1.4343,1.06552, ,141.25359,147.4614,141.26795, ,138.87032,133.32675,138.86183, ,53.08397,56.04067,53.09047, ,0.33047,0.31566,0.33045,155.351,103.795, , ,155.45,242.217,-47.60342,483.98874,484.1859,385.15058,397.1645, ,0.58929,0.57822,0.88738,0.86342, ,82.24215,87.0214,36.73433,250
665,99.73252,0.26748, , , ,7.69021,7.62849,7.69004, ,7.11071,7.30432,7.11122,-0.58523, ,24.5482,33.24814,24.56659, ,0.93631,0.69131,0.93561, ,1.06802,1.44654,1.06882, ,141.73126,148.19887,141.75252, ,139.10011,133.85034,139.08874, ,53.27519,56.32938,53.28476, ,0.33018,0.31547,0.33014,155.608,103.975, , ,155.75,243.193,-47.35833,481.02561,481.31325,380.73462,392.86601, ,0.59263,0.57744,0.87888,0.85586, ,83.78308,88.44724,38.36624,255
660,99.63006,0.36994, , , ,7.69285,7.6304,7.69262, ,7.10814,7.3025,7.10884,-0.59616, ,24.48791,33.35496,24.51371, ,0.93361,0.68542,0.93263, ,1.07111,1.45896,1.07224, ,142.2092,148.93403,142.23949, ,139.329,134.37073,139.31438, ,53.46661,56.61729,53.48017, ,0.32989,0.31527,0.32983,155.877,104.158, , ,156.075,244.182,-47.11052,478.04241,478.44884,376.36057,388.60478, ,0.59664,0.57666,0.87062,0.84851, ,85.29586,89.84406,39.96224,260
655,99.49661,0.50339, , , ,7.69547,7.63231,7.69515, ,7.10555,7.30067,7.10651,-0.60692, ,24.42754,33.46309,24.46316, ,0.9309,0.67954,0.92955, ,1.07423,1.47157,1.07579, ,142.68767,149.66684,142.73006, ,139.55707,134.88789,139.53867, ,53.65834,56.9044,53.67723, ,0.32959,0.31507,0.32952,156.163,104.342, , ,156.434,245.194,-46.85776,475.03183,475.59466,372.02726,384.37982, ,0.60212,0.57588,0.86258,0.84136, ,86.7847,91.21484,41.5256,265
650,99.30789,0.67776, ,0.0143557,7.620970842,7.69807,7.63421,7.69763,7.149213058,7.10293,7.29885,7.10423,-0.61742,31.00252313,24.36707,33.57249,24.41657,0.729526913,0.92819,0.67368,0.9263,1.370751349,1.07737,1.48438,1.07956,152.9212285,143.16696,150.39725,143.22717,134.212057,139.78444,135.40178,139.76099,58.41695953,53.85049,57.19069,53.87721,0.309802992,0.3293,0.31488,0.3292,156.523,104.529,360.263, ,156.839,246.309,-46.57767,472.03482,472.75288,367.73357,380.19014, ,0.5994,0.57511,0.85477,0.8344, ,88.25381,92.56274,43.05971,270
645,99.08612,0.89351, ,0.0203626,7.622853046,7.70065,7.63612,7.70005,7.147446126,7.10027,7.29703,7.10199,-0.62771,31.08134686,24.30651,33.68314,24.37278,0.723735529,0.92546,0.66783,0.92294,1.381720201,1.08054,1.49738,1.08349,153.5983331,143.64706,151.12521,143.72862,134.6876761,140.0111,135.91238,139.9827,58.68250197,54.04308,57.47612,54.07913,0.309626967,0.32901,0.31468,0.32887,156.874,104.719,360.75, ,157.29,247.408,-46.3033,468.96286,469.92344,363.47844,376.03481, ,0.61439,0.57434,0.84716,0.82762, ,89.70344,93.88863,44.56567,275
640,98.81147,1.16062, ,0.0279094,7.624731279,7.7032,7.63801,7.70242,7.14568364,7.09758,7.29522,7.09982,-0.6377,31.16107147,24.24582,33.79499,24.33319,0.717952687,0.92272,0.662,0.91941,1.392849442,1.08375,1.51058,1.08765,154.2732005,144.12829,151.85067,144.23695,135.1603128,140.23715,136.41965,140.2035,58.9472701,54.23622,57.7607,54.28406,0.309450941,0.32871,0.31448,0.32854,157.258,104.91,361.267, ,157.799,248.551,-46.01829,465.84319,467.10862,359.26084,371.91295, ,0.62394,0.57357,0.83976,0.82102, ,91.13769,95.19567,46.04686,280
635,98.48282,1.47922, ,0.0379604,7.626605553,7.70571,7.63991,7.70471,7.1439257,7.09484,7.29341,7.09772,-0.64739,31.24167595,24.185,33.90802,24.29805,0.712179303,0.91998,0.65618,0.9157,1.404140777,1.08698,1.52398,1.09206,154.9457851,144.61065,152.57358,144.75256,135.6299386,140.46261,136.92356,140.42374,59.21124606,54.42992,58.04439,54.49219,0.309274917,0.32841,0.31428,0.3282,157.676,105.105,361.815, ,158.366,249.741,-45.72179,462.67328,464.30854,355.07981,367.8237, ,0.63398,0.5728,0.83254,0.81458, ,92.557,96.48484,47.50447,285
630,98.09013,1.85933, ,0.0505381,7.628475856,7.7082,7.6418,7.70692,7.142172209,7.09206,7.2916,7.09569,-0.65672,31.32313398,24.12404,34.02217,24.26827,0.706416383,0.91723,0.65038,0.91177,1.415595709,1.09024,1.53757,1.09676,155.6160452,145.09444,153.2939,145.27698,136.0965234,140.68757,137.42407,140.64365,59.4744138,54.6243,58.32717,54.70414,0.309098893,0.32811,0.31409,0.32784,158.134,105.301,362.399, ,159.003,250.987,-45.41218,459.44132,461.52546,350.9344,363.76625, ,0.64639,0.57203,0.82551,0.8083, ,93.96521,97.75921,48.94178,290
625,97.6429,2.29096, ,0.0661394,7.630342195,7.71065,7.64369,7.70907,7.140423214,7.08923,7.2898,7.09374,-0.66572,31.40542246,24.06294,34.13743,24.24331,0.70066483,0.91446,0.64459,0.90766,1.42721592,1.09354,1.55137,1.10173,156.2839367,145.57941,154.01158,145.80935,136.5600383,140.91196,137.92115,140.86379,59.736756,54.81925,58.60904,54.91953,0.308922869,0.32781,0.31389,0.32748,158.628,105.501,363.014, ,159.702,252.282,-45.09098,456.15487,458.75747,346.82372,359.7398, ,0.65729,0.57127,0.81865,0.80218, ,95.35962,99.01767,50.35785,295
620,97.13068,2.78406, ,0.085264,7.632204564,7.71307,7.64557,7.71112,7.138678657,7.08636,7.288,7.09186,-0.67435,31.48851518,24.00168,34.25374,24.22415,0.69492559,0.91169,0.63883,0.90332,1.439002987,1.09686,1.56537,1.10703,156.9494171,146.06588,154.72656,146.35126,137.0204544,141.13587,138.41477,141.0844,59.99825632,55.01492,58.88996,55.13902,0.308746845,0.32751,0.31369,0.32711,159.163,105.702,363.668, ,160.475,253.636,-44.75596,452.80174,456.00701,342.74692,355.74362, ,0.67063,0.57051,0.81196,0.7962, ,96.74427,100.26339,51.75604,300
615,96.57317,3.31842, ,0.10841,7.634062958,7.71545,7.64746,7.71311,7.13693851,7.08344,7.28621,7.09005,-0.6827,31.5723863,23.94031,34.37107,24.20946,0.689199568,0.90891,0.63308,0.89881,1.450958541,1.10021,1.57958,1.11258,157.6124437,146.5533,155.4388,146.90049,137.4777424,141.35914,138.9049,141.30604,60.25889812,55.21108,59.16993,55.36166,0.308570819,0.32721,0.31349,0.32673,159.732,105.907,364.35, ,161.302,255.035,-44.41105,449.3983,453.27007,338.70317,351.77697, ,0.68069,0.56975,0.80543,0.79036, ,98.11357,101.4931,53.13323,305
610,95.97005,3.89387, ,0.13609,7.635917394,7.71781,7.64933,7.71504,7.135202904,7.0805,7.28442,7.0883,-0.69076,31.65701364,23.87882,34.48937,24.19942,0.68348756,0.90612,0.62736,0.89412,1.46308442,1.1036,1.59399,1.11842,158.2729713,147.04171,156.14825,147.45729,137.9318754,141.58178,139.3915,141.52896,60.51866354,55.40773,59.44891,55.58754,0.308394795,0.32691,0.3133,0.32635,160.334,106.114,365.062, ,162.185,256.481,-44.05581,445.94363,450.54689,334.69169,347.83918, ,0.69093,0.569,0.79906,0.78466, ,99.46844,102.70771,54.49053,310
605,95.33155,4.50016, ,0.16829,7.637767852,7.72015,7.65121,7.71691,7.133471672,7.07752,7.28264,7.0866,-0.69859,31.74236696,23.81723,34.60861,24.19335,0.677790507,0.90332,0.62166,0.88928,1.475382127,1.10702,1.6086,1.1245,158.9309598,147.53083,156.85486,148.0205,138.3828235,141.80369,139.87455,141.75345,60.77753721,55.60478,59.72691,55.81615,0.30821877,0.3266,0.3131,0.32596,160.965,106.324,365.799, ,163.113,257.966,-43.69274,442.44556,447.83549,330.71172,343.92958, ,0.69961,0.56824,0.79283,0.77909, ,100.80662,103.90591,55.82675,315
600,94.65783,5.13713, ,0.20503,7.639614347,7.72246,7.65308,7.71873,7.131744954,7.07452,7.28085,7.08495,-0.70619,31.82842367,23.75555,34.72874,24.19136,0.672109157,0.90051,0.61598,0.88429,1.487853557,1.11048,1.62343,1.13085,159.586364,148.0207,157.55859,148.59024,138.83056,142.0249,140.35401,141.9797,61.03550125,55.80223,60.00388,56.04753,0.308042746,0.3263,0.3129,0.32557,161.625,106.537,366.562, ,164.089,259.491,-43.32179,438.90381,445.13613,326.76254,340.04754, ,0.70835,0.56749,0.78674,0.77364, ,102.12915,105.08859,57.14295,320
595,93.96874,5.78446, ,0.2468,7.64145687,7.72476,7.65495,7.72052,7.130022648,7.0715,7.27908,7.08333,-0.71366,31.91515444,23.69382,34.84973,24.19194,0.66644437,0.89769,0.61033,0.87921,1.500500334,1.11397,1.63847,1.13739,160.2391428,148.51073,158.25939,149.16399,139.2750565,142.24522,140.82985,142.20787,61.29253981,55.99985,60.27983,56.28062,0.307866722,0.32599,0.31271,0.32518,162.304,106.753,367.342, ,165.092,261.041,-42.9468,435.33688,442.44452,322.84345,336.19244, ,0.71339,0.56674,0.7808,0.76831, ,103.4307,106.25208,58.43559,325
590,93.26442,6.44198, ,0.2936,7.643295422,7.72705,7.65682,7.72228,7.128304774,7.06847,7.2773,7.08173,-0.721,32.00253276,23.63204,34.97152,24.19513,0.660796917,0.89485,0.6047,0.87403,1.513324251,1.1175,1.65372,1.14413,160.8892534,149.00094,158.95721,149.74176,139.7162856,142.46466,141.30204,142.43802,61.54863608,56.19765,60.55472,56.5154,0.307690698,0.32569,0.31251,0.32479,163.002,106.972,368.138, ,166.121,262.616,-42.56771,431.74524,439.76078,318.95378,332.3637, ,0.71833,0.56599,0.77498,0.7631, ,104.71221,107.39708,59.70549,330
585,92.55559,7.09949, ,0.34493,7.645130002,7.72933,7.65868,7.72403,7.126591313,7.06543,7.27553,7.08016,-0.72826,32.09053083,23.57023,35.09408,24.20009,0.655167567,0.892,0.59909,0.86878,1.526327082,1.12107,1.66919,1.15103,161.5366536,149.49102,159.65201,150.32213,140.1542198,142.68312,141.77055,142.67013,61.80377358,56.39549,60.82854,56.75128,0.307514673,0.32538,0.31231,0.32439,163.714,107.193,368.946, ,167.166,264.207,-42.18728,428.13889,437.08264,315.0929,328.56076, ,0.72127,0.56524,0.76928,0.758, ,105.97139,108.52188,60.95109,335
580,91.84235,7.75687, ,0.40078,7.646960611,7.7316,7.66054,7.72576,7.124882278,7.06239,7.27377,7.07859,-0.73546,32.17912124,23.5084,35.21735,24.20682,0.649557048,0.88914,0.59352,0.86348,1.539510661,1.12469,1.68487,1.1581,162.1813009,149.98097,160.34373,150.90506,140.5888322,142.9006,142.23535,142.9042,62.05793568,56.59337,61.10127,56.98822,0.307338648,0.32508,0.31211,0.324,164.438,107.418,369.766, ,168.226,265.814,-41.80533,424.51863,434.41008,311.26018,324.78307, ,0.72405,0.56449,0.76371,0.753, ,107.20899,109.62701,62.17303,340
575,91.1349,8.40394, ,0.46116,7.648787254,7.73388,7.66239,7.72749,7.123177707,7.05935,7.27201,7.07703,-0.74264,32.26827713,23.44658,35.34129,24.21447,0.643966051,0.88626,0.58797,0.85815,1.552876892,1.12834,1.70076,1.1653,162.8231527,150.47048,161.03232,151.4891,141.0200966,143.11702,142.69642,143.14012,62.31110558,56.79118,61.37289,57.22564,0.307162625,0.32477,0.31192,0.32361,165.171,107.646,370.592, ,169.29,267.428,-41.42397,420.89515,431.74083,307.45503,321.03012, ,0.7247,0.56374,0.75826,0.7481, ,108.42277,110.71071,63.36966,345
570,90.44387,9.03056, ,0.52557,7.650609919,7.73616,7.66425,7.72923,7.121477503,7.05632,7.27025,7.07546,-0.74987,32.35796742,23.38478,35.46586,24.22208,0.638395321,0.88336,0.58245,0.85282,1.566427521,1.13204,1.71688,1.17257,163.4621682,150.95922,161.71776,152.0727,141.4479854,143.33227,143.15371,143.3777,62.56326752,56.98876,61.64339,57.46286,0.3069866,0.32446,0.31172,0.32323,165.905,107.877,371.419, ,170.345,269.041,-41.04565,417.27999,429.07235,303.67688,317.30139, ,0.72303,0.56298,0.75291,0.74331, ,109.61015,111.77096,64.53907,350
565,89.75977,9.64674, ,0.59349,7.652428616,7.73845,7.6661,7.73097,7.119781717,7.0533,7.26849,7.0739,-0.75709,32.44816498,23.32299,35.59101,24.23043,0.632845494,0.88045,0.57696,0.84747,1.580164525,1.13579,1.73322,1.17998,164.0983049,151.44748,162.39997,152.65708,141.8724727,143.54645,143.6072,143.61691,62.81440468,57.18626,61.91275,57.70041,0.306810576,0.32416,0.31152,0.32284,166.645,108.111,372.253, ,171.402,270.66,-40.66846,413.66455,426.40695,299.92519,313.59642, ,0.72309,0.56223,0.74768,0.73861, ,110.77498,112.81053,65.68415,355
560,89.09369,10.24237, ,0.66394,7.654243342,7.74074,7.66794,7.73272,7.118090359,7.05029,7.26674,7.07232,-0.76437,32.53884112,23.26123,35.71669,24.23853,0.627317209,0.87752,0.5715,0.84214,1.594089857,1.13958,1.74977,1.18745,164.731521,151.93493,163.07893,153.24058,142.2935328,143.75946,144.05686,143.85752,63.06450065,57.38352,62.18094,57.93759,0.306634552,0.32386,0.31133,0.32246,167.384,108.349,373.086, ,172.45,272.272,-40.29528,410.06045,423.74211,296.19942,309.91472, ,0.72082,0.56147,0.74254,0.73399, ,111.91468,113.82739,66.80294,360
555,88.44564,10.81746, ,0.7369,7.656054094,7.74304,7.66979,7.73449,7.116403379,7.0473,7.265,7.07072,-0.7717,32.62996517,23.19951,35.84285,24.24629,0.621811114,0.87457,0.56607,0.83682,1.608205413,1.14341,1.76656,1.19501,165.3617757,152.42156,163.75458,153.82305,142.7111393,143.97131,144.50267,144.09937,63.31353945,57.58054,62.44795,58.17434,0.306458527,0.32355,0.31113,0.32209,168.122,108.59,373.92, ,173.486,273.878,-39.92604,406.46947,421.0777,292.49907,306.25587, ,0.7182,0.56072,0.73751,0.72947, ,112.90659,114.82183,67.89585,365
550,87.82682,11.36181, ,0.81137,7.657860874,7.74536,7.67163,7.73629,7.114720801,7.04433,7.26326,7.0691,-0.77916,32.72150845,23.13786,35.96944,24.25265,0.61632779,0.87161,0.56068,0.83155,1.62251324,1.1473,1.78356,1.20258,165.9890271,152.907,164.42687,154.40274,143.1252668,144.18187,144.94459,144.3421,63.56150464,57.77717,62.71376,58.40992,0.306282503,0.32325,0.31093,0.32172,168.851,108.834,374.747, ,174.498,275.467,-39.5633,402.90327,418.41097,288.82365,302.61941, ,0.71324,0.55996,0.73258,0.72503, ,113.96083,115.79156,68.96066,370
545,87.22753,11.88562, ,0.88685,7.659663682,7.74769,7.67346,7.73811,7.113042609,7.04137,7.26152,7.06747,-0.78668,32.81344066,23.07625,36.09642,24.25838,0.610867821,0.86863,0.55531,0.8263,1.63701535,1.15124,1.8008,1.21022,166.6132344,153.39157,165.09577,154.9809,143.53589,144.39128,145.3826,144.58571,63.80838011,57.97354,62.97836,58.64488,0.306106478,0.32294,0.31073,0.32135,169.577,109.082,375.573, ,175.497,277.045,-39.20541,399.35381,415.74436,285.17268,299.00494, ,0.70989,0.55919,0.72773,0.72068, ,114.99018,116.73942,70.00032,375
540,86.64837,12.3888, ,0.96283,7.661462525,7.75003,7.6753,7.73994,7.111368865,7.03843,7.25978,7.06582,-0.79428,32.90573378,23.01469,36.22373,24.26338,0.60543172,0.86563,0.54998,0.82108,1.651713921,1.15523,1.81826,1.21791,167.2343557,153.87524,165.76122,155.55729,143.9429846,144.59951,145.81666,144.83,64.05414934,58.16965,63.24172,58.87912,0.305930456,0.32264,0.31054,0.32099,170.298,109.334,376.399, ,176.482,278.611,-38.85262,395.82211,413.07765,281.5457,295.41206, ,0.70634,0.55843,0.72298,0.7164, ,115.99479,117.66559,71.01509,380
535,86.10028,12.86141, ,1.03831,7.663257379,7.75239,7.67713,7.74181,7.109699355,7.03552,7.25805,7.06414,-0.80202,32.99835087,22.95319,36.35132,24.26653,0.600020137,0.86261,0.54468,0.81593,1.666610733,1.15927,1.83596,1.2256,167.8523528,154.35766,166.42318,156.13013,144.3465233,144.80645,146.24676,145.07457,64.29879753,58.36533,63.50383,59.11188,0.305754429,0.32234,0.31034,0.32063,171.007,109.589,377.218, ,177.439,280.154,-38.50738,392.32141,410.4081,277.94228,291.84036, ,0.70014,0.55766,0.71831,0.7122, ,116.9715,118.56774,72.00268,385
530,85.57387,13.31333, ,1.1128,7.665048269,7.75476,7.67895,7.7437,7.108034294,7.03262,7.25633,7.06244,-0.80984,33.09126819,22.89175,36.47914,24.26863,0.594633451,0.85957,0.53941,0.81081,1.681708284,1.16337,1.85388,1.23334,168.4671824,154.83916,167.08161,156.70067,144.7464841,145.01224,146.67285,145.31945,64.54230733,58.56074,63.76467,59.34371,0.305578404,0.32204,0.31014,0.32028,171.708,109.848,378.035, ,178.381,281.681,-38.16817,388.84144,407.73826,274.36199,288.28949, ,0.69599,0.55689,0.71373,0.70808, ,117.92402,119.44877,72.96612,390
525,85.05804,13.73464,0.0214014,1.18578,7.666835198,7.75716,7.68077,7.74561,7.106373709,7.02975,7.2546,7.06073,-0.81773,33.18445602,22.83039,36.60714,24.27044,0.589272128,0.85652,0.53418,0.8057,1.697008824,1.16752,1.87204,1.24116,169.0788039,155.31935,167.73645,157.27034,145.1428433,145.21675,147.09493,145.5644,64.78466263,58.7557,64.02422,59.57524,0.305402382,0.32174,0.30995,0.31993,172.478,110.111,378.844,561.632,179.293,283.305,-37.80811,385.37027,405.06522,270.80442,284.75907, ,0.69424,0.55611,0.70922,0.70402, ,118.84898,120.30615,73.90291,395
520,84.5475,14.13515,0.060231,1.25675,7.668618141,7.75956,7.68259,7.74752,7.104717364,7.0269,7.25289,7.05901,-0.82565,33.27787584,22.76907,36.73527,24.2725,0.58393676,0.85345,0.52898,0.80058,1.712514211,1.17172,1.89044,1.24909,169.6871794,155.79857,168.38767,157.8399,145.535574,145.42008,147.51295,145.80956,65.02584892,58.95037,64.28246,59.80678,0.305226356,0.32144,0.30975,0.31958,173.306,110.378,379.651,564.534,180.187,285.012,-37.43104,381.90144,402.3915,267.26918,281.24876, ,0.69377,0.55534,0.7048,0.70004, ,119.75001,121.14274,74.81601,400
515,84.01819,14.50501,0.15021,1.3257,7.670397118,7.76199,7.68441,7.74942,7.103065446,7.02408,7.25117,7.05729,-0.83354,33.3715026,22.70784,36.86347,24.2768,0.578627676,0.85035,0.52382,0.7954,1.728227047,1.17598,1.90907,1.25724,170.292267,156.27646,169.03522,158.41281,145.9246547,145.62214,147.92689,146.05502,65.26584927,59.14458,64.53938,60.0398,0.305050333,0.32114,0.30955,0.31923,174.318,110.649,380.449,567.306,181.05,286.993,-36.99359,378.40676,399.71433,263.75587,277.75821, ,0.69894,0.55456,0.70045,0.69612, ,120.62388,121.95612,75.70304,405
510,83.39211,14.854,0.36041,1.39162,7.672172111,7.76444,7.68622,7.75124,7.101417765,7.02127,7.24946,7.05566,-0.84109,33.46529873,22.64667,36.9917,24.29055,0.573345397,0.84724,0.51869,0.7899,1.744149346,1.1803,1.92794,1.26598,170.8940288,156.75334,169.67906,159.00095,146.3100598,145.82303,148.33673,146.30228,65.50464897,59.33848,64.79496,60.27937,0.304874306,0.32084,0.30935,0.31887,175.788,110.925,381.245,569.998,181.895,289.661,-36.40327,374.79035,397.03626,260.26413,274.28711, ,0.72328,0.55378,0.69617,0.69226, ,121.47424,122.74915,76.56695,410
505,82.56839,15.17204,0.80174,1.45449,7.673943148,7.7669,7.68803,7.75289,7.099774593,7.01849,7.24775,7.05417,-0.84792,33.55924188,22.58559,37.11989,24.3232,0.568090157,0.84411,0.5136,0.78381,1.760283974,1.18468,1.94705,1.27583,171.4924223,157.22886,170.31913,159.61981,146.6917696,146.02264,148.74244,146.55334,65.74223083,59.53191,65.04918,60.53205,0.304698283,0.32054,0.30916,0.31847,178.146,111.204,382.032,572.553,182.706,293.668,-35.51942,370.92671,394.35448,256.7936,270.83511, ,0.77273,0.553,0.69197,0.68847, ,122.29781,123.51937,77.4053,415
500,81.33695,15.46876,1.67544,1.51377,7.675710206,7.76939,7.68984,7.75417,7.098135701,7.01574,7.24605,7.05303,-0.85318,33.65329271,22.52456,37.24799,24.39519,0.562862456,0.84096,0.50854,0.77647,1.776632974,1.18912,1.96641,1.28788,172.0874105,157.70335,170.9554,160.30185,147.0697584,146.2211,149.144,146.81303,65.97858049,59.72501,65.30203,60.8116,0.304522259,0.32025,0.30896,0.31802,182.191,111.488,382.816,575.022,183.497,300.216,-34.09497,366.55341,391.67156,253.34393,267.40193, ,0.87466,0.55221,0.68783,0.68474, ,123.09821,124.26963,78.22103,420
495,79.39684,15.74356,3.2836,1.56938,7.677473292,7.77188,7.69164,7.75478,7.096501157,7.013,7.24435,7.05249,-0.85566,33.74742173,22.46359,37.37595,24.5371,0.557662602,0.83779,0.50352,0.76699,1.793198965,1.19362,1.986,1.3038,172.6789533,158.17681,171.58783,161.09318,147.4440045,146.41839,149.54137,147.08816,66.21368205,59.91778,65.55348,61.13759,0.304346234,0.31995,0.30876,0.31746,189.121,111.776,383.597,577.404,184.268,311.087,-31.80035,361.28788,388.98743,249.91478,263.98726, ,1.05311,0.55142,0.68376,0.68107, ,123.87569,125.00017,79.01444,425
490,76.4032,15.89963,6.06826,1.62128,7.679232405,7.7744,7.69344,7.75439,7.09487094,7.01028,7.24266,7.05273,-0.85455,33.84159623,22.40268,37.50372,24.78581,0.552490931,0.8346,0.49854,0.75435,1.809984462,1.19819,2.00585,1.32564,173.2670123,158.64923,172.21636,162.04695,147.8144855,146.61453,149.93454,147.38462,66.44752015,60.11022,65.80352,61.53279,0.30417021,0.31965,0.30856,0.31675,200.774,112.068,384.376,579.697,185.018,328.954,-28.22553,354.69127,386.30209,246.50583,260.59082, ,1.31932,0.55063,0.67975,0.67745, ,124.63056,125.71127,79.78585,430
485,71.72023,15.89206,10.71049,1.66928,7.680987547,7.77713,7.69524,7.75251,7.093245056,7.00782,7.24097,7.05444,-0.84667,33.93578438,22.3426,37.63123,25.21621,0.547347743,0.83136,0.4936,0.73662,1.826992095,1.20285,2.02594,1.35756,173.8515485,159.11203,172.84096,163.24916,148.1811795,146.80681,150.32348,147.70983,66.6800794,60.29878,66.05213,62.0342,0.303994185,0.31936,0.30837,0.3158,219.528,112.366,384.991,580.541,185.401,357.114,-23.04694,345.91313,383.55082,243.11675,257.21231, ,1.75563,0.54983,0.67581,0.67389, ,125.27938,126.33851,80.47088,435
