T (C),Phases vol%-AUSTENITE-1.0(C/s),Phases vol%-FERRITE-1.0(C/s),Phases vol%-BAINITE-1.0(C/s),Phases vol%-PEARLITE-1.0(C/s),Density (g/(cm)^3)-BAINITE_PEARLITE-1.0(C/s),Density (g/(cm)^3)-AUSTENITE-1.0(C/s),Density (g/(cm)^3)-FERRITE-1.0(C/s),Density (g/(cm)^3)-TOTAL-1.0(C/s),Molar volume (cm^3)-BAINITE_PEARLITE-1.0(C/s),Molar volume (cm^3)-AUSTENITE-1.0(C/s),Molar volume (cm^3)-FERRITE-1.0(C/s),Molar volume (cm^3)-TOTAL-1.0(C/s),Linear expansion (%)-  -1.0(C/s),Thermal conductivity (W/(m*K))-BAINITE_PEARLITE-1.0(C/s),Thermal conductivity (W/(m*K))-AUSTENITE-1.0(C/s),Thermal conductivity (W/(m*K))-FERRITE-1.0(C/s),Thermal conductivity (W/(m*K))-TOTAL-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-BAINITE_PEARLITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-AUSTENITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-FERRITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-TOTAL-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-BAINITE_PEARLITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-AUSTENITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-FERRITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-TOTAL-1.0(C/s),Young's modulus (GPa)-BAINITE_PEARLITE-1.0(C/s),Young's modulus (GPa)-AUSTENITE-1.0(C/s),Young's modulus (GPa)-FERRITE-1.0(C/s),Young's modulus (GPa)-TOTAL-1.0(C/s),Bulk modulus (GPa)-BAINITE_PEARLITE-1.0(C/s),Bulk modulus (GPa)-AUSTENITE-1.0(C/s),Bulk modulus (GPa)-FERRITE-1.0(C/s),Bulk modulus (GPa)-TOTAL-1.0(C/s),Shear modulus(GPa)-BAINITE_PEARLITE-1.0(C/s),Shear modulus(GPa)-AUSTENITE-1.0(C/s),Shear modulus(GPa)-FERRITE-1.0(C/s),Shear modulus(GPa)-TOTAL-1.0(C/s),Poisson's ratio-BAINITE_PEARLITE-1.0(C/s),Poisson's ratio-AUSTENITE-1.0(C/s),Poisson's ratio-FERRITE-1.0(C/s),Poisson's ratio-TOTAL-1.0(C/s),Yield Stress (MPa)-TOTAL-1.0(C/s),Yield Stress (MPa)-FERRITE-1.0(C/s),Yield Stress (MPa)-PEARLITE-1.0(C/s),Yield Stress (MPa)-BAINITE-1.0(C/s),Yield Stress (MPa)-AUSTENITE-1.0(C/s),Tensile Stress (MPa)-TOTAL-1.0(C/s),Hardness (HRC)-TOTAL-1.0(C/s),Enthalpy (J/g)-TOTAL-1.0(C/s),Enthalpy (J/g)-AUSTENITE-1.0(C/s),Enthalpy (J/g)-FERRITE-1.0(C/s),Enthalpy (J/g)-BAINITE_PEARLITE-1.0(C/s),Enthalpy (J/g)-MARTENSITE-1.0(C/s),Specific heat (J/(g K))-TOTAL-1.0(C/s),Specific heat (J/(g K))-AUSTENITE-1.0(C/s),Specific heat (J/(g K))-FERRITE-1.0(C/s),Specific heat (J/(g K))-BAINITE_PEARLITE-1.0(C/s),Specific heat (J/(g K))-MARTENSITE-1.0(C/s),Latent heat (J/g)-FERRITE-1.0(C/s),Latent heat (J/g)-BAINITE_PEARLITE-1.0(C/s),Latent heat (J/g)-MARTENSITE-1.0(C/s),TIME(s)-Cooling_1.0(C/s)
870,100, , , , ,7.58125, ,7.58125, ,7.21325, ,7.21325,-0.11533, ,27.0108, ,27.0108, ,1.03689, ,1.03689, ,0.96442, ,0.96442, ,121.96556, ,121.96556, ,128.73567, ,128.73567, ,45.43839, ,45.43839, ,0.3421, ,0.3421,148.316, , , ,148.316,205.455,-57.75911,602.91019,602.91055, ,574.64245, ,0.60975,0.60936, ,0.79136, , ,28.2681,-19.54037,50
865,100, , , , ,7.58388, ,7.58388, ,7.21075, ,7.21075,-0.12685, ,26.95076, ,26.95076, ,1.03465, ,1.03465, ,0.96651, ,0.96651, ,122.45394, ,122.45394, ,129.01379, ,129.01379, ,45.63021, ,45.63021, ,0.34181, ,0.34181,148.456, , , ,148.456,206.361,-57.4804,599.86531,599.86567, ,570.6798, ,0.60898,0.60858, ,0.79323, , ,29.18587,-18.82293,55
860,100, , , , ,7.58651, ,7.58651, ,7.20825, ,7.20825,-0.13837, ,26.89072, ,26.89072, ,1.03241, ,1.03241, ,0.96861, ,0.96861, ,122.942, ,122.942, ,129.29055, ,129.29055, ,45.822, ,45.822, ,0.34152, ,0.34152,148.597, , , ,148.597,207.267,-57.2033,596.82431,596.82466, ,566.70727, ,0.6082,0.6078, ,0.79533, , ,30.11739,-18.08692,60
855,100, , , , ,7.58915, ,7.58915, ,7.20575, ,7.20575,-0.14989, ,26.83068, ,26.83068, ,1.03015, ,1.03015, ,0.97073, ,0.97073, ,123.42974, ,123.42974, ,129.56595, ,129.56595, ,46.01375, ,46.01375, ,0.34123, ,0.34123,148.74, , , ,148.74,208.175,-56.92748,593.78719,593.78755, ,562.72369, ,0.60742,0.60703, ,0.79763, , ,31.06386,-17.33146,65
850,100, , , , ,7.59178, ,7.59178, ,7.20325, ,7.20325,-0.1614, ,26.77064, ,26.77064, ,1.02789, ,1.02789, ,0.97287, ,0.97287, ,123.91715, ,123.91715, ,129.84001, ,129.84001, ,46.20546, ,46.20546, ,0.34094, ,0.34094,148.884, , , ,148.884,209.084,-56.65313,590.75396,590.75431, ,558.72779, ,0.60665,0.60625, ,0.80023, , ,32.02652,-16.55568,70
845,100, , , , ,7.59442, ,7.59442, ,7.20075, ,7.20075,-0.17292, ,26.7106, ,26.7106, ,1.02561, ,1.02561, ,0.97503, ,0.97503, ,124.40424, ,124.40424, ,130.11273, ,130.11273, ,46.39714, ,46.39714, ,0.34065, ,0.34065,149.03, , , ,149.03,209.993,-56.38025,587.7246,587.72496, ,554.71829, ,0.60587,0.60547, ,0.80309, , ,33.00667,-15.75861,75
840,100, , , , ,7.59705, ,7.59705, ,7.19825, ,7.19825,-0.18443, ,26.65056, ,26.65056, ,1.02332, ,1.02332, ,0.97721, ,0.97721, ,124.891, ,124.891, ,130.38412, ,130.38412, ,46.58878, ,46.58878, ,0.34036, ,0.34036,149.177, , , ,149.177,210.904,-56.10871,584.69914,584.69949, ,550.69376, ,0.60509,0.6047, ,0.80625, , ,34.00573,-14.93923,80
835,100, , , , ,7.59969, ,7.59969, ,7.19575, ,7.19575,-0.19594, ,26.59052, ,26.59052, ,1.02103, ,1.02103, ,0.9794, ,0.9794, ,125.37744, ,125.37744, ,130.65419, ,130.65419, ,46.78038, ,46.78038, ,0.34006, ,0.34006,149.326, , , ,149.326,211.815,-55.83862,581.67755,581.6779, ,546.65274, ,0.60432,0.60392, ,0.80971, , ,35.02516,-14.09643,85
830,100, , , , ,7.60233, ,7.60233, ,7.19325, ,7.19325,-0.20745, ,26.53048, ,26.53048, ,1.01872, ,1.01872, ,0.98162, ,0.98162, ,125.86356, ,125.86356, ,130.92294, ,130.92294, ,46.97194, ,46.97194, ,0.33977, ,0.33977,149.476, , , ,149.476,212.727,-55.56995,578.65986,578.6602, ,542.59362, ,0.60354,0.60314, ,0.8135, , ,36.06658,-13.22903,90
825,100, , , , ,7.60498, ,7.60498, ,7.19075, ,7.19075,-0.21896, ,26.47043, ,26.47043, ,1.0164, ,1.0164, ,0.98386, ,0.98386, ,126.34936, ,126.34936, ,131.19038, ,131.19038, ,47.16346, ,47.16346, ,0.33948, ,0.33948,149.628, , , ,149.628,213.64,-55.3026,575.64604,575.64639, ,538.51472, ,0.60276,0.60237, ,0.81764, , ,37.13167,-12.33575,95
820,100, , , , ,7.60762, ,7.60762, ,7.18825, ,7.18825,-0.23047, ,26.41039, ,26.41039, ,1.01408, ,1.01408, ,0.98612, ,0.98612, ,126.83483, ,126.83483, ,131.45652, ,131.45652, ,47.35495, ,47.35495, ,0.33919, ,0.33919,149.781, , , ,149.781,214.553,-55.03666,572.63611,572.63645, ,534.4142, ,0.60199,0.60159, ,0.82217, , ,38.22225,-11.41525,100
815,100, , , , ,7.61027, ,7.61027, ,7.18575, ,7.18575,-0.24198, ,26.35035, ,26.35035, ,1.01174, ,1.01174, ,0.9884, ,0.9884, ,127.31997, ,127.31997, ,131.72137, ,131.72137, ,47.5464, ,47.5464, ,0.3389, ,0.3389,149.936, , , ,149.936,215.467,-54.77211,569.63007,569.63041, ,530.29011, ,0.60121,0.60081, ,0.82709, , ,39.3403,-10.46602,105
810,100, , , , ,7.61291, ,7.61291, ,7.18325, ,7.18325,-0.25348, ,26.2903, ,26.2903, ,1.00939, ,1.00939, ,0.9907, ,0.9907, ,127.80479, ,127.80479, ,131.98492, ,131.98492, ,47.73781, ,47.73781, ,0.33861, ,0.33861,150.093, , , ,150.093,216.381,-54.50884,566.62791,566.62825, ,526.14035, ,0.60043,0.60004, ,0.83246, , ,40.4879,-9.48648,110
805,100, , , , ,7.61556, ,7.61556, ,7.18076, ,7.18076,-0.26499, ,26.23026, ,26.23026, ,1.00703, ,1.00703, ,0.99302, ,0.99302, ,128.28929, ,128.28929, ,132.2472, ,132.2472, ,47.92918, ,47.92918, ,0.33832, ,0.33832,150.251, , , ,150.251,217.296,-54.24694,563.62963,563.62997, ,521.96261, ,0.59966,0.59926, ,0.83831, , ,41.66736,-8.4749,115
800,100, , , , ,7.61821, ,7.61821, ,7.17826, ,7.17826,-0.27649, ,26.17021, ,26.17021, ,1.00466, ,1.00466, ,0.99536, ,0.99536, ,128.77347, ,128.77347, ,132.5082, ,132.5082, ,48.12052, ,48.12052, ,0.33803, ,0.33803,150.411, , , ,150.411,218.212,-53.98641,560.63524,560.63558, ,517.75445, ,0.59888,0.59848, ,0.84467, , ,42.88113,-7.4294,120
795,100, , , , ,7.62086, ,7.62086, ,7.17576, ,7.17576,-0.28799, ,26.11017, ,26.11017, ,1.00228, ,1.00228, ,0.99773, ,0.99773, ,129.25732, ,129.25732, ,132.76794, ,132.76794, ,48.31181, ,48.31181, ,0.33774, ,0.33774,150.573, , , ,150.573,219.128,-53.72712,557.64474,557.64508, ,513.51316, ,0.5981,0.5977, ,0.85159, , ,44.13192,-6.34795,125
790,100, , , , ,7.62352, ,7.62352, ,7.17326, ,7.17326,-0.29949, ,26.05012, ,26.05012, ,0.99989, ,0.99989, ,1.00011, ,1.00011, ,129.74085, ,129.74085, ,133.02641, ,133.02641, ,48.50307, ,48.50307, ,0.33745, ,0.33745,150.736, , , ,150.736,220.044,-53.46918,554.65813,554.65846, ,509.23584, ,0.59732,0.59693, ,0.85912, , ,45.42262,-5.22833,130
785,100, , , , ,7.62617, ,7.62617, ,7.17077, ,7.17077,-0.31099, ,25.99007, ,25.99007, ,0.99748, ,0.99748, ,1.00252, ,1.00252, ,130.22405, ,130.22405, ,133.28363, ,133.28363, ,48.69429, ,48.69429, ,0.33716, ,0.33716,150.901, , , ,150.901,220.961,-53.21256,551.6754,551.67573, ,504.9193, ,0.59655,0.59615, ,0.86732, , ,46.75643,-4.06814,135
780,100, , , , ,7.62883, ,7.62883, ,7.16827, ,7.16827,-0.32249, ,25.93003, ,25.93003, ,0.99507, ,0.99507, ,1.00496, ,1.00496, ,130.70693, ,130.70693, ,133.53961, ,133.53961, ,48.88548, ,48.88548, ,0.33687, ,0.33687,151.068, , , ,151.068,221.878,-52.95716,548.69656,548.69689, ,500.56006, ,0.59577,0.59537, ,0.87624, , ,48.13683,-2.86474,140
775,100, , , , ,7.63148, ,7.63148, ,7.16577, ,7.16577,-0.33398, ,25.86998, ,25.86998, ,0.99264, ,0.99264, ,1.00741, ,1.00741, ,131.18949, ,131.18949, ,133.79434, ,133.79434, ,49.07662, ,49.07662, ,0.33658, ,0.33658,151.237, , , ,151.237,222.795,-52.70307,545.72161,545.72194, ,496.15429, ,0.59499,0.59459, ,0.88598, , ,49.56765,-1.61524,145
770,100, , , , ,7.63414, ,7.63414, ,7.16328, ,7.16328,-0.34548, ,25.80993, ,25.80993, ,0.99021, ,0.99021, ,1.00989, ,1.00989, ,131.67172, ,131.67172, ,134.04784, ,134.04784, ,49.26773, ,49.26773, ,0.33629, ,0.33629,151.407, , , ,151.407,223.713,-52.45027,542.75055,542.75088, ,491.6978, ,0.59421,0.59382, ,0.89659, , ,51.05308,-0.3165,150
765,100, , , , ,7.6368, ,7.6368, ,7.16078, ,7.16078,-0.35697, ,25.74988, ,25.74988, ,0.98776, ,0.98776, ,1.01239, ,1.01239, ,132.15363, ,132.15363, ,134.30012, ,134.30012, ,49.4588, ,49.4588, ,0.336, ,0.336,151.58, , , ,151.58,224.631,-52.19876,539.78338,539.7837, ,487.18597, ,0.59343,0.59304, ,0.90817, , ,52.59773,1.03494,155
760,100, , , , ,7.63947, ,7.63947, ,7.15829, ,7.15829,-0.36847, ,25.68984, ,25.68984, ,0.9853, ,0.9853, ,1.01492, ,1.01492, ,132.63522, ,132.63522, ,134.55117, ,134.55117, ,49.64983, ,49.64983, ,0.33571, ,0.33571,151.754, , , ,151.754,225.549,-51.94843,536.8201,536.82042, ,482.6137, ,0.59266,0.59226, ,0.92083, , ,54.20672,2.44289,160
755,100, , , , ,7.64213, ,7.64213, ,7.15579, ,7.15579,-0.37996, ,25.62979, ,25.62979, ,0.98283, ,0.98283, ,1.01747, ,1.01747, ,133.11648, ,133.11648, ,134.80101, ,134.80101, ,49.84083, ,49.84083, ,0.33542, ,0.33542,151.931, , , ,151.931,226.467,-51.69928,533.86071,533.86103, ,477.89193, ,0.59188,0.59148, ,1.07044, , ,55.9691,3.91154,165
750,100, , , , ,7.6448, ,7.6448, ,7.15329, ,7.15329,-0.39145, ,25.56974, ,25.56974, ,0.98035, ,0.98035, ,1.02005, ,1.02005, ,133.59742, ,133.59742, ,135.04964, ,135.04964, ,50.03178, ,50.03178, ,0.33513, ,0.33513,152.109, , , ,152.109,227.386,-51.45147,530.90522,530.90553, ,472.57483, ,0.5911,0.5907, ,1.05578, ,51.17482,58.3307,5.44551,170
745,100, , , , ,7.64746, ,7.64746, ,7.1508, ,7.1508,-0.40294, ,25.50969, ,25.50969, ,0.97785, ,0.97785, ,1.02265, ,1.02265, ,134.07804, ,134.07804, ,135.29707, ,135.29707, ,50.2227, ,50.2227, ,0.33484, ,0.33484,152.29, , , ,152.29,228.304,-51.20472,527.95364,527.95397, ,467.32963, ,0.59032,0.58992, ,1.04167, ,54.15825,60.62434,7.04994,175
740,100, , , , ,7.65013, ,7.65013, ,7.14831, ,7.14831,-0.41442, ,25.44964, ,25.44964, ,0.97534, ,0.97534, ,1.02528, ,1.02528, ,134.55833, ,134.55833, ,135.54331, ,135.54331, ,50.41358, ,50.41358, ,0.33454, ,0.33454,152.472, , , ,152.472,229.223,-50.95931,525.0054,525.00626, ,462.15356, ,0.58965,0.58914, ,1.02809, ,56.44816,62.8527,8.97593,180
735,100, , , , ,7.6528, ,7.6528, ,7.14581, ,7.14581,-0.42591, ,25.38958, ,25.38958, ,0.97283, ,0.97283, ,1.02793, ,1.02793, ,135.0383, ,135.0383, ,135.78835, ,135.78835, ,50.60442, ,50.60442, ,0.33425, ,0.33425,152.656, , , ,152.657,230.142,-50.71503,522.06109,522.06249, ,457.04402, ,0.58886,0.58836, ,1.01503, ,58.64421,65.01847,11.32909,185
730,100, , , , ,7.65547, ,7.65547, ,7.14332, ,7.14332,-0.4374, ,25.32953, ,25.32953, ,0.9703, ,0.9703, ,1.03061, ,1.03061, ,135.51795, ,135.51795, ,136.03222, ,136.03222, ,50.79523, ,50.79523, ,0.33396, ,0.33396,152.842, , , ,152.843,231.06,-50.47206,519.11913,519.12261, ,451.99852, ,0.58839,0.58759, ,1.00247, ,60.76753,67.12409,13.61608,190
725,100, , , , ,7.65815, ,7.65815, ,7.14082, ,7.14082,-0.44888, ,25.26948, ,25.26948, ,0.96776, ,0.96776, ,1.03332, ,1.03332, ,135.99729, ,135.99729, ,136.27492, ,136.27492, ,50.986, ,50.986, ,0.33367, ,0.33367,153.031, , , ,153.033,231.979,-50.23011,516.18012,516.18675, ,447.25109, ,0.5878,0.58681, ,0.96341, ,62.82683,68.93566,15.83951,195
720,100, , , , ,7.66082, ,7.66082, ,7.13833, ,7.13833,-0.46037, ,25.20942, ,25.20942, ,0.9652, ,0.9652, ,1.03605, ,1.03605, ,136.47632, ,136.47632, ,136.51644, ,136.51644, ,51.17674, ,51.17674, ,0.33338, ,0.33338,153.221, , , ,153.225,232.897,-49.98945,513.24302,513.25484, ,442.46015, ,0.58742,0.58603, ,0.95281, ,64.8267,70.79469,18.00168,200
715,100, , , , ,7.6635, ,7.6635, ,7.13583, ,7.13583,-0.47186, ,25.14937, ,25.14937, ,0.96264, ,0.96264, ,1.03881, ,1.03881, ,136.95503, ,136.95503, ,136.75681, ,136.75681, ,51.36744, ,51.36744, ,0.33309, ,0.33309,153.414, , , ,153.42,233.815,-49.75017,510.30688,510.32694, ,437.72136, ,0.58723,0.58525, ,0.94255, ,66.77113,72.60558,20.10491,205
710,100, , , , ,7.66618, ,7.66618, ,7.13334, ,7.13334,-0.48335, ,25.08931, ,25.08931, ,0.96006, ,0.96006, ,1.0416, ,1.0416, ,137.43345, ,137.43345, ,136.99603, ,136.99603, ,51.55812, ,51.55812, ,0.3328, ,0.3328,153.608, , , ,153.617,234.732,-49.51207,507.37077,507.40311, ,433.03304, ,0.58722,0.58447, ,0.93263, ,68.66337,74.37007,22.15141,210
705,100, , , , ,7.66885, ,7.66885, ,7.13084, ,7.13084,-0.49484, ,25.02925, ,25.02925, ,0.95747, ,0.95747, ,1.04442, ,1.04442, ,137.91158, ,137.91158, ,137.23411, ,137.23411, ,51.74877, ,51.74877, ,0.33251, ,0.33251,153.804, , , ,153.819,235.648,-49.27532,504.43329,504.48343, ,428.39357, ,0.5875,0.58368, ,0.92302, ,70.5063,76.08986,24.14329,215
700,99.98496,0.0150415, , , ,7.67153,7.61503,7.67152, ,7.12835,7.31724,7.12837,-0.50621, ,24.96918,32.53971,24.97011, ,0.95486,0.73271,0.95483, ,1.04727,1.3648,1.04731, ,138.38942,142.991,138.39035, ,137.47105,130.12005,137.47008, ,51.93941,54.29293,51.93984, ,0.33222,0.31685,0.33222,154.016,102.76, , ,154.024,236.585,-49.03373,501.55368,501.56797,412.59878,423.80142, ,0.57592,0.5829,0.94404,0.91371, ,72.3024,77.76655,26.08259,220
695,99.97757,0.0224263, , , ,7.67421,7.61696,7.6742, ,7.12585,7.31538,7.12589,-0.51765, ,24.90911,32.6365,24.91051, ,0.95225,0.72678,0.9522, ,1.05015,1.37593,1.0502, ,138.867,143.74125,138.86845, ,137.70688,130.66209,137.70551, ,52.13002,54.58597,52.1307, ,0.33193,0.31665,0.33193,154.222,102.927, , ,154.234,237.509,-48.79697,498.63514,498.65687,407.90368,419.25512, ,0.58371,0.58212,0.93385,0.90468, ,74.05405,79.40175,27.9713,225
690,99.96157,0.0384328, , , ,7.67689,7.61889,7.67687, ,7.12334,7.31353,7.12342,-0.52905, ,24.84902,32.73481,24.85146, ,0.94962,0.72086,0.94953, ,1.05305,1.38723,1.05315, ,139.34451,144.48949,139.34708, ,137.94166,131.20113,137.93943, ,52.3207,54.87833,52.3219, ,0.33164,0.31645,0.33163,154.435,103.097, , ,154.455,238.439,-48.55947,495.71367,495.75146,403.25871,414.75327, ,0.5843,0.58134,0.92398,0.89593, ,75.7661,80.99819,29.81252,230
