T (C),Phases vol%-AUSTENITE-1.0(C/s),Phases vol%-FERRITE-1.0(C/s),Phases vol%-BAINITE-1.0(C/s),Phases vol%-PEARLITE-1.0(C/s),Density (g/(cm)^3)-BAINITE_PEARLITE-1.0(C/s),Density (g/(cm)^3)-AUSTENITE-1.0(C/s),Density (g/(cm)^3)-FERRITE-1.0(C/s),Density (g/(cm)^3)-TOTAL-1.0(C/s),Molar volume (cm^3)-BAINITE_PEARLITE-1.0(C/s),Molar volume (cm^3)-AUSTENITE-1.0(C/s),Molar volume (cm^3)-FERRITE-1.0(C/s),Molar volume (cm^3)-TOTAL-1.0(C/s),Linear expansion (%)-  -1.0(C/s),Thermal conductivity (W/(m*K))-BAINITE_PEARLITE-1.0(C/s),Thermal conductivity (W/(m*K))-AUSTENITE-1.0(C/s),Thermal conductivity (W/(m*K))-FERRITE-1.0(C/s),Thermal conductivity (W/(m*K))-TOTAL-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-BAINITE_PEARLITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-AUSTENITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-FERRITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-TOTAL-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-BAINITE_PEARLITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-AUSTENITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-FERRITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-TOTAL-1.0(C/s),Young's modulus (GPa)-BAINITE_PEARLITE-1.0(C/s),Young's modulus (GPa)-AUSTENITE-1.0(C/s),Young's modulus (GPa)-FERRITE-1.0(C/s),Young's modulus (GPa)-TOTAL-1.0(C/s),Bulk modulus (GPa)-BAINITE_PEARLITE-1.0(C/s),Bulk modulus (GPa)-AUSTENITE-1.0(C/s),Bulk modulus (GPa)-FERRITE-1.0(C/s),Bulk modulus (GPa)-TOTAL-1.0(C/s),Shear modulus(GPa)-BAINITE_PEARLITE-1.0(C/s),Shear modulus(GPa)-AUSTENITE-1.0(C/s),Shear modulus(GPa)-FERRITE-1.0(C/s),Shear modulus(GPa)-TOTAL-1.0(C/s),Poisson's ratio-BAINITE_PEARLITE-1.0(C/s),Poisson's ratio-AUSTENITE-1.0(C/s),Poisson's ratio-FERRITE-1.0(C/s),Poisson's ratio-TOTAL-1.0(C/s),Yield Stress (MPa)-TOTAL-1.0(C/s),Yield Stress (MPa)-FERRITE-1.0(C/s),Yield Stress (MPa)-PEARLITE-1.0(C/s),Yield Stress (MPa)-BAINITE-1.0(C/s),Yield Stress (MPa)-AUSTENITE-1.0(C/s),Tensile Stress (MPa)-TOTAL-1.0(C/s),Hardness (HRC)-TOTAL-1.0(C/s),Enthalpy (J/g)-TOTAL-1.0(C/s),Enthalpy (J/g)-AUSTENITE-1.0(C/s),Enthalpy (J/g)-FERRITE-1.0(C/s),Enthalpy (J/g)-BAINITE_PEARLITE-1.0(C/s),Enthalpy (J/g)-MARTENSITE-1.0(C/s),Specific heat (J/(g K))-TOTAL-1.0(C/s),Specific heat (J/(g K))-AUSTENITE-1.0(C/s),Specific heat (J/(g K))-FERRITE-1.0(C/s),Specific heat (J/(g K))-BAINITE_PEARLITE-1.0(C/s),Specific heat (J/(g K))-MARTENSITE-1.0(C/s),Latent heat (J/g)-FERRITE-1.0(C/s),Latent heat (J/g)-BAINITE_PEARLITE-1.0(C/s),Latent heat (J/g)-MARTENSITE-1.0(C/s),TIME(s)-Cooling_1.0(C/s)
375, ,40.74645,58.70258,0.55344,7.725192957, ,7.73399,7.72976,7.125044298, ,7.20474,7.1573,-0.61814,38.57768351, ,40.28654,39.56681,0.411628526, ,0.39417,0.40134,2.429374878, ,2.53699,2.49166,185.7746134, ,185.50772,185.76114,156.4868476, ,157.76801,157.13672,71.35472841, ,71.12868,71.28358,0.301891952, ,0.30403,0.30297,274.592,120.462,373.896,379.462, ,445.171,-9.88831,177.12741, ,173.07033,179.88956, ,0.60481, ,0.6018,0.60434, ,135.97121,133.69101,108.54904,545
370, ,40.74638,58.70265,0.55344,7.726881897, ,7.73571,7.73147,7.123483508, ,7.20314,7.15573,-0.62535,38.6849551, ,40.39336,39.67598,0.407320493, ,0.39009,0.39715,2.455069205, ,2.56349,2.51796,186.2818753, ,186.03075,186.27623,156.7665098, ,158.05378,157.41928,71.55955146, ,71.34001,71.49175,0.301706119, ,0.30383,0.30278,275.293,120.903,374.763,380.339, ,446.444,-9.72694,174.11748, ,170.06842,176.87462, ,0.60199, ,0.59891,0.60159, ,136.33416,134.06389,108.92872,550
365, ,40.74631,58.70273,0.55344,7.72856712, ,7.73742,7.73316,7.121926795, ,7.20154,7.15415,-0.63254,38.79130847, ,40.49861,39.78395,0.403045827, ,0.38605,0.39299,2.48110744, ,2.59031,2.5446,186.7845477, ,186.54892,186.78657,157.0417361, ,158.33485,157.69728,71.7626745, ,71.54954,71.69817,0.301520286, ,0.30363,0.30259,276.008,121.354,375.648,381.233, ,447.723,-9.56492,171.12148, ,167.08087,173.87332, ,0.5992, ,0.59606,0.59888, ,136.68703,134.42734,109.29804,555
360, ,40.74623,58.7028,0.55344,7.730248622, ,7.73914,7.73486,7.120374156, ,7.19995,7.15258,-0.63971,38.89670294, ,40.60222,39.89064,0.398804367, ,0.38205,0.38887,2.507495109, ,2.61744,2.57157,187.2826004, ,187.06221,187.29213,157.3125142, ,158.61121,157.97071,71.96408514, ,71.75727,71.90281,0.301334452, ,0.30344,0.3024,276.736,121.813,376.55,382.145, ,449.01,-9.40226,168.13926, ,164.10752,170.8855, ,0.59644, ,0.59323,0.5962, ,137.03003,134.78153,109.65717,560
355, ,40.74616,58.70287,0.55344,7.731926402, ,7.74084,7.73655,7.118825588, ,7.19836,7.15102,-0.64686,39.00109798, ,40.70415,39.99603,0.394595942, ,0.37809,0.38478,2.534237921, ,2.6449,2.59889,187.7760035, ,187.57057,187.79288,157.5788325, ,158.88285,158.23956,72.16377121, ,71.96316,72.10567,0.301148619, ,0.30324,0.30221,277.479,122.281,377.469,383.074, ,450.304,-9.23896,165.17066, ,161.14821,167.91103, ,0.59372, ,0.59044,0.59355, ,137.36329,135.1266,110.0063,565
350, ,40.74608,58.70295,0.55344,7.733600458, ,7.74255,7.73824,7.117281086, ,7.19678,7.14946,-0.65399,39.10445324, ,40.80435,40.10007,0.390420367, ,0.37416,0.38073,2.561341783, ,2.67268,2.62655,188.2647282, ,188.07398,188.2888,157.8406797, ,159.14976,158.50382,72.3617208, ,72.16722,72.30672,0.300962786, ,0.30304,0.30201,278.236,122.758,378.407,384.022, ,451.607,-9.07465,162.21553, ,158.20276,164.94973, ,0.59103, ,0.58768,0.59092, ,137.687,135.46275,110.34559,570
345, ,40.746,58.70302,0.55344,7.735270787, ,7.74425,7.73993,7.11574065, ,7.1952,7.1479,-0.66111,39.20672853, ,40.90276,40.20269,0.386277447, ,0.37026,0.37671,2.588812802, ,2.7008,2.65458,188.7487462, ,188.57241,188.77985,158.0980456, ,159.41192,158.76348,72.55792228, ,72.36943,72.50597,0.300776952, ,0.30285,0.30182,279.009,123.245,379.364,384.989, ,452.919,-8.90972,159.27371, ,155.27103,162.00148, ,0.58836, ,0.58496,0.58833, ,138.00131,135.7901,110.67521,575
340, ,40.74593,58.7031,0.55344,7.736937389, ,7.74594,7.74161,7.114204276, ,7.19362,7.14635,-0.66821,39.30788387, ,40.99933,40.30388,0.382166973, ,0.3664,0.37272,2.6166573, ,2.72925,2.68296,189.22803, ,189.06583,189.26601,158.3509202, ,159.66932,159.01852,72.75236428, ,72.56978,72.7034,0.300591119, ,0.30265,0.30163,279.798,123.742,380.341,385.976, ,454.241,-8.74338,156.34506, ,152.35286,159.06611, ,0.58573, ,0.58226,0.58577, ,138.30642,136.10885,110.99535,580
335, ,40.74585,58.70318,0.55344,7.738600262, ,7.74764,7.74329,7.112671962, ,7.19205,7.1448,-0.67528,39.40787949, ,41.09402,40.40356,0.378088727, ,0.36258,0.36877,2.644881817, ,2.75805,2.71171,189.7025526, ,189.55422,189.74725,158.5992944, ,159.92196,159.26895,72.94503571, ,72.76825,72.899,0.300405286, ,0.30245,0.30144,280.602,124.249,381.337,386.984, ,455.572,-8.57647,153.42943, ,149.4481,156.1435, ,0.58313, ,0.57959,0.58323, ,138.60246,136.41913,111.30616,585
330, ,40.74577,58.70325,0.55344,7.740259403, ,7.74933,7.74496,7.111143704, ,7.19048,7.14326,-0.68234,39.50667585, ,41.18677,40.50171,0.37404248, ,0.35878,0.36485,2.67349313, ,2.78719,2.74083,190.1722882, ,190.03753,190.22355,158.8431599, ,160.16983,159.51474,73.13592582, ,72.96484,73.09275,0.300219452, ,0.30225,0.30125,281.424,124.767,382.354,388.012, ,456.915,-8.40858,150.52668, ,146.55661,153.2335, ,0.58055, ,0.57696,0.58072, ,138.8896,136.7211,111.6078,590
325, ,40.74569,58.70333,0.55344,7.741914811, ,7.75102,7.74663,7.109619501, ,7.18891,7.14172,-0.68939,39.60423362, ,41.27752,40.59827,0.370027991, ,0.35503,0.36097,2.702498255, ,2.81668,2.77033,190.6372117, ,190.51575,190.69487,159.0825089, ,160.41291,159.75589,73.32502411, ,73.15953,73.28465,0.300033619, ,0.30206,0.30106,282.262,125.296,383.392,389.061, ,458.268,-8.23933,147.63667, ,143.67824,150.33597, ,0.578, ,0.57435,0.57824, ,139.16799,137.01492,111.90044,595
320, ,40.74561,58.70341,0.55344,7.743566485, ,7.7527,7.7483,7.108099348, ,7.18735,7.14018,-0.69641,39.70051377, ,41.36625,40.6932,0.366045011, ,0.35131,0.35712,2.731904465, ,2.84653,2.80021,191.0972987, ,190.98886,191.16119,159.3173346, ,160.65121,159.9924,73.51232046, ,73.35232,73.47469,0.299847786, ,0.30186,0.30086,283.119,125.835,384.453,390.133, ,459.633,-8.06914,144.75927, ,140.81285,147.45079, ,0.57548, ,0.57176,0.57579, ,139.43778,137.30072,112.18422,600
315, ,40.74553,58.70349,0.55344,7.745214422, ,7.75438,7.74996,7.106583245, ,7.1858,7.13865,-0.70342,39.7954775, ,41.45288,40.78646,0.362093281, ,0.34762,0.3533,2.761719297, ,2.87674,2.83049,191.552526, ,191.45682,191.6225,159.5476309, ,160.88471,160.22425,73.69780507, ,73.54319,73.66285,0.299661952, ,0.30166,0.30067,283.993,126.387,385.536,391.228, ,461.011,-7.89762,141.89434, ,137.9603,144.57783, ,0.57299, ,0.56921,0.57336, ,139.69913,137.57865,112.45931,605
310, ,40.74545,58.70357,0.55344,7.746858622, ,7.75606,7.75162,7.105071186, ,7.18424,7.13712,-0.7104,39.88908632, ,41.53739,40.878,0.358172531, ,0.34396,0.34951,2.791950565, ,2.90732,2.86117,192.0028711, ,191.91961,192.07876,159.7733923, ,161.1134,160.45145,73.88146851, ,73.73213,73.84913,0.299476119, ,0.30147,0.30048,284.887,126.95,386.642,392.346, ,462.403,-7.7248,139.04175, ,135.12046,141.71696, ,0.57052, ,0.56668,0.57095, ,139.95217,137.84886,112.72586,610
305, ,40.74537,58.70365,0.55345,7.748499081, ,7.75773,7.75328,7.103563171, ,7.18269,7.13559,-0.71737,39.98130202, ,41.61972,40.96778,0.354282484, ,0.34034,0.34575,2.82260638, ,2.93828,2.89225,192.4483125, ,192.37722,192.52996,159.9946146, ,161.3373,160.67398,74.06330169, ,73.91913,74.03351,0.299290286, ,0.30127,0.30029,285.8,127.525,387.773,393.489, ,463.808,-7.5503,136.20138, ,132.29319,138.86805, ,0.56808, ,0.56418,0.56857, ,140.19708,138.1115,112.98402,615
300, ,40.74528,58.70373,0.55345,7.750135799, ,7.7594,7.75493,7.102059195, ,7.18115,7.13407,-0.72432,40.07208673, ,41.69982,41.05576,0.350422854, ,0.33674,0.34203,2.853695153, ,2.96961,2.92375,192.8888297, ,192.82961,192.97607,160.211294, ,161.55638,160.89185,74.24329594, ,74.10419,74.216,0.299104452, ,0.30107,0.3001,286.733,128.114,388.929,394.657, ,465.228,-7.37493,133.37309, ,129.47837,136.03098, ,0.56566, ,0.5617,0.56621, ,140.43398,138.3667,113.23393,620
295, ,40.7452,58.70381,0.55345,7.751768773, ,7.76106,7.75658,7.100559257, ,7.17961,7.13256,-0.73126,40.16140286, ,41.77765,41.14189,0.346593346, ,0.33318,0.33833,2.885225615, ,3.00134,2.95566,193.3244036, ,193.27677,193.41708,160.423428, ,161.77064,161.10505,74.42144297, ,74.28729,74.39657,0.298918619, ,0.30087,0.29991,287.687,128.715,390.11,395.851, ,466.663,-7.19752,130.55678, ,126.67587,133.20564, ,0.56326, ,0.55925,0.56388, ,140.66301,138.6146,113.47575,625
290, ,40.74512,58.70389,0.55345,7.753398003, ,7.76273,7.75823,7.099063354, ,7.17807,7.13104,-0.73817,40.24921321, ,41.85317,41.22614,0.342793657, ,0.32966,0.33467,2.917206835, ,3.03346,2.98801,193.7550158, ,193.71868,193.85297,160.6310148, ,161.9801,161.31358,74.59773496, ,74.46844,74.57523,0.298732786, ,0.30068,0.29971,288.663,129.33,391.318,397.072, ,468.115,-7.0185,127.75232, ,123.88557,130.39192, ,0.56089, ,0.55682,0.56157, ,140.88432,138.85532,113.70961,630
285, ,40.74503,58.70398,0.55345,7.755023487, ,7.76438,7.75987,7.097571483, ,7.17654,7.12953,-0.74507,40.3354809, ,41.92633,41.30846,0.339023477, ,0.32616,0.33104,2.949648229, ,3.06598,3.0208,194.1806492, ,194.15532,194.28371,160.8340536, ,162.18474,161.51744,74.7721645, ,74.6476,74.75196,0.298546952, ,0.30048,0.29952,289.661,129.959,392.553,398.321, ,469.584,-6.83789,124.95959, ,121.10734,127.58968, ,0.55855, ,0.55442,0.55928, ,141.09804,139.08903,113.93566,635
280, ,40.74495,58.70406,0.55345,7.756645223, ,7.76604,7.76151,7.09608364, ,7.17501,7.12803,-0.75194,40.42016944, ,41.99709,41.3888,0.335282489, ,0.32269,0.32744,2.982559584, ,3.09892,3.05403,194.6012882, ,194.58668,194.7093,161.0325448, ,162.38456,161.71662,74.94472463, ,74.8248,74.92677,0.298361119, ,0.30028,0.29933,290.682,130.602,393.817,399.599, ,471.071,-6.65572,122.17848, ,118.34108,124.79884, ,0.55622, ,0.55204,0.55702, ,141.30431,139.31582,114.15403,640
275, ,40.74487,58.70414,0.55345,7.758263209, ,7.76769,7.76314,7.094599824, ,7.17348,7.12653,-0.7588,40.5032427, ,42.0654,41.46714,0.331570366, ,0.31926,0.32386,3.015951071, ,3.13227,3.08772,195.0169179, ,195.01273,195.12973,161.2264896, ,162.57957,161.91114,75.11540893, ,75,75.09963,0.298175286, ,0.30008,0.29914,291.726,131.26,395.111,400.906, ,472.577,-6.47124,119.40888, ,115.58666,122.01927, ,0.55392, ,0.54968,0.55477, ,141.50326,139.53585,114.36485,645
270, ,40.74478,58.70423,0.55345,7.759877444, ,7.76934,7.76477,7.093120031, ,7.17196,7.12503,-0.76564,40.58466497, ,42.13123,41.54343,0.327886777, ,0.31585,0.32032,3.049833264, ,3.16605,3.12188,195.4275254, ,195.43347,195.54496,161.4158907, ,162.76977,162.10099,75.28421143, ,75.17322,75.27055,0.297989452, ,0.29989,0.29895,292.795,131.934,396.435,402.244, ,474.103,-6.28487,116.65069, ,112.84397,119.25087, ,0.55164, ,0.54735,0.55255, ,141.69504,139.74925,114.56829,650
265, ,40.74469,58.70431,0.55345,7.761487926, ,7.77098,7.7664,7.091644259, ,7.17044,7.12354,-0.77247,40.66440093, ,42.19454,41.61764,0.324231384, ,0.31247,0.3168,3.084217163, ,3.20027,3.15652,195.8330987, ,195.84888,195.955,161.6007514, ,162.95515,162.28617,75.45112674, ,75.34443,75.43952,0.297803619, ,0.29969,0.29876,293.89,132.624,397.79,403.614, ,475.65,-6.09663,113.90379, ,110.1129,116.49354, ,0.54938, ,0.54504,0.55034, ,141.87976,139.95613,114.76445,655
260, ,40.74461,58.70439,0.55345,7.763094653, ,7.77262,7.76802,7.090172505, ,7.16893,7.12205,-0.77927,40.7424157, ,42.25528,41.68971,0.320603842, ,0.30913,0.31332,3.119114213, ,3.23493,3.19164,196.2336275, ,196.25895,196.35984,161.7810767, ,163.13574,162.4667,75.61615001, ,75.51365,75.60653,0.297617786, ,0.29949,0.29856,295.011,133.331,399.178,405.017, ,477.22,-5.90618,111.16808, ,107.39334,113.74718, ,0.54714, ,0.54274,0.54816, ,142.05755,140.15662,114.95346,660
255, ,40.74452,58.70448,0.55345,7.764697625, ,7.77426,7.76964,7.088704767, ,7.16742,7.12057,-0.78606,40.8186748, ,42.31342,41.75963,0.317003799, ,0.30581,0.30986,3.154536323, ,3.27005,3.22725,196.629103, ,196.66367,196.75946,161.9568726, ,163.31153,162.64257,75.77927698, ,75.68086,75.77159,0.297431952, ,0.2993,0.29837,296.159,134.054,400.6,406.454, ,478.813,-5.71317,108.44346, ,104.6852,111.0117, ,0.54492, ,0.54047,0.546, ,142.22854,140.35083,115.13546,665
250, ,40.74443,58.70457,0.55345,7.76629684, ,7.7759,7.77126,7.087241041, ,7.16591,7.11909,-0.79283,40.89314424, ,42.36892,41.82734,0.3134309, ,0.30251,0.30643,3.190495897, ,3.30564,3.26338,197.019518, ,197.06304,197.15386,162.1281465, ,163.48254,162.81379,75.94050401, ,75.84606,75.93468,0.297246119, ,0.2991,0.29818,297.336,134.796,402.057,407.927, ,480.43,-5.51801,105.72984, ,101.98837,108.28698, ,0.54272, ,0.53822,0.54385, ,142.39286,140.53892,115.31058,670
245, ,40.74434,58.70465,0.55345,7.767892295, ,7.77753,7.77287,7.085781324, ,7.16441,7.11761,-0.79958,40.96579047, ,42.42175,41.89282,0.309884781, ,0.29925,0.30303,3.227005849, ,3.3417,3.30003,197.4048668, ,197.45705,197.54303,162.2949071, ,163.64876,162.98038,76.09982811, ,76.00924,76.09581,0.297060286, ,0.2989,0.29799,298.542,135.556,403.55,409.436, ,482.073,-5.32001,103.02712, ,99.30275,105.57296, ,0.54054, ,0.53599,0.54172, ,142.55062,140.72097,115.47895,675
240, ,40.74426,58.70474,0.55346,7.769483991, ,7.77915,7.77448,7.084325614, ,7.16291,7.11614,-0.80631,41.0365804, ,42.47187,41.95603,0.306365074, ,0.29601,0.29965,3.264079636, ,3.37824,3.33721,197.7851459, ,197.84569,197.92698,162.4571647, ,163.81022,163.14234,76.25724696, ,76.17041,76.25497,0.296874453, ,0.2987,0.2978,299.778,136.335,405.081,410.984, ,483.744,-5.11956,100.33521, ,96.62825,102.86952, ,0.53838, ,0.53377,0.53961, ,142.70197,140.89713,115.64068,680
235, ,40.74417,58.70483,0.55346,7.771071923, ,7.78078,7.77608,7.082873909, ,7.16142,7.11467,-0.81303,41.10548145, ,42.51924,42.01693,0.302871407, ,0.2928,0.2963,3.301731286, ,3.41529,3.37494,198.160353, ,198.22896,198.30569,162.6149308, ,163.96692,163.29969,76.41275894, ,76.32956,76.41216,0.296688619, ,0.29851,0.29761,301.046,137.134,406.651,412.571, ,485.442,-4.91634,97.65401, ,93.96476,100.17659, ,0.53624, ,0.53158,0.53752, ,142.847,141.0675,115.7959,685
230, ,40.74408,58.70491,0.55346,7.772656093, ,7.78239,7.77769,7.081426205, ,7.15993,7.1132,-0.81972,41.17246152, ,42.56383,42.07549,0.299403401, ,0.28962,0.29298,3.339975421, ,3.45285,3.41323,198.5304886, ,198.60687,198.67917,162.7682187, ,164.11888,163.45244,76.5663632, ,76.48669,76.56738,0.296502786, ,0.29831,0.29741,302.347,137.954,408.262,414.199, ,487.171,-4.7104,94.98345, ,91.31221,97.49409, ,0.53411, ,0.5294,0.53544, ,142.98584,141.23219,115.94473,690
225, ,40.74399,58.705,0.55346,7.774236498, ,7.78401,7.77928,7.0799825, ,7.15844,7.11174,-0.8264,41.23748901, ,42.60561,42.13167,0.295960673, ,0.28646,0.28968,3.378827294, ,3.49093,3.45209,198.8955545, ,198.97941,199.04742,162.9170433, ,164.26611,163.6006,76.71805968, ,76.6418,76.72063,0.296316953, ,0.29811,0.29722,303.682,138.796,409.915,415.87, ,488.931,-4.50141,92.32343, ,88.67051,94.82192, ,0.532, ,0.52724,0.53338, ,143.11861,141.39133,116.08728,695
220, ,40.7439,58.70509,0.55346,7.775813136, ,7.78562,7.78088,7.078542791, ,7.15696,7.11028,-0.83306,41.30053286, ,42.64454,42.18545,0.292542836, ,0.28332,0.28641,3.418302819, ,3.52954,3.49154,199.255555, ,199.34659,199.41044,163.061421, ,164.40863,163.74418,76.86784913, ,76.7949,76.87192,0.296131119, ,0.29792,0.29703,305.052,139.659,411.611,417.585, ,490.724,-4.28907,89.67388, ,86.03956,92.16001, ,0.52991, ,0.5251,0.53134, ,143.24542,141.54503,116.22368,700
215, ,40.74381,58.70518,0.55346,7.777386007, ,7.78723,7.78247,7.077107074, ,7.15548,7.10883,-0.8397,41.36156252, ,42.68061,42.23679,0.289149497, ,0.28021,0.28316,3.458418605, ,3.56871,3.5316,199.6104965, ,199.70841,199.75119,163.2013703, ,164.54647,163.86923,77.01573316, ,76.94598,77.01466,0.295945286, ,0.29772,0.29684,306.459,140.546,413.354,419.346, ,492.552,-4.07342,87.03471, ,83.41929,89.50829, ,0.52783, ,0.52297,0.52931, ,143.36639,141.69339,116.35404,705
210, ,40.74371,58.70527,0.55346,7.778955108, ,7.78884,7.78405,7.075675348, ,7.15401,7.10738,-0.84632,41.42054802, ,42.71377,42.28566,0.28578026, ,0.27713,0.27993,3.499191997, ,3.60844,3.57228,199.960388, ,200.06489,200.10387,163.3369115, ,164.67963,164.00382,77.16171435, ,77.09504,77.16204,0.295759453, ,0.29752,0.29665,307.905,141.457,415.143,421.155, ,494.416,-3.85453,84.40585, ,80.80962,86.86668, ,0.52577, ,0.52086,0.5273, ,143.48162,141.83653,116.47848,710
205, ,40.74362,58.70536,0.55346,7.780520439, ,7.79044,7.78564,7.074247609, ,7.15253,7.10594,-0.85293,41.47745989, ,42.744,42.33203,0.282434726, ,0.27407,0.27673,3.54064111, ,3.64876,3.61359,200.3052407, ,200.41604,200.45136,163.4680667, ,164.80815,164.1339,77.30579616, ,77.2421,77.30746,0.295573619, ,0.29732,0.29646,309.39,142.393,416.982,423.013, ,496.318,-3.63173,81.78723, ,78.21047,84.2351, ,0.52372, ,0.51876,0.5253, ,143.59124,141.97457,116.59711,715
200, ,40.74353,58.70545,0.55346,7.782081997, ,7.79204,7.78722,7.072823856, ,7.15107,7.1045,-0.85952,41.53226927, ,42.77128,42.37587,0.279112488, ,0.27103,0.27356,3.582784876, ,3.68967,3.65556,200.6450687, ,200.76187,200.79366,163.5948603, ,164.93206,164.2595,77.44798315, ,77.38715,77.45093,0.295387786, ,0.29713,0.29626,310.917,143.355,418.873,424.924, ,498.261,-3.40546,79.17878, ,75.62177,81.6135, ,0.52169, ,0.51668,0.52331, ,143.69535,142.10759,116.71004,720
195, ,40.74344,58.70554,0.55346,7.783639783, ,7.79363,7.78879,7.071404084, ,7.14961,7.10306,-0.86609,41.58494783, ,42.79558,42.41715,0.275813139, ,0.26801,0.2704,3.625643083, ,3.73119,3.6982,200.9798887, ,201.1024,201.1308,163.7173187, ,165.05137,164.38064,77.5882809, ,77.5302,77.59244,0.295201953, ,0.29693,0.29607,312.486,144.345,420.817,426.889, ,500.246,-3.17506,76.58043, ,73.04346,79.0018, ,0.51967, ,0.51461,0.52133, ,143.79407,142.23573,116.81739,725
190, ,40.74335,58.70563,0.55346,7.785193793, ,7.79522,7.79036,7.069988292, ,7.14815,7.10163,-0.87264,41.63546786, ,42.81686,42.45584,0.272536267, ,0.26502,0.26727,3.669236427, ,3.77335,3.74153,201.3097203, ,201.43765,201.4628,163.8354706, ,165.16612,164.49735,77.72669613, ,77.67126,77.73202,0.295016119, ,0.29673,0.29588,314.101,145.362,422.816,428.91, ,502.275,-2.94061,73.99211, ,70.47545,76.39995, ,0.51766, ,0.51255,0.51937, ,143.88748,142.35906,116.91924,730
185, ,40.74325,58.70572,0.55346,7.786744028, ,7.79681,7.79193,7.068576476, ,7.14669,7.1002,-0.87917,41.68380223, ,42.83512,42.49193,0.269281457, ,0.26204,0.26416,3.713586561, ,3.81616,3.78558,201.6345864, ,201.76764,201.78968,163.9493473, ,165.27635,164.60968,77.86323675, ,77.81033,77.86966,0.294830286, ,0.29654,0.29569,315.763,146.41,424.874,430.99, ,504.352,-2.70219,71.41377, ,67.9177,73.80788, ,0.51567, ,0.51051,0.51742, ,143.97571,142.47771,117.01573,735
180, ,40.74316,58.70582,0.55347,7.788290485, ,7.79839,7.7935,7.067168634, ,7.14524,7.09877,-0.88569,41.72992443, ,42.85032,42.52537,0.266048289, ,0.25909,0.26107,3.758716146, ,3.85963,3.83036,201.954513, ,202.09241,202.11146,164.0589825, ,165.38208,164.71764,77.99791194, ,77.94743,78.00537,0.294644453, ,0.29634,0.2955,317.474,147.488,426.992,433.131, ,506.477,-2.45883,68.84534, ,65.37014,71.22553, ,0.51368, ,0.50848,0.51548, ,144.05886,142.59178,117.10695,740
175, ,40.74306,58.70591,0.55347,7.789833162, ,7.79997,7.79506,7.065764763, ,7.14379,7.09735,-0.89218,41.77380853, ,42.86245,42.55615,0.262836341, ,0.25616,0.258,3.80464891, ,3.9038,3.8759,202.2695293, ,202.41198,202.42819,164.1644125, ,165.48336,164.82127,78.13073219, ,78.08257,78.13918,0.294458619, ,0.29614,0.29531,319.236,148.598,429.173,435.336, ,508.654,-2.21131,66.28679, ,62.83271,68.65287, ,0.51171, ,0.50646,0.51355, ,144.13702,142.70135,117.193,745
170, ,40.74297,58.706,0.55347,7.791372061, ,7.80155,7.79662,7.06436486, ,7.14235,7.09593,-0.89866,41.81542922, ,42.87149,42.58424,0.259645188, ,0.25325,0.25496,3.851409711, ,3.94868,3.92222,202.5796686, ,202.72639,202.73989,164.2656765, ,165.58023,164.92063,78.26170941, ,78.21576,78.27108,0.294272786, ,0.29594,0.29511,321.051,149.742,431.421,437.608, ,510.885,-1.95835,63.73804, ,60.30536,66.08983, ,0.50975, ,0.50444,0.51163, ,144.21031,142.80654,117.27398,750
165, ,40.74287,58.7061,0.55347,7.792907177, ,7.80312,7.79817,7.062968923, ,7.14091,7.09452,-0.90512,41.85476188, ,42.87741,42.60962,0.256474401, ,0.25036,0.25193,3.899024598, ,3.99429,3.96934,202.8849678, ,203.03568,203.04659,164.3628168, ,165.67273,165.01574,78.390857, ,78.34701,78.40109,0.294086953, ,0.29575,0.29492,322.922,150.922,433.738,439.949, ,513.173,-1.70074,61.19906, ,57.78805,63.53637, ,0.5078, ,0.50244,0.50972, ,144.27882,142.90745,117.35002,755
160, ,40.74278,58.70619,0.55347,7.79443851, ,7.80469,7.79972,7.061576948, ,7.13947,7.09311,-0.91157,41.89178245, ,42.88021,42.63226,0.253323549, ,0.24748,0.24892,3.947520886, ,4.04066,4.0173,203.1854676, ,203.33988,203.34835,164.4558786, ,165.76091,165.10666,78.51818992, ,78.47634,78.52923,0.293901119, ,0.29555,0.29473,324.851,152.138,436.127,442.364, ,515.522,-1.43755,58.6698, ,55.28072,60.99245, ,0.50585, ,0.50045,0.50781, ,144.34266,143.00418,117.4212,760
155, ,40.74268,58.70628,0.55347,7.79596606, ,7.80626,7.80126,7.060188933, ,7.13804,7.0917,-0.91799,41.92646759, ,42.87985,42.65215,0.250192196, ,0.24463,0.24594,3.996927225, ,4.08782,4.06611,203.4812134, ,203.63906,203.64521,164.5449106, ,165.84483,165.19344,78.64372477, ,78.60377,78.65552,0.293715286, ,0.29535,0.29454,326.841,153.392,438.591,444.855, ,517.934,-1.16891,56.15022, ,52.78334,58.45803, ,0.50392, ,0.49847,0.50592, ,144.4019,143.09681,117.48761,765
