T (C),Phases vol%-AUSTENITE-1.0(C/s),Phases vol%-FERRITE-1.0(C/s),Phases vol%-MARTENSITE-1.0(C/s),Phases vol%-BAINITE-1.0(C/s),Phases vol%-PEARLITE-1.0(C/s),Density (g/(cm)^3)-BAINITE_PEARLITE-1.0(C/s),Density (g/(cm)^3)-AUSTENITE-1.0(C/s),Density (g/(cm)^3)-FERRITE-1.0(C/s),Density (g/(cm)^3)-MARTENSITE-1.0(C/s),Density (g/(cm)^3)-TOTAL-1.0(C/s),Molar volume (cm^3)-BAINITE_PEARLITE-1.0(C/s),Molar volume (cm^3)-AUSTENITE-1.0(C/s),Molar volume (cm^3)-FERRITE-1.0(C/s),Molar volume (cm^3)-MARTENSITE-1.0(C/s),Molar volume (cm^3)-TOTAL-1.0(C/s),Linear expansion (%)-  -1.0(C/s),Thermal conductivity (W/(m*K))-BAINITE_PEARLITE-1.0(C/s),Thermal conductivity (W/(m*K))-AUSTENITE-1.0(C/s),Thermal conductivity (W/(m*K))-FERRITE-1.0(C/s),Thermal conductivity (W/(m*K))-MARTENSITE-1.0(C/s),Thermal conductivity (W/(m*K))-TOTAL-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-BAINITE_PEARLITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-AUSTENITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-FERRITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-MARTENSITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-TOTAL-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-BAINITE_PEARLITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-AUSTENITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-FERRITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-MARTENSITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-TOTAL-1.0(C/s),Young's modulus (GPa)-BAINITE_PEARLITE-1.0(C/s),Young's modulus (GPa)-AUSTENITE-1.0(C/s),Young's modulus (GPa)-FERRITE-1.0(C/s),Young's modulus (GPa)-MARTENSITE-1.0(C/s),Young's modulus (GPa)-TOTAL-1.0(C/s),Bulk modulus (GPa)-BAINITE_PEARLITE-1.0(C/s),Bulk modulus (GPa)-AUSTENITE-1.0(C/s),Bulk modulus (GPa)-FERRITE-1.0(C/s),Bulk modulus (GPa)-MARTENSITE-1.0(C/s),Bulk modulus (GPa)-TOTAL-1.0(C/s),Shear modulus(GPa)-BAINITE_PEARLITE-1.0(C/s),Shear modulus(GPa)-AUSTENITE-1.0(C/s),Shear modulus(GPa)-FERRITE-1.0(C/s),Shear modulus(GPa)-MARTENSITE-1.0(C/s),Shear modulus(GPa)-TOTAL-1.0(C/s),Poisson's ratio-BAINITE_PEARLITE-1.0(C/s),Poisson's ratio-AUSTENITE-1.0(C/s),Poisson's ratio-FERRITE-1.0(C/s),Poisson's ratio-MARTENSITE-1.0(C/s),Poisson's ratio-TOTAL-1.0(C/s),Yield Stress (MPa)-TOTAL-1.0(C/s),Yield Stress (MPa)-FERRITE-1.0(C/s),Yield Stress (MPa)-PEARLITE-1.0(C/s),Yield Stress (MPa)-BAINITE-1.0(C/s),Yield Stress (MPa)-MARTENSITE-1.0(C/s),Yield Stress (MPa)-AUSTENITE-1.0(C/s),Tensile Stress (MPa)-TOTAL-1.0(C/s),Hardness (HRC)-TOTAL-1.0(C/s),Enthalpy (J/g)-TOTAL-1.0(C/s),Enthalpy (J/g)-AUSTENITE-1.0(C/s),Enthalpy (J/g)-FERRITE-1.0(C/s),Enthalpy (J/g)-BAINITE_PEARLITE-1.0(C/s),Enthalpy (J/g)-MARTENSITE-1.0(C/s),Specific heat (J/(g K))-TOTAL-1.0(C/s),Specific heat (J/(g K))-AUSTENITE-1.0(C/s),Specific heat (J/(g K))-FERRITE-1.0(C/s),Specific heat (J/(g K))-BAINITE_PEARLITE-1.0(C/s),Specific heat (J/(g K))-MARTENSITE-1.0(C/s),Latent heat (J/g)-FERRITE-1.0(C/s),Latent heat (J/g)-BAINITE_PEARLITE-1.0(C/s),Latent heat (J/g)-MARTENSITE-1.0(C/s),TIME(s)-Cooling_1.0(C/s)
755,100, , , , , ,7.6129, , ,7.6129, ,7.11204, , ,7.11204,-0.36986, ,25.4995, , ,25.4995, ,0.98785, , ,0.98785, ,1.0123, , ,1.0123, ,134.72241, , ,134.72241, ,135.36567, , ,135.36567, ,50.49091, , ,50.49091, ,0.33413, , ,0.33413,207.261, , , , ,207.261,302.787,-32.38333,545.60653,545.60687, ,481.49712, ,0.59532,0.59492, ,1.05748, , ,64.10975,-3.45654,165
750,100, , , , , ,7.61548, , ,7.61548, ,7.10963, , ,7.10963,-0.38106, ,25.43944, , ,25.43944, ,0.98537, , ,0.98537, ,1.01485, , ,1.01485, ,135.20019, , ,135.20019, ,135.61143, , ,135.61143, ,50.68086, , ,50.68086, ,0.33384, , ,0.33384,207.473, , , , ,207.473,303.924,-32.16619,542.63384,542.63418, ,476.24393, ,0.59454,0.59414, ,1.04319, , ,66.39025,-1.97554,170
745,100, , , , , ,7.61807, , ,7.61807, ,7.10721, , ,7.10721,-0.39225, ,25.37939, , ,25.37939, ,0.98287, , ,0.98287, ,1.01743, , ,1.01743, ,135.67765, , ,135.67765, ,135.85603, , ,135.85603, ,50.87077, , ,50.87077, ,0.33355, , ,0.33355,207.688, , , , ,207.688,305.061,-31.9503,539.66507,539.66541, ,471.0607, ,0.59375,0.59335, ,1.02946, , ,68.60471,-0.4274,175
740,100, , , , , ,7.62066, , ,7.62066, ,7.1048, , ,7.1048,-0.40345, ,25.31933, , ,25.31933, ,0.98036, , ,0.98036, ,1.02003, , ,1.02003, ,136.1548, , ,136.1548, ,136.09947, , ,136.09947, ,51.06064, , ,51.06064, ,0.33327, , ,0.33327,207.906, , , , ,207.906,306.197,-31.73564,536.70022,536.70056, ,465.94475, ,0.59297,0.59257, ,1.01625, , ,70.75581,1.19318,180
735,100, , , , , ,7.62325, , ,7.62325, ,7.10238, , ,7.10238,-0.41465, ,25.25928, , ,25.25928, ,0.97785, , ,0.97785, ,1.02266, , ,1.02266, ,136.63162, , ,136.63162, ,136.34175, , ,136.34175, ,51.25048, , ,51.25048, ,0.33298, , ,0.33298,208.125, , , , ,208.125,307.332,-31.52207,533.7393,533.73964, ,460.89352, ,0.59218,0.59178, ,1.00356, , ,72.84612,3.37891,185
730,100, , , , , ,7.62585, , ,7.62585, ,7.09997, , ,7.09997,-0.42584, ,25.19923, , ,25.19923, ,0.97531, , ,0.97531, ,1.02531, , ,1.02531, ,137.10813, , ,137.10813, ,136.58288, , ,136.58288, ,51.44028, , ,51.44028, ,0.33269, , ,0.33269,208.348, , , , ,208.348,308.467,-31.30971,530.78231,530.78264, ,455.90459, ,0.5914,0.591, ,0.99127, , ,74.87805,5.69172,190
725,100, , , , , ,7.62844, , ,7.62844, ,7.09755, , ,7.09755,-0.43704, ,25.13917, , ,25.13917, ,0.97277, , ,0.97277, ,1.02799, , ,1.02799, ,137.58431, , ,137.58431, ,136.82288, , ,136.82288, ,51.63003, , ,51.63003, ,0.33241, , ,0.33241,208.573, , , , ,208.573,309.601,-31.09843,527.82924,527.82957, ,451.20765, ,0.59061,0.59021, ,0.9533, , ,76.62192,7.93938,195
720,100, , , , , ,7.63104, , ,7.63104, ,7.09514, , ,7.09514,-0.44823, ,25.07911, , ,25.07911, ,0.97022, , ,0.97022, ,1.0307, , ,1.0307, ,138.06018, , ,138.06018, ,137.06173, , ,137.06173, ,51.81975, , ,51.81975, ,0.33212, , ,0.33212,208.8, , , , ,208.8,310.734,-30.88835,524.8801,524.88043, ,446.46634, ,0.58983,0.58943, ,0.94307, , ,78.41409,10.12436,200
715,100, , , , , ,7.63364, , ,7.63364, ,7.09272, , ,7.09272,-0.45942, ,25.01906, , ,25.01906, ,0.96765, , ,0.96765, ,1.03343, , ,1.03343, ,138.53573, , ,138.53573, ,137.29946, , ,137.29946, ,52.00944, , ,52.00944, ,0.33183, , ,0.33183,209.03, , , , ,209.03,311.866,-30.67939,521.93489,521.93522, ,441.77536, ,0.58904,0.58864, ,0.93318, , ,80.15986,12.24898,205
710,100, , , , , ,7.63624, , ,7.63624, ,7.09031, , ,7.09031,-0.47062, ,24.959, , ,24.959, ,0.96507, , ,0.96507, ,1.03619, , ,1.03619, ,139.01096, , ,139.01096, ,137.53606, , ,137.53606, ,52.19908, , ,52.19908, ,0.33155, , ,0.33155,209.263, , , , ,209.263,312.997,-30.4716,518.9931,518.99394, ,437.13306, ,0.58836,0.58785, ,0.9236, ,68.86232,81.86088,14.31546,210
