T (C),Phases vol%-AUSTENITE-1.0(C/s),Phases vol%-FERRITE-1.0(C/s),Phases vol%-MARTENSITE-1.0(C/s),Phases vol%-BAINITE-1.0(C/s),Phases vol%-PEARLITE-1.0(C/s),Density (g/(cm)^3)-BAINITE_PEARLITE-1.0(C/s),Density (g/(cm)^3)-AUSTENITE-1.0(C/s),Density (g/(cm)^3)-FERRITE-1.0(C/s),Density (g/(cm)^3)-MARTENSITE-1.0(C/s),Density (g/(cm)^3)-TOTAL-1.0(C/s),Molar volume (cm^3)-BAINITE_PEARLITE-1.0(C/s),Molar volume (cm^3)-AUSTENITE-1.0(C/s),Molar volume (cm^3)-FERRITE-1.0(C/s),Molar volume (cm^3)-MARTENSITE-1.0(C/s),Molar volume (cm^3)-TOTAL-1.0(C/s),Linear expansion (%)-  -1.0(C/s),Thermal conductivity (W/(m*K))-BAINITE_PEARLITE-1.0(C/s),Thermal conductivity (W/(m*K))-AUSTENITE-1.0(C/s),Thermal conductivity (W/(m*K))-FERRITE-1.0(C/s),Thermal conductivity (W/(m*K))-MARTENSITE-1.0(C/s),Thermal conductivity (W/(m*K))-TOTAL-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-BAINITE_PEARLITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-AUSTENITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-FERRITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-MARTENSITE-1.0(C/s),Electrical resistivity (10e-6 Ohm*m)-TOTAL-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-BAINITE_PEARLITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-AUSTENITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-FERRITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-MARTENSITE-1.0(C/s),Electrical conductivity (10e6 1/(Ohm*m))-TOTAL-1.0(C/s),Young's modulus (GPa)-BAINITE_PEARLITE-1.0(C/s),Young's modulus (GPa)-AUSTENITE-1.0(C/s),Young's modulus (GPa)-FERRITE-1.0(C/s),Young's modulus (GPa)-MARTENSITE-1.0(C/s),Young's modulus (GPa)-TOTAL-1.0(C/s),Bulk modulus (GPa)-BAINITE_PEARLITE-1.0(C/s),Bulk modulus (GPa)-AUSTENITE-1.0(C/s),Bulk modulus (GPa)-FERRITE-1.0(C/s),Bulk modulus (GPa)-MARTENSITE-1.0(C/s),Bulk modulus (GPa)-TOTAL-1.0(C/s),Shear modulus(GPa)-BAINITE_PEARLITE-1.0(C/s),Shear modulus(GPa)-AUSTENITE-1.0(C/s),Shear modulus(GPa)-FERRITE-1.0(C/s),Shear modulus(GPa)-MARTENSITE-1.0(C/s),Shear modulus(GPa)-TOTAL-1.0(C/s),Poisson's ratio-BAINITE_PEARLITE-1.0(C/s),Poisson's ratio-AUSTENITE-1.0(C/s),Poisson's ratio-FERRITE-1.0(C/s),Poisson's ratio-MARTENSITE-1.0(C/s),Poisson's ratio-TOTAL-1.0(C/s),Yield Stress (MPa)-TOTAL-1.0(C/s),Yield Stress (MPa)-FERRITE-1.0(C/s),Yield Stress (MPa)-PEARLITE-1.0(C/s),Yield Stress (MPa)-BAINITE-1.0(C/s),Yield Stress (MPa)-MARTENSITE-1.0(C/s),Yield Stress (MPa)-AUSTENITE-1.0(C/s),Tensile Stress (MPa)-TOTAL-1.0(C/s),Hardness (HRC)-TOTAL-1.0(C/s),Enthalpy (J/g)-TOTAL-1.0(C/s),Enthalpy (J/g)-AUSTENITE-1.0(C/s),Enthalpy (J/g)-FERRITE-1.0(C/s),Enthalpy (J/g)-BAINITE_PEARLITE-1.0(C/s),Enthalpy (J/g)-MARTENSITE-1.0(C/s),Specific heat (J/(g K))-TOTAL-1.0(C/s),Specific heat (J/(g K))-AUSTENITE-1.0(C/s),Specific heat (J/(g K))-FERRITE-1.0(C/s),Specific heat (J/(g K))-BAINITE_PEARLITE-1.0(C/s),Specific heat (J/(g K))-MARTENSITE-1.0(C/s),Latent heat (J/g)-FERRITE-1.0(C/s),Latent heat (J/g)-BAINITE_PEARLITE-1.0(C/s),Latent heat (J/g)-MARTENSITE-1.0(C/s),TIME(s)-Cooling_1.0(C/s)
705,100, , , , , ,7.63884, , ,7.63884, ,7.08789, , ,7.08789,-0.48181, ,24.89894, , ,24.89894, ,0.96248, , ,0.96248, ,1.03899, , ,1.03899, ,139.48587, , ,139.48587, ,137.77154, , ,137.77154, ,52.38869, , ,52.38869, ,0.33126, , ,0.33126,209.499, , , , ,209.499,314.127,-30.26485,516.05576,516.0566, ,432.53791, ,0.58747,0.58707, ,0.91432, ,70.84187,83.51869,16.32591,215
700,100, , , , , ,7.64144, , ,7.64144, ,7.08548, , ,7.08548,-0.493, ,24.83888, , ,24.83888, ,0.95987, , ,0.95987, ,1.0418, , ,1.0418, ,139.96046, , ,139.96046, ,138.00591, , ,138.00591, ,52.57825, , ,52.57825, ,0.33097, , ,0.33097,209.737, , , , ,209.737,315.257,-30.05926,513.12184,513.12319, ,427.98842, ,0.58678,0.58628, ,0.90534, ,72.67147,85.13477,18.28235,220
695,100, , , , , ,7.64405, , ,7.64405, ,7.08306, , ,7.08306,-0.50419, ,24.77883, , ,24.77883, ,0.95726, , ,0.95726, ,1.04465, , ,1.04465, ,140.43473, , ,140.43473, ,138.23917, , ,138.23917, ,52.76778, , ,52.76778, ,0.33069, , ,0.33069,209.978, , , , ,209.978,316.385,-29.85482,510.19136,510.19372, ,423.48318, ,0.5861,0.58549, ,0.89663, ,74.43793,86.71054,20.1867,225
690,100, , , , , ,7.64665, , ,7.64665, ,7.08065, , ,7.08065,-0.51539, ,24.71877, , ,24.71877, ,0.95463, , ,0.95463, ,1.04753, , ,1.04753, ,140.90868, , ,140.90868, ,138.47133, , ,138.47133, ,52.95727, , ,52.95727, ,0.3304, , ,0.3304,210.221, , , , ,210.223,317.512,-29.65146,507.26483,507.26819, ,419.02084, ,0.58531,0.5847, ,0.88818, ,76.15308,88.24735,22.04078,230
685,100, , , , , ,7.64926, , ,7.64926, ,7.07823, , ,7.07823,-0.52658, ,24.65871, , ,24.65871, ,0.95198, , ,0.95198, ,1.05044, , ,1.05044, ,141.38231, , ,141.38231, ,138.70239, , ,138.70239, ,53.14673, , ,53.14673, ,0.33011, , ,0.33011,210.468, , , , ,210.47,318.637,-29.44903,504.34076,504.34664, ,414.60012, ,0.58481,0.58391, ,0.87999, ,77.82202,89.74652,23.84638,235
680,100, , , , , ,7.65187, , ,7.65187, ,7.07582, , ,7.07582,-0.53777, ,24.59865, , ,24.59865, ,0.94933, , ,0.94933, ,1.05338, , ,1.05338, ,141.85564, , ,141.85564, ,138.93236, , ,138.93236, ,53.33614, , ,53.33614, ,0.32983, , ,0.32983,210.717, , , , ,210.72,319.762,-29.24817,501.42019,501.42908, ,410.21978, ,0.58411,0.58312, ,0.87203, ,79.44786,91.2093,25.60517,240
675,100, , , , , ,7.65448, , ,7.65448, ,7.0734, , ,7.0734,-0.54896, ,24.53859, , ,24.53859, ,0.94666, , ,0.94666, ,1.05635, , ,1.05635, ,142.32864, , ,142.32864, ,139.16125, , ,139.16125, ,53.52552, , ,53.52552, ,0.32954, , ,0.32954,210.968, , , , ,210.974,320.884,-29.0481,498.50111,498.51547, ,405.87866, ,0.58382,0.58234, ,0.8643, ,81.0327,92.63681,27.31868,245
670,100, , , , , ,7.6571, , ,7.6571, ,7.07099, , ,7.07099,-0.56016, ,24.47852, , ,24.47852, ,0.94398, , ,0.94398, ,1.05935, , ,1.05935, ,142.80133, , ,142.80133, ,139.38906, , ,139.38906, ,53.71487, , ,53.71487, ,0.32925, , ,0.32925,211.221, , , , ,211.231,322.003,-28.84945,495.58309,495.60584, ,401.57563, ,0.5836,0.58154, ,0.8568, ,82.57853,94.03021,28.98846,250
665,100, , , , , ,7.65971, , ,7.65971, ,7.06857, , ,7.06857,-0.57135, ,24.41846, , ,24.41846, ,0.94128, , ,0.94128, ,1.06238, , ,1.06238, ,143.2737, , ,143.2737, ,139.6158, , ,139.6158, ,53.90417, , ,53.90417, ,0.32897, , ,0.32897,211.476, , , , ,211.491,323.12,-28.65221,492.66567,492.70017, ,397.30962, ,0.58348,0.58075, ,0.8495, ,84.08701,95.39055,30.61592,255
660,100, , , , , ,7.66233, , ,7.66233, ,7.06616, , ,7.06616,-0.58254, ,24.3584, , ,24.3584, ,0.93857, , ,0.93857, ,1.06545, , ,1.06545, ,143.74577, , ,143.74577, ,139.84147, , ,139.84147, ,54.09344, , ,54.09344, ,0.32868, , ,0.32868,211.734, , , , ,211.755,324.234,-28.45635,489.74945,489.79852, ,393.07961, ,0.58324,0.57997, ,0.8424, ,85.55978,96.71891,32.20251,260
655,99.98862, , , ,0.0113839,7.615423931,7.66495, , ,7.66494,7.106073672,7.06374, , ,7.06375,-0.59371,29.95292093,24.29833, , ,24.29894,0.75918055,0.93585, , ,0.93583,1.31720972,1.06854, , ,1.06857,152.9173258,144.21751, , ,144.21865,133.3215093,140.06608, , ,140.06542,58.48583294,54.28268, , ,54.28319,0.30844875,0.32839, , ,0.32839,212.036, ,385.516, , ,212.022,325.405,-28.25017,486.87554,486.90088, ,388.88461, ,0.57478,0.57917, ,0.83549, ,86.99814,98.01627,33.74951,265
650,99.98362, , , ,0.0163775,7.617305216,7.66757, , ,7.66756,7.104316605,7.06133, , ,7.06133,-0.6049,30.01864152,24.23827, , ,24.23915,0.753437659,0.93312, , ,0.93308,1.327249823,1.07168, , ,1.07171,153.5806262,144.68895, , ,144.69061,133.7889902,140.28963, , ,140.28873,58.74587821,54.47188, , ,54.47263,0.308279259,0.32811, , ,0.3281,212.313, ,385.918, , ,212.293,326.536,-28.05219,483.97225,484.00723, ,384.72369, ,0.58066,0.57838, ,0.82877, ,88.40335,99.28354,35.25817,270
645,99.9771, , , ,0.0229016,7.619182293,7.67019, , ,7.67018,7.102564322,7.05891, , ,7.05892,-0.61608,30.08514498,24.1782, , ,24.17945,0.747700402,0.93037, , ,0.93032,1.337434081,1.07484, , ,1.0749,154.241811,145.16008, , ,145.16245,134.2536287,140.51213, , ,140.51094,59.00519268,54.66104, , ,54.66211,0.308109772,0.32782, , ,0.32782,212.596, ,386.325, , ,212.567,327.669,-27.85499,481.0705,481.11763, ,380.59596, ,0.58035,0.57759, ,0.82222, ,89.77668,100.52167,36.72973,275
640,99.96855, , , ,0.0314452,7.621055149,7.67281, , ,7.6728,7.100816633,7.0565, , ,7.05651,-0.62726,30.15240529,24.11813, , ,24.11988,0.741969829,0.92761, , ,0.92754,1.347763697,1.07804, , ,1.07812,154.9008417,145.63089, , ,145.63421,134.7153949,140.73359, , ,140.73203,59.26376165,54.85017, , ,54.85166,0.307940284,0.32753, , ,0.32753,212.887, ,386.738, , ,212.846,328.807,-27.65735,478.16969,478.23203, ,376.50055, ,0.58016,0.5768, ,0.81584, ,91.11908,101.73148,38.16529,280
635,99.95749, , , ,0.0425077,7.622923785,7.67544, , ,7.67542,7.099073544,7.05408, , ,7.0541,-0.63843,30.22040049,24.05806, , ,24.06047,0.736246861,0.92483, , ,0.92474,1.358240086,1.08128, , ,1.08139,155.5576761,146.1014, , ,146.10596,135.1742604,140.954, , ,140.95201,59.52156869,55.03927, , ,55.04131,0.307770793,0.32725, , ,0.32724,213.185, ,387.156, , ,213.128,329.949,-27.45928,475.26879,475.35052, ,372.43665, ,0.58018,0.576, ,0.80962, ,92.43178,102.91387,39.56603,285
630,99.94341, , , ,0.0565918,7.624788209,7.67806, , ,7.67803,7.097335132,7.05166, , ,7.05169,-0.6496,30.28911003,23.99799, , ,24.00125,0.730532359,0.92204, , ,0.92192,1.368864757,1.08455, , ,1.0847,156.2122708,146.5716, , ,146.57778,135.6301976,141.17339, , ,141.17088,59.77859686,55.22833, , ,55.23109,0.307601304,0.32696, , ,0.32695,213.492, ,387.58, , ,213.414,331.098,-27.26139,472.3677,472.47306, ,368.40346, ,0.58022,0.57521, ,0.80356, ,93.71559,104.0696,40.93296,290
625,99.91411,0.0121847, , ,0.0737032,7.626648417,7.68069,7.64361, ,7.68065,7.095601323,7.04925,7.28983, ,7.04931,-0.66063,30.35850941,23.93791,34.12792, ,23.94301,0.724827254,0.91924,0.64477, ,0.91904,1.379639072,1.08786,1.55094, ,1.08809,156.8645852,147.04149,154.00933, ,147.05069,136.083178,141.39174,137.91907, ,141.38836,60.03483049,55.41736,58.60819, ,55.42145,0.307431814,0.32667,0.31389, ,0.32666,213.82,105.362,388.009, , ,213.705,332.271,-27.05947,469.50749,469.59965,346.80786,364.40024, ,0.57204,0.57441,0.8187,0.79764, ,94.97143,105.19941,42.26706,295
620,99.89035,0.0148053, , ,0.0948448,7.628504414,7.68332,7.6455, ,7.68326,7.093872156,7.04683,7.28803, ,7.04691,-0.67176,30.42857656,23.87784,34.24408, ,23.88443,0.71913239,0.91642,0.63901, ,0.91617,1.390564538,1.0912,1.56493, ,1.0915,157.514577,147.51108,154.72429, ,147.52305,136.5331739,141.60907,138.41267, ,141.60503,60.29025299,55.60635,58.8891, ,55.61166,0.307262324,0.32639,0.31369, ,0.32637,214.149,105.564,388.444, , ,214,333.439,-26.85897,466.6118,466.73033,342.73082,360.42626, ,0.57914,0.57362,0.81201,0.79186, ,96.2002,106.30407,43.56934,300
615,99.86215,0.0178314, , ,0.12002,7.630356214,7.68595,7.64738, ,7.68588,7.092147768,7.04441,7.28624, ,7.04451,-0.68287,30.49929154,23.81776,34.36125, ,23.82615,0.713448539,0.91359,0.63326, ,0.91327,1.401642788,1.09458,1.57913, ,1.09497,158.1622025,147.98037,155.4365, ,147.9957,136.9801592,141.82539,138.90278, ,141.82064,60.54484709,55.79532,59.16905, ,55.8021,0.307092839,0.3261,0.31349, ,0.32608,214.489,105.769,388.886, , ,214.3,334.616,-26.65748,463.71446,463.86516,338.68685,356.48083, ,0.57947,0.57282,0.80548,0.78622, ,97.40278,107.38433,44.84077,305
610,99.82846,0.0213031, , ,0.15023,7.632203788,7.68858,7.64926, ,7.68849,7.090427844,7.042,7.28445, ,7.04212,-0.69396,30.57062286,23.75768,34.47939, ,23.76825,0.707776714,0.91074,0.62754, ,0.91034,1.412874965,1.098,1.59353, ,1.09849,158.8074252,148.44935,156.14592, ,148.46876,137.4241038,142.04069,139.38936, ,142.03519,60.79859911,55.98425,59.44803, ,55.99282,0.306923349,0.32581,0.3133, ,0.32578,214.842,105.977,389.333, , ,214.604,335.806,-26.45444,460.81523,461.00404,334.67515,352.56329, ,0.57985,0.57203,0.7991,0.78071, ,98.57976,108.44075,46.08211,310
605,99.78975,0.0252605, , ,0.18499,7.634047155,7.69121,7.65113, ,7.6911,7.088712539,7.03958,7.28266, ,7.03973,-0.70505,30.64255044,23.6976,34.59847, ,23.71072,0.702117634,0.90788,0.62184, ,0.90738,1.424262762,1.10146,1.60813, ,1.10207,159.4502011,148.91804,156.8525, ,148.94223,137.8649818,142.25499,139.87239, ,142.24875,61.05149163,56.17315,59.72601, ,56.1838,0.30675386,0.32553,0.3131, ,0.32549,215.207,106.188,389.787, , ,214.912,337.006,-26.25044,457.91383,458.14711,330.69496,348.67298, ,0.58028,0.57123,0.79287,0.77532, ,99.73211,109.47413,47.29436,315
600,99.74547,0.0297429, , ,0.22478,7.635886308,7.69385,7.653, ,7.69371,7.087001799,7.03716,7.28088, ,7.03734,-0.71611,30.71504862,23.63752,34.71843, ,23.6536,0.696472119,0.90501,0.61616, ,0.90439,1.435807655,1.10496,1.62295, ,1.10571,160.0904898,149.38642,157.55621, ,149.41619,138.302766,142.46829,140.35183, ,142.46133,61.30350896,56.36202,60.00298, ,56.37509,0.306584369,0.32524,0.3129, ,0.3252,215.585,106.401,390.247, , ,215.226,338.219,-26.04434,455.0092,455.29429,326.74557,344.80932, ,0.58093,0.57043,0.78679,0.77006, ,100.86032,110.48497,48.47822,320
595,99.69509,0.034787, , ,0.27012,7.637721262,7.69648,7.65487, ,7.69632,7.085295738,7.03474,7.2791, ,7.03496,-0.72715,30.78809584,23.57743,34.83924, ,23.59694,0.690840873,0.90212,0.61051, ,0.90137,1.447511344,1.1085,1.63798, ,1.10942,160.7282486,149.85452,158.25698, ,149.89073,138.7374306,142.6806,140.82766, ,142.67297,61.5546342,56.55086,60.27891, ,56.56673,0.306414881,0.32495,0.31271, ,0.3249,215.978,106.617,390.714, , ,215.545,339.445,-25.83675,452.10174,452.4457,322.82628,340.9717, ,0.58149,0.56963,0.78083,0.76491, ,101.96523,111.474,49.63458,325
590,99.63907,0.0404262, , ,0.32051,7.639552004,7.69912,7.65674, ,7.69892,7.083594207,7.03232,7.27733, ,7.03258,-0.73818,30.86166345,23.51734,34.96086, ,23.54073,0.68522473,0.89922,0.60488, ,0.89832,1.459375233,1.11208,1.65322, ,1.11319,161.3634386,150.32231,158.95477, ,150.36581,139.1689479,142.89191,141.29983, ,142.88372,61.80485236,56.73968,60.55379, ,56.7587,0.306245391,0.32467,0.31251, ,0.32461,216.384,106.836,391.188, , ,215.869,340.684,-25.62769,449.19053,449.60122,318.93642,337.15956, ,0.58224,0.56883,0.77501,0.75987, ,103.04726,112.44166,50.76408,330
585,99.57737,0.0466892, , ,0.37594,7.641378547,7.70176,7.6586, ,7.70152,7.081897325,7.0299,7.27556, ,7.0302,-0.74919,30.93572957,23.45725,35.08323, ,23.48499,0.679624347,0.8963,0.59928, ,0.89524,1.471401083,1.1157,1.66867, ,1.11702,161.9960171,150.78981,159.64953, ,150.84147,139.5972928,143.10224,141.76833, ,143.09362,62.05414663,56.92846,60.8276, ,56.951,0.306075902,0.32438,0.31231, ,0.32431,216.804,107.059,391.668, , ,216.198,341.936,-25.41661,446.27649,446.76095,315.07535,333.37236, ,0.58281,0.56803,0.76932,0.75493, ,104.10713,113.38859,51.86749,335
580,99.50998,0.053599, , ,0.43642,7.64320088,7.7044,7.66046, ,7.70412,7.080204956,7.02748,7.2738, ,7.02783,-0.76017,31.01026522,23.39716,35.20632, ,23.42972,0.674040511,0.89336,0.59371, ,0.89212,1.483590355,1.11936,1.68434, ,1.12092,162.6259454,151.25702,160.34123, ,151.31773,140.0224379,143.31158,142.23311, ,143.30271,62.30250198,57.11722,61.10032, ,57.14366,0.305906412,0.32409,0.31211, ,0.32401,217.237,107.284,392.156, , ,216.533,343.201,-25.20411,443.35867,443.92487,311.24244,329.60957, ,0.58357,0.56723,0.76375,0.7501, ,105.14534,114.3153,52.9455,340
575,99.43738,0.0611709, , ,0.50145,7.645019015,7.70704,7.66232, ,7.70671,7.078517199,7.02505,7.27203, ,7.02547,-0.77114,31.08524754,23.33706,35.33008, ,23.37491,0.668473847,0.89042,0.58816, ,0.88897,1.495944838,1.12307,1.70022, ,1.12489,163.2531815,151.72393,161.0298, ,151.79456,140.4443586,143.51996,142.69416, ,143.51103,62.54990183,57.30594,61.37193, ,57.33665,0.305736923,0.32381,0.31192, ,0.32371,217.683,107.512,392.651, , ,216.873,344.478,-24.99023,440.43803,441.09299,307.43712,325.8707, ,0.58413,0.56643,0.75829,0.74537, ,106.16243,115.22229,53.99875,345
570,99.36006,0.0694128, , ,0.57052,7.646832946,7.70968,7.66417, ,7.70931,7.076833984,7.02263,7.27028, ,7.0231,-0.78209,31.16064886,23.27696,35.45446, ,23.32054,0.662925059,0.88745,0.58264, ,0.88579,1.508466132,1.12682,1.71633, ,1.12893,163.8776858,152.19055,161.7152, ,152.27192,140.8630285,143.72736,143.15143, ,143.71864,62.79633078,57.49464,61.64242, ,57.52995,0.305567433,0.32352,0.31172, ,0.32341,218.142,107.744,393.153, , ,217.219,345.765,-24.77555,437.51509,438.26536,303.6588,322.15526, ,0.58459,0.56562,0.75295,0.74073, ,107.15897,116.1101,55.02793,350
565,99.27854,0.0783236, , ,0.64314,7.64864268,7.71232,7.66602, ,7.71189,7.075155369,7.02021,7.26852, ,7.02075,-0.79301,31.23644483,23.21685,35.57941, ,23.26658,0.657394755,0.88447,0.57715, ,0.88258,1.521156036,1.13062,1.73265, ,1.13304,164.4994172,152.65688,162.39739, ,152.74973,141.2784229,143.9338,143.60491, ,143.92555,63.04177262,57.68332,61.91176, ,57.72353,0.305397944,0.32323,0.31152, ,0.32311,218.612,107.979,393.662, , ,217.571,347.062,-24.55951,434.58988,435.44191,299.90695,318.46279, ,0.58504,0.56482,0.74771,0.73618, ,108.13528,116.97912,56.03355,355
560,99.19332,0.0878927, , ,0.71879,7.650448214,7.71497,7.66787, ,7.71448,7.073481286,7.01778,7.26677, ,7.01839,-0.80393,31.31260731,23.15675,35.70488, ,23.21301,0.651883594,0.88148,0.57169, ,0.87934,1.534016209,1.13446,1.7492, ,1.13721,165.1183366,153.12292,163.07632, ,153.22797,141.6905163,144.13928,144.05456, ,144.13182,63.28621203,57.87196,62.17994, ,57.91739,0.305228455,0.32295,0.31133, ,0.32282,219.092,108.217,394.18, , ,217.928,348.366,-24.3433,431.66298,432.62275,296.18102,314.79283, ,0.58538,0.56402,0.74258,0.73173, ,109.09199,117.82992,57.01632,360
555,99.10493,0.0980996, , ,0.79697,7.652249553,7.71761,7.66971, ,7.71707,7.071811775,7.01536,7.26502, ,7.01604,-0.81482,31.38911104,23.09664,35.83084, ,23.15981,0.646392151,0.87847,0.56626, ,0.87607,1.547048489,1.13834,1.76596, ,1.14146,165.7344033,153.58865,163.75194, ,153.70656,142.0992839,144.3438,144.50035, ,144.33745,63.52963301,58.06057,62.44694, ,58.11147,0.305058966,0.32266,0.31113, ,0.32251,219.583,108.458,394.705, , ,218.292,349.678,-24.12633,428.73559,429.80772,292.48051,311.14495, ,0.58548,0.56321,0.73754,0.72735, ,109.89474,118.66277,57.97661,365
550,99.00929,0.11403, , ,0.87669,7.654046689,7.72025,7.67155, ,7.71964,7.070146729,7.01293,7.26328, ,7.0137,-0.82567,31.46592631,23.03651,35.95722, ,23.10733,0.640921065,0.87544,0.56087, ,0.87276,1.560254538,1.14228,1.78296, ,1.14579,166.3475788,154.0543,164.42421, ,154.18615,142.5047003,144.54743,144.94225, ,144.54261,63.77202058,58.24924,62.71275, ,58.30606,0.304889475,0.32237,0.31093, ,0.32221,220.084,108.703,395.241, , ,218.669,350.999,-23.90864,425.80273,426.99847,288.80493,307.51874, ,0.58657,0.5624,0.73261,0.72306, ,110.78498,119.47973,58.91663,370
545,98.91219,0.13039, , ,0.95742,7.655839644,7.7229,7.67338, ,7.72222,7.068486367,7.0105,7.26154, ,7.01136,-0.8365,31.54303283,22.97638,36.08398, ,23.05511,0.635470759,0.8724,0.5555, ,0.86942,1.573636531,1.14626,1.80018, ,1.15019,166.9578207,154.51965,165.09308, ,154.6659,142.9067436,144.75012,145.38024, ,144.74721,64.01335775,58.43788,62.97733, ,58.5008,0.304719989,0.32208,0.31073, ,0.32191,220.592,108.952,395.786, , ,219.052,352.322,-23.69135,422.87098,424.19345,285.15381,303.9138, ,0.58635,0.56159,0.72776,0.71885, ,111.65564,120.27965,59.83532,375
540,98.81419,0.14714, , ,1.03868,7.657628398,7.72554,7.67522, ,7.72479,7.06683044,7.00807,7.25981, ,7.00903,-0.84733,31.62039622,22.91624,36.21107, ,23.00312,0.630041915,0.86935,0.55017, ,0.86606,1.587195987,1.15029,1.81763, ,1.15465,167.5650926,154.98469,165.75851, ,155.14571,143.3053868,144.95186,145.81429, ,144.95123,64.25363048,58.62649,63.24068, ,58.69565,0.304550499,0.3218,0.31054, ,0.32161,221.108,109.204,396.339, , ,219.442,353.648,-23.47392,419.94115,421.39253,281.52669,300.32973, ,0.58597,0.56079,0.72301,0.71471, ,112.50697,121.0628,60.73306,380
535,98.71632,0.16424, , ,1.11945,7.659412954,7.72819,7.67705, ,7.72737,7.06517898,7.00563,7.25808, ,7.00669,-0.85815,31.69799028,22.85611,36.33844, ,22.95128,0.624635027,0.86628,0.54487, ,0.86268,1.600934878,1.15437,1.8353, ,1.15917,168.1693545,155.44942,166.42044, ,155.62542,143.7006064,145.15265,146.24438, ,145.15468,64.49282306,58.81506,63.50278, ,58.89054,0.304381008,0.32151,0.31034, ,0.32131,221.628,109.46,396.9, , ,219.837,354.973,-23.25801,417.01397,418.59573,277.92313,296.76617, ,0.58544,0.55998,0.71834,0.71065, ,113.3394,121.82956,61.61034,385
530,98.61915,0.18163, , ,1.19923,7.661193328,7.73084,7.67887, ,7.72994,7.063532109,7.0032,7.25635, ,7.00436,-0.86896,31.77579145,22.79597,36.46603, ,22.89953,0.619250508,0.86319,0.5396, ,0.85928,1.614855356,1.1585,1.85321, ,1.16376,168.770566,155.91385,167.07884, ,156.10497,144.0923804,145.35252,146.67046, ,145.35756,64.7309193,59.00359,63.76361, ,59.08544,0.304211519,0.32122,0.31014, ,0.32101,222.152,109.72,397.469, , ,220.238,356.297,-23.04306,414.09045,415.80312,274.34271,293.22274, ,0.5847,0.55917,0.71375,0.70666, ,114.15344,122.58038,62.4677,390
525,98.52324,0.19927, , ,1.2775,7.662969519,7.73348,7.6807, ,7.73252,7.061889812,7.00077,7.25463, ,7.00203,-0.87976,31.85377196,22.73583,36.59379, ,22.84785,0.613888836,0.86008,0.53437, ,0.85587,1.628959415,1.16268,1.87136, ,1.16841,169.3686884,156.37796,167.73366, ,156.58425,144.4806854,145.55144,147.09252, ,145.55986,64.96790395,59.19209,64.02315, ,59.28031,0.304042032,0.32094,0.30995, ,0.32071,222.68,109.983,398.047, , ,220.645,357.618,-22.82906,411.1714,413.01459,270.78501,289.69911, ,0.58381,0.55836,0.70925,0.70273, ,114.9493,123.31548,63.30545,395
520,98.42963,0.21709, , ,1.35328,7.664741508,7.73614,7.68252, ,7.73509,7.060251869,6.99833,7.25291, ,6.9997,-0.89057,31.93189725,22.67569,36.72168, ,22.79613,0.608550593,0.85696,0.52917, ,0.85243,1.643248748,1.16691,1.88974, ,1.17311,169.963685,156.84176,168.38485, ,157.06309,144.8654954,145.74943,147.51053, ,145.76154,65.20376289,59.38056,64.28138, ,59.47508,0.30387254,0.32065,0.30975, ,0.32041,223.209,110.251,398.633, , ,221.059,358.933,-22.6171,408.25808,410.23015,267.24963,286.19492, ,0.58267,0.55755,0.70482,0.69888, ,115.72736,124.03523,64.12405,400
515,98.33839,0.23506, , ,1.42655,7.66650933,7.73879,7.68433, ,7.73767,7.05861861,6.9959,7.2512, ,6.99737,-0.90137,32.0101502,22.61555,36.84964, ,22.74438,0.603236001,0.85382,0.52401, ,0.84899,1.657725995,1.1712,1.90835, ,1.17787,170.555514,157.30524,169.03238, ,157.54148,145.246792,145.9465,147.92446, ,145.96261,65.43847905,59.56898,64.53829, ,59.66974,0.303703054,0.32036,0.30955, ,0.32011,223.74,110.523,399.229, , ,221.478,360.243,-22.40662,405.35086,407.44984,263.7362,282.70986, ,0.58144,0.55673,0.70047,0.69508, ,116.48804,124.73998,64.92395,405
510,98.25007,0.25312, , ,1.49681,7.668272952,7.74144,7.68615, ,7.74025,7.05698967,6.99347,7.24949, ,6.99504,-0.91218,32.08849128,22.55541,36.97761, ,22.69254,0.597945688,0.85067,0.51889, ,0.84553,1.672392694,1.17555,1.9272, ,1.18269,171.1441405,157.7684,169.67619, ,158.0193,145.624548,146.14264,148.33428, ,146.16302,65.67203921,59.75737,64.79386, ,59.86424,0.303533563,0.32007,0.30935, ,0.31981,224.272,110.798,399.833, , ,221.904,361.546,-22.19814,402.45025,404.67359,260.24434,279.2436, ,0.58012,0.55592,0.6962,0.69135, ,117.23158,125.42999,65.70546,410
