1.0500e-04,2.0750e+01
1.1458e-04,2.2628e+01
1.0741e-04,2.1064e+01
9.9454e-05,1.9886e+01
8.2379e-05,1.6486e+01
7.9794e-05,1.5898e+01
1.0358e-04,2.0457e+01
8.4943e-05,1.6939e+01
8.6741e-05,1.7423e+01
8.0821e-05,1.6281e+01
1.6372e-04,3.2122e+01
2.2259e-04,4.3502e+01
2.8894e-04,5.6116e+01
3.6194e-04,7.0379e+01
4.4414e-04,8.6129e+01
4.9047e-04,9.4858e+01
5.6400e-04,1.0865e+02
6.3439e-04,1.2228e+02
7.0546e-04,1.3574e+02
7.7166e-04,1.4838e+02
8.4355e-04,1.6195e+02
9.0096e-04,1.7286e+02
9.6601e-04,1.8496e+02
1.0463e-03,2.0025e+02
1.1092e-03,2.1232e+02
1.1689e-03,2.2365e+02
1.2322e-03,2.3544e+02
1.2921e-03,2.4676e+02
1.3639e-03,2.6057e+02
1.4364e-03,2.7400e+02
1.4767e-03,2.8185e+02
1.5667e-03,2.9914e+02
1.6068e-03,3.0674e+02
1.6889e-03,3.2228e+02
1.7401e-03,3.3189e+02
1.8143e-03,3.4580e+02
1.8667e-03,3.5542e+02
1.9354e-03,3.6808e+02
1.9976e-03,3.8047e+02
2.0598e-03,3.9193e+02
2.1148e-03,4.0154e+02
2.1836e-03,4.1432e+02
2.2506e-03,4.2626e+02
2.3226e-03,4.3894e+02
2.3860e-03,4.5024e+02
2.4301e-03,4.5756e+02
2.5255e-03,4.7427e+02
2.5719e-03,4.8176e+02
2.6456e-03,4.9477e+02
2.7136e-03,5.0611e+02
2.7688e-03,5.1446e+02
2.8445e-03,5.2658e+02
2.9135e-03,5.3750e+02
2.9823e-03,5.4743e+02
3.0440e-03,5.5618e+02
3.1102e-03,5.6547e+02
3.1666e-03,5.7254e+02
3.2378e-03,5.8229e+02
3.3185e-03,5.9352e+02
3.3798e-03,6.0039e+02
3.4541e-03,6.0968e+02
3.5306e-03,6.1900e+02
3.5898e-03,6.2460e+02
3.6523e-03,6.3118e+02
3.7436e-03,6.4273e+02
3.8145e-03,6.4984e+02
3.8796e-03,6.5600e+02
3.9616e-03,6.6509e+02
4.0273e-03,6.7077e+02
4.1100e-03,6.7946e+02
4.1789e-03,6.8598e+02
4.2659e-03,6.9533e+02
4.3154e-03,6.9752e+02
4.3909e-03,7.0469e+02
4.4567e-03,7.1031e+02
4.5281e-03,7.1613e+02
4.6055e-03,7.2349e+02
4.6778e-03,7.2983e+02
4.7477e-03,7.3539e+02
4.8263e-03,7.4237e+02
4.8776e-03,7.4511e+02
4.9594e-03,7.5267e+02
5.0145e-03,7.5567e+02
5.0999e-03,7.6459e+02
5.1640e-03,7.6884e+02
5.2198e-03,7.7114e+02
5.3107e-03,7.8064e+02
5.3768e-03,7.8557e+02
5.4381e-03,7.8908e+02
5.5118e-03,7.9488e+02
5.5838e-03,8.0065e+02
5.6551e-03,8.0674e+02
5.7077e-03,8.0907e+02
5.7751e-03,8.1372e+02
5.8584e-03,8.2160e+02
5.9220e-03,8.2576e+02
5.9701e-03,8.2951e+02
