0.02682	904.31
0.02694	903.12
0.02708	905.01
0.02721	905.61
0.02734	905.39
0.02747	904.96
0.02760	906.04
0.02774	907.61
0.02787	907.34
0.02801	907.66
0.02814	909.50
0.02827	908.37
0.02832	904.42
0.02855	911.78
0.02869	910.26
0.02884	911.24
0.02897	909.94
0.02911	910.80
0.02924	911.89
0.02937	912.43
0.02950	913.19
0.02963	913.08
0.02976	914.00
0.02990	914.05
0.03003	915.73
0.03017	914.81
0.03029	915.41
0.03044	916.33
0.03057	917.08
0.03071	917.79
0.03084	918.87
0.03095	916.16
0.03110	918.76
0.03123	918.71
0.03137	920.11
0.03150	919.95
0.03164	920.71
0.03177	920.44
0.03189	920.44
0.03204	921.20
0.03217	921.79
0.03231	922.93
0.03244	922.06
0.03258	923.36
0.03273	925.26
0.03285	922.17
0.03299	924.06
0.03314	924.23
0.03327	925.15
0.03340	924.93
0.03352	926.07
0.03367	925.53
0.03379	926.12
0.03393	926.01
0.03407	927.31
0.03420	927.58
0.03435	927.75
0.03447	928.18
0.03463	928.18
0.03475	927.37
0.03490	929.32
0.03502	927.64
0.03517	929.64
0.03530	930.29
0.03546	930.72
0.03558	930.02
0.03572	930.34
0.03585	931.21
0.03599	931.32
0.03613	931.86
0.03627	931.91
0.03640	933.65
0.03655	933.05
0.03667	932.45
0.03683	934.08
0.03694	932.78
0.03709	933.54
0.03723	934.62
0.03737	935.32
0.03750	934.19
0.03765	935.11
0.03778	935.92
0.03792	935.81
0.03807	936.57
0.03820	937.00
0.03833	935.97
0.03848	936.46
0.03858	934.19
0.03875	937.87
0.03889	937.87
0.03902	938.52
0.03917	938.79
0.03932	939.22
0.03945	938.79
0.03959	938.57
0.03973	939.38
0.03987	938.95
0.04000	940.09
0.04015	940.68
0.04029	940.36
0.04045	940.46
0.04059	940.25
0.04073	941.38
0.04088	942.41
0.04101	941.01
0.04115	941.98
0.04129	944.04
0.04145	942.41
0.04159	942.41
0.04173	943.71
0.04188	942.58
0.04201	943.55
0.04215	943.71
0.04230	943.28
0.04243	943.33
0.04257	942.90
0.04271	945.44
0.04285	943.98
0.04300	944.79
0.04314	945.44
0.04327	944.58
0.04341	945.44
0.04356	945.66
0.04369	945.50
0.04384	945.44
0.04397	947.23
0.04412	946.53
0.04425	946.80
0.04441	946.85
0.04456	947.07
0.04470	948.91
0.04484	947.29
0.04498	948.31
0.04513	947.50
0.04525	946.80
0.04541	947.83
0.04554	948.48
0.04569	948.91
0.04582	947.83
0.04599	950.42
0.04614	949.88
0.04629	948.69
0.04644	948.48
0.04655	947.72
0.04667	948.75
0.04681	949.34
0.04695	950.37
0.04709	950.64
0.04724	950.21
0.04738	951.07
0.04755	951.40
0.04770	951.99
0.04785	950.64
0.04799	951.56
0.04814	951.24
0.04829	950.86
0.04843	951.56
0.04858	951.99
0.04873	951.94
0.04887	952.37
0.04902	952.86
0.04916	951.99
0.04923	947.50
0.04944	953.35
0.04958	953.51
0.04972	954.21
0.04986	953.08
0.05001	953.62
0.05015	952.86
0.05029	953.45
0.05046	953.94
0.05061	954.10
0.05075	954.21
0.05092	955.84
0.05106	954.65
0.05120	954.54
0.05133	953.51
0.05148	954.81
0.05162	954.97
0.05176	955.62
0.05191	954.97
0.05205	957.78
0.05221	955.62
0.05234	956.00
0.05250	955.84
0.05264	956.92
0.05279	956.22
0.05293	955.84
0.05308	957.14
0.05322	957.08
0.05335	954.97
0.05352	956.16
0.05366	957.57
0.05381	957.24
0.05395	957.14
0.05410	957.57
0.05424	956.38
0.05439	956.76
0.05454	957.24
0.05468	956.27
0.05483	958.27
0.05499	958.76
0.05512	957.78
0.05527	957.57
0.05543	957.14
0.05557	957.78
0.05572	958.87
0.05586	957.84
0.05602	958.92
0.05616	958.49
0.05631	958.27
0.05646	958.87
0.05662	957.84
0.05677	958.65
0.05691	958.98
0.05706	959.79
0.05720	959.63
0.05735	958.49
